Symbol	E2.5_wt_male_IB118	E2.5_wt_male_IB119	E2.5_wt_male_IB22	E2.5_wt_male_IB23	E2.5_wt_male_IB25	E2.5_wt_male_IB26	E2.5_wt_female_IB120	E2.5_wt_female_IB121	E2.5_wt_female_IB122	E2.5_wt_female_IB123	E2.5_wt_female_IB124	E2.5_wt_female_IB24	E2.5_KO_male_IB27	E2.5_KO_male_IB28	E2.5_KO_female_IB125	E2.5_KO_female_IB126	E2.5_KO_female_IB127	E2.5_KO_female_IB128	E2.5_KO_female_IB29	E2.5_KO_female_IB30
Parp12	1.80606668	5.093832913	1.507767562	0	0.275704164	0.908566955	0	2.001441737	2.39440212	3.992688033	0	0.8490654	0.881289321	1.435130866	1.391161739	0.130478995	0.739912271	2.395477071	3.333869194	0
Parp14	0	0	0.503576899	0	0	0.269734078	0.129263456	0	0	0	0	0	0	0	0	0	0	0	0.053986603	0
Parp16	2.348686794	4.968179563	3.431340133	0	2.222932832	4.726158193	3.397343476	0.65069023	3.503006444	2.423056185	1.633542437	4.048590942	5.730332695	0	1.809126563	4.411692934	3.367748101	4.776611509	0	6.194579263
Parp2	52.18603409	41.39593911	37.78051886	50.72309981	64.42851659	35.5508157	52.94531376	57.22895786	41.79981523	36.6934779	35.53990231	47.53389118	52.91888531	20.21560013	36.01018531	51.13295219	64.80708676	36.91571288	41.05042566	58.96247159
Parp3	0	0	0	0	0	0.371409381	0	0	0	0	0	0	0.270194001	0.703993554	0	0	0.22684929	0	0	0
Parp4	3.51964395	1.158127666	3.6184888	5.170262949	2.702366713	1.989199138	2.34652309	3.792044692	5.343070928	4.348343319	1.97448503	2.001921997	3.116849087	7.975968275	7.028729863	0.197770306	2.80375926	2.420590037	4.50196826	5.916440296
Parp6	0.920905776	0	2.690815102	3.367573626	1.836917087	1.441298304	1.036060409	1.38905022	2.255265359	1.372316921	0	2.020362694	1.310649971	1.024474039	0	0	0.880315668	1.330016415	2.379896159	3.187874512
Parp8	42.62688337	38.08390651	37.4445627	32.7845171	74.09129779	54.15300318	44.92189731	82.49233562	106.8258991	33.86386173	59.39935772	73.09835355	107.8189561	69.33048433	73.70394115	51.02734343	99.22665638	134.5942648	85.6945715	118.2973065
Parp9	1.168788943	12.46059581	3.244354927	4.537051733	1.049114683	2.195108641	1.840916167	1.964424798	3.344397733	2.17043597	3.034856619	4.871961404	3.792647384	0	9.242924394	6.383585987	3.016637278	3.472500769	0	4.58542693
Pars2	2.166039021	0	1.186687063	3.884230693	3.008965536	3.495979816	3.35072554	2.450362234	4.501889708	2.420843759	2.782856013	1.485013636	4.392913642	0.301204912	6.326161447	0	2.523504827	3.351747574	3.562168364	0
Parva	0	0	0	0	0	0.219757506	0	0	0	0	0	0	0	0	0	0	0.134223411	0	0	0
Parvb	4.272373121	0.221970128	8.048599575	9.67755291	12.01415311	3.959193925	9.107264618	5.668995936	2.869324187	3.40240003	5.473800097	10.11308315	8.064689277	16.76008189	4.849728751	4.776059475	12.25218833	4.453798558	14.58057937	11.58947819
Pask	2.603985962	3.534437414	4.279862582	2.884149417	2.121710235	5.158012168	4.577502036	5.575970803	3.650032703	6.716098019	4.313954716	4.463163664	9.172450296	2.715786814	1.170036141	0.658435906	4.20054513	4.13016623	3.097089821	5.696440419
Pate2	1.128369425	0	0	0	0.884219973	0	0	0.729419342	2.18158139	0	0	0	0	0	0	0	0	0	0	0
Pate4	0	0	0	0	0.525737448	0	0.922528855	0.530073439	0.634147346	0	0	0	0.700217327	0	0	0	0	0	0	0
Patl1	2.763226397	0.974175934	3.60443427	3.331181026	2.994914045	1.158399549	2.886700099	4.082858954	5.495042249	5.158449099	2.242170189	7.794263469	3.876493365	5.050123859	3.547391025	0.399257688	1.415053734	5.131008599	5.193457501	1.442399441
Patl2	0	0.67575951	0	0.577687556	0	0	0	0.221263194	0	0	0	0	0	0	0	0	0	0.21185964	0	0
Patz1	17.70544059	21.02054561	22.54620218	34.93018831	7.414478351	20.50207515	25.84140564	22.89089112	17.02326845	21.88637213	29.12181126	27.55804886	24.51766125	13.57472234	16.34102314	19.11775838	22.12835995	33.61753724	28.44301705	34.97052292
Pawr	2.27875481	0	2.330420555	2.692188342	0.194802789	1.069935339	1.53822098	6.776124792	1.762291312	2.664364505	13.80627333	0.499932928	1.945899355	0	2.457363925	0	0.653494728	1.974652379	0	0
Pax1	0.315812266	0	0	0	0	0	0	0	0.122117836	0.108604074	0	0	0	0	0.567609459	0	0	0	0	0
Pax2	0	0.271687917	0	0	0.294102658	0	0.309642985	0	0	0.094647356	0	0	0	0.306180216	0	0	0	0.170355588	0	0
Pax3	0.215385925	0	0.157335233	1.090557015	0	0	0.242318851	0	0	0	0	0	0.183924717	0.239608975	0	0.108923649	0	0.399948059	0	0
Pax5	0	0	0	0	0	0	0	0	0.266677858	0	0	0	0.588924507	0	0	0	0	0	0	0
Pax6	4.979212358	8.713277269	5.786482987	3.055890271	0.58043928	4.250674923	2.291660921	13.02128787	15.66538617	13.2313456	0.612165455	8.68940742	3.865367042	4.280284632	2.440674412	0.457828498	16.71320311	5.32336915	1.701523973	10.44630556
Pax8	0	0	0	0	0.070458943	0	0	0	0.764891615	0.566872869	0	0	0	0	0	0	0	0	0.077454859	0
Pax9	0	0	0	1.092534197	0.691723967	1.899613247	0	0.62768603	0.250308354	0	0	0	0	0	0	0	0.232049021	0	0	0
Paxip1	16.31938328	18.71308315	28.05647704	8.763728254	23.81512275	20.51041064	16.50549054	14.27904991	22.88300748	11.11070823	16.31850931	16.63567868	9.571945919	16.8710509	7.99931763	18.58995223	15.60008546	14.18235549	7.745485935	8.179029399
Pbk	92.62432249	161.3821273	122.3800473	147.357707	111.0917936	107.5356518	92.24840178	220.5260084	242.8822863	131.9350798	154.9712842	148.2413509	111.0784609	60.81118558	114.6212471	112.6241416	136.0785649	113.7222905	73.72516788	106.6836889
Pbld1	93.47327914	28.35859737	30.06843926	38.35452912	28.68222927	131.8658135	140.3763207	67.076797	66.98267018	70.48164073	13.22107249	154.2726632	96.2962797	270.4579826	50.86224788	35.99514569	50.41494889	76.96512899	44.3234735	53.59914437
Pbrm1	3.900244527	1.31713579	2.324227319	0.433069949	1.074835248	2.409562399	1.732085716	4.909824003	5.595996811	7.235677878	2.831647974	2.139173395	2.454081867	15.9853458	2.951541213	2.491462413	3.752864757	8.195264382	1.543257299	1.381719208
Pbx1	0	0	0	0	0	0	0	0.05966042	0.071374067	0.031737847	0	0	0	0.102670601	0	0	0	0	0	0
Pbx2	0	0	0.65180937	0	0	0	0.66925335	0.192272265	0	0	0	0	0.253988149	1.654422552	0	0.300833042	0	0	0	0.343206451
Pbx3	1.392582965	0	0	0	0.44642645	0.817317927	2.7417573	4.276029112	2.288548467	2.035293905	0	0.76379222	0.594584876	1.936497103	0	0	1.248002886	3.232342442	0	3.883314781
Pbx4	6.803444947	6.10541443	7.680575795	4.697410393	9.252770925	6.533992647	11.13335491	5.19763176	6.218127802	4.4665542	10.70648749	8.141446697	4.753368401	2.752212364	0	7.193974409	9.311936008	2.296954852	0	4.044162727
Pbxip1	0.185921169	0.367060622	0.271623603	0.156894835	0.039734378	0.218237201	0.209169676	0.240372512	0	0.255744296	0.100574918	0	0.158763848	0.413661019	0	1.128274961	0.266589681	0.460313648	0	1.430218358
Pcbd1	1.02853427	0	4.507945794	0	4.835919111	0	3.471441914	0	1.988560814	2.829605412	0	0	0	0	0	0.520144043	1.474800447	2.546500564	0	6.329687371
Pcbd2	16.78432297	1.506225868	16.71902973	5.150518355	11.7395439	0	5.149941302	2.959091285	3.540075295	2.098883135	2.476242901	5.02130435	2.605937011	0	0	3.086569049	1.093945387	0.944443891	0	7.042646662
Pcbp1	570.0507911	621.8501777	599.8214872	529.0745769	377.6489585	261.3257766	612.1302309	567.9185863	699.8828549	728.0024572	644.2860589	448.4515182	339.2995566	457.0177254	985.0775432	761.0963305	660.6381416	705.9901991	390.2841304	516.2757926
Pcbp2	20.5385437	7.138883019	26.62505484	17.820257	22.62715561	16.97779339	20.82865149	31.9766802	33.78067683	30.93775605	20.49950807	20.30838648	26.92530126	51.16749814	16.11734941	20.04180017	13.27320402	23.45565754	18.00973397	18.24730187
Pcbp3	1.149121046	0	1.119214128	2.90915485	2.619582515	0.899237609	2.585625702	0.990445267	3.110383397	0.922061074	0	2.100867567	3.925080298	2.130591985	1.376877013	2.324505794	1.9223261	0.474175967	4.319523963	2.062605022
Pcbp4	0	0	0	0	0	0	2.299532181	0.528512869	0	0	0	0	0	0	0	1.653843671	0	0	0	0
Pcca	0.960176057	0	0	0	0.068401748	1.502759738	0.360080414	0.206897662	0.990078684	1.981158611	0	0	0.546616062	0	0	0	0	0.198104635	0	0
Pccb	36.72823597	43.07635044	40.64234848	33.7560162	28.36672127	32.01399715	49.50327688	33.85066102	25.59176213	26.5113401	62.16223558	37.09759818	26.39492289	46.92696271	52.94004972	70.61789754	34.67486953	36.68861518	46.81762523	47.69540999
Pcdh1	0	0	0	0	0.182521526	0.501240851	0.240207411	0	0.577915931	0.293693027	0	0.23420743	0	0	0	0	0	0	0	0
Pcdh10	0.070620731	0	0	0	0	0	0	0.045651828	0.027307523	0.024285628	0	0	0.06030523	0.157125967	0.126926655	0	0	0	0	0
Pcdh12	0	0	0.108926558	0	0	0	0.335525082	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdh15	0.052111888	0	0	0	0	0	0	0.033687034	0.020150551	0.035841315	0.169141005	0	0.044499956	0.173917717	0	0	0.037361242	0.032255355	0	0.020043812
Pcdh17	0	0	0.063999651	0	0	0	0	0	0	0	0	0	0	0	0	0.044307149	0.376881385	0.054229295	0	0
Pcdh19	0	0	0	0	0	0	0	0.209269327	0	0	0	0	0	0	0	0	0	0.050093876	0	0
Pcdh8	0	0	1.368262338	0	0	0.244297002	0	0.807226501	0	0	0	0	0	0	0	0	0	0.386459928	0.58674523	0
Pcdh9	0	0	0.66089341	0	1.095690764	0	0.508935376	0	0.116614245	0	0	0.165407673	0.515055786	0	1.897099776	0	0	0.093333279	1.204482644	0.115996533
Pcdha6	0	0	0	0	0	0	0	0	0	0	0.429870477	0	0	1.060825082	0	0	0	0	0	0
Pcdhb11	0	0	0	0	0	0	0	0	0	0.475514602	0	0	0	0.256378289	0	0	0	0	0	0
Pcdhb13	0.225592407	0.222691396	0	0.190372531	0.096425534	0.529607852	0.253801602	0.145831198	0.348926999	0.46547124	0	0.494924122	0.577921043	1.254816563	0	0.114085209	0.808684242	0.558533836	0.105999691	0.347078714
Pcdhb16	0	0	0	0	0	0.185563738	0	0.306577579	0	1.196004944	0	0	0	0	0	0	0	0	0	0
Pcdhb17	0	0	0	0	0	0.598116758	0	0	0	0	0	0	0	1.417136871	2.289531731	0	0	0	0	0
Pcdhb18	0.165332955	0	0	0	0	0	0	1.17565008	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb5	0	0	0	0	0	0	0.265295589	0.152435498	0	0.162183724	0	0	0.201364507	0.262328761	0	0	0	0	0.055400065	0
Pcdhb7	0	0	0	0	0	0	0	0.153609416	0	0.081716357	0	0	0	0	0	0	0	0	0	0
Pcdhga6	0	0	0	0	0	0	0	0	0	0.126210374	0	0.20129458	0	0	0	0	0	0	0	0
Pcdhgb1	0	0	0	0	0	0	0	0	0.214860061	0.127388861	0	0	0	0	0	0	0	0	0	0
Pcf11	3.875610696	0.70847633	5.24270057	2.786018673	4.172082336	4.886234681	2.745333974	15.49597183	11.04535209	22.50911128	8.929662977	3.621498968	4.290097888	13.89253165	15.73717761	3.193992713	9.879435111	13.06046787	4.923561461	5.244975913
Pcgf1	86.74286159	177.8415014	102.3571902	74.80921655	82.5058906	79.4420868	140.4861562	81.33776778	85.88125456	64.24887804	196.4618252	153.707067	81.39826133	78.4711167	118.2121383	115.2113105	82.00835438	79.65098303	102.3431262	127.9561873
Pcgf2	0.293763314	0	0	0	0	0.344824013	0.330496938	0	0	0.505108512	0	0.322241676	0	4.248412439	0	0	0.210611488	0	0	0
Pcgf3	14.73745432	24.02613945	11.25476148	21.10456302	12.64625664	8.911635107	13.06326574	19.77539054	15.88716718	29.87069048	17.51488881	22.28969248	11.63137739	20.3693959	24.48099139	9.937246693	21.13182308	13.6829188	14.26913236	18.37959007
Pcgf5	36.99042732	94.82934548	27.42408375	94.57805723	48.37667139	51.84471303	54.65968183	80.65827883	69.80915876	82.58875638	108.4131634	54.50560985	117.3915044	78.00169265	172.6570927	117.5442811	70.06035126	99.78434616	119.7199075	103.4158291
Pcgf6	56.7850927	65.46267258	22.62567646	36.52620941	29.70324699	32.16231748	23.23119375	77.26641506	81.07413622	90.81070992	35.658842	26.13567374	36.62223396	11.48569845	35.68526577	73.29865893	36.44120838	57.26895275	44.78057493	50.40292642
Pcid2	35.6356371	28.00529259	46.50223153	27.73643969	35.12193971	28.83404646	29.58222096	24.82539956	23.27805325	17.37069851	19.27726305	25.04813449	33.38478026	1.924434206	24.87298591	24.14522474	17.85929445	20.34398032	40.96641549	35.13134207
Pcif1	3.935489048	5.379065344	5.307319902	2.810139284	5.952244519	2.132094984	4.768186932	3.718218628	3.394716099	4.788839828	7.205578907	6.309473272	2.843615132	5.05163979	0	4.745936384	5.860080992	7.307771877	4.83631294	8.616493936
Pck2	0.735099493	0.967528616	3.221855376	2.688116124	7.279092684	7.478218643	0	0.475195248	2.08447963	0.252791954	4.241658428	2.95666215	4.812552498	3.543675787	0.880796325	2.478333383	3.689169942	0.303333155	1.66944837	1.696449299
Pclo	0.415348094	0.186366779	0.330985868	0.223047511	0	0.177288053	0.212402401	0.58580995	0.33581298	0.402530094	0.245110338	0.165677555	0.25794808	1.050135417	0.067864111	0.171856874	0.406064753	0.467427814	0.230644451	0.203325142
Pcm1	2.783338174	2.256912593	2.759308188	3.271540922	0.148711161	1.166830807	0.447340087	9.638848836	8.802246639	9.639936586	1.290565445	1.962748246	2.037238909	10.83726719	4.109191778	4.021636322	2.351832475	4.491545709	2.008429178	2.752858903
Pcmt1	73.01144676	75.93358388	59.04774068	48.04329367	53.49851616	76.5196322	115.3887735	52.2541253	88.89707076	65.16063167	87.22006946	75.32218461	79.04675601	34.3262042	80.45249684	65.27441446	56.70711578	74.78103769	96.89425126	66.36142305
Pcmtd1	2.388511349	4.086846792	1.512126313	0.806245132	0.034030915	2.056026356	0.716582047	5.043802768	13.79221996	3.449798456	0	2.445390574	2.039623865	2.834273742	5.151446394	3.865290598	2.739881565	6.997766028	3.666167068	1.102432648
Pcmtd2	1.661951926	0	1.560887472	0.400710034	2.334080495	1.393446708	0.801330279	0	0.459029427	0.408232471	0.385303113	0.520876256	0.202741751	0	2.133590413	0.60033724	2.042613329	0.146955362	2.677390886	0
Pcna	135.5461234	65.92248547	141.0343041	127.2178034	178.3323677	147.4642626	71.41251938	176.5262346	141.8980181	226.0147323	153.4445184	130.5539131	148.4949774	128.7232658	162.8075111	174.5454797	139.3686423	122.7777058	256.4663787	171.4101946
Pcnp	24.57884404	17.02015333	16.61448978	9.287262292	25.16687339	21.53062306	19.39788547	21.34298338	12.62486562	14.50780186	28.57656273	13.27959222	24.74779547	29.79169903	44.17556203	13.72850461	22.35579277	23.16070857	15.85822591	18.34313298
Pcnt	10.66524203	9.751429547	7.024448587	7.30341341	7.342450304	10.67195945	12.39228268	10.56765087	11.4593686	11.33363857	9.55263316	9.493584658	9.928537979	17.7970383	10.36992105	3.183085059	6.330190167	12.0664847	10.04314817	13.01263838
Pcnx	2.33345694	2.980935023	0.501336751	1.100409371	1.026730574	1.933446049	2.779670105	2.750670242	2.680355222	3.115386468	4.3066513	1.505688099	0.937699387	8.398453455	3.083766686	1.874215377	0.836477558	3.058569752	1.048055682	0.422361543
Pcnxl2	0	0	0	0	0.197503881	0	0	0	0	0	0	0	0.098644038	0	0	0	0.082819493	0	0	0
Pcnxl3	6.537366085	13.81232344	5.948328804	4.452106932	5.147363341	6.192781027	3.35483511	5.634657304	9.135772506	4.417363075	5.273606509	3.019418695	4.896894301	18.11765789	6.184005032	4.872054063	6.413676504	8.16377091	2.829224271	7.146386089
Pcolce	0	0	3.558904574	1.827279416	0	0	1.218049795	1.049814062	0.627966573	1.489266006	0.878511127	1.781437411	0	0	0	0	1.164316142	0	0.3815369	0
Pcolce2	5.357638319	0	4.565925804	4.897960783	2.385446799	1.04814673	0	0	1.553762951	0.307071327	2.65671934	1.469256257	0	0	0	0	0	1.381742669	0	1.545532587
Pcp2	0	0	0	0	0	0	0	0	0.515434963	0	0	0	0	0	0	0	0.95567069	0.825066183	0	0
Pcsk1n	1.519585515	0	1.665041538	1.282345199	1.542610685	1.337785088	4.274005093	0.491157879	0	0.914492857	1.438546948	3.333798055	1.622026457	2.535725071	4.77951494	0	2.996003644	3.291987733	1.874280447	0
Pcsk4	0	0	0	0	0	0	0	0.214222201	0	0.113960838	0	0	0	0	0	0	0	0	0	0
Pcsk5	0	0	0	0	0	0	0	0	0	0.153272816	0	0	0	0	0	0.225399462	0	0	0	0
Pcsk6	4.845932751	15.30757234	2.97348216	3.598652076	1.739899828	3.640468681	2.834983974	7.768819466	9.369091783	9.73211773	8.074003726	2.764170799	2.317331609	9.703661728	6.270909152	4.215127276	9.449977737	5.518997849	0.182157682	2.833116817
Pcsk7	8.082111187	8.840684917	7.180327922	7.926315544	1.914011461	12.30734221	7.618240384	11.43757832	7.263930063	6.234739508	4.608382829	9.10522834	20.70469566	12.15007228	7.066693113	11.15704882	7.830285541	9.734656063	4.156791504	9.409891817
Pcsk9	0.237218895	0	0	0	0	0.556902562	0	0	0	0.326307002	0	0	0	0	0	0	0	0	0.111462659	0.182483157
Pctp	2.958797215	0.834499567	0	0.356694955	0.090334728	0.992309386	0.475539988	2.459153488	0.817216773	1.889633751	0	0.927323584	0.721888183	9.874661483	1.519384832	0.213757826	1.515205939	0.26162677	0	0.325155173
Pcx	0.780068126	1.92509205	0.854736913	2.468559535	6.210068496	0.686742205	3.07164102	0	1.432769238	0.603576295	0	2.780993936	1.332248697	0	0	0	0.699080268	0	1.832663198	1.27516086
Pcyox1	3.88307042	3.25816558	3.261983614	2.949154882	0.622406487	3.874307922	3.058040186	2.635666952	4.354350363	1.936245372	0.945254223	0.851901554	1.823730796	3.671807907	0	0.392744512	0.69598483	0.961391497	1.00350162	0
Pcyox1l	0.413045493	0	0.603443413	0	3.354432556	0.969678631	1.394084259	1.869054188	0.798579206	7.528195361	3.351583104	1.359262358	0.352712347	0	5.196567309	0	0.592259971	0.511320143	2.328945121	3.177396362
Pcyt1a	18.28549374	27.23386286	13.12286107	23.28145359	14.98031197	10.92017947	16.78242327	17.62693192	9.489501027	20.46411057	15.44481421	14.95563695	12.8751551	14.63192455	10.08998485	16.79101882	9.199756351	16.28211085	14.28207062	25.17129238
Pcyt1b	4.939088835	0	1.396609712	0	0.578857475	2.618262114	3.405717541	1.75089471	6.776850967	2.301185124	8.187844666	2.097251616	4.353693962	2.304168613	5.1544019	6.606993185	5.939815914	4.536365032	2.320742519	6.005576873
Pcyt2	139.83582	154.6200363	119.0613585	173.1753033	127.788294	182.7939338	227.8098285	121.7984549	133.9498899	122.093233	133.1152614	184.2695558	203.9277073	96.46879296	114.2395233	81.27853025	126.2943555	184.0661954	81.59795565	89.05973613
Pdap1	74.12169799	60.84933716	63.26061925	49.14618536	47.68468087	45.27822594	69.35004932	36.66962873	35.53412846	60.21260314	48.27943036	40.23881389	42.62712035	85.40259884	91.75794666	49.15042465	33.61982681	39.55860897	67.52319858	57.16436055
Pdcd10	52.57075161	77.40228929	39.05279244	51.1306004	72.17203733	55.95590174	16.54039971	114.6228537	66.84116499	102.6488541	97.84734783	48.87044876	53.26145057	74.34284868	75.26804956	62.18363762	78.89393729	57.35754212	70.85997156	46.95223312
Pdcd11	15.02718694	11.15948114	14.70322879	17.56741835	11.66766517	16.1827056	19.69812068	13.01157929	18.87141909	16.73566679	3.878067651	17.54257446	20.71985132	15.64361515	9.415760809	6.971978738	8.796819811	20.73588061	12.27553778	14.84747948
Pdcd1lg2	0	0	0	0	0	0	0	0	0.660330297	0	0	0	0	0	0	1.110351413	0	0	0	0
Pdcd2	62.48345689	41.8542513	46.72968809	41.42948202	51.50724884	41.03775203	35.14834938	49.04693806	36.81678307	65.74095521	65.99187331	45.69386959	38.74702593	34.75528176	98.93230146	27.83699461	45.33036196	44.19997408	57.84474124	40.34116041
Pdcd2l	107.7916741	107.6875186	104.8281861	118.3615613	88.12282983	62.50156957	103.006854	63.38405823	66.53851578	75.69966389	133.8329191	96.87242812	90.38315749	78.0165327	108.5377232	102.7841928	100.092166	89.22675983	131.3500997	180.0760289
Pdcd4	1.303775835	0.321752474	0.476191457	1.100228099	0.069659526	0.765196322	0.733403221	1.053510591	0	1.681323638	0	0.357542016	1.39166824	4.351208984	2.343276607	2.472515699	0.934732678	0.806989615	3.29277092	0.376103783
Pdcd5	176.4849457	138.3475498	162.0964621	71.18064503	170.8390116	126.429026	127.015842	68.78734944	56.70186022	139.2324532	146.7154633	98.22046734	94.19122795	153.0242935	184.2538106	139.7826352	152.579822	102.8119854	230.4839451	146.2446168
Pdcd6	126.8255643	147.859196	134.5728306	123.6327182	113.6761193	134.1111995	112.5485203	165.0295306	78.84565338	117.4940732	118.8791572	141.5190712	157.3154928	115.5468685	110.0417455	201.8117932	170.8794376	150.2335077	196.3705832	217.2014154
Pdcd6ip	13.80387667	8.533683359	16.80577281	21.76794389	31.05068428	19.47658361	7.372819731	19.73949129	12.07713721	17.88511889	17.19735153	21.41302675	16.43114158	20.94042081	12.53015692	17.13472001	16.29438519	18.03753475	32.16825403	25.31345267
Pdcd7	15.94961289	25.12421559	8.924080064	10.88217463	9.138194862	6.771753683	16.798668	12.28474883	11.02253994	19.48883524	3.487921773	7.072778185	5.50590439	8.30540338	3.659520371	2.231004797	6.325722488	9.872227747	14.43048707	3.393666396
Pdcl	15.7411088	6.042822183	21.29365578	15.49750966	32.27073829	24.29404614	6.231104626	65.01096634	60.64205959	35.38615621	26.01874539	20.144953	32.3599386	14.91712583	67.58524632	22.99699137	52.66554711	62.42846817	21.70955639	25.67559724
Pdcl3	28.32388042	22.17489384	18.54969488	17.72037953	24.3174628	16.62350884	26.37156343	18.94095946	19.44966339	14.94623785	10.83102258	25.17716144	27.93973849	24.99012053	28.08635408	26.17794113	24.15785375	13.29971866	24.43737134	24.6059176
Pddc1	22.8173835	28.01761223	39.83976142	23.9514586	35.68131244	20.25086699	30.67947664	20.14633158	18.93715629	15.69325246	24.3852858	24.41890158	14.73216094	22.90706613	14.0033083	20.82660919	21.54568188	15.84545942	43.01580049	22.26172612
Pde10a	0	0	0	0	0	0	0	0	0	0.074251017	0	0	0	0.240198915	0	0	0	0	0	0
Pde12	14.16456943	20.50754902	10.00204465	12.550831	13.26922188	13.30127605	5.311925854	12.51387882	13.60155311	13.39532316	2.554129827	11.6532963	11.28919383	2.626261019	11.45609275	7.640767132	5.246846022	9.059596085	13.58840047	10.89624562
Pde1a	0.169607646	0	0.12389509	0	0.036247913	0.199088131	0	0.109640597	0.26233457	0.116652096	0	0	0.144833226	0.188682311	0	0	0	0	0	0.195708727
Pde1c	0	0	0	0	0	0.076245197	0.07307729	0	0	0	0	0.071251941	0	0	0	0	0	0	0	0
Pde2a	0	0	0.26225929	1.060400838	1.150935676	0.210713402	0	0	0	0.185195571	0	0	0	4.193699156	0	0	0	0	0	0
Pde3a	1.18874591	0	1.157807719	0.835964037	1.736037982	0.465122901	0	0.128074819	0.919325142	0.136265183	1.82199656	0	0.676737982	0	0	3.406603319	0.426131401	0.490526863	0	0
Pde3b	0.157607408	0.311161303	0	0.532005869	1.010498008	0.185002062	0.177315421	0.101883204	0.48754726	2.005374437	0	0	0	0.175332485	0	0.87674677	0.225990988	0	0.037027701	0.484964696
Pde4a	0.649980697	2.726894578	1.543094376	0.959883029	1.111291588	0.381478798	1.462515025	1.155471183	2.199169069	2.626367224	1.4943428	2.138975756	0.971317657	1.084619676	0.292052614	1.479169135	1.164997427	0.201157154	0.038176015	1.312511973
Pde4b	0.138069731	0	0	0	0	0	0	0	0	0.047480535	0	0	0	0	0	0	0	0	0	0
Pde4c	4.17469594	0.772689625	0.381191783	0.22018345	0.278812636	3.36897272	0.880635124	2.698676424	1.91694024	3.589070441	0.14114507	2.003489428	1.336838341	2.031836077	0.468948873	0.659750509	1.496509066	1.130493125	0.551693037	0.200714327
Pde4d	0.118188787	0	0.086334612	0.099736949	0	0	0	0	0	0.040643715	0	0.129646388	0.201850136	0	0	0	0.254203794	0	0	0
Pde4dip	0.43827856	0	0.040019247	0	1.40500887	0.32153643	0.739624634	0.424978981	0.699075828	0.33911724	0	0.420670858	0.32747719	0.304730556	0.590788618	0.443287092	0.353498233	0.135639209	0	0.273934734
Pde5a	0.990621592	0.244470667	0.361814912	0.731468533	0.079391981	1.598859972	0.835870378	1.600935238	1.723734641	2.597555058	0.602866509	0.543327819	0.634441859	3.168337219	0.667666655	0.563592461	2.130657007	1.68618609	0.087274865	0.095255774
Pde6a	0.992273414	0.587707949	3.479214953	0.502414785	3.393039525	1.630644663	4.018867962	0.256576757	3.760170496	1.364924002	4.401554199	0.870774075	0.338933208	0.220773586	3.923509116	0	1.422806529	2.211051586	0	1.526633745
Pde6b	1.775098207	0	0.216112458	0	0	1.389092187	0.998532653	0.573744262	0.91518992	2.136522908	0	1.298121295	0.505270457	0	1.063461471	0	0.848429234	0	0	0
Pde6c	0	0	0	0.474549953	0	0	0	0	0	0.096691714	0	0	0	0	0	0	0	0	0	0
Pde6d	2.288771315	3.012451735	15.60442775	7.081962738	9.946002468	2.686595878	12.0165297	4.438636928	9.145194513	9.182613717	12.79392166	1.673768117	10.42374804	6.789798634	10.96962456	14.66120298	6.016699626	9.444438905	12.36745571	7.042646662
Pde6g	1.853421042	0	2.030832087	0	2.376637363	3.26336229	2.085182018	1.198119275	0	0.318684703	0	1.016548823	0	0	0	0	1.993195265	3.441599761	0	15.68340224
Pde7a	1.374017744	3.616929406	1.505539895	3.8650124	0.734124859	1.34403642	1.288193124	6.365543815	5.224481655	3.386309666	2.105963589	2.00962593	4.497712615	1.019029701	0.411587068	0	3.612004394	4.535822885	0.699414399	0.704651838
Pde7b	0	0	0	0	0	0	0	0.130495424	0	0	0	0	0	0.898286904	0	0	0	0	0	0
Pde8a	3.105153778	8.276102028	0.9073018	0	1.990865625	3.644878492	0.349343763	1.204371108	4.322507144	3.203476124	0	1.021853215	0	4.490681206	0	5.339085708	1.113108798	0.576593027	0	1.313769905
Pde8b	0	0	0	0	0.433298923	0.39664202	0.380161962	0.327654399	0	0.232405231	0	0.185333075	0.288550316	0	0	0	0	0.522882138	0	0
Pde9a	0	0	0	0	0.603850893	0	0	0	0	0.277613903	0.436701752	0	0	0	0	0	0	0	0	0
Pdf	24.94999147	61.03744981	28.52684448	20.13933154	20.98112278	19.73668482	21.96771836	32.95842038	22.23148848	33.94697509	11.44295059	35.69833562	31.03202726	24.13561233	20.47163333	21.1206927	24.49839415	29.87910574	16.94783928	41.51539336
Pdgfa	21.277929	42.81646774	34.67309977	34.53073455	52.82025955	47.0708488	30.3836419	7.935480559	11.70867733	21.67024675	20.36454378	14.36349535	23.76061625	52.80435735	13.23790154	0	56.91309977	15.19645474	40.76073386	14.47962619
Pdgfb	1.699074287	0	0	0.716905937	3.510158208	0	0	1.647515814	0	0.779055195	0	0	0.48363073	0	0	0	1.21813905	0	1.463638834	0
Pdgfra	0.123662277	2.075224655	0.993661794	0	3.012864984	1.01609712	1.113004978	4.556570134	0.956351052	1.701039323	0.066895682	0.135650496	0.316797152	1.513267426	0	0	0	0.918509184	1.016846524	0.90372095
Pdgfrl	0	0	0	0	0	0	0	0	0	0.186886855	0	0.59613659	0	0	0	0	0	0	0	0
