Symbol	E2.5_wt_male_IB118	E2.5_wt_male_IB119	E2.5_wt_male_IB22	E2.5_wt_male_IB23	E2.5_wt_male_IB25	E2.5_wt_male_IB26	E2.5_wt_female_IB120	E2.5_wt_female_IB121	E2.5_wt_female_IB122	E2.5_wt_female_IB123	E2.5_wt_female_IB124	E2.5_wt_female_IB24	E2.5_KO_male_IB27	E2.5_KO_male_IB28	E2.5_KO_female_IB125	E2.5_KO_female_IB126	E2.5_KO_female_IB127	E2.5_KO_female_IB128	E2.5_KO_female_IB29	E2.5_KO_female_IB30
0610007P14Rik	28.12194966	18.73821244	23.62391846	30.85095298	28.24755513	33.00998817	20.56499767	27.72306452	13.59269417	17.64921604	19.7765087	16.19529555	39.62343719	10.94962463	25.27179328	37.68739879	19.65778317	30.46130422	46.08289608	25.1484889
0610009B22Rik	19.91087096	16.55143293	39.04051168	20.33968852	36.28183566	18.45133773	10.61082246	21.67767	11.75126881	21.98283073	22.67553248	5.747656552	13.42303404	36.13966405	30.13542142	31.26752684	27.79859711	23.99956664	15.5105548	18.13813716
0610009O20Rik	7.277607292	4.789347143	1.772050239	3.509379811	5.776988531	3.661101537	8.96741027	1.344146291	2.680090282	0.119175353	0	6.082378647	5.326778067	8.096072289	1.868577893	6.133978216	4.223794126	4.075566107	2.198281031	2.132714963
0610010F05Rik	0.402469932	0	0.881989394	0	0.043007186	0	0	0.260171311	0	0.207606919	0	0.220743331	0.515522322	0	1.446718601	0	0.288547914	0.249114186	0	0
0610010K14Rik	115.887536	63.95438334	86.65328442	111.6556786	91.07254417	65.33754093	130.3786892	86.12154834	83.97694496	86.29444216	122.9116931	118.1133978	88.83019897	147.1928691	141.0431793	118.1347961	145.8889402	109.5720423	124.3400757	173.030809
0610011F06Rik	14.38172456	11.15461475	11.25596823	11.26953739	21.51525945	21.70477952	41.60593762	24.57030914	14.29998356	17.66322737	18.33824274	29.29816546	5.26328585	1.142795948	16.6167494	23.37762069	28.72314804	31.79200766	26.30628708	16.59494177
0610012G03Rik	73.62655242	83.30217487	69.09016854	61.65391058	62.94076786	45.87120467	77.73575572	58.21222544	32.63078241	48.30142209	37.07125844	68.33889401	58.51931835	73.08611255	46.82411461	94.230582	36.95021786	70.46154943	114.030771	81.03591938
0610030E20Rik	6.831740359	7.098828863	6.041075395	6.523730575	8.183987172	9.074363116	6.674697336	8.832574592	7.299399967	7.295362681	1.167051035	6.70518587	5.680312851	2.600021078	2.261863673	10.18288037	3.609028284	8.123358781	7.729456757	7.952233203
0610037L13Rik	44.58308121	31.81428719	47.47730144	36.71612263	26.97723471	26.48141701	39.88465178	26.04229274	32.4016176	21.42728276	36.61199369	40.066836	36.2361338	17.32908955	43.44353245	32.86867678	37.74005786	38.23444996	41.64434672	51.65061624
0610038B21Rik	1.094041705	1.079972848	0.399588104	0.461619012	0.116907255	1.926305121	1.230846115	2.121685938	2.961297391	1.504911611	0	0.600050815	0.467118059	0	0	1.936452217	0.392182653	0	0	0
0610039K10Rik	0	0	0	0.739269985	0	0	0.985582878	0	1.016236126	1.506296256	0.947794339	0	0	0	0	0	1.256139182	1.084471849	0	0
0610040B10Rik	0	14.95271498	0	0	4.046585207	0	0	1.223987759	0	0	8.194112872	2.076994072	0	0	0	0	2.71497355	2.343938019	0	0
0610040F04Rik	1.742913721	0	0.254632921	0	0.521484621	0	0	0.225336659	0.539157911	0.119873451	0	0	0.595331217	0.775571141	0	0	0	1.078799925	0	0
0610040J01Rik	2.227574221	0	4.556159118	4.135563268	0.952137696	1.568857058	2.004896935	0	3.617691919	1.225657959	0	1.466113463	4.565267192	0.495618991	0	0	3.513495183	0.275757414	4.605374813	0
0610043K17Rik	8.088473384	0	0	0	0	0	0	0.871447595	0	0	0	0	0	1.499688533	0	0	0	1.668823185	0	0
1110001J03Rik	39.67203612	14.91880859	31.73961834	14.34787256	30.6843105	33.26261563	53.13431502	13.43333504	25.56721047	16.2413576	39.85571907	37.30111803	9.679194613	73.55615187	54.3257597	61.14346306	8.126451443	28.0634756	15.09017371	26.88502416
1110002L01Rik	0.504916823	0.498423833	0	0.852176673	0.539544694	1.185358666	0.852081197	0.815991839	0.195240516	0.781356949	0.136568548	0.553865086	1.077910309	0	1.814974245	0.510686879	0.180998237	0.625050138	0	1.359444219
1110004E09Rik	47.27896996	44.54957644	28.78030741	45.33829034	39.34547336	21.86237609	40.29618731	32.41515303	18.83575746	37.44421951	21.70066006	33.0033108	24.46847133	32.67335172	54.07468407	31.51724053	49.81731347	27.04698901	27.43227345	39.95172945
1110004F10Rik	51.77200714	69.31651443	63.03074208	18.58049497	75.28960819	46.10198526	39.50004978	77.70573715	54.76496482	53.00204638	41.84850503	38.51340437	53.86471802	79.44064402	71.65907241	116.4639666	107.0863139	65.931628	82.48555246	93.15660873
1110007C09Rik	3.108629696	0	0	0	1.550184383	1.216319527	0	0	0.400680164	0	0	0	0	0	0	0	0	0	0	0
1110008F13Rik	19.04257734	21.14741118	12.17145364	16.06961727	16.78754777	13.97029856	17.85312985	16.92600215	9.817808819	24.55693268	35.6248812	9.573953628	6.097892606	5.296042934	48.48574054	31.29781015	18.20325123	33.88664679	28.70683634	39.06321349
1110008L16Rik	9.087530892	1.583059333	11.90982791	9.022082201	10.16774313	4.706067851	7.818261867	18.31465803	10.23180569	10.75399843	6.506393763	6.157018039	10.04251376	0.594679187	8.646893658	23.11361933	11.68910653	8.271837732	7.598055816	11.8224731
1110008P14Rik	60.86668556	86.37070523	101.8919255	67.41534642	67.75104608	64.00395537	69.90437828	51.64222325	52.95564688	19.1870504	102.8941114	63.98532728	28.15363913	56.42663705	43.30246771	91.70210738	56.36566092	58.081143	72.6906192	42.92048286
1110012L19Rik	5.517303037	7.780504482	8.636319993	12.63753014	40.25912018	7.401482683	20.39513178	11.71878536	4.26684572	19.24439537	3.837356549	11.23974086	9.422792107	1.753656601	22.66571431	22.32141325	18.0826999	16.09932831	13.33249473	17.58329663
1110017D15Rik	0	1.275037711	0	0	0	0	2.179742597	0	0.998904967	0.444182245	0	0.708432087	0	0	0	1.959612443	1.389056235	1.199224103	0	2.235630859
1110019D14Rik	0	0	1.218770391	0	0.356574931	0.65281769	0	3.595157636	0.860205212	0.956266849	0	0	3.324396281	3.712179627	0	0	0	0	0.522639331	1.497385155
1110020A21Rik	4.780155172	2.696391225	13.96724189	8.067738178	1.313481756	5.611021555	16.13366857	10.15307879	4.488931543	6.57535356	9.973981652	14.23251676	6.414449873	4.558069739	2.454678282	9.324221499	3.916683155	13.52567513	12.19291856	1.313280423
1110028F11Rik	0.615979858	1.824175949	3.149729224	3.118872113	1.579738994	2.169140627	0	0.995479878	0.476372424	0.317742197	0	0	1.578012874	0	2.214201481	4.049624234	0.220811158	0.953172577	3.834974775	5.093877336
1110028F18Rik	0	0	0.453820046	0.524269765	0.132773862	0	0	0.401606722	0	0.427289408	0	0	0.530515141	0	0	0.628361932	0.890819062	0	0.437871207	0
1110032A03Rik	3.740124618	11.07608517	0	4.734314852	6.494519467	3.292662961	2.629880238	2.719972798	2.892452093	0.803865174	2.276142465	5.128380425	0	0	2.520797562	3.54643666	2.681455358	0.289375064	0	4.315695934
1110034G24Rik	11.32716191	5.590749991	0	10.9925577	3.510158208	6.648000677	8.920496558	4.393375505	5.693962032	7.790551951	8.578473028	7.455152074	0.48363073	0	20.3583107	1.432075714	5.684648902	12.97053397	5.721497261	25.92278066
1110037F02Rik	3.395680956	1.387040321	6.243964272	8.695435908	10.18499619	10.03348217	3.425090968	14.38164113	10.00624796	10.83174145	10.32469739	9.247951119	6.199309888	10.29062454	5.892607878	6.217603779	5.792452353	10.79891613	7.207427765	7.251006061
1110038B12Rik	166.9054423	115.8898877	90.9242717	68.03668602	66.20185917	121.2024205	136.8537882	122.5234606	78.75916243	126.9539219	159.9173641	147.3995793	107.49822	240.7496597	137.2786122	103.0044163	81.12654412	98.05540373	56.49207645	91.94300766
1110038F14Rik	41.99926831	71.61130683	21.7546605	28.35381599	35.25091274	32.26870063	26.63241872	35.54164272	24.50796398	33.35031035	49.57025202	20.94127846	38.47280242	30.58209944	41.17379703	33.59720508	36.68076089	44.42954926	26.91041653	24.08443144
1110046J04Rik	0	0	0	0	0.229150256	7.551512738	1.206292557	0	2.073017065	0.737445426	1.160041719	1.176161379	1.831198981	3.578407388	0	0.542235103	0	1.327326549	0	0
1110051M20Rik	0.420976634	0	0.307515251	1.421012138	0.359878219	0.494149014	0	0	1.139478506	0	0	0.461787464	0.718969989	0.468321129	0	0	0.30181616	0.781707475	0.395610772	0
1110054M08Rik	0	0	0	0	3.127337513	1.14510644	3.292585422	3.153130058	1.131663414	1.677386112	1.055447794	3.210342126	0	2.170509399	8.766708149	2.466725264	1.398815412	1.207649565	1.375141191	2.251337867
1110057K04Rik	24.32840632	20.81348061	39.29460212	36.72627081	37.14665434	26.33596193	30.41172346	27.08499843	30.73042649	29.28187139	58.63762472	34.98946536	24.92973616	30.67305853	33.03700685	15.44736674	16.66687202	38.315249	54.48896579	18.09105569
1110058L19Rik	3.747133847	34.52350984	21.89766772	5.270208062	8.008234592	5.864593101	11.24185088	9.689138482	11.10851213	9.02016268	30.40544132	4.110393066	3.199793721	9.726615584	0	8.843228564	9.850428773	5.411790929	3.521351057	9.60840849
1110059E24Rik	49.59004515	27.64367475	56.25461768	31.50905347	57.85369999	33.5561093	26.25460271	45.63382933	18.94981482	38.32005019	40.08114735	48.63773234	36.36815035	16.22562174	19.92277401	19.17757975	28.02430682	23.11109756	18.50373809	16.6054561
1110059G10Rik	9.667181667	10.52162182	13.39910101	7.739569459	11.23074883	9.892683899	6.414059592	24.83664539	15.33576206	28.47074711	26.95207313	6.797659862	12.06515496	15.1664425	39.20473971	5.390246067	21.32558814	25.77564689	13.45232586	15.15918693
1110065P20Rik	2.18664766	1.079264204	0	2.767896675	1.16830544	0	0	2.120293756	1.268294692	0.751962068	4.140070152	0	0	0	1.96503117	1.105818045	1.567701263	0.676727512	0	0.841050979
1190002N15Rik	1.476402357	0	0	0	0	0.742724734	0.237288435	0.681714701	0	0	0.798666698	0	0.720426131	0	0	0	0.756068584	0	0	0
1190005I06Rik	0	0	0	0	0	0	0	0	0	1.561294539	1.84200085	0	0	5.050722144	0	0	0	0	0	0
1190007I07Rik	3.341361331	6.596786019	2.440799527	4.699503713	5.712826174	3.922142645	2.506121168	2.159978398	3.876098485	4.213199235	3.615049797	9.774089752	3.804389326	2.478094956	2.001809829	6.759091045	0.798521632	6.204541816	2.616690235	2.141981438
1200014J11Rik	11.26902999	8.506676646	5.132774054	10.62847657	5.666764771	18.3632505	15.66126325	7.713226489	10.45798182	11.76263007	8.749601746	13.23406153	17.54777604	25.51522913	12.39057847	12.00122292	9.980249684	8.698382338	10.77689953	11.16748133
1300002E11Rik	2.946092099	0.207729054	0.768593941	0.355163302	0.899468295	0.741036297	0	0.544131967	0.406853816	0.723661399	1.252194566	0.461670822	0	0.702304254	0.378215143	0.106419974	0	1.693271719	0	0.161879476
1300017J02Rik	0	0	0	0	1.017427138	0	1.647981217	0	1.274427106	1.511195857	0	0.401704348	0	0	5.265419787	0	1.837828249	0	0	4.366440931
1500004A13Rik	0.918283559	0	0	0	0	0.538947864	1.033110297	0.59361214	1.065241726	0.631573542	0	0.251826231	0.392075395	0	0	0	1.15212435	0.568383978	0	0
1500009C09Rik	2.18779611	1.727729672	0.958885529	1.107740161	2.057297521	1.027227836	1.476821403	0.565708628	3.553090278	0.752357006	0	3.839820974	0	0.486768652	0	0.663839299	0.941114781	0.812499523	0.61679127	0
1500009L16Rik	60.70419598	22.72962955	79.00231636	49.46050541	39.96426529	43.40854914	58.08995766	24.35674133	12.14121301	8.638117025	86.05877338	53.57740153	44.68723644	27.94394513	11.28658607	8.11581535	11.00542042	28.07228951	32.29355161	15.83415826
1500011B03Rik	4.790757669	2.837490479	8.748888472	4.447097936	3.378747395	6.748160319	4.850836028	4.335689819	0.926241667	8.402170757	0	2.627594571	5.31826938	10.65908584	0.861042986	7.268257766	3.091229229	6.523668783	4.051882383	7.73921666
1500011K16Rik	9.245394361	10.14055886	10.50557035	12.13642488	3.073608492	2.411642169	2.311440979	5.976561684	11.12220944	11.30446552	5.00133893	6.761115106	7.017714467	23.9987149	7.385221957	11.42905901	3.682454877	9.537602298	6.998920416	8.297470883
1500012F01Rik	72.24826091	44.57448909	40.4065873	27.62645923	24.84976173	82.15595633	46.99146982	27.00070558	30.11942111	41.92647044	39.08303159	43.34106872	26.99157522	123.0720004	46.66549633	38.82050665	28.32695981	39.12915501	34.47790765	26.92046915
1500012K07Rik	0	0	0	0	0.135605293	0	0.356926625	0.205085535	0.245351753	0.327301083	0.171620795	0	0	0.352935077	0	0	0.227453991	0.392739044	0	0.122026056
1500015A07Rik	0	0	0	0.37717047	0	1.573907027	1.508512849	2.311393193	0	0.922202408	0	0	0	0	0	0	1.922620755	0	0	2.578651474
1600002D24Rik	0	0	0	0.317402147	0	0	0	0.729419342	0.145438759	0.776065593	0.406931113	0	0	0	0	0	0	0	0	0
1600002H07Rik	12.82908121	2.302564602	8.80343124	9.841984445	13.21041069	15.97164325	13.12117569	12.56543663	8.7188602	12.4331647	20.81985282	20.04304126	16.26673794	8.649626818	6.98718503	17.69412075	15.60824738	12.27204133	12.60407059	19.13969863
1600002K03Rik	48.63023783	12.63286212	50.48068331	65.87679122	56.8883991	34.55020075	77.74750094	49.63636995	61.36130512	75.25511629	40.84469473	82.82452552	54.64061475	55.52303076	133.404789	110.0212516	35.78260071	61.78491	98.91651817	128.963734
1600010M07Rik	31.10648287	42.72204279	13.83119732	25.10877698	39.30968486	66.67642497	19.78045636	32.34824792	42.88318483	40.92822114	10.24264109	29.67134389	77.37856148	163.996784	46.18461248	15.73097975	8.726700698	51.90148471	35.90472815	67.62541397
1600012H06Rik	7.254973224	9.250500376	0.441634748	2.040771424	5.620583516	4.612834432	9.862623436	12.31093639	8.532917339	8.94005411	4.415187814	5.968720266	8.518463909	9.752328698	9.236216902	5.350538327	5.851575794	24.51099191	9.303492117	15.34765452
1600014C10Rik	1.690373713	9.535064623	2.645968183	0.203781378	2.735257015	2.551097999	5.70523932	1.717130653	2.521149276	5.231694354	0	1.854243983	1.855880358	5.910076898	0	3.297260936	3.116317466	2.391496182	3.233774054	5.944402052
1600014K23Rik	0	0	2.173473865	0	0.847855948	0	2.231641231	0.641136445	0.767016314	0	0.536519295	0	0	0	1.78256399	0	0.711064501	0	0	0
1600015I10Rik	0.33539161	0	0.244997054	0	0	0	0	0	0	0	0	0	0	0	1.205598834	0	0.480913189	0.830380619	2.048687266	1.290017807
1600020E01Rik	14.68040103	7.24580902	9.830102061	7.226608353	7.32069453	10.05205036	5.505370437	11.07160734	30.27518138	25.66277596	3.970715489	6.709819323	12.53604941	24.49711489	6.596272035	12.37347064	0	16.65882528	3.448959111	12.23414244
1600025M17Rik	9.138348357	0	2.225128637	0	1.302009134	0	5.140526418	5.907363224	12.36761223	1.571284541	4.119526581	6.682832847	0	0	10.9495704	8.472547398	4.367781946	14.14075953	0	15.23117185
1600029O15Rik	0.921075466	0	0	0.388637786	0.393697621	1.621759369	2.072502635	1.488542327	0.890400364	1.74210781	0	1.010367487	3.146139543	2.56165703	0	0.465800636	2.311254432	2.280448266	0.973773281	0.708547094
1700001C19Rik	7.863918321	6.849522408	3.379082077	2.342184638	1.878370479	11.94573003	6.765553092	6.279648469	4.829519712	6.999384848	1.251183254	4.059422062	2.765100293	10.2921434	4.157006529	2.807218269	5.637979499	8.875989612	1.521486959	3.558472217
1700001D01Rik	0	0	0	0	0	1.73083345	0	0	2.280685677	0	0	0	0	0	0	0	0	0	0	0
1700001J03Rik	0	0	0	0	0	0	0	0	0.414070504	0	0	1.174649604	0	0	0	0	0	0	0	0
1700001J11Rik	0	0	0	0	0	0.79248047	0	0	0	0	0	0	0	0	0	0.170711781	0	0	0	0
1700001K19Rik	0	0	0	0	2.799524357	0	0.982483561	0	0	0.300311895	0	0.957942759	0	0	0	0	0	0	0.205166069	0
1700001L05Rik	0.416348205	0.958986385	0.202756183	1.756736021	1.57198679	1.466148275	1.717504995	1.525142168	2.200236703	1.86130341	0	1.065657462	0.82957615	5.558066048	2.244908174	2.877558501	1.293490647	1.03081732	0.032605102	0.427040377
1700001L19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0.393484958	0	0	0	0.330361826	0	0	0
1700001O22Rik	1.047281909	2.584535901	0.765019085	0.883778448	0.895284722	3.687948081	2.356478484	2.031004201	0.809922946	1.080443298	0	4.595235157	0.894306479	8.737971529	1.882280015	1.324062461	0.750841208	1.620573112	0	0
1700001P01Rik	5.340466401	0	1.950553468	4.506703561	1.997352955	0	0	1.726136583	0.516260981	0.459130686	0	0	0	0	0	0	3.828808853	0	0	1.540578957
1700003C15Rik	0	0	0	0	0.502255992	0	0	0	0.454367915	0	0	0	0	0	0	0	0	0	0	0.451961105
1700003E16Rik	2.031982338	0	0	0.342949149	0	0	1.828857204	0	0.942868835	0	0	0	0	0	0	0	0	0	0	0
1700003F12Rik	0	0	0	0	0	0	0	0	1.318472791	0.390856136	0	0	0	0	0	0.574784004	0	1.407002358	0	0.437162924
1700003M02Rik	1.456490837	0	2.837168681	2.458201942	1.971413306	1.709651922	0	1.25537206	0	0	0	0	0	0	0	0	0	0.300504874	0	0
1700003M07Rik	0	0	0	0	1.538226774	0	0	0.465273965	0.55662523	0.24751408	0.194676548	0.394763452	0	0.800697636	0	0	0.258010445	0.222750049	0	0
1700007F19Rik	0	0	0	0	0	0	0.570821752	0.327986976	0.196191749	0	0	0	0	0	0	0	0.363760159	0	0	0
1700007G11Rik	0.967610637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.468002352	0	0	0.909307454	0.744344769
1700007J10Rik	39.74345293	15.54490171	7.668782673	4.429631223	5.609128009	20.24498712	37.96401374	18.90515747	26.38646582	26.5609788	4.462140673	25.4997292	29.45576686	82.58680813	36.3893351	16.30658599	19.89188542	25.06389169	10.04187262	14.99811161
1700007K13Rik	0	0	3.027724787	0	3.321823677	6.081597634	0	0.669844047	1.202040492	2.494381637	0	0	0	3.458236991	0	0	6.686128893	2.5655043	0	0
1700007L15Rik	11.15278124	0	3.258755995	2.82347693	24.07366085	9.163917399	6.273690207	5.767653161	2.587524915	11.12239477	5.429833831	6.116983881	13.33318776	3.722118528	2.004489628	11.84424388	7.995906038	6.212847762	7.074521551	3.431758213
1700007P06Rik	0	0.999270138	0.739456479	0	0.432684688	0	0	1.308759694	1.565719815	1.392454668	0	0	0.86442382	2.252266132	0	0.511927916	0.725752346	1.879707282	0	0.389356529
1700008F21Rik	0	0	0	0	0	0	0	4.605842758	0	0	0	0	0	0	0	0	0	2.205048595	0	0
1700008J07Rik	3.083065307	1.352630467	3.002825734	4.336219709	2.196337365	3.618950697	1.156195703	3.986012768	6.490623249	2.238262094	3.150285993	1.127315862	2.925250017	0	3.078441102	4.157730347	2.701577299	2.120338669	3.058256712	3.29400106
1700008O03Rik	0.914503577	0	0	0	0	1.073458726	1.028857648	0.591168621	0	2.201408162	0	0	2.342768839	0	0	0	0.655646741	0	0	1.406983197
1700009C05Rik	0	0	0	0	0	0	0	1.368626719	0	0.364037545	0	0	0	0	0	0	0	0	0	0
1700009P17Rik	0	0	0	0	0	0	0	0.520845855	0	0.831230797	0	0	0	0	0	0	0	0	0	0
1700010B08Rik	0	0	0	0	0.198716238	0	0	0	0	0	0	0	0.793996433	0	0	0	0	0	0	0.357634401
1700010D01Rik	0	0	0	0	3.568131244	1.959761322	0	1.079267763	0	0.574143383	0	0	0	0	0	2.532965983	0	0	0.392241342	0
1700010I02Rik	1.910809079	0	0	0	0	0	0	0	1.477737853	1.971313404	0	0	1.631699092	0	0	0	0	2.365442038	0	0.734955099
1700010J16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	18.80781876	0	0	0	1.74408015	0	0
1700012B07Rik	0	0	0	0	0	0	0	2.564545781	0	0.194896291	0	0	0	0	0	0.286609983	0	0.70158689	0	0
1700013H16Rik	0	0	0	0	0	0	0	0	0	0.234066624	0	0.746631856	0	0	0	0	0	0	0	0
1700016C15Rik	0	0	0	0	0.475433242	0	0	1.438063055	1.720410424	0	0	0	0	0	0	0	0.797455515	0.688473116	0	0
1700016D06Rik	7.255930597	2.604590099	0.481846938	1.113294941	1.127789385	4.645704986	6.67902126	5.96972652	6.12155538	10.88826786	1.070489805	5.065037009	5.069506917	11.00721512	1.185553248	4.00300879	5.675004096	4.899442891	1.084797314	1.775996011
1700016H13Rik	5.284013268	0	0	2.229531994	0.752853062	0	10.89871299	1.138593264	0	0	0	0.966043755	3.008121793	0	0	0	0	0.545101865	2.689714148	1.354927793
1700016K19Rik	1.809148227	16.96589267	3.303869067	4.580102642	3.09315525	0	10.17686555	7.60174808	11.19294165	3.110722562	5.382669151	0.992266441	3.089775479	6.037833964	1.625791262	2.74473404	2.594111536	5.039084993	0	5.566826026
1700017B05Rik	4.896690312	24.66864611	4.687021062	5.414620735	4.438613526	3.567607659	4.179238948	4.366069023	13.51528138	5.864664034	4.749728986	16.11417371	2.595373829	1.314887028	3.641719705	0	2.542192502	2.508308217	2.181812652	6.559481706
1700017J07Rik	0	0	0	0	0	0	0	4.564022152	0	0.60698633	0	0	0	0	0	0	0	0	0	0
1700018B08Rik	2.314202107	0	2.253972897	0	2.143191424	0	3.471441914	3.989293437	3.281125343	1.06110203	0	6.769462161	0	0	0	0	0	0	0	0
1700018B24Rik	4.944289368	10.00545171	0.361170731	0.417237837	0	0.87055273	0.556254787	0.319616982	0.477962688	1.445239856	2.540904437	1.08472094	2.111040962	0.825051199	4.443186207	0	0.708954518	0.612066901	2.38126576	1.901723579
1700019B03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0.441054435	0	0	0	0	0	0	0.993305713
1700019D03Rik	0	0	0	3.371922089	4.056289248	0	3.371544305	4.520242563	0	0	0	0	0	0	0	0	2.14854022	0.618304993	3.285609129	2.305326785
1700019G17Rik	0.508305527	0	0	1.072369975	0.10863316	0.89498557	0	1.150055612	0.393101711	0.349600425	0	0	0.434057843	0	0	0	0	0	3.224324343	0.097754858
1700019L03Rik	5.471188265	0	2.179961846	2.518372856	2.125967153	2.335333491	6.155332827	11.57490514	5.769794362	6.499645865	3.766845917	3.273590657	4.247288382	11.61967629	3.575770154	2.766855777	4.279122491	4.002186708	3.388731019	4.591385167
1700019M22Rik	0	0	0	0	0.292844982	0	0	1.77156123	6.888008346	1.413639217	0	0	1.170100007	0	0	2.078865173	0	1.696270935	1.287687037	1.054080339
1700020I14Rik	12.90813829	6.901995616	27.10878959	14.97773398	15.63251509	19.57104447	7.866211181	14.60251374	12.89419291	16.6460809	16.87489998	16.51941057	20.66748624	19.74476949	28.03309155	10.60771487	15.42399435	20.63997068	19.33276289	18.41136066
1700021F05Rik	216.1640008	214.3000465	187.0446105	175.369988	154.6534569	147.0148346	170.1315798	206.3059991	220.9826957	371.0430382	219.8175714	206.5892099	207.5637535	149.6515473	308.4748821	219.5726102	171.6056779	280.2284919	267.8733184	286.8976617
1700021F07Rik	0	0	0	0	0.555537439	0	0	0	0	0	0	0	0	0	0	0	0	0.804471707	0	0
1700021K19Rik	2.9625945	3.694101398	1.708513987	1.973738786	3.365716762	2.196341156	1.052542748	4.939018544	1.386744824	1.179664244	0.843489066	1.197293981	1.464650729	2.948854151	0	1.025101399	2.571170909	0.579075086	4.872146946	0.479791013
1700022A21Rik	0	0	1.681140006	0	2.459250678	3.376798686	0.647299252	0.371929982	0	1.385001958	0	0	1.47393813	0.640060438	0	0	0.412495981	0.712246359	0	3.319479521
1700022I11Rik	0	0	0	0	0	0.262458642	0	0	0.864591658	1.460937577	0	0	0	1.243703051	0	0	0	0.13839677	0	2.06402849
1700023F06Rik	0	0	0	0	0	0	0	0.446562698	0.534240219	0	0	0	0	0	1.241586859	0	0	0	0	0
1700024P04Rik	0	0	0	0	0	2.054455671	0	9.051338049	1.353558201	0.601885605	0	0	1.494581521	0	0	0	0	4.333330792	0	0
1700024P16Rik	0.265660956	0	0	0	0.113552136	0.311837022	0	0	0	0.730861092	0	0	0.226856124	1.477690551	0	0	0	0	0	0
1700025F24Rik	0	2.759729274	0.68073007	0.786404648	0	1.093871252	0	1.807230248	0	1.60233528	0	3.066702657	2.387318134	0	0	0	0	0.576808014	0	0.358434478
1700025G04Rik	0.256237264	0	0.499136914	0.288310747	0.456350597	0.300775343	0.38437126	0.938633221	0.396325838	0.088116941	0.231021226	0	0.802299451	0.475090995	0	0.172776984	0.367414916	0.581538857	0.060199435	0.065704413
1700025K24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.264497878	0.433027599
1700025N23Rik	0	0	0.674692552	0	0	3.252508535	1.039123411	1.194134399	0.357147286	1.270499104	0	0	0.78871486	1.027502787	0	0	0.662188671	0	0	0
1700026D08Rik	0	0	1.410910391	2.173248085	0	0.755734853	0	1.248581022	0.24895429	0	0	0	0	0	0	0	0	0.398505691	0	0
1700026D11Rik	0	0	0	0	0	0	0	0	0.380338668	0.676499523	0	0	0	0	0	0	0	0	0	0
1700028D13Rik	2.327130611	2.297204815	0	0	0.248672834	1.365811312	0	0	0	1.200408721	0	1.276365072	0.993604475	3.883271705	0	0.588431111	2.50262925	0	0.273363728	0.44754249
1700028E10Rik	0	0	0	0	0	0	0	0.396287427	0	0	0	0	0	0.681977567	0	0	0.879020134	0	0	0
1700028J19Rik	0.701864161	0	0	0	1.04999852	0.823859225	2.368886226	0.453710711	1.628374988	5.551342547	8.352886753	3.079620528	1.198687117	0	3.78438185	8.163676098	1.006392891	0	1.813827064	3.509457035
1700028K03Rik	0.512211963	2.022500642	1.12248266	0.64836682	0.821010217	1.503106209	0.576261492	3.476682107	1.386429734	0.264215384	0	0.56186744	0	0	0	0	0.918066679	0.317040494	0	0
1700028P14Rik	0	0	0	0	1.025632195	0	0	0	0	0.3300663	0	0	0	0	0	0	0	0	0	0
1700029F12Rik	0	7.214029156	0	0.616706803	0.312367981	0.85782535	0	0	1.130339831	0.502627277	0	0	1.872160011	0	0	0	0.523942264	0	0	0
1700029I15Rik	4.577542629	2.259338801	1.671902973	3.862888766	0	2.686595878	0	1.479545643	0	0.787081176	6.190607253	5.02130435	3.908905517	0	0	0	3.28183616	1.416665836	4.301723727	6.16231583
1700029J07Rik	0	0	1.110534091	1.026344169	0	0	0	0.196552779	0	1.254733787	0.164480368	0	0	1.014752752	0	1.998947729	0.217990577	0	0	1.286439655
1700029M20Rik	0	0	0	0	0	0.660088356	0	0.36351982	0	0	0	0	0	0	0	0	0	0	0	0
1700029P11Rik	9.763040139	28.91247623	4.754474079	9.611953688	13.73625994	14.32501318	12.81450238	16.30389945	9.123299516	4.196741426	5.721475297	20.52654298	6.252721911	23.53222202	16.08485476	14.81191436	15.16567257	9.064447809	18.34954027	7.823252518
1700030C10Rik	8.215149011	2.385148851	11.29601266	6.524786594	9.914603198	11.91202952	6.52405557	6.24773334	9.156146022	7.312002385	18.56033107	11.13191719	11.14174113	41.93212648	22.58190113	0.244383222	5.889791809	23.33061277	14.87263589	10.03699701
1700030J22Rik	1.682489583	3.321707131	3.482240187	2.602996739	1.977664665	0.658310939	0.315479407	0.543811458	2.602330678	0.771450819	2.275376345	0.92279777	1.676184998	0	0	2.410765223	1.608331689	0	3.952778786	0.32356825
1700030K09Rik	0	0.677708549	0	0.8690306	2.861120814	0.805868067	1.544770197	0.443802731	1.194611317	1.180459613	3.899546917	0	0.293127649	0	0	3.645508932	0.246103906	0.21247069	1.774217326	0
