Symbol	E2.5_WT_male_XK122	E2.5_WT_male_XK126	E2.5_WT_male_XK129	E2.5_WT_male_XK134	E2.5_WT_male_XK26	E2.5_WT_male_XK28	E2.5_WT_male_XK35	E2.5_WT_male_XK36	E2.5_Xist_female_XK124	E2.5_Xist_female_XK125	E2.5_Xist_female_XK128	E2.5_Xist_female_XK130	E2.5_Xist_female_XK131	E2.5_Xist_female_XK29	E2.5_Xist_female_XK30	E2.5_Xist_female_XK31	E2.5_Xist_female_XK32	E2.5_Xist_female_XK33	E2.5_Xist_female_XK34
Eif3c	154.1573137	181.859343	196.8380428	214.6104152	344.4245186	311.3173931	266.8421886	300.480931	219.132542	277.3134628	188.5097305	126.4892747	152.9769813	269.28382	238.9763871	336.4046515	173.6333995	377.6112789	262.1291046
Eif3d	122.6943567	188.1044742	158.4239818	192.7792197	282.4188876	250.8232222	241.7941648	320.3190238	221.2477136	180.9337119	184.277602	256.4593297	210.4077314	237.7683267	284.5016569	232.3202509	142.5563899	264.2852916	195.9001904
Eif3e	145.7376998	189.078837	210.2577758	191.9583383	335.6600434	294.8718175	272.5010244	276.8036753	257.5608599	249.1768618	299.7633771	210.7978493	178.8123216	335.0299299	298.0392449	425.2545742	229.2223342	337.3517756	164.2922643
Eif3f	170.083729	191.4189723	129.0008889	230.6054741	93.16324213	160.5863739	194.4892865	186.6276824	145.6291065	155.2494013	192.3250043	170.0479502	168.7814532	81.23236447	139.7974485	160.1226285	137.4273797	138.799544	224.3359132
Eif3g	614.8479785	637.4829935	523.4548383	453.2295188	438.1929023	491.5782763	449.8365292	496.9494735	532.3059205	667.2268796	466.9725433	490.9960125	559.6732936	573.114107	641.1861771	516.8111977	334.4325226	875.3426183	343.6816589
Eif3h	264.3869388	363.9436969	298.7313412	289.7368025	312.9026361	271.4175363	352.9062049	288.3718948	340.3206076	298.8720828	341.8809049	289.3004572	336.2384027	233.3478233	321.5589089	230.2927585	247.4114349	323.505419	122.5416589
Eif3i	587.7145429	376.827678	271.85886	430.8776989	430.876863	305.1627756	268.9352318	344.6494251	318.9441717	314.0327599	349.4455861	373.8115943	546.6271709	272.2661682	364.6983457	287.1955887	306.9011551	414.8746332	189.7838296
Eif3k	764.227382	748.6132478	545.6126353	610.1392109	484.3363722	310.1241707	323.7985283	381.4446153	604.0655736	673.4896965	602.8761806	436.2410392	518.7980874	412.7573683	345.1709394	423.6374338	321.6413996	570.8752834	424.1999683
Eif3l	219.2224513	258.7817686	248.6181904	269.9105886	434.5891138	309.2256526	352.2763633	388.6696121	198.5678099	291.0559254	301.6814176	241.8747963	249.9195927	337.7040143	377.2205569	338.7738071	287.2567069	435.5049487	343.755588
Eif3m	411.1546296	437.7938891	366.4077598	395.5392287	487.0094419	383.1657136	535.6746566	386.7230601	400.8336341	449.033236	403.1377847	339.8297538	463.5900537	376.8918755	493.7863834	429.7936506	368.0351409	479.4361195	653.161621
Eif4a1	911.5195444	1096.004526	1415.852016	1150.926045	869.9478528	1430.618248	1444.952089	1414.972737	1323.211262	1457.742898	1171.798944	1257.505102	1379.101883	1492.989402	1154.768042	1447.482819	866.75058	1467.894687	961.5996887
Eif4a2	236.1120627	220.3545226	206.7586443	168.1459327	103.2114095	196.5642533	181.1552484	277.7704617	97.46362037	224.2297817	240.9736928	238.6399439	93.75985209	176.7998185	147.4806342	119.485401	122.7989149	95.48972395	53.01655236
Eif4a3	398.7863615	457.4322974	431.6743138	390.2458909	410.7981609	431.638559	530.4071341	468.4988101	560.1397253	445.5746033	360.4525914	388.3877587	402.1905516	338.7331392	418.5295372	499.7976855	384.6206893	430.10727	331.1608476
Eif4b	44.33768891	86.29482564	77.23075301	94.46578556	131.6553465	138.4397781	94.18993465	164.8215551	79.05555376	66.26683338	119.7526133	110.1073701	88.87638351	68.82749971	90.42445545	128.278445	106.1786509	108.8935713	65.69132829
Eif4e	263.4226623	161.9212755	355.1850066	278.4911074	406.8140716	454.5615924	715.933238	383.6996276	330.5215421	662.1439889	194.4671486	223.4584216	482.7600505	487.6557777	475.8027685	462.8077102	194.6992164	650.1968171	654.4407658
Eif4e2	27.73984628	35.21618714	31.20254551	27.7042769	25.49074141	21.68450211	28.32817123	24.645823	24.16201005	22.83188357	29.69717208	32.12150914	31.14042928	27.20558068	30.02445679	41.68374342	26.2927808	34.83879145	41.05847209
Eif4ebp1	1139.680698	666.8017832	393.5401173	695.8546207	632.7243143	255.3975243	418.9204056	345.1678037	290.3517227	466.9713679	444.6294042	500.3756945	592.8868635	595.1998743	597.5627701	245.7878573	379.8984522	422.3647615	616.173843
Eif4ebp2	13.66800936	9.099518677	15.98912074	16.21511989	2.758236693	7.120411738	17.18859204	6.964234769	21.56930112	5.999867873	23.80425822	9.815800597	7.120762879	4.590988321	0.315398367	5.651347671	4.856157749	6.199431577	2.277188298
Eif4ebp3	0	3.52991754	2.385598614	0	0	2.143777892	0.973410154	1.144203094	0	0.775830004	0	1.34392241	2.209849262	1.749707683	3.262678736	0.649567651	5.251856041	0.579495295	0.441687478
Eif4enif1	2.885468643	4.802523746	3.375481046	7.335411379	2.911472064	5.025617306	10.38285754	4.25501089	2.75970856	4.855448631	5.605190718	2.43791126	5.411779788	7.651647202	2.041912392	6.981623749	6.834592387	4.825099757	1.442219256
Eif4g1	43.26125555	57.96692643	65.59158689	88.59367806	91.39453178	128.9438824	115.2039991	117.8588799	54.52118339	35.11257363	55.31563561	93.09112614	95.31805604	101.282553	53.8656394	81.12104082	83.45068618	104.9566216	50.58483534
Eif4g2	67.94832449	69.03698614	68.71636878	123.1555072	138.3909716	101.9966935	152.8704018	106.2407317	62.7303805	32.91138864	81.65311266	105.9143635	136.6823094	68.73703442	97.73087169	110.0523086	116.2035237	103.2645232	109.8656052
Eif4g3	5.403239622	3.120040498	1.128718168	2.943442542	1.557695093	3.571068582	2.550780909	6.200264206	4.429495858	4.094297189	8.466687564	2.527140739	6.43424253	1.637512989	2.582726171	7.919795814	4.196827748	5.082902111	0
Eif4h	132.745931	135.6480137	204.4835311	291.0961631	254.59246	248.4270773	279.5174127	304.6889188	196.2554886	272.0828418	165.2817585	196.2731084	182.3096592	257.9046609	286.6001876	281.6498639	264.1303399	238.1150736	315.4966874
Eif5	354.5328613	464.0720109	435.8978299	593.5579622	668.2555155	635.8958408	520.7605404	513.9659385	405.0133253	510.435305	401.8863848	421.4912522	560.7409851	765.246523	653.9656577	602.4483229	429.2215197	911.4308715	386.350029
Eif5a	1348.236297	1685.143982	1553.561901	1849.112828	2102.859415	1974.197711	1891.506866	1900.995332	1326.515421	1302.502799	1494.9194	2130.216521	1995.400391	2098.498198	1847.509709	1917.782067	1410.790541	2086.777898	1902.211762
Eif5a2	4.890037004	0.465079566	1.650134618	1.65752084	1.973642121	3.117819974	5.296739593	2.08122821	3.975373449	2.146587344	0	1.032889085	0	1.037386784	0	4.156120424	0	0.293949917	0
Eif5b	52.91099061	32.45643377	40.14671496	30.7754235	20.21787142	45.9606556	34.37200266	41.66403929	48.80829691	53.59943527	20.7096295	28.3037839	58.06714083	43.02429857	37.08624193	44.87640211	17.96635495	66.10964374	20.53872266
Eif6	280.8497078	334.6631674	398.1903975	368.0561059	528.8674399	382.9145807	505.7141168	483.2344263	290.4727092	409.1582137	249.9238895	311.7852048	426.4747934	548.9429893	549.7370333	461.5940694	235.0447284	744.1835935	332.913886
Elac1	0.491069498	1.984938257	0.331421123	1.248392281	0	1.870958163	0.225386258	2.678758494	4.696667556	1.257465771	3.536123793	3.319208088	0	1.012831193	2.984028513	0	6.608859978	0	0
Elac2	17.5556021	19.20121376	17.96979392	11.90124996	44.28452655	27.77826903	23.85019387	32.14964289	18.04974434	16.69722309	14.99346295	21.87808389	13.10944139	17.22487312	28.4925358	20.90254277	17.67261915	16.93280667	0
Elavl1	10.52550054	18.28850194	15.48225807	24.01343626	11.84578037	19.79908375	25.23211489	19.38944594	17.03605165	13.03188549	12.33834313	15.04955369	24.18398441	24.04672888	36.43243428	27.89747634	35.74018868	15.24253297	24.53387159
Elavl2	0	0.382190056	0.843756279	1.362106678	0	1.249825262	0.639382622	0.256946203	3.330912505	0.392001903	0.807535386	0.113173449	0.744377085	2.115455403	0	2.174362127	0	1.024801051	0
Elavl3	0.48559906	0.577301868	1.857131811	2.468970768	0	0.415332159	0.044575098	0.582179679	1.161086852	0.177636828	4.797841475	1.230837234	0.33731669	3.061876569	0.859089857	1.561637128	1.516175286	1.618736588	0
Elf1	5.788727703	3.85386302	3.906792513	2.943209877	1.168178974	2.475545128	0.159411205	1.665610954	2.76821608	3.388116045	1.260208833	1.834070067	3.417921153	1.296261978	4.140940478	2.437804134	1.371132359	2.625607018	6.027771966
Elf2	6.385555047	13.01388562	11.08180092	19.32535509	11.96575851	15.81723304	12.30927338	23.34950606	6.543479378	2.335897738	13.29033449	12.13899424	1.267332586	20.05097565	16.76993705	5.51798738	8.249991055	12.96111823	0
Elf3	30.5138309	96.93002284	63.70311691	161.3497087	165.0280596	21.6379748	46.27231709	24.51041944	34.43702327	38.39815441	157.9982462	289.5196369	64.86018076	325.4628137	241.0930351	57.94305836	288.9718474	133.1997171	37.87448043
Elf4	0.834994518	0.198535761	0.657457432	0.353785875	0	0.259698028	0	0.175186598	0.199650542	0.305449063	3.285999796	0.176370183	0	0.590460615	4.592218926	0.159836747	5.169220372	0.821343151	0
Elk1	1.376046489	1.963086691	4.024319285	1.749086253	0	1.87238948	0	1.69097107	2.961164174	2.013484408	5.760884407	3.487834711	1.672750423	3.162450805	2.963630505	4.952037937	2.666730882	0.075197191	9.600229219
Elk3	0.576548529	0.137085333	0	0	1.7452329	0.537950297	0	2.522945902	0	1.054535115	1.06204911	0.243560808	0	1.22310695	0	0.088291493	0	0.252054448	0
Elk4	1.994911309	1.422983843	1.795145086	1.69048162	0	1.08579208	2.929935395	2.63084634	7.31386668	0.486505222	0.222714442	2.809143184	1.154788205	0.822901203	2.250546199	0	2.147816483	1.962296407	5.123983831
Ell	13.45180228	5.079844751	8.366530193	16.76325777	19.16192181	5.598839053	19.24827864	9.154572586	8.324748091	2.605129017	12.58841944	15.87803306	9.893821071	6.155049496	9.799193829	5.755832639	17.97577352	13.57780956	1.153541657
Ell2	14.04857109	15.58813134	32.80842055	13.03849773	20.25024966	13.94031829	14.67659226	14.6370964	26.87255812	37.19731733	16.58023264	12.71735841	21.14385873	15.21690146	10.29143115	24.02363385	10.65977782	25.37119016	36.92006199
Ell3	23.3319615	6.58779371	45.59970569	8.650001232	51.49861877	31.18092535	4.818903599	23.16468251	61.36642261	42.67528483	26.37370049	13.86070514	31.90816398	39.61487214	35.89336416	13.17547479	6.123073238	55.94185867	46.46504779
Elmo2	7.48423037	1.581793353	1.964309457	1.057018911	0	2.198409498	1.603018009	1.221293179	0.994171965	1.216801683	3.342196076	2.283439621	2.888249021	3.650791031	0.159910715	1.655506857	5.103323177	0.999760167	0.086592112
Elmo3	0	1.707115584	1.794656212	2.028025499	0	2.543162959	4.686619971	0.956410865	2.670423872	2.62641275	0	0.67401076	0	3.008647684	0.184085452	0	1.374228202	0	0
Elmod2	0.518391691	1.972119086	2.449025445	0.878567003	0.523063361	2.660277886	6.138499308	5.50022566	8.676467453	1.327428827	0.434054319	3.83237165	9.362490126	0.885894681	5.981115776	3.53265346	7.981189963	4.164317917	12.41536697
Elmod3	0	0	0	0.925541838	0	0.76432267	0	0.327362108	1.044614515	0	4.023906875	0.461403339	3.414142953	0.965442734	1.176170138	0	5.174107525	0	0
Elof1	139.0943859	152.1326936	190.8777941	139.4773092	224.5566146	97.87757881	171.0916714	137.7149901	149.6611181	312.9247328	122.2883121	134.6581326	227.8635105	153.2770992	156.2051598	112.3608613	88.85501152	176.5995676	287.2625462
Elovl1	7.692562413	3.048420685	2.595842021	7.605095621	15.52377332	5.283487507	14.59338138	4.918684448	4.904860172	2.814013661	10.09098782	2.978886841	2.226485032	21.68341788	0	0	7.868069951	2.242013728	26.9677579
Elovl5	13.16670158	35.27179483	34.95223652	26.77781241	6.199833716	24.02444889	14.42292129	15.68018589	48.69233356	18.9449262	39.39458893	24.10297378	3.96331949	13.96611334	5.266392873	6.116178111	15.02645158	21.82557233	0
Elovl6	70.5783011	73.17439466	58.98744458	66.06679134	68.31608429	70.38389528	92.54700717	78.04804609	77.3135902	81.20732246	51.0560971	70.37855167	106.6042081	95.15104332	65.42970672	76.41160506	38.61248605	57.58459062	11.19483605
Elovl7	2.244902034	17.40083606	1.212061359	0.760929192	0	1.082216423	0.494564688	2.206939619	0.858824146	0.985448227	4.887162634	6.164279022	0.311879897	0.74081793	0.241745472	0.171889913	6.090760363	0.171748891	0.093504191
Elp2	24.50734357	26.84621352	26.97582565	25.21761359	72.41830048	54.03606899	33.42304454	43.28539312	26.36911919	32.01793959	68.74278081	35.4961278	29.48763482	61.27463222	38.37478735	49.32521884	21.1086182	58.83175858	16.22302746
Elp3	20.86415788	38.92358214	27.62071484	29.24036765	22.67158128	30.44895354	20.25697889	35.06745517	35.30467401	16.73237314	47.70587999	54.74841839	22.57576775	36.50655714	31.91177593	12.22738501	42.50756169	39.16043275	0
Elp4	3.753623484	5.503719642	3.237004208	4.771213244	1.26248353	4.815702935	1.78022797	2.775111177	4.188363427	4.805891091	2.619120692	1.18927834	5.649406203	7.225727732	3.994022139	0.71852803	0.202066487	2.119628048	25.79694847
Emb	3.724037334	0.221365102	1.675560033	2.366803214	0	0.57912066	4.785821881	3.236914575	0.445216141	15.32574946	6.080435524	2.163158103	0	0	0	0	0	0	0
Emd	140.5088146	117.5983843	59.00466012	19.05067698	52.92935553	67.29910973	111.6095796	38.29533696	129.9053911	217.2484775	172.5524149	152.74646	118.4250814	86.44306022	53.03017294	86.49930481	126.0653989	95.2124556	65.93753385
Eme1	2.191298449	3.647158967	4.683182773	15.78364549	17.68836888	9.371071639	7.241332698	11.42799374	1.571844777	10.4207759	8.623537166	12.49703074	6.46919816	19.88604038	19.21495187	8.976526387	9.083136472	11.73535193	0
Eme2	6.419740887	6.487263691	3.971606055	4.0800513	4.858195989	1.372698725	0	4.233108443	0	3.522604872	0	9.152986356	0	6.052900666	0.493799241	0	10.54049294	0.26311601	0
Emg1	107.4554045	105.5307815	87.76126484	81.15983384	101.352661	136.7698734	93.49134122	116.5045717	127.3480059	102.5431964	54.37525139	76.97267378	106.2849383	113.5665532	187.0484353	149.5304732	103.6194365	143.7398983	74.91949502
Eml2	19.0051542	14.81173815	10.45123324	5.368302791	19.17642586	4.433203724	13.56879863	7.784903143	3.029472459	5.021083199	21.39440972	15.38826037	13.9351769	3.9820337	0	0	23.41745484	12.05906649	0
Eml3	2.302930634	0.730087168	3.79925334	2.60199498	0	0.835627406	0.493255699	2.4848637	4.405119702	3.931359966	1.285510558	0.81072049	2.132944654	2.48798843	3.070406411	2.586218876	2.066203959	2.768675444	0
Eml4	0.448485481	3.30571344	1.311619036	0.760090395	0	2.336405542	3.087621955	1.156021878	0	0.492180967	0.450625417	1.326227308	1.713448558	0.105714472	0	0	2.07630152	0.563695717	0
Eml5	0	0.400842057	0.487616733	0.408166142	0	0.224712072	0	0.360918662	0	0	0.766284017	0.101739983	0.58552866	0.212881266	0	0.055321554	0.129647368	0.11844893	0
Eml6	0.604234275	1.293013289	0.339829704	0.25601312	0.304839773	0.540291624	0.471453378	1.122835825	0.288949683	0	1.720165861	3.828848253	0.104931374	0.623116814	0	0.786515484	1.138457924	0.082549392	0.0629186
Emp2	10.64435962	7.761420851	2.394613958	4.209331995	2.864076008	2.924348899	4.885443693	1.318679283	5.768914028	5.191746134	11.5269938	3.447447477	5.422267733	5.268959852	5.840432051	0	18.41276035	1.357265578	21.42890457
Emx2os	1.45795728	1.271075509	1.09330042	1.647291267	0	0.982475952	0.312274163	0.378718139	0.464804587	0.711113148	0.813841046	1.026514496	0.337585308	0.544130675	0.448577729	0.186057228	0.523235404	0.239020177	0.303632662
Enah	15.94006092	11.37015417	9.989471659	8.683430074	12.63720104	14.74012669	8.413414598	9.725815243	12.5229499	14.36931976	7.150052896	11.30319817	12.65441045	9.930010809	18.17242815	13.20771146	8.94866767	28.68344942	12.44872673
Enc1	8.749485564	2.202729785	4.168233783	2.180672579	1.038627606	3.081409093	3.968508846	2.838380631	0	3.388919678	2.413279783	4.13103369	3.575144424	0.576253085	0	1.812777189	0	1.631285974	0
Endod1	1.092217661	2.207411202	6.142783008	0.925541838	0	2.123118529	0	0.81840527	3.917304433	0.599315661	2.652120441	1.268859182	5.12121443	0.225269971	0	0	0	2.387468757	12.16932993
Endog	26.01954573	21.37202843	51.6172342	26.05776949	9.546920025	25.74898402	24.53578388	31.61994409	9.049276907	34.6116409	17.42913152	28.97854401	41.07778586	8.781599754	12.19030989	32.60112061	10.44153768	10.34107107	0
Eng	4.783803277	1.29993124	3.382314004	4.632891397	7.585150905	2.497457848	0.313660439	3.93274434	8.496997409	3.749917421	3.433306474	1.299150079	4.50981649	4.953434768	1.62955823	6.59323895	2.501657022	2.240758401	0
Enho	5.872750134	0	7.046220381	8.294250236	0	10.35033052	0	3.40304331	0.936132094	2.86441166	0	0	1.359816359	6.806100302	3.162077295	11.99121678	2.3183902	0.641859584	0
Eno2	3.711298323	2.647294406	2.504742536	0	2.808558001	4.039977424	0.085168764	2.113482618	5.324317998	2.375850378	6.681136973	1.959780431	8.700809009	2.569743621	0	0.142085208	0.199788023	2.839372764	0.193227779
Eno3	3.214096738	1.146318562	3.976835293	1.361807774	0	4.873248889	1.917726943	1.445005224	0	4.115116752	0	0.678891681	0	5.682065862	2.225022319	0	1.557202299	0	0
Enoph1	20.02000934	58.07366409	55.84726789	83.69347439	98.30874344	44.00113817	46.67802385	68.72510155	31.27418225	51.26459004	34.86692607	57.22826734	54.69970968	74.48161078	74.01865679	58.86382761	54.17363102	60.82856601	65.59771453
Enox1	2.746673949	0.326536877	2.935058008	2.327522935	0	1.121221583	0.441224507	1.56415549	1.313481543	0.502379935	0	0.725201451	0.953975246	1.294861029	0	2.523721067	0	3.527308799	0
Enpep	2.900554268	24.27609233	1.696564261	12.78118732	3.512032367	22.14713333	8.733117597	5.320490004	0.277413669	2.122101557	62.07659612	16.05180331	9.268273052	1.025553475	6.737842526	12.83694949	34.28916536	0	1.328946094
Enpp3	2.601534429	1.237128167	14.04613345	15.43172511	10.4999163	38.16364007	25.87057927	50.63099819	7.879139502	8.247775742	6.244430329	2.014849217	14.15585737	18.24326656	8.671307625	38.44500177	8.029349325	39.56975028	124.2511595
Enpp4	0	0.254737458	1.205101604	1.361807774	0	2.249191795	1.770209485	0.321112272	0	2.547453227	0	1.357783361	0	1.041712075	0	0.082033395	2.24929221	0.936755352	0
Ensa	24.72423841	16.26428149	20.20896803	15.3642445	34.92586948	13.00836586	21.25800266	14.32678936	10.24688546	17.18429409	18.07960798	13.22990735	11.1633945	30.88764864	11.60073954	11.04314349	19.7870071	14.27675285	42.22216163
Entpd2	8.821758031	13.78383466	20.1294274	10.6793289	12.71608346	11.1708698	8.213531354	31.95557809	35.55707101	14.75238551	9.285938943	11.44635206	19.69697858	17.30370439	15.50993588	25.57148645	12.61867133	4.820850376	0
Entpd3	9.900200061	3.530940112	12.88596433	3.595456562	7.135299439	16.99023758	8.049188341	13.22573263	13.18856087	14.22767046	7.460578947	4.481039091	19.89440484	8.834416306	5.820129274	19.38438203	5.481785151	16.92616448	52.13422069
Entpd5	1.467599082	0.814215449	0.440212265	0	0	0.380374342	0	0	2.339392226	0.35790795	0.163844632	1.136633376	0.679635671	0.922491174	0	0	0	0.374268023	0.101880218
Entpd6	24.41106472	7.42936702	8.127639054	14.89381926	5.911452879	1.746222528	6.543107307	9.189578154	17.27687947	1.428768536	5.886609949	14.02481589	16.95691	11.9108601	8.787503147	6.055984164	14.71798404	2.77471619	16.06488029
Entpd7	8.876750808	2.590301001	6.353972903	5.812555727	3.256998832	3.168675445	1.037059915	1.789832035	3.666078958	2.214000831	2.29734548	1.619296925	4.06405281	2.78191127	2.544943343	0.556105066	7.993238087	0.859932703	0
Eny2	33.16447657	34.40937792	25.32171993	26.40023313	23.32294089	15.23768024	29.05923856	21.32611168	14.89833609	47.05701231	16.32476685	12.52427981	22.68833162	19.54335909	15.76965867	26.16321577	23.58790009	28.83281343	34.74329343
Eomes	1.314189218	0.156236689	4.582532659	2.227279687	2.652064998	3.627532315	2.955550969	1.181675873	0	0.480743114	0.550191598	4.302601662	0.912888829	4.840207517	0	3.169724028	2.829837347	3.267667115	0
Ep300	1.395077422	2.321942559	2.6990612	7.329542379	8.164367999	9.827692171	6.582273113	8.396170178	10.40734075	3.674396167	2.14932546	1.944839597	7.171170077	6.215072085	6.889159763	8.716486608	6.608829763	8.752028215	0.058107474
Ep400	5.199615564	6.557802779	7.628701624	5.555565314	7.071334169	8.03312706	4.752185125	9.946920999	8.43247122	2.894453763	9.729545832	9.550254332	4.397050195	6.68764453	5.355833087	6.214280408	15.11501483	7.869576155	7.109254068
Epas1	37.40110813	17.67719463	16.00704577	40.96975279	42.34037625	12.19983894	29.09845237	31.63393268	8.506523191	7.174543051	34.21879226	31.31089783	24.871402	15.02479275	24.06731551	13.27110889	32.31246497	16.82452847	6.744234384
Epb4.1	0.353322691	1.260137426	0.3179417	2.994045461	0	0.906589128	0.58379249	2.160334051	2.703387977	1.550986253	3.076740859	1.194078984	0.73629657	0.4788786	1.277327628	0.0811607	6.809232119	0.810941136	0
Epb4.1l1	6.367778123	2.760932676	4.29759166	4.443793789	0.755901601	4.16485682	0	3.435418434	3.403372364	1.233208994	10.47542178	3.481234031	4.683510511	8.255372381	4.60990422	6.625276068	6.654210326	0	0
Epb4.1l2	12.03323827	6.112414749	10.70520674	5.561961037	4.415156382	12.92880711	5.924562861	7.836225879	3.138758829	5.602386149	14.28895536	27.84315343	1.519776832	11.02330962	7.867456679	12.18725288	10.24666793	10.4316684	0
Epb4.1l4a	0.633559946	1.506408768	2.137937195	1.073753443	0.639269496	0.541882886	0.174471075	1.101374256	0	0	0.31829148	0.535290144	2.420529588	0.858700298	1.90057599	0.242555271	2.728483194	1.315648336	0
Epb4.1l4b	28.80604401	9.588855571	17.58956712	11.85635946	9.965362238	18.36633533	6.195036893	11.88999927	31.87993742	14.15039641	22.87914071	16.86276751	49.45288992	6.498998527	21.9040586	12.16258485	12.84863986	17.76565329	7.02753668
Epb4.1l5	3.151441353	3.596711377	6.309794382	6.943356084	11.76541422	8.600850189	10.90598884	7.367549226	12.96058327	0.922262159	6.2801821	8.919809322	10.39831171	13.14826813	18.81065287	7.070169869	33.45489899	8.7314365	16.07973928
Epb4.2	4.218501968	2.340400397	3.479730882	1.191581802	0	1.476032115	0.193616662	1.095795628	0	1.285973985	1.295137078	1.039552886	0.244195133	0.911498065	0.216321614	0.37684091	2.043828018	0.192108031	0.14642347
Epc1	1.165205953	2.077873383	3.276639624	2.962175669	1.175706619	4.167595531	0.053479479	4.225783852	3.343265072	0.852487193	2.341531404	6.152962188	2.225847375	2.918217716	4.436503333	5.843822192	3.826274406	2.833552195	0
Epc2	3.921006266	3.19643487	5.796599551	4.746640681	3.391150114	5.879742433	5.29603919	6.043954846	6.696631029	5.942273914	6.097178348	2.247991371	6.809222695	5.116314811	4.093134539	5.790102651	3.31692586	5.877183302	0
Epcam	66.3279779	123.0680414	71.41007601	176.6478106	51.38938901	36.83780621	29.35532979	49.34495358	47.57785762	89.68798126	115.2393788	227.9127651	77.75002403	88.43239966	148.5009572	53.05393427	286.1575188	47.70289423	0
Epha10	2.226474345	0.952895601	0.901583949	1.509365931	0.449307801	2.769891229	3.351783915	1.548192268	0	0.814465829	5.070755256	0.188113182	1.391938982	1.128345786	0	0.034095785	0.095885131	0.535351326	11.68481726
Epha2	2.483322963	0.738071336	0.837993084	0.526090033	0	3.37906301	1.538691116	0	0	0	1.975344556	0	0	2.158496205	4.96637456	0	4.812594695	0	0
Epha4	5.400678036	2.476504592	1.214966374	3.922729473	0	14.42747615	1.345607247	4.879237034	3.136072101	6.350207819	2.06721799	4.318547134	11.12060311	5.273929272	0.148362169	3.30819631	0.249198303	4.279418903	0
Ephb3	0	2.800575626	1.324884924	1.996222928	0	0.503709231	3.676085206	2.224087895	1.408150448	0.215435545	0	6.592947229	2.250012184	0.10411409	2.12908482	4.013332966	5.833424659	2.156281719	0
Ephb4	1.119516841	0.266186333	4.029643116	4.269037854	0.564802882	4.395892328	0.873502246	3.892313696	3.21217167	1.228590234	0	3.901720164	3.110646182	2.47393317	2.109743385	3.771692743	2.229851482	4.25190886	0
Ephx1	1.466130013	3.486001792	4.61760193	3.727181998	1.479342562	0	7.536591575	4.482206594	2.804460591	6.972218833	19.15063297	6.503293008	2.036866066	1.555145593	7.555795678	0	0	2.804200354	0
Ephx3	2.020783504	1.201198879	1.36381987	1.712405636	0	0.785624158	0.278243813	0.18170223	0	0.369611066	4.399255503	0.426836284	2.807435431	0.297704817	0	0.15472938	3.045940406	0	0.210423132
Epm2a	22.62378566	3.765463475	8.143314935	13.41992777	0	5.629117226	14.74477315	11.12060307	8.655100804	3.310399759	6.061795849	18.15893679	32.21655746	3.466288371	12.35539245	5.19684221	10.71745164	3.214453417	16.96178161
Epm2aip1	1.347374898	1.681910483	0.68200403	0.285440321	0.679758622	2.619108548	0	0.88844459	0.805406872	0	2.256339768	2.845967884	0.818948324	0.416844255	0.07772892	0.722170079	1.196784565	1.3253466	0.420904336
Epn1	8.565285868	12.44563798	8.349874166	11.29052792	1.920549993	4.14393006	7.775061421	4.678023669	11.83285565	0	12.27173939	7.035726354	5.288704874	2.579783431	1.098053575	0.874447212	7.172506843	1.924285857	0
Epn2	11.41974514	7.499291448	31.07325895	25.34467153	21.39922239	47.82167227	17.82049659	31.94569951	16.64308981	18.50014951	12.56701834	8.959283147	38.34097494	28.64842166	17.23325249	29.68791139	14.63695387	42.52509197	19.36586571
Eprs	37.24574824	43.20234366	42.00827653	69.09503782	92.93779012	74.1616246	41.53547147	59.01508592	41.88042669	39.40160654	50.6565375	44.01359748	37.58490361	83.46322108	122.4938759	55.41876816	71.53070301	115.9615727	38.6789823
Eps15	18.95128869	8.69019652	8.628282455	8.794358263	6.374024978	13.5075077	22.82209585	10.30537127	10.35732396	8.418114065	13.37453739	9.244910988	13.3210476	13.66717139	9.544541469	15.99644387	14.42844356	10.1590988	9.678997343
Eps15l1	4.655638536	8.240748675	7.564253456	9.643757617	13.57082847	11.06100213	7.122664252	11.07016695	11.37919245	9.840003693	10.0487208	14.96920909	8.623984743	8.230506717	10.34529814	10.13980746	17.93354699	6.558329626	0.323192808
Eps8	0	0.263707087	0.499013904	0.469919584	0	0.215591545	0.101807823	0.764563797	0.795563417	0	0.092865143	0.234265439	0	0.359464026	0	0	0	0.60608731	0
Eps8l1	1.9358497	0	0.435499446	2.460649495	0	1.65572939	0	0.98636981	0	0	2.107177101	1.84003334	2.689438541	1.65411501	2.903615896	0	0.625268383	0.793416833	0
Eps8l2	0	0.946850405	1.970901406	4.724339988	13.66159583	1.610106593	2.047051382	1.193563314	4.189534725	3.78751855	4.267978937	0.168227808	9.405137684	6.14827952	4.778413892	0	18.17881972	0.652853916	0
Ept1	13.34332094	14.57693614	14.2787716	21.39178913	15.28297022	24.64768416	24.76157556	28.66519773	12.76176649	11.21337398	5.737224696	20.49066394	18.4123635	16.44861113	13.28711335	21.59344623	14.79315345	18.74179728	0
Eral1	4.848275019	11.23949982	2.454063162	17.46075578	26.9058183	14.41928494	14.01884617	8.791476833	0.579621013	11.97143448	12.78744713	11.52076485	2.525855512	20.28484347	17.62065217	10.858407	12.39722376	14.96939355	0
Erbb2	1.465249983	0.929042494	2.527168952	6.622124078	3.449727404	5.924341787	1.703682005	3.71829122	2.102082931	3.037348079	0.981494256	4.229761402	1.187458684	3.050860853	8.152355741	1.982071599	24.71507353	3.016042277	0
