Symbol	E3_wt_male_IB130	E3_wt_male_IB131	E3_wt_male_IB132	E3_wt_male_IB133	E3_wt_male_IB134	E3_wt_male_IB32	E3_wt_male_IB34	E3_wt_male_IB35	E3_wt_male_IB36	E3_wt_female_IB129	E3_wt_female_IB135	E3_wt_female_IB31	E3_wt_female_IB33	E3_KO_male_IB136	E3_KO_male_IB138	E3_KO_male_IB139	E3_KO_male_IB38	E3_KO_female_IB137	E3_KO_female_IB37	E3_KO_female_IB39	E3_KO_female_IB40	E3_KO_female_IB41
Akap9	0	0	0.605735917	1.190526684	0.115407483	0.2996245	0.084001178	0.343322092	0.801287772	0.101967916	1.211089795	0.280024609	0.130804382	0.56122795	0.394299915	0	0.821711477	1.167992736	0.274707532	0.51057668	0.18999062	0.631278819
Akirin1	51.33825905	58.88940778	23.42489231	59.73421099	84.29201838	43.68483828	22.0242583	14.61291814	32.33196159	15.88472969	56.7027643	29.39963006	30.73240683	63.42186647	53.03333857	73.42568848	27.28030097	80.10993939	19.64332717	35.20555471	59.94885477	36.54225366
Akirin2	23.1813854	25.37229066	24.3744146	51.78076101	83.70667858	21.86645622	20.30908068	9.670538499	17.4919862	20.10529687	62.18592071	28.48301502	19.34329727	82.99415425	36.0959896	117.6360591	14.46599394	85.77364756	27.08242314	19.77482195	38.94752458	39.63808518
Akna	0	0	1.721902138	1.393520598	0.765483604	0.060223405	1.052431201	1.265118393	0.708645733	2.029021839	2.231391472	4.058694578	0.867609341	0.310212984	0.72648409	1.177195208	0	0.737823983	0	2.257728115	0.466734949	0.11631096
Akp3	0	0.865376342	0	0	0	0.981318876	0.40350566	0.824586095	1.732069371	0	0.363597271	1.345118209	0.94249229	0	0	0	0	0	0	0	0.912633516	1.516196449
Akr1a1	170.9684553	195.0095598	198.5342611	96.52314701	99.78625553	187.9468549	201.3533194	163.610944	170.8060489	130.0664223	87.69534182	216.0179936	99.66156099	139.9331499	123.7694606	177.1958726	221.5875171	124.2729875	124.6412571	174.8382098	167.5269841	199.0570784
Akr1b8	132.4218864	93.651771	201.6258492	103.3652452	43.924318	20.73412399	110.2090305	81.80096417	92.23535055	242.7940914	77.76074154	136.3273179	95.9260558	33.21289124	124.4493988	62.40026077	160.1864771	51.11439727	188.7076423	47.39670794	61.92470362	44.43943887
Akr1c14	2.825000243	0	7.497375533	4.507331449	3.999612696	0	6.931385569	11.3317353	1.190133555	2.27175758	19.2371955	14.17187937	0	0.347324353	12.0382425	12.19173412	7.11939898	17.34791665	4.08016524	0	0.418057071	2.08360739
Akr1c21	0	0	0.433205321	2.103536055	4.622026724	0	5.046323885	3.437480496	0.802281925	1.020944267	0	0.934573446	0	0	0	0	0	3.341262453	0	2.556050751	0	0
Akr1cl	1.178087258	0	0	0	0	1.462186884	2.004107934	1.023876304	0	0	0	0.278368883	0	0	0	1.1908987	0	1.492825686	0	2.284009873	1.699805219	0
Akr1d1	1.57485692	1.077311786	1.746464284	2.5127085	1.035203837	1.954638858	0.502326424	5.132658911	2.515639842	1.143313837	0.678966375	0.697727119	2.933284638	0.94391409	1.178955285	0.59699368	0.921342852	1.496697408	1.232061753	3.43490036	1.420178128	1.651581163
Akr1e1	1.861006492	0	2.445978908	3.959019406	1.631065473	0	0.197866173	6.469607192	1.132468007	7.205613651	0	1.319205249	0	1.487229497	5.57268006	1.881244532	0	1.179096995	3.882468967	1.804007798	1.640928914	2.973975522
Akr7a5	7.415230054	6.175258363	4.767098607	4.11517005	5.086192636	10.20381084	8.432484786	20.17433942	10.59421072	5.242870952	4.81854636	9.141580062	7.686344892	8.76003442	5.309769942	10.26608155	19.61599312	3.676807924	14.12460115	5.625483054	5.116950055	8.114595073
Akt1	5.530440854	6.485497047	6.425127402	9.76932191	2.59666836	5.393240991	8.316116648	8.754713338	3.605794973	8.947684595	4.995745405	15.40135347	9.417915525	2.209835055	20.99647048	4.791928451	1.848850824	9.010229678	6.180919461	6.892785184	1.614920274	9.469182284
Akt1s1	58.72157785	65.14692887	65.95516492	54.50304392	46.76486577	73.05767821	78.34270357	64.77513726	56.69260003	53.12436296	64.91428432	98.46093756	39.54260959	55.50084444	62.98061196	60.78708919	80.59987558	54.73403336	68.90969827	34.48223832	61.64398118	76.13207462
Akt2	13.77064415	20.78398472	14.8671896	11.77032594	9.482927091	20.55047046	24.68095095	12.82293712	8.978329352	7.42649539	25.25548216	14.52611457	20.51905461	6.026468676	10.06340735	6.463041419	12.27623256	8.101607833	8.208169504	9.534913168	8.515284644	8.448783668
Akt3	0	2.865702438	1.106114538	3.938743541	0.590077118	0	0.715828415	0.292566978	0.61454626	1.173061728	0.387018003	0	0.334400644	3.58693999	1.176029683	9.358049291	2.100700619	1.706266655	0.702288209	0.652643159	1.133323142	0
Aktip	4.662831277	23.27922317	12.57956219	12.92144388	9.679036333	4.721208967	6.731928146	10.2378172	6.272251209	6.271380048	20.03227829	17.39644797	2.194069812	12.15956089	7.348730518	14.51273712	8.040152659	0.932929863	13.82356214	1.427374299	6.137618474	7.353377697
Alad	34.63402008	6.461476687	54.70227996	50.86350181	28.97497198	40.54373455	52.97580975	62.5952467	53.16811461	75.88792173	22.6238302	72.81573239	26.97622378	37.11353668	55.39037584	26.85476569	71.8381259	38.89971998	88.67559121	29.75811085	27.63589492	63.2085453
Alas1	28.70922783	19.01137663	14.34387391	9.412195006	9.823517384	10.1284311	15.93115611	14.3554885	21.53868648	20.32839083	16.05102979	23.41760198	9.962094674	16.34301192	21.19763348	20.87157955	31.29087645	15.69787424	40.61289568	28.59238858	24.30536929	12.25526663
Alas2	3.758687695	0	0.529302914	0	0	0	0	0.700002345	0.980251488	0	0	0	0	2.574658037	0	0	1.256545911	0	0	0	0	0
Alcam	0	0	0	0	0	0.199469536	0	0	0	0	0.369536246	0.075949405	0	0	0	0.162460772	0	0	0	0	0	0.128413492
Aldh16a1	13.03973248	16.23549849	13.67001584	17.17245873	4.8979619	17.34032888	14.26023898	9.174202914	12.09142311	8.414736394	2.617560409	16.57948583	9.869183001	11.90942327	0	18.83076675	10.65592051	6.294641691	12.95416701	13.24227461	18.1175707	10.66712422
Aldh18a1	4.067357115	0	4.009390788	2.884235997	0	0.467427194	2.114200339	1.178314125	0.82502879	8.049162808	0	2.776427718	0	0.963093896	3.60873299	0.685264789	2.115144053	0	0	0.876173903	0	0
Aldh1a2	0	0	0	0	0	0	0	0	1.285281159	3.271170367	0.269807162	1.663573757	0	0	0	0	1.098367649	0	0	0	0	0
Aldh1a7	0	0	0.254245259	0.411517005	0	0.320119556	0	0	0	0	0	0	0	0	0	0	0	1.960964226	0	0	0	0
Aldh1b1	1.154034217	2.526207219	0.910069911	1.47302351	0	0	1.030674752	1.203566151	0.421354843	5.093855506	0.265353352	1.963335006	0	0.368900105	1.727845523	0	2.160472944	0	0	2.684852613	0	0
Aldh1l1	0.172281892	1.885644948	3.906011795	5.497568289	1.358956787	1.81754002	4.396170614	3.593526952	1.572566225	9.005264726	4.159439599	0.488499479	3.080519548	1.376796437	1.547665523	1.044932517	0.80632437	5.894337994	3.234761352	4.008126274	0.994308889	2.064858977
Aldh1l2	0	0	0.434282947	0.140584582	0	1.421691825	0	1.837883436	0.321711061	0.921135536	0	0.562138953	0.262584917	0.422491563	0.527694911	0.400817398	0	1.33982962	1.102930239	1.024963634	1.48321865	0
Aldh2	12.03709455	16.2488426	15.66252171	15.36429597	13.29277713	3.884368692	16.27917714	9.415301133	20.21663208	16.21899725	5.258733527	16.55342572	7.17438626	4.617352293	13.33643086	5.110558039	19.15449664	9.151758735	6.026886579	5.600843421	7.410236797	9.233203568
Aldh3a2	2.206044585	7.584135045	4.516487164	4.602786814	2.677114489	2.106184238	4.979705748	3.097135893	0.929376092	3.350921034	4.487192129	3.969623843	1.51713866	4.068387301	0.76221662	0	3.971102456	5.160761808	8.496543392	0	1.060998403	0.813545204
Aldh3b1	0	0	0	0	0	0.539939644	0	0	0	0	0.333429812	0.205585752	0	0	0.434224934	0.439761447	0	0	0	0	0	0
Aldh4a1	14.09455871	3.466664094	10.61540265	14.40248188	4.580352713	4.717350473	12.22423704	12.3872248	14.16631402	28.51264543	1.820695724	37.83170021	6.135329842	7.340397388	16.12339951	7.444093024	30.38893552	5.418223063	18.83199962	4.60546253	4.417635858	3.226719119
Aldh5a1	0	0	0.092747518	0	0	0.058389081	0.120044184	0	0	0	0	0	0	0	0.563485092	0	0	0	0	0	0	0
Aldh6a1	3.814423118	0	6.266769173	5.071642418	10.44725978	3.84660561	2.230566735	2.486337972	3.191608533	10.52293333	7.49164823	5.520497107	4.262782958	12.44726117	16.89515572	8.434790301	3.719270652	5.437672263	3.978862902	8.319589656	2.981142087	1.333418355
Aldh7a1	2.159151483	2.272322999	0.491164646	0.264996883	1.310104011	3.298262131	2.225020269	0	1.819241352	0	0	1.883754166	0	1.592762818	1.989371875	0.503684258	3.88669015	0.631382667	0	0	0	1.393440938
Aldh9a1	9.939929309	4.447539548	11.09238052	9.575432745	11.83486829	8.845379041	15.55341266	9.290782972	4.10854436	12.1994371	3.449874567	5.716633688	2.235632965	19.78387957	8.985528597	17.91581615	12.28869079	16.39789711	15.2592131	8.726481772	16.86745179	23.60192849
Aldoa	145.9374968	195.0133178	167.1160778	142.2170281	110.2900719	181.1308052	278.3658125	209.6184653	223.3457873	201.3216456	103.8165892	179.6440766	113.7191356	234.1840161	195.3859842	211.1279277	362.6443856	147.2765841	235.1799191	216.8607268	191.5129412	141.0461697
Aldoart1	1.294632927	2.125485752	2.807601155	1.239364079	1.361605826	1.606837926	1.816955311	1.350199454	0	1.80456377	1.190727905	1.284810765	2.314893345	2.069220377	0.775341207	1.177840601	3.635532687	0.984304655	1.620533465	6.023909079	0.747185335	1.241330426
Aldoart2	2.024066108	0.307689366	0	0.538238114	0	0.209348027	0	0	0	1.175544399	0	0.478264252	1.00532511	0	0	0	0	0	0	0	0.162245958	0.808638106
Aldoc	0	0	0.615446808	0	0	0	0	0	0	0.362609171	0	0	0	0	0	0	0	2.373434962	0	0	0	2.619046745
Alg1	22.9562927	0	18.16285347	19.75936682	12.70728894	11.43440119	10.98342865	30.7145429	34.18843011	23.15668755	26.04505751	19.27059629	36.90669071	18.82837616	20.80329938	15.57240535	36.75628955	24.11350552	39.69984541	15.8114771	31.81505811	20.99746759
Alg10b	4.989564629	2.73056769	3.653709706	18.42386033	17.61721388	7.431377505	6.82072889	8.920663096	11.45108379	12.25379659	25.56790255	13.54141004	6.372633677	22.55744465	12.37966315	18.59009806	8.006560852	14.09031982	7.137825962	4.145781269	10.97021238	1.708619556
Alg11	2.461784675	7.126628699	7.59662708	7.343307071	16.88566774	3.055452166	4.165114829	5.860474907	3.321776876	4.351456149	12.55157703	4.400628468	3.189740225	6.329713452	1.602538434	12.00998788	4.00758156	6.917099838	4.689231002	7.47042391	1.338431104	3.591956132
Alg12	1.725056342	0.449546152	19.19103593	18.08689768	9.719440474	21.25766085	29.08384951	26.34391941	15.29619704	18.89267783	16.99935293	20.0894278	22.03228731	11.02867588	14.75881407	8.968196335	17.30081882	12.17871567	26.22017133	28.66665452	30.57914899	22.44758379
Alg13	85.12873785	78.2729299	47.28726624	89.71299117	195.4001348	92.4810886	81.77316552	54.84832432	85.95935024	99.22529939	169.2957329	101.109089	206.8216939	75.10109979	62.25652789	83.91803748	82.35339132	166.2919432	85.51739485	113.7766524	154.9298814	131.012838
Alg14	44.37375699	23.43172865	48.92125809	27.94697902	38.37932905	50.72663729	93.86162427	42.62475815	33.04255415	50.86490186	66.45439355	73.67108961	29.57975803	27.06267389	45.45714735	18.59176086	27.32642152	39.95195247	54.81320885	40.75075197	69.07933692	42.68676156
Alg2	3.826180614	6.186520232	13.88653484	6.104730169	10.0602837	5.504379791	13.53560066	10.88291698	16.19243903	16.16133052	13.19661716	12.57498398	8.292698122	8.617168354	8.85335603	13.44935892	8.953763646	11.23943817	10.88489254	18.20778279	8.029980006	11.46452961
Alg3	16.77844274	28.22645079	48.14780745	23.20089556	31.37139823	47.8966249	42.33836229	32.08073903	63.9832503	41.14405395	24.00507457	46.25318754	35.55676177	34.56425717	43.5431622	35.05253627	59.33189346	24.09577796	30.33638647	32.52910903	41.06530601	52.28483755
Alg5	10.83583998	15.48382415	23.14305927	24.20424967	8.547293132	27.79447292	29.72391115	9.41743467	15.82529731	17.20162691	15.36451827	8.961358566	9.687616199	21.36009353	9.193406754	21.90735475	13.52388502	10.98459906	15.82416226	14.70554555	16.85052774	33.76655042
Alg6	3.071198575	1.400609108	2.859238591	2.722302602	2.243107864	3.388291765	2.394600063	0.889726808	2.803349271	3.369214437	1.176962265	0.725689978	2.542368413	5.999543011	1.53275545	1.293582162	3.194225251	0.648616941	1.067865983	1.984756171	0.738547354	1.022483154
Alg8	4.513940534	12.10921418	34.54991047	57.61649381	43.2855921	44.8199374	44.37957303	41.53837001	45.08054615	38.24484775	42.1271321	22.02202525	26.90412775	15.70249754	20.27511445	13.68908596	13.67003895	13.12209445	19.942037	24.70976798	17.24015338	14.32089599
Alg9	5.737768396	0	10.18079288	6.408288565	7.040354962	2.492507556	4.270362275	5.984037322	7.681459557	12.21880652	0.879544155	10.30385727	7.97963235	6.419499242	16.32235582	4.93014057	6.265993703	5.089471587	2.394049439	3.337219609	3.403485683	1.833844517
Alkbh1	27.00226796	16.4190501	7.797028633	3.916594082	19.36304137	25.22009662	12.52773219	14.22284025	14.43983911	7.603623933	11.91583665	8.12042615	14.63088648	17.87347523	17.55980666	15.71582797	8.935795948	16.58967682	8.53525326	20.62292076	22.56284915	29.42106046
Alkbh2	30.43226156	32.30738344	33.44101022	10.34781727	18.36441886	33.74631223	26.09715479	23.41359955	32.78734133	28.97468588	22.9424757	26.87710375	22.30122602	24.71873176	16.43286547	21.18122365	37.35893871	20.86171331	24.97903978	37.72154897	35.99118092	26.90714825
Alkbh3	19.85426341	21.25831079	20.84769817	13.08430185	12.48341458	28.65993196	21.75193793	23.63232936	26.0021462	18.04856956	24.31464448	14.99189426	32.15652006	24.14482656	20.03290206	18.32494166	8.080274112	14.76696862	18.90929544	27.614069	22.8343723	24.31333705
Alkbh4	33.49811685	28.29017814	15.8988629	13.36169049	9.786392837	7.506831613	22.35887755	21.83492427	18.11948811	13.33038525	18.54282405	23.3059594	22.18405671	16.85526763	14.86048016	21.63431212	11.61333034	3.537290986	17.47111035	10.82404679	14.32083416	13.38288985
Alkbh5	8.64217438	13.75409768	11.99615639	9.286282489	20.40442603	2.845743304	10.68871424	13.10578664	12.87912163	9.21899964	14.80218069	11.75220291	10.51211318	12.40337058	11.35485589	8.29043389	9.080082303	9.386590585	12.14230087	11.28395649	9.967018319	8.772549081
Alkbh6	8.433608785	5.640971711	25.49447698	19.73539753	8.86988938	17.44566891	29.76975091	23.45489338	31.81875585	28.08244952	2.585580595	30.2900693	20.10650219	22.46582123	24.41217172	23.01837059	34.20863138	19.23612526	17.59436333	19.62073243	12.43885681	16.84662721
Alkbh7	26.70793114	31.61631641	52.0944457	39.8929426	32.87076653	26.09573533	43.86343879	38.52184026	44.6077331	47.52468264	52.91798572	55.9914446	50.80386249	30.88029246	53.60054005	42.22086157	93.08518987	19.44185922	53.34761503	52.88154623	54.66040311	29.96717687
Alkbh8	0	5.339475006	5.309008539	4.109729102	8.004009919	7.265825086	6.273988401	6.715888515	5.557278546	10.06388274	8.076378344	5.477696013	4.88484325	8.233837346	7.362495218	3.550652141	5.479736355	7.121350913	8.793304549	0	4.166982472	5.332414131
Allc	17.11577492	7.307358831	3.230779371	4.648252393	5.745062004	9.943672561	9.524835453	4.747445648	9.972160874	0.846005222	5.024071957	1.032578749	11.93780502	4.656384058	14.17614945	7.178450048	6.817558213	5.53747266	4.558375148	6.354212524	14.71222776	3.055255353
Alms1	4.310567471	2.815246754	0.629501483	1.698167128	2.238794195	0.330251545	0.746873457	0.971267276	1.360118577	2.287154441	1.101280196	0.452684013	2.537479243	0.935625848	1.832582312	1.129707691	1.743482623	3.034545001	1.332265493	3.404739477	1.100571668	3.50802664
Alms1-ps2	0	0	0.895290998	0	1.19402357	0.281814652	0	0	0	0.527487871	0	0.965725894	0	0	0	0	0	3.452637868	0	0	0	0
Alox12	12.07943164	0.972137917	9.981102748	8.502758578	13.54504171	10.80336608	14.05187213	10.65262679	20.10613459	20.63392876	1.22536292	8.310860751	12.70521202	15.04781888	4.521397972	16.70005489	4.988373838	6.75290255	8.894241846	6.199128099	15.54924908	10.21949863
Alox15	0	0	0	0	0.578710678	0.6829394	0	0	0	0.255658993	0	0.624081356	0	0	0	0	0	0	1.377520576	0	0	0
Alox5ap	0	0	0.613284817	0	1.635840255	10.03840949	1.190672439	0	0	0.722670737	2.861093281	1.323067091	0	0.994388809	0	0	0	0	0	0	2.094568726	0
Alox8	1.300256601	0.592977365	1.441941604	1.555934592	1.709400523	1.210363325	0.103684538	1.695080624	2.373713913	3.020670831	0.934297056	0.460854204	1.937457385	3.117313096	1.460079679	1.478696184	1.521385352	0	5.08616499	1.890648735	1.641567781	2.337604804
Aloxe3	13.39807353	0.572825947	0.2063614	0	3.302618386	0	3.071603368	0	1.528697948	0	4.813580894	1.038783172	5.614847687	2.007584025	2.19405065	1.269728874	0	4.774924711	1.310218546	2.435197287	5.134911983	4.516329848
Alpi	0.454700345	0.829457855	0.44822014	0	0	1.551970289	0.725170634	1.778311476	1.245133309	0	0.261379296	0.161160932	2.032589278	1.090125857	0.680787401	0.344733834	0	0	0	1.322321505	0.437376781	0
Alpk1	0	0	0	0.353587082	0	0.206291851	0.070687123	0	0	0.386127722	0.127391745	0	0	0.531308473	0	0.336034607	0	0.42122902	0	0	0	0
Alpk3	0	0.304355944	0	0	0	0.103540004	0.053217892	0	0	0	1.534541474	1.123571812	0	0	0	0	0	0.317128773	0.522112525	0	0.080244115	0
Alpl	15.20463015	30.81785383	27.26972401	17.18361548	15.54698417	24.24434871	46.34220806	42.94664623	32.38336375	17.17061075	38.11701758	70.50643459	26.43173927	10.12569208	20.86764912	16.65080862	32.61575668	12.84447156	19.82512721	25.79315283	32.70391011	14.67986705
Alppl2	3611.046066	4440.20012	1714.819266	1712.308229	1919.562495	4621.432037	2590.070734	2097.634583	2982.899013	2534.391903	1636.724852	2591.135853	4459.27375	2184.539439	1857.296822	2608.040242	2730.429643	3954.471916	2360.168878	3516.054761	3350.419373	2932.849432
Als2	8.850246349	23.25082905	12.52693611	18.58622646	11.53565482	27.97764705	14.04227271	21.69469112	17.67578766	13.35541614	13.56656788	9.383654933	12.84923999	9.551172461	9.400129061	9.061189449	14.51521621	13.80268669	21.77753343	12.75878351	16.15298957	19.22012127
Als2cl	0.915362975	2.504688034	1.503862654	1.135925576	1.069684209	1.072988787	0.519057817	3.182169923	0.928367963	0.945116094	3.040185452	0.504676817	0.909295778	0.4876769	1.52277963	0.77109779	1.90406153	1.159911841	1.273099031	1.774654685	1.125068883	2.559887573
Als2cr11	0	0	0	0	0	0.154726956	0.159054319	0	0	0	0	0	0	0.797004263	0	0	0	0	0	0	0.719485832	0
Alx4	0.1021175	0.09314064	0.201324326	0.325860092	0	0.126743472	0	0	0	0	0	0	0.304321939	0.163215076	0	0	0	0.3881978	0	0	0.14734041	0
Alyref	65.71062675	22.26127127	41.17784964	35.19706398	33.32085211	18.05904137	48.80564925	36.71302049	41.98585118	32.16650861	56.11988976	46.24735044	30.7725398	47.26157834	40.05609936	38.43173182	35.14776478	42.82246967	35.25089756	32.75899672	31.8293032	11.8134741
Alyref2	6.260612963	0	0.411425949	0	5.487068254	0	0	0	0.761947249	1.939232708	0	0.591725214	1.24382329	0.667091942	3.124509342	0.632869576	3.906841097	3.17328068	0	0	2.208099945	1.000475269
Amacr	3.095052544	0	1.220377243	0.987640812	0	0	0.394887092	1.075964769	1.130049143	1.198370503	3.795531902	1.023856967	0	0.659579062	0	0.625742113	2.897131291	0	0	1.200103051	0.793902554	0
Ambra1	5.925845719	1.832176754	7.722519513	5.288265784	7.658453638	14.89675445	10.18756445	11.78425497	11.55149478	5.483281292	4.734325148	4.699014084	12.87063196	7.705479404	3.007561734	7.00559105	12.22198739	6.872642108	15.08658452	7.010053741	11.49676702	9.75066223
Amdhd1	0	0	0	0	0	0	0	0.572203486	0	0	0	0.466707681	0	0.350767469	0	0.665545618	0	0	1.373537658	0	0.211100689	0
Amdhd2	3.631697563	16.89347117	37.58937084	39.98156328	21.00763274	62.6541583	54.21262646	21.77854185	78.89617422	43.45014583	15.86606274	31.40754479	22.72804375	17.41369875	32.08100112	22.57782762	95.18485581	9.664082071	45.45912058	14.78595865	18.86400378	16.97559661
Amfr	2.022415157	0	0.711997327	0.460970653	0.759656105	1.25506362	0.368618547	0.376646177	0.263719099	0.838989681	0	0.81921283	0	3.925105145	3.676862788	2.847568956	2.02830698	3.294931734	1.808229837	3.360810612	4.863408624	3.462765136
Amhr2	19.92098963	7.467037774	6.187026386	7.837211373	8.610216194	15.07209023	7.485682812	7.826579887	12.45453066	8.241490005	7.215921189	6.190169057	12.19866755	6.10627252	8.171546775	6.620589385	22.98956263	15.56081011	8.539637058	17.45912631	9.187271145	9.484988571
Amigo1	0	0	0	0	0.2776799	0.262153164	0.134742498	0	0	0	0.485663618	0.074862472	0	0	0	0	0	0	0	0	0	0
Amigo2	0.49594028	0	0.97774468	0	0	1.33366548	0	0	0	0.192022654	0	1.640592215	1.97061238	0	0	0	0	0	0	0.961501356	0.318030348	0
Amigo3	2.925066043	0	0.205955656	0.333356284	1.09870828	1.166932081	0.799712358	3.813264837	0	0.242690055	0	0	1.867935959	0	0	0.950424268	0	0	0	0	1.708271938	1.252069423
Ammecr1l	20.94301543	3.440165993	8.120839603	12.66915793	11.2219925	24.63838165	4.368987119	8.540080912	9.603552948	5.072870466	8.672538684	4.784429423	11.24018453	8.090717387	5.498506054	6.471632308	5.574528731	7.169077135	5.590885864	5.772959756	8.163066086	4.520548352
Amn	0	1.15041128	4.040764414	2.012403633	0.829084616	3.717946413	3.21846651	2.466417757	1.726929699	6.959083309	2.175110085	2.682253521	0.939695577	3.023886205	2.360534358	4.303137529	5.903155746	2.397380597	1.973492386	5.501956126	4.246318556	15.1169735
Amn1	13.45107224	10.85301586	30.59855309	42.92278634	36.72756046	4.815819996	33.00338406	32.37323404	34.00050489	37.85893961	0	10.26847786	27.75167172	50.43981558	44.15141624	58.0502238	31.47727036	39.33384913	35.61702178	9.027065309	26.62366129	33.48328672
Amot	17.19581694	9.897784399	16.70389355	40.08880347	19.53396298	9.324456502	15.12337945	14.7997982	12.03876653	20.07105852	52.49510577	20.65120996	27.11534771	6.537501035	18.9970168	12.65739153	10.15778685	25.38624544	18.80786302	7.768145439	10.63902701	15.40731914
Amotl1	0.593650674	0.054146453	0.175557062	0	0	0.036840575	0.075741845	0.154782641	0.10837529	0.206869545	0.341253305	0.210409552	0.176914754	0.09488358	0	0.180031949	0.555688125	0.225675213	0	0	0.142758315	0
Amotl2	28.65132949	45.3274671	30.24250693	23.66590993	21.66678419	8.811498914	29.03392193	18.84093641	26.61543008	17.22925666	15.59538188	20.13023481	18.13471207	22.08629841	45.74457622	28.834752	26.70047629	14.45807554	33.3247569	23.59544057	24.14526468	21.72816958
Ampd1	0	0.827687022	0	0	0	0.140786995	0.144724489	0	0	0	0	0	0	0.362599506	0	0	0	0	0	0	0.32733226	0
Ampd2	2.183495973	6.904043583	8.466018846	15.09647314	0	3.071393655	7.521787698	9.488387945	0.26574215	3.888958524	9.539198543	9.080469226	0	0.232659738	8.71780908	0.882896406	3.406444326	0.553367987	3.644202378	3.386592173	0.420061454	1.046798644
Amph	0	0	0	0	0	0.103199732	0	0	0.607172988	0.386329145	0.382374595	0.943056272	2.477914003	1.328964073	3.236776533	0.252157424	0	2.528692523	0	0	0	0
Amt	10.02485573	9.143599086	13.04422091	7.677509708	12.6521441	7.216581985	16.88328587	19.86474578	13.90884385	7.452507885	0	12.50706139	21.51016367	12.17732288	20.4128322	12.16064862	26.27461209	15.24372191	15.05811926	16.32593019	16.39296429	22.10786068
Amz1	0	0	0.195063402	0	0	0.122801915	0.883654853	0	0	0	0	0	2.358863386	0.632557201	1.185102538	0.600106496	0	0.752250709	0	0	0	0.237170394
Amz2	2.930692735	13.36531923	3.058862494	4.125851867	1.813118206	6.419009911	7.588315395	4.944305983	9.126802915	9.011108506	5.549518375	2.566286525	4.110024783	7.439525357	6.194679392	3.921039767	8.875323796	6.553514448	4.315813978	3.008045449	6.550114659	6.818456451
Anapc1	17.59799866	7.079737755	9.403700526	12.66813361	22.27858632	17.57640929	16.5938159	21.16502015	15.57645523	11.0809513	18.73334886	11.25657081	19.95346675	18.27781334	8.339133198	7.457161434	9.428788689	13.51484211	16.68786218	12.40655212	13.30834823	8.663979709
Anapc10	144.301394	115.3588049	103.926606	357.9081766	310.1137449	131.7951176	142.0132554	93.4413194	94.15731855	106.8247653	350.7662582	126.8885243	101.151421	372.475619	325.9222306	476.4276954	110.0468738	365.4657846	117.4904113	110.2878429	213.4038115	236.8123533
Anapc11	34.5090241	42.0134643	38.21317156	24.01281201	22.78381457	40.84981993	54.69666421	38.05128625	46.90215887	33.37436136	31.98407583	47.09260775	50.74087249	40.82030076	38.01101949	41.72285485	46.95922393	33.51874188	49.47565175	41.55721654	61.05113479	47.73741266
Anapc13	75.53040809	35.6331435	82.15611509	35.32187626	34.2403818	38.79095793	73.93647827	47.53496314	52.30170257	57.4806636	61.38377459	93.2351543	27.16595425	27.0580994	58.49265284	27.64461174	60.94863623	59.40568096	8.150330074	22.72253939	57.62117495	35.89818063
Anapc16	116.7378986	199.4598052	71.33023875	35.72054303	33.63750375	121.3202533	102.7800873	56.28777318	62.03649515	71.97887542	50.55889819	81.33461196	65.52768068	53.03556624	51.4770555	64.86365529	76.71548433	42.55395657	52.54479163	74.40819522	113.6362636	59.89489358
Anapc2	21.66126433	7.549454863	31.42124206	13.76815594	14.35440335	28.41498741	27.07513616	37.19246796	33.11427289	17.79681485	21.05658442	23.21967396	26.24108465	18.01435689	6.855486259	21.89682586	19.78153947	21.42306294	29.75937557	25.60710439	28.96711486	26.38392893
Anapc4	32.85883183	15.98416272	18.06018047	30.82058768	40.84205061	17.54898284	11.68775015	12.98074063	21.4496147	16.19237505	18.774048	23.85719402	18.39767559	29.91962369	34.28879649	27.17686183	16.77686598	19.68314167	16.20290506	13.89924449	13.31322956	15.27562239
Anapc5	149.8784993	132.661754	146.6030893	136.1646803	101.3058432	178.9686527	156.4454939	106.4846206	165.9973082	150.1504362	118.9350668	130.9612551	97.02407943	132.7080009	119.6999756	160.6612161	164.9988751	144.2709395	142.273202	145.6615288	176.6895549	144.3080377
Anapc7	74.38442948	54.80507045	42.66142994	43.15691063	34.54418737	65.70482983	40.67337052	47.35223133	61.72465394	36.58080433	43.31435128	63.54827554	40.88017469	33.04191293	19.6705474	53.31891661	56.06388007	53.61632733	36.27637822	49.44424572	70.90000888	64.8380736
Angel1	0.828027044	3.020950139	1.088301784	1.541318237	0	0	0.61626319	1.079458161	0.503874726	0.320603018	0	0.684787452	1.645077452	4.852617386	0.413246794	3.557384546	1.291794472	7.344702374	2.591169873	2.40799898	3.650534065	9.427985192
Angel2	2.062444191	0	1.720273983	2.784405892	1.251425122	2.165992575	5.768841742	2.06823625	1.737758461	1.289974818	0.182395765	0	2.363969913	4.817841985	5.225739543	4.089558227	2.22756437	2.41241344	2.978800839	1.845485433	2.670590761	5.51426478
Angpt2	0.214673678	1.174813943	2.327756594	1.027545491	1.693342518	1.731879132	0.136947375	3.358314279	1.959512824	4.239084346	0	0	9.596285137	5.832944131	0.321414173	1.627561557	0	5.712546291	1.343569564	1.248592064	3.097422843	0.771881829
Angptl1	0	0.442364903	0.239043922	0	0.637611856	0	0	0	0.442701437	0	0	0	1.445355589	0	0	0	0	0	0	0	0	0
