Symbol	E3_wt_male_IB130	E3_wt_male_IB131	E3_wt_male_IB132	E3_wt_male_IB133	E3_wt_male_IB134	E3_wt_male_IB32	E3_wt_male_IB34	E3_wt_male_IB35	E3_wt_male_IB36	E3_wt_female_IB129	E3_wt_female_IB135	E3_wt_female_IB31	E3_wt_female_IB33	E3_KO_male_IB136	E3_KO_male_IB138	E3_KO_male_IB139	E3_KO_male_IB38	E3_KO_female_IB137	E3_KO_female_IB37	E3_KO_female_IB39	E3_KO_female_IB40	E3_KO_female_IB41
0610007P14Rik	24.21193003	36.39692564	36.24228621	30.76133021	17.68364022	12.52113199	30.0330795	25.71873593	10.64089875	37.49837828	8.763154483	23.83753788	18.70668242	15.04925645	24.83839908	24.47522949	52.46211726	6.817867182	22.44951676	10.43127547	23.93641324	32.78055107
0610009B22Rik	36.08948061	39.01268943	42.16313831	101.3004753	36.90208695	16.17509755	62.24645802	17.4252156	20.74125838	41.92035685	23.81905142	52.11275578	17.92513639	79.04578007	76.04780625	117.5529366	59.43067019	40.64992509	54.37654178	27.20988365	46.28601683	17.62220778
0610009L18Rik	0	0	0	0	0	0	0	0	0	0	1.97364593	1.216908234	2.557975844	0	2.57027489	0	0	0	0	0	0	0
0610009O20Rik	6.40940235	0	8.93242703	8.110514016	3.486707764	3.977525428	5.075711795	10.3724973	10.89388057	6.41806166	2.540945988	6.893451055	5.927821726	3.179231441	5.294509674	4.021512333	13.44723655	3.36072072	11.06600556	3.856404356	4.677056955	5.297857808
0610010F05Rik	0	0	0.506034042	1.638116	0	0	0	0.669229295	0.468579153	0.447217978	11.36109734	1.000715962	0	5.948558753	4.227295104	2.140597265	0	1.951490969	1.60644187	0.746440908	0.123448012	0.461451093
0610010K14Rik	96.60315517	90.76499289	127.3509769	63.13833741	50.49424979	99.67534206	127.3363097	122.9021641	95.61478236	121.6746393	88.31471067	149.7456898	109.2589091	90.22254122	108.0416317	97.06541817	81.70989128	108.4007278	80.12854627	104.9268632	130.4276245	129.7319459
0610011F06Rik	16.37846342	7.170565991	34.87329546	29.26794186	10.33544447	10.16409194	21.31465163	20.49772587	37.07610885	36.52739685	8.285175795	50.1558257	37.09538089	19.89513293	27.46486091	6.95376177	18.39731954	12.45248553	32.80231487	30.48350538	27.7278543	8.637272003
0610012G03Rik	53.45681054	33.9326359	56.25543638	53.01883262	28.49097711	39.45021962	63.82576271	72.51424696	40.22263067	67.54785199	68.51744633	93.96624553	55.9728936	50.22508478	89.23012438	50.38691592	118.3339939	68.65374415	83.64200054	77.72931219	86.8583904	111.6893591
0610030E20Rik	8.140598208	4.496819662	13.67569557	4.939269706	4.220566699	7.897986363	9.728021649	9.865138783	7.535286689	11.71992905	7.909064507	6.745910052	12.30080572	6.230702082	9.269962072	5.041788121	10.73243141	6.102094117	13.6343027	6.001810146	4.797529663	11.13098904
0610037L13Rik	16.10052586	11.56066912	34.78127599	19.12983627	22.51785263	38.05315441	39.33594828	18.75654251	36.89720955	23.47678127	8.270607172	22.09775111	22.45939075	26.28109996	21.5415882	22.85511974	19.23949213	18.23153071	21.43993985	23.90920973	53.05160402	21.34992292
0610038B21Rik	0	0	2.063343009	0.556615253	4.586367621	4.113420687	0	0.909589389	0.636873833	0.405227058	0.401079065	0	5.198250321	0.557588997	0	0	0	1.326193797	0	0	1.006713268	2.926866422
0610039K10Rik	1.117386653	2.038320721	0	0	0	1.386848128	0	0	0	1.297919683	0	0	0	0	0.83648799	0.847153492	0	0	0	0	0.537407749	1.339227147
0610040B10Rik	0	0	0	0	0	0	0.770328987	0	2.204451927	1.402638203	0	0	0	0	0	0	0	0	0	0	0.580766783	2.894556857
0610040F04Rik	0	0.202766005	1.095701326	0	0	0.137959474	0.567271555	0	0	0.51645256	0	3.151741411	0	0	0	0.337089109	0	0	0	0	0	1.065778257
0610040J01Rik	23.58253494	1.554900807	3.080854316	0.453328893	2.241188627	0	2.175046552	2.222413861	3.112167426	1.320130073	0	2.618304963	0.846731042	0.454121948	0	0.430825118	5.319153707	3.240309871	0	1.65254832	0.683255039	1.362144403
0610043K17Rik	0	6.273278337	0	6.858616749	0	0	1.09690859	0	0	0	0	0	0	0	2.574433911	1.303629403	0	0	0	0	0	2.060849542
1110001J03Rik	26.50562761	43.95562372	43.94234387	15.37823184	3.167817636	41.12193386	49.95784361	18.84768218	21.99453169	29.38860996	29.08778169	30.74555907	3.59044682	25.03334366	25.25397075	18.26854809	16.91635618	22.90014912	15.08088286	21.02221332	38.24369021	63.5358512
1110002L01Rik	0.322010517	0	0	0.256886373	0.846671259	0.899244934	0.308131595	0.419789285	0.293926924	0.374036854	0.555312196	0.57065621	0.959628514	1.286678852	1.205303149	0.732402701	0.753546775	0	0	2.809332143	3.639471841	0.385940914
1110004E09Rik	23.75623592	8.750495084	26.11971071	22.59628197	24.02420597	32.03672837	30.6012031	19.05836134	25.85444908	21.75717384	42.54369446	30.11769404	16.33761356	24.82637442	41.04041678	26.32367402	32.07271313	34.73419007	37.17055091	18.60004944	45.26285573	22.99716712
1110004F10Rik	55.02929732	22.49978489	35.91395888	68.4235203	50.89099032	45.45469035	57.13640144	35.62211931	53.34773662	65.24271412	33.16007112	64.02762676	46.37062068	77.64187818	78.98179351	89.19618605	90.58708733	89.44798248	68.88193245	57.39064236	84.3273369	71.41285275
1110007C09Rik	0	0.602749691	3.90854652	0	1.737571614	0	0	0	0	0	0.759755492	0.936898255	0	4.224915635	0	6.012260976	0	12.56090269	0	0	11.12413988	7.920429211
1110008F13Rik	31.37302468	14.76908957	39.40559377	31.48692969	21.28773451	17.8992563	23.24192601	21.10940404	20.32294729	25.27420457	35.48709366	22.23928773	22.61981497	25.88062606	56.82143418	26.08748667	30.78776824	19.23612526	28.5028686	17.65865919	37.72218534	33.35632188
1110008L16Rik	11.93205478	3.264942503	9.409603171	23.11730111	20.16854058	10.04930976	13.4838465	3.999917151	15.24798959	7.919933388	4.899289505	8.941562173	2.03193718	10.35287315	7.145974398	4.393946264	3.988938656	7.775912041	8.534705602	5.948537743	6.968456108	3.268796964
1110008P14Rik	35.58289734	92.93904824	49.42496878	37.41860864	42.52686689	75.27925626	93.37747417	78.01563421	51.67208473	43.21065027	32.54112563	118.0919609	48.20051896	54.28727213	59.32953402	87.06339563	41.63431954	64.55959849	86.04366727	141.1080072	114.3500625	77.54064031
1110012L19Rik	41.21856479	9.628028176	24.27958037	12.03015653	10.57337807	12.47769697	21.16400547	10.48480333	11.01183176	32.69726142	21.960312	21.73568497	13.48200892	12.05120212	19.56764621	11.43296553	28.23126991	7.643493483	15.73005993	2.923619071	23.20869339	19.88125145
1110017D15Rik	0	0	0	0	0	1.022397341	0.525495743	0	0	0.478419232	0.473522027	0.875890927	1.22743182	0	0.616666728	0	0	0	2.577778814	0	0	0.493645355
1110019D14Rik	0	0	2.797037296	0.56590456	0.932581827	0	1.13132428	0.924769453	1.295005137	1.235969578	0	0.502847929	1.057000699	1.133789109	5.31041441	0	4.980048781	2.696653074	4.439699159	0	0.511757112	0
1110020A21Rik	6.968096439	11.5194359	3.005095603	3.474282911	2.290176356	14.8645679	3.05605926	4.541982426	1.590096472	5.058695158	5.006913241	4.630734818	7.787149415	0.696072166	11.73688641	4.622541636	0	3.311136316	0	0	11.72958486	7.307569771
1110028F11Rik	1.17852278	0	0.580863475	0	2.065815272	0.731363717	1.503636618	0.512127408	0.358579981	0.684466702	0.903280466	1.810066647	1.170711311	0.313940127	2.646765511	2.382677917	2.757897624	0	0	0	0.661279738	0.706250472
1110028F18Rik	0.396209809	0	0.390563187	0	0	0.245878555	0	0	0	0.460224317	0	0	0	0	4.152498546	0	0	0	2.479742483	0	0.190557334	0
1110032A03Rik	0	0	1.763451965	0.95143101	0	3.330536792	2.662865634	0.777387565	0.544309118	5.194956307	1.71392653	1.056770759	1.77708984	0.476547723	0	5.877305623	4.186370973	4.533766897	3.732137677	1.734155644	3.584980143	0.714705397
1110034G24Rik	7.946282648	6.918304407	7.47698838	6.339208248	3.798796947	1.569042826	5.530029982	7.533947736	5.934486492	10.48879689	7.889887759	15.36232897	5.382009	6.9275979	11.35656128	5.476838687	8.452428138	10.98459906	9.042378437	12.60475333	17.1979613	17.7490842
1110037F02Rik	16.35397054	10.2166708	6.625027552	12.15290978	7.068485283	13.25380446	6.145308968	10.12450334	9.95179141	5.117707343	16.05449314	3.811325804	10.01439454	8.116113408	3.465987693	5.208654484	2.796013333	6.81307599	4.206326357	7.81795874	3.77110687	4.833075961
1110038B12Rik	76.67567919	15.63260489	74.69371754	54.69193743	106.7323276	80.6114304	59.27217265	54.09508781	90.57340683	106.8767446	93.33770355	72.25728377	107.5305296	165.8046263	75.63328421	166.8734167	118.21345	113.1632836	90.33167186	99.68597928	145.7734486	154.6057024
1110038F14Rik	50.64803369	29.76069693	25.443169	20.20242968	21.76822073	20.85325099	29.20330605	26.66489225	42.67463308	24.89007847	21.27593931	35.21226036	15.96448902	35.80528869	60.51925437	43.56822665	41.02720297	27.7698417	30.4796945	31.15757922	61.60067107	21.01273172
1110046J04Rik	0	0.623694661	0	0	0	2.546124652	0	3.565777709	2.496676571	1.588573512	0	1.454181848	2.037821168	6.557591063	0	1.03686354	0	0	0	7.954350985	1.973261657	0.819565648
1110051M20Rik	0.536955385	0	0.793954371	0	0	2.665775785	0	0	0.490125744	0.935564643	0	0.380629711	0	0.429109673	2.411824392	0	0	1.020613013	0	0	0.258248999	1.608899718
1110054M08Rik	1.244302935	0	0.613284817	3.970609041	3.271680509	3.088741381	0.793781626	0	3.407349582	1.445341474	0	1.323067091	1.854083194	0.994388809	2.794496763	1.886751688	2.911831801	0	0	7.237155404	2.39379283	2.982681539
1110057K04Rik	39.13336769	26.57339942	60.66743946	68.48914099	55.75338482	20.96876571	46.95957498	39.1049655	44.06042786	49.86146707	81.0626077	68.31210321	38.53148234	42.98392428	21.42326623	45.22265865	48.41085707	30.14616646	32.36860484	23.06168177	39.88107786	21.28184892
1110058L19Rik	13.5418216	5.812422807	19.63063095	20.33523311	10.47232067	20.26783934	30.489783	8.307674003	20.35895632	35.16058583	31.13744547	33.31537154	9.495574499	28.00986048	40.55022889	16.91004736	55.92288661	12.11270257	9.971018501	0	17.6232679	10.5019904
1110059E24Rik	27.16118123	16.6288003	41.81159428	123.4781557	62.61098386	42.48533488	48.65803546	50.445267	66.56580327	67.85311418	74.8582617	68.04715646	36.59087715	128.4516367	84.67507839	101.551635	74.87975308	76.37873267	81.50330074	19.47646234	32.92638569	35.67521056
1110059G10Rik	17.86339213	5.62327263	9.661471136	23.4568366	38.240017	9.810269039	14.82442097	8.655577935	6.637623772	12.85369136	19.62841085	19.94665027	8.008800896	60.13433923	24.37860997	42.66719691	5.918963066	59.49405597	8.90449629	11.95282644	17.63899828	18.94681668
1110065P20Rik	0.697266868	0	0.687329703	0	5.500029832	2.16353768	3.113665722	0	1.272911874	0.809922322	0	1.977076633	0	3.34333875	5.219816789	2.11454848	0	0	8.72791252	0	4.02421078	2.50709649
1190002N15Rik	0	2.944470389	0.39778119	0	0	0.083474213	0.772279187	1.052130106	0	0.624972971	6.495043911	0.286050455	0.40085748	0	12.8891152	0.815840983	0.629545407	9.204120696	0.841856879	0.78234566	0.970395131	0
1190005I06Rik	0	0	0	0	0	1.347642271	0	0	0	0	0	1.539372337	0	0	1.083787573	3.292818682	0	0	4.530428706	0	0	0
1190007I07Rik	2.130951952	0	15.40427158	13.59986679	3.735314378	5.289676081	13.14090625	9.260057754	5.18694571	22.27719499	3.266542329	18.12672667	0	5.676524349	25.52406669	8.616502361	19.9468264	2.700258226	17.78253834	8.262741598	6.49092287	8.513402521
1200014J11Rik	6.003108226	4.549973638	11.08499619	13.62511586	10.00403262	8.710063915	6.256777769	22.9267477	14.66360448	12.17822093	3.596627367	8.570740467	13.35447383	9.459669475	6.32956778	7.820531702	17.41167915	13.49957231	15.34607025	16.72008628	9.678214119	11.14708401
1300002E11Rik	1.073639512	0.244814727	2.116676873	2.783638644	3.175819196	1.665689025	1.883502045	0.699825532	2.205008747	2.338320823	0.15429235	3.99560246	0.799892421	0.214500642	6.429907177	4.273428236	1.256228521	3.061065652	0.839943084	0.780567153	0.258183768	0
1300017J02Rik	0	0	0	0	0.614069265	0	0	2.435700466	0	0.271279477	0	0.496659031	2.08798292	1.119834781	0	0	0	5.326926996	0	0	0	0.839739572
1500004A13Rik	0	0.133538372	0	0	0	0	0.186797881	0	0.53455985	1.020381608	0	0	0.436314976	1.404036444	0	0	0	0	0	0.851547357	0.281661488	0
1500009C09Rik	0	0	0	0	0	0.173173919	0	0.727575966	1.018864336	0	0	0	1.663221689	0	0	0	0	2.121631463	0	0	0.536843245	0
1500009L16Rik	133.0518331	56.41615952	79.83386309	97.26828236	112.3222173	112.3930645	164.9304039	40.60775745	89.35969284	113.1978369	68.04202199	82.01390756	74.2627091	75.39032874	115.2608992	53.97942853	158.2826895	69.35638129	55.70074825	43.998753	77.04644761	82.66699232
1500011B03Rik	2.749773537	0	4.818817561	2.92487072	1.606679215	3.223285463	2.338894222	1.593219827	3.90437719	6.0331994	4.215135702	9.529532109	0	15.62659998	18.755321	14.36166308	10.00973577	6.968809038	13.38547596	17.77035858	17.33951201	17.94325642
1500011K16Rik	6.551385369	2.390188664	21.9572601	7.316985464	12.05801855	10.16409194	6.68694953	13.66515058	15.54804565	12.17579895	3.765988998	11.61014484	5.857165404	5.235561298	20.59864568	16.88770716	15.33109962	7.471491317	8.200578718	0	5.041428055	7.066858911
1500012F01Rik	27.35780411	12.47642856	32.64536687	22.97357805	64.3607827	34.40200808	47.76457242	39.41923772	35.48629931	68.57342325	25.65873425	60.22046833	32.18266357	88.60300715	36.64905511	56.76617138	23.5866267	57.4737889	36.0469883	54.43556863	70.98260682	129.4314042
1500012K07Rik	0	0.73817327	0.598338043	0	0	0.627804917	0.129072641	0.527534136	0	0.470038697	0.232613639	0.143424638	0	0	0	0	0	0	0	0	0.194621009	0.969996205
1500015A07Rik	2.565373488	0	0.842937608	0	0	0	0	0	0.520364189	0.993284564	0	0	0.849456571	1.822334855	2.56062257	0	0	2.167160035	1.783977827	1.657867681	1.507999587	1.366528988
1600002D24Rik	0	0	0.23645383	0	0	0	0.459067387	0	0	0.278627905	0	0	0	0.383389635	0.718284495	0	0	0	0	2.790307321	0	0
1600002H07Rik	17.35520987	15.60342597	21.50703713	12.65851655	24.77194958	13.07814611	14.07656702	21.3322693	20.36777795	24.19109098	9.121320249	10.89652455	33.98777611	9.510496044	23.38614323	15.41360793	20.88692415	15.08011687	18.62063278	21.63041548	21.22522373	10.40041428
1600002K03Rik	109.3648623	83.37389274	33.79001508	18.23064581	27.89723273	60.27197227	31.23914786	27.66353352	55.12822944	43.60890511	43.16251476	56.6974557	43.78028703	37.82954414	25.66129286	43.31413821	42.01804599	43.43641189	40.86432774	61.71036812	93.02973908	100.7536995
1600010M07Rik	54.33927478	36.18846521	13.6037723	9.63323898	27.21443333	20.34006398	30.81315948	33.73306753	36.21599594	10.01884431	17.84932058	35.46220733	33.41563575	15.16442933	47.78166056	6.539309828	12.11057317	19.67330993	21.59308227	30.09998725	41.89817507	42.38458255
1600012H06Rik	6.169141985	10.02279131	9.691947357	13.22647906	9.124142378	8.374680685	9.715760374	9.047708099	7.39083302	10.52487592	27.26187957	4.373098387	2.298094409	12.32522558	9.813861637	9.938991657	8.120587526	16.85603865	8.446060483	5.606432071	7.324910515	13.17044376
1600014C10Rik	4.00413078	0	2.428963403	4.177195801	0.404929733	0.095571925	0.294734569	2.007687884	1.968032445	1.431097529	4.072289436	1.637535211	1.376858302	0.738441776	2.305797329	0.233519702	3.60391936	1.170894581	5.783190731	1.791458178	2.592408249	0.369160875
1600015I10Rik	2.780646375	0	0.632542553	0	0	0	0	0	0.390482628	0	1.721378385	0	0	0.341871193	0	0	0	0	0	0	0	0
1600020E01Rik	10.92282371	12.09747838	15.3816515	6.224119165	20.51406134	6.294274378	12.94062204	14.23954843	11.39452391	13.59385042	0.896980052	2.212235528	16.27563779	7.482009186	12.84948732	11.83029326	18.25774125	2.965922398	0	18.15133837	11.2571535	15.89668524
1600025M17Rik	50.50914512	0	0	0	0	0	0	0	0	0	4.46686227	0	2.894674676	0	0	0	0	0	0	5.64947963	2.802969483	0
1600029O15Rik	0.587415537	0	1.447609822	1.405845821	0.772254051	1.458145461	0	1.53156953	1.608555303	2.046967858	1.013007322	1.040998061	1.750566111	1.408305212	2.198728796	0	0	2.233049367	5.514651194	1.708272724	1.836365948	2.464133532
1700001C19Rik	2.065086882	1.614472243	5.525352271	0.941393704	7.75684385	5.675412224	1.129188521	7.691863631	4.308534582	7.538888286	2.035014155	2.927742021	7.912539383	2.829121741	3.091893698	1.789323644	0	6.728905562	3.692764764	12.01102582	7.519978557	6.364489258
1700001K19Rik	0	0	0.548999197	0	0	1.728108713	0	0	0	0	0	0	0	0.890155181	0	0	0	0	0	0	0	1.335015741
1700001L05Rik	0	0	0.610730741	2.541904139	0.465436474	0.109852788	0.338775367	0.692306167	0.323158037	1.95336588	6.207137822	2.635114133	0.527531917	2.970742778	0.265034176	0.5368269	1.242730814	0	1.107890945	0.514786833	1.745299478	1.485129955
1700001L19Rik	2.057091523	2.680369201	0	0	1.545362364	0	0	0	0	0	0	2.499777203	0	0.469694714	2.199944908	0	0	1.117142231	0	0	1.554707539	0
1700001O22Rik	0.333951825	0	2.63353983	0	0	0	1.065194074	0.870713162	1.219307162	0.775814971	0	0	0.995214989	1.067514824	0	2.025500869	0	0	0	1.94234152	1.76675753	0
1700001P01Rik	1.702940235	1.553239588	0	0	0	0	0	0	0	0	0	0	5.074958486	0	0	1.291094504	0	0	0	0	0	0
1700003M02Rik	0.928876492	0	1.220851361	0	0	0	0	0	0	0	0	0	0	1.979505927	0	0	0	0	0	0	0.595658239	1.484388132
1700003M07Rik	0.229510736	0	0.452479684	1.464751672	0	0.42728701	0.439237263	0	0.418988703	1.066368569	1.319316232	0.813462416	1.367936974	1.834142641	0	0.348009923	0	0.872480844	0	0	0	0.275076678
1700007F19Rik	0	0	0	0	0.850796332	0.401611623	0	0	0	0	1.116035473	0	0	0	0	0	0	1.230081092	0	0	0	0
1700007G11Rik	0	0	1.216597523	0.984581917	0	0	0	0	1.126549184	1.43359073	0	0	0	0	0	0	0	0	0	0	0.890374162	1.479216048
1700007J10Rik	20.56403798	6.10670614	20.74238549	15.2605766	18.86148844	17.80683037	7.321938887	43.64146031	23.57235723	23.88651197	4.948326498	10.84811805	29.9290081	12.99418247	19.33258517	10.87726783	35.81212397	23.63394328	68.8413118	13.90758487	23.69068462	24.64672175
1700007K13Rik	0	5.424747219	0.65142442	7.380690562	0	0	2.951011542	1.723015721	1.206416477	3.838064734	0	15.45882121	1.969386875	4.224915635	4.947139792	2.004086992	0	5.024361077	4.135988396	0	0	0
1700007L15Rik	0	8.43365431	2.103394513	9.078715183	7.480629598	3.089775096	2.722447826	3.708981633	11.68625118	5.783300756	0	8.067107868	10.59830688	10.2314222	13.84404421	9.706541817	16.64460748	5.407746058	8.903171808	12.41070425	14.36756379	10.22975917
1700007P06Rik	1.291172183	0.588834449	0.63638546	0	0	0	0.823681055	0	0	0	2.968862287	0.915268769	0	1.031844523	0	0	0	0	8.081007704	0	1.241979998	0.773757605
1700008F21Rik	0	0	0	0.517852798	0.853394977	0	0	0	0	0.377007214	1.865740426	0	0	0	0	0	0	20.9752496	0	0	0.312202058	0
1700008J07Rik	3.277039598	4.981607232	1.938201934	3.137140326	2.297709831	4.20288545	2.090530968	4.556923158	4.785981156	4.060268482	8.288582529	3.097311666	5.208510025	4.88853314	3.270970718	3.975212027	0	0.830507053	2.734650222	2.541336643	4.62320926	4.451333325
1700008O03Rik	9.914813401	0	0.574912441	0	1.53348801	0	0	0	0	0	0	0	0	0	0	0.884350133	0	0	0	0	0.561004137	2.097044485
1700010D01Rik	6.388585412	0	0	0	5.599228767	0	0	0	0	0	1.224135101	0	0	0	0	0	0	0	0	6.192916548	0	0
1700010I02Rik	0	0	0	0	0	3.781228697	1.554792451	3.17730422	4.449352512	1.415506443	0	2.591512146	7.263243338	7.790899473	0	0	0	13.89765931	0	0	0.586094919	0
1700010J16Rik	0	0	0.590468133	0	0	0	0	0	0	0.695784452	0	0.424614542	0	0	2.690530142	0	0	0	3.748968061	0	0	0
1700016C15Rik	4.256213779	2.588041397	0.699259324	1.131809119	0	0	0	0	1.295005137	0.823979719	13.0487245	0	0	1.133789109	1.062082882	1.075624794	0	0	4.439699159	0	1.364685632	0
1700016D06Rik	4.20678823	2.685886984	4.561518266	3.355997744	4.42441038	6.265522896	0.536729619	7.677856279	1.535960171	6.841054101	1.450934479	1.789230872	5.01468582	2.017121241	2.519398507	1.913641261	5.906661183	7.996014065	0	12.2338296	4.855817284	5.546181785
1700016H13Rik	2.808231255	3.07364113	2.214567584	2.688345762	0	0	0	1.464381226	2.050652955	0.652389862	0	0	5.021311991	2.693048761	7.568182566	0.851631047	0	0	0	0	1.350620426	0
1700016K19Rik	10.96094432	2.104715533	6.824042132	2.761319317	3.033675521	8.950139588	1.840090957	6.016523952	3.159475074	9.381380379	3.316196609	3.680453732	5.157612533	10.14254991	13.81976249	6.997984545	2.700004732	0	7.221139349	3.355336979	3.329477323	5.531400726
1700017B05Rik	23.69068053	2.062591362	2.759905974	3.608071673	1.132555798	9.355743806	1.442610426	2.807670531	0.982933571	2.251498696	0.742817287	3.053369263	4.171875075	0.51634052	3.063336338	1.46955548	6.551916631	1.637448847	4.043779494	3.131602511	0.414328958	1.67783393
1700018B08Rik	5.411565637	0	0	0.784930584	0	0	1.569188677	0	0	1.142890387	1.696787265	0	2.932198236	0.786303743	0	0.745965714	0	0	0	0	1.419652136	5.896319524
1700018B24Rik	0	1.29421269	0.155414016	3.270155903	0.414542308	1.369769731	0.201154157	0	0.86346485	0.366267543	0.543777521	0.894084507	1.409543366	3.527867239	0.472106872	0.239063196	2.213683405	1.198690298	0	0.916992688	0.227481351	3.023394699
1700019D03Rik	0	0	5.651926982	4.065827483	1.675069038	0	9.347397301	4.983110216	3.489060603	12.58001649	0.732426158	17.61233914	0	2.036470126	0.953837025	0	29.81659902	0	0	0	3.370397158	0
1700019G17Rik	1.296686647	0	1.437982643	0.517220885	0.852353616	1.609386906	0	0.422606663	1.18359835	0.188273584	0.745385498	0	0	0.259062856	0	0.737318155	0	0	1.014440107	0.942728907	1.481150185	0
1700019L03Rik	0.31720439	7.232996292	2.501469773	1.012208991	1.668068749	2.952744559	0.809420309	1.654095093	1.158159818	0.368454214	0.729365272	0.224855581	2.8359171	3.548929133	2.3746271	4.328827903	2.969199234	4.823386633	0	5.534803626	3.661431182	4.181986623
1700019M22Rik	11.36040394	0.797057157	0	0	0	0	0	0	0	0	0	0	0	0	1.308388287	0	0	3.322028212	0	0	1.260875253	1.047372547
1700020I14Rik	20.23739435	29.09541633	30.09252795	14.22908379	23.44880375	10.64309691	34.13517216	20.56940395	11.89749394	32.27245032	31.94210242	19.45167714	15.33299271	7.126988092	22.59651611	11.96241984	22.47505553	16.95113685	17.17409772	11.97004012	10.22809415	11.51095561
1700021F05Rik	170.9918877	167.8328995	148.1417476	188.8029021	129.1220812	247.1087693	139.2768534	126.4977511	145.8178669	97.59113019	128.5628124	118.6939498	139.2957425	150.3608895	94.78675769	196.4764038	138.4579264	233.918138	114.794404	106.6795391	229.357608	163.1008652
1700021K19Rik	1.093859421	0	2.058515798	4.283843499	2.353185139	0	3.869666856	7.000416485	3.812303163	2.541182445	0.571629623	3.031110469	4.148871171	1.589384321	3.12661457	2.261771395	2.792481031	1.512104176	1.867116603	1.735129342	1.57827694	0.715106691
1700022A21Rik	0	4.685463067	0.361702509	0	0	0	3.979323773	0	5.358888661	0	0	3.381374504	1.093499342	0.586469643	0	1.669149801	0	0	0	0	0	0
1700022I11Rik	0	0	0	0	0	0	0.09096746	0.371794053	0	0.165636288	0	0	0	0	0.213499753	0.216221946	0	0	0	0	0.274328915	1.196354686
1700023F06Rik	0	0	0	0	0	0	0.281048718	0	0	0	0	0.936898255	0	0	0	0	0	0	0	0	0.423776757	0.528028614
1700023L04Rik	0	0	1.582311884	0	0	0	0	0	0	1.864534167	0	0	0	1.282791605	6.008308751	0	0	0	0	0	1.158024401	0
1700024P04Rik	0	0	0	0	2.934889869	5.541565419	0	0	0	1.296556322	1.283284486	0	0	0	0	0	0	0	0	0	0	0
1700025F24Rik	0	0	1.757534341	0	1.562648297	0.737635665	1.895664174	0	0	0.690336476	0	0.842579639	0	0	0	1.802333268	0	0	0	0	3.715868008	0
1700025G04Rik	0.544717402	0.149049852	0.859126895	0.608373509	0.859344419	0.439450569	0.347493084	0.852145565	0.397768648	0.18981776	3.005995893	0.501971528	0.649328295	0.870625428	1.386456975	0.330384651	0	0.621219957	0.681840203	0.950460947	0.471567862	0.848721818
1700025N23Rik	1.178087258	1.074524948	0.580648818	0	1.548788888	2.558827047	0.375770238	0	1.075342403	0.684213757	0.677209995	1.252659973	1.755418013	0	0	0.893174025	2.756878446	6.717715586	0	0	0.56660174	1.411978955
1700026D08Rik	2.053003684	0	0	0.655119807	0	0	0	0	0	0	0	0	0	0.656265875	0	0	0	0	0	2.388149426	0.789914635	0
1700026L06Rik	0	0	0	0	0	1.474172023	0	0	2.891084494	0	0	2.24520476	0	0	0	0	0	0	0	4.60546253	0.380830677	0
1700028D13Rik	2.226190028	0	0	0	0	0	0.473386528	0	0	1.723912875	0	0.526023881	0	0	0	1.12519968	0	0	0	0	0.356895788	0
1700028E10Rik	0	0.178296818	0.770780329	0	0.513983656	0	0	0	0	0.227064315	0	0	0	0	0.292678469	0.296410217	0	0	0	0	0.376066791	0.234290842
1700028J19Rik	11.63795382	0	4.412344007	4.285046488	3.53076894	0	5.71094784	2.334127447	2.451454543	1.559799855	0	5.076773022	1.333940226	3.577118966	6.031592845	0	2.094948912	0	5.602922781	2.603424901	7.319520703	0
1700028K03Rik	0	0	1.288030086	0.521195838	0	0	0.312583542	1.277563455	2.683562751	2.276646084	0	0.926241866	2.92048026	3.654753334	0.244543522	0.495323068	0	1.862705029	2.044472592	0.94997398	0.785543758	0.391517066
1700029F12Rik	8.38922137	0	1.378276931	0	0	0	0.29731996	0	0.850841094	1.082738262	0.535827557	0.330379911	2.777872013	0.744919336	2.093421259	0	0	3.543496759	2.916960237	0	0	0
1700029I15Rik	0	0	0	0	0	0	0	0	0	0	8.390706256	0	4.349964417	0	6.556319329	2.213304865	0	0	0	0	3.510128909	0
1700029J07Rik	0	0	0	0	0	0.240673827	0.123702465	0	0.353999579	0.450482342	0	0	0.577878485	1.23971977	0	0.882090844	0	0	0	0	0.652832734	0.232409675
1700029P11Rik	16.08480269	10.8848118	23.01614796	9.106421223	6.821326062	11.26983397	19.19804272	13.52836562	12.31393068	30.13480514	22.66801737	43.76888548	21.64786979	18.24470404	22.52881082	11.01464999	63.13897784	17.75208826	22.73177997	33.1962099	25.95301562	18.65632349
1700030C10Rik	22.18958785	20.80115755	14.88603042	19.6687942	17.01691365	15.87414201	20.25017964	15.26727851	21.94222451	17.54111349	15.23565363	15.94792123	11.93969351	14.77740213	23.07134799	27.57130816	24.52086664	18.74518007	17.35963575	30.47245422	35.57364982	33.98250046
1700030J22Rik	1.788345182	3.751614704	1.410286728	0.855999694	2.351073001	2.219610518	1.82535041	1.865102174	1.632377731	1.24636986	2.261621531	0.633849038	1.598842525	0.857497182	0.535509982	2.440520612	3.347969516	1.359672267	0	1.04014317	2.408295782	1.714715607
1700030K09Rik	6.786501012	0	1.078997185	1.047867775	0	1.901987636	1.396558526	2.283155567	0	1.271447897	0.503373231	0.155184631	0	0.349900306	2.949938487	0.663900264	1.024600065	0	2.74028403	0	0.105289404	0
