Symbol	E4_WT_male_XK151	E4_WT_male_XK152	E4_WT_male_XK155	E4_WT_male_XK156	E4_WT_male_XK157	E4_WT_male_XK161	E4_WT_male_XK62	E4_WT_male_XK63	E4_WT_male_XK64	E4_WT_male_XK65	E4_WT_male_XK68	E4_WT_male_XK71	E4_Xist_female_XK150	E4_Xist_female_XK153	E4_Xist_female_XK154	E4_Xist_female_XK158	E4_Xist_female_XK159	E4_Xist_female_XK160
Ostm1	11.17023278	7.299755405	28.09839497	51.14612163	11.54311277	11.64722901	10.306487	19.54050147	8.938570446	4.84060396	20.30641026	28.31777649	15.54553404	10.84033598	17.86559548	12.82214247	29.53585994	16.62256332
Otog	0.034861793	0.059920326	0	0	0.105333542	0.045916391	0.123517751	0.050038994	0.111587501	0.150031183	0.234001442	0.078124644	0.135658934	0.015036533	0.053527409	0.090926947	0.014948122	0.142294684
Otub1	39.87617404	60.46505806	44.972252	116.0082721	48.78247356	76.30642992	39.9441824	50.94339566	41.09803583	47.61982591	55.12006055	47.90914342	55.24433039	58.89194055	45.83979416	51.45822699	105.2747843	42.89184909
Otub2	3.864009779	0.323972994	0.320543175	0.075457729	0	0	0.667827066	0.811641908	0.452492572	1.216767029	0	0.380158932	0.977961545	1.056880072	0.28940822	0	0	0.384674432
Otud1	19.24328221	29.74396184	11.45771797	0.110844391	15.26771996	11.3050912	14.38816558	8.743310025	5.095983631	21.05139002	16.10702214	5.646431589	19.93263704	3.642438141	9.140276006	16.60982569	17.98638561	9.135320612
Otud3	10.9018462	3.963819279	3.327634833	0.16785956	1.372479231	3.037438016	2.4760255	3.310154349	4.026371029	2.105257923	2.81446285	4.040484938	3.807169158	5.606429917	4.506623204	6.835174624	12.22566632	4.991745811
Otud4	7.072105032	10.30754325	6.988558678	1.262554979	14.51008714	3.052437338	7.392931605	11.04260952	15.98339794	12.54436378	21.81045457	7.560143197	8.429529327	4.431221381	15.11404506	12.74363129	11.20756421	12.74267963
Otud5	39.35477937	63.2943866	21.03411775	0	42.75058982	66.82895723	44.32095585	26.42832258	54.21161341	57.66549803	54.08981059	21.79635531	48.85979895	16.67132606	74.88510295	88.9900772	45.38071661	71.52020643
Otud6b	33.73327182	31.0214828	44.45622698	16.34300038	32.8384939	19.17282662	40.98167889	34.84946454	25.10253105	36.52478996	31.96892419	31.44201196	35.53419073	31.97244946	20.78384374	23.32684235	36.11451635	25.50597652
Otud7b	1.426226448	4.197081932	2.547937723	0.24222667	4.091646608	1.878479751	3.011514536	2.729518708	4.42680467	3.409948335	3.867961124	4.377753609	2.634813226	4.063769259	3.052522568	3.94534953	1.908748433	2.940101047
Ovca2	10.33653472	2.84717939	2.4038716	0	5.271973007	6.981655065	6.416860939	3.423826293	3.605496893	3.992180997	0.593004411	2.969741847	2.406499809	0.743056296	1.017365193	1.209737946	1.931951434	3.065116548
Ovol1	0	22.0998457	16.56195002	0	12.28095872	21.22826391	14.40107659	5.025416148	17.38975763	21.12932262	17.28791893	18.66820687	10.49222062	11.66436765	11.67837013	28.65493759	24.84810882	23.65349818
Ovol2	7.308378001	2.747853132	2.848227187	53.21246586	3.335298767	7.971406002	0.53946022	2.29471057	2.924131167	1.310513738	14.30792377	1.944880643	5.924864873	2.758208267	3.156022121	0	9.40111097	3.88417459
Oxa1l	7.737391903	21.13591373	22.55692932	0	20.80383869	12.01070597	24.15053128	30.34288361	21.89160491	14.07263682	11.12901253	18.76365874	22.40237236	16.26923813	13.3651434	14.23464228	11.55255651	13.34696811
Oxct1	47.15820371	14.77661573	22.91349767	0.483042156	18.12730157	8.806920759	30.875654	7.649254907	5.310485052	15.00127989	31.27136039	42.18213815	22.56357679	53.2575004	52.1828287	60.90921865	44.45084277	74.8323604
Oxnad1	6.11261465	14.73806097	18.4802001	0	14.53580741	27.84273544	24.46486108	14.37922176	16.0329105	18.02464834	17.85541457	25.64618364	24.22672074	27.02395347	14.33882989	14.61441216	10.11990045	17.78823871
Oxr1	2.001457229	8.83749217	6.572619954	0.165774964	4.552870874	8.635549008	7.254320325	8.024023418	8.615465704	9.999545321	10.19154003	4.856420658	7.161693554	6.370303008	8.689377679	12.375533	20.77410636	8.451008369
Oxsm	6.998607081	4.811672462	2.010087063	0.672422489	2.443539781	3.625687727	1.212275811	2.544853593	2.837525603	4.149756422	0.835137342	5.604327115	1.573515885	3.622353741	2.722265349	6.571386435	1.520445536	3.364448841
Oxsr1	1.319812713	8.947930545	5.985262712	11.56526	6.461652116	6.373848989	11.34408584	9.471988552	9.622534881	5.574760771	8.202710226	9.924647138	5.706482419	4.901957048	4.052927255	6.263167131	5.910640895	8.579381103
P2rx3	18.2996705	2.944268887	7.199853614	0	7.784605439	9.244777716	9.868645788	1.919013326	8.157645519	2.637135223	5.608774415	4.943578286	1.734189566	2.486830854	2.694293825	0.817284603	3.726227934	3.069591799
P2rx4	14.58088793	1.811680389	4.580834848	0	1.680835462	2.31378985	2.489691471	8.068907012	3.092675857	0.252009227	11.00554297	3.858071652	3.873755731	9.319851491	9.710350047	8.70567349	6.402678986	3.943733233
P2ry12	0	0.772172587	0.67910915	0	1.055753254	0.197236235	0.353717929	0.429890175	1.198324711	1.503755659	2.010330607	0.87252997	0.194243324	0.258360826	0.229929755	0.488226759	0.256841729	0.611234181
P2ry13	0.277210597	0.119117149	0.471424344	0	0.558387311	0.273835105	0	0.397895182	0.443655293	1.193003302	0.620236601	0.248489563	0.179786577	0.358698106	0.425634021	0.994158019	0	0.565742484
P2ry14	3.310338555	9.03673836	6.402246741	0	10.68847413	4.360039705	14.94841869	5.590006839	8.102754453	12.84966738	10.89208602	11.52035207	7.830015388	3.863485829	5.381737387	2.920345465	0	9.802637015
P2ry4	2.605742097	0.74645672	0.537130308	0.695439808	1.391718036	0.41600209	0.746046475	0.113338208	0.252745437	0.453093721	1.766709126	1.27405542	1.024223934	0.27246171	3.879662736	4.788321926	9.209229928	5.693916125
P4ha1	6.494873552	1.488448766	59.00581698	17.19532901	3.2706677	1.710876764	0.920471513	39.77573998	18.15584941	0.869597015	4.068893237	34.07785748	13.47932404	18.93718393	24.86437512	2.766867868	0	3.534666127
P4ha2	34.50384949	59.56182677	87.38083521	69.48340224	36.55590683	109.5793697	54.15671987	66.24802004	95.38153469	38.14047844	8.020738839	62.25967495	43.78662189	52.11972236	39.67602724	5.356747348	20.30260456	26.1141807
P4hb	90.90901977	298.518839	285.1143972	255.3634649	154.1503746	265.7268671	133.9219561	265.923321	236.6748907	105.4773798	59.87849187	155.3754425	207.2084923	270.369616	148.4793591	102.5437782	124.6301216	112.8950496
P4htm	0	0	1.535124357	0	0	0.254772551	2.056058744	0.832941903	0.309578251	0.554977227	0	1.213754823	1.254532852	0	0.594006373	1.387427159	1.575887196	1.447488091
Pa2g4	122.8000769	124.9583952	234.7034171	180.7361547	133.4655307	95.5648486	157.9514902	225.2345231	185.2428678	166.2478553	115.3135115	174.471552	196.4458137	96.92828124	121.1313819	140.0558758	112.7781789	113.2127012
Pabpc1	146.8753162	171.9980666	109.7917207	205.2737887	98.72154003	75.79347871	157.48049	266.0619259	210.4242895	129.4818942	155.2828312	109.6222282	224.4937603	134.8932563	191.0109643	170.9782575	72.18728069	159.883039
Pabpc4	6.719650909	3.783526434	4.071845875	5.936740479	3.908942145	7.705984451	6.567776443	8.813602113	3.708382759	7.312770738	5.962029454	5.504183612	4.808904222	10.49387808	3.557748298	8.838681468	11.52507143	5.832277086
Pabpn1	53.50365505	25.17205114	19.48168333	3.283231876	43.46311808	35.36336787	43.58661063	34.7546906	23.43850955	59.38534898	21.40802147	27.21833827	27.60811895	29.30961635	17.08969257	26.99303094	51.66006822	19.39427079
Pacrgl	5.500471737	11.92050222	6.778335005	0	7.346283061	10.86698903	9.038169585	8.924919389	7.654872061	8.576748467	2.140324663	9.861165743	15.20007085	13.10007625	3.304769065	15.74984841	31.17328771	12.36441019
Pacs1	2.983493412	9.147275259	5.576530901	0.064561369	8.486631928	9.292861064	4.28542875	7.175859079	5.936316261	4.164246441	10.82485712	4.625957711	4.706665168	2.469333276	2.847591585	0.052578266	1.452143624	4.278639267
Pacs2	1.661138973	2.196276774	1.376249391	0.051154282	1.254766596	1.009791935	2.942765344	1.925798159	1.32926574	0.733218088	2.144230365	0.629975457	0.662979405	1.653414992	3.23722634	0.791533178	0.356133555	1.39081802
Pacsin2	33.74838966	51.18230564	48.7989807	44.36078226	35.39848147	59.54389094	46.78475709	37.56110008	45.05799744	38.05742029	32.70724998	51.16115114	38.97652505	33.35494859	22.58372427	37.06849084	63.99615484	37.13851532
Pacsin3	14.12432065	3.855732219	4.332987115	0.532179335	9.37200231	3.830052467	3.13998108	3.577657438	4.25504801	5.482606063	5.948619471	7.745515215	6.250634021	4.08527691	5.357898019	2.817117059	40.75506537	5.991178002
Padi2	9.492452897	3.667846835	3.086749479	9.54449879	6.966462625	2.180666695	3.650030025	1.795545913	2.944181562	4.433519207	4.609930043	2.770360945	4.008809896	2.316912335	4.971276542	3.646575718	3.060535332	6.307350949
Padi4	4.376462295	3.077283252	5.112097019	3.397884418	4.407769836	0.69869442	1.566273707	6.281770185	4.881720682	2.853718126	2.967268282	1.664315325	12.04161457	1.601641391	6.108815544	2.76721009	0.511786332	4.240282778
Paf1	36.03354516	23.72608672	31.29987295	68.89719557	25.54836382	31.52174364	15.2441017	26.24641306	18.36228604	12.85853534	24.46742879	22.25661091	20.23054667	38.81616749	25.8741025	14.02733225	16.68044342	16.21997896
Pafah1b1	9.01369825	13.30034773	9.190790091	2.904927093	13.64581594	16.01589524	18.21097512	14.64661442	16.24032669	15.20750825	16.23541609	13.66962171	15.00076782	13.79059473	15.14543128	14.82289958	18.32796131	13.18923808
Pafah1b2	14.52973099	18.30455054	18.06396711	1.652472674	17.08647397	9.459805136	17.15994848	15.40448242	16.51546318	23.448802	9.235543817	11.54430598	17.45460162	22.57522902	15.33757791	16.31061878	17.62832997	11.96223197
Pafah1b3	49.09686437	106.8677985	54.75024799	0	63.8366666	59.09991075	70.81717531	87.22274005	73.42342112	98.71896635	54.9251591	66.9169541	60.03011797	55.37103096	57.46499588	39.62358586	36.40938168	39.69626431
Pafah2	9.402118485	22.31664353	12.18228024	27.69199761	19.89696614	52.04022568	16.78837111	9.639545041	18.9883898	16.69899507	20.78605582	23.92947345	9.582256683	20.03514693	14.95175569	22.26020585	42.18637721	18.57907
Pag1	0.339383966	0.255207734	1.202409118	0.237765449	1.046798604	1.285130412	0.05010254	1.88765177	1.290003158	0.365143141	0	0.266193654	0.110054742	0.51233894	0.846781168	0.193634294	0.054570698	0.375173708
Paics	185.0702474	137.9184233	263.0682647	435.2235554	170.1569685	124.3017919	238.9166776	287.4081565	193.2195293	213.5320389	205.2281535	245.214057	197.2781926	248.4266455	233.5221902	247.59141	258.8344669	201.5194713
Paip1	34.79608161	36.03778164	13.14982597	18.51374378	41.89674621	3.525372566	17.21071707	18.24901596	17.84890534	27.73118315	29.44457683	16.09533232	17.26294749	33.28739752	27.85484973	31.02754147	7.58749412	27.2116248
Paip2	241.4430322	182.7737212	119.0260395	797.667684	130.6235162	169.8504546	160.8686287	148.5744521	140.4776535	126.6217178	145.2294454	163.9737956	145.4271397	211.034892	157.4221174	207.934268	341.6796729	191.8466931
Paip2b	54.35028987	17.47044349	46.5723003	4.975692661	38.6143976	7.352686764	45.28057705	30.53953255	18.54302943	30.82427666	94.03133929	70.67117189	16.6682277	17.71800301	49.16457083	102.952453	58.9385704	50.08608078
Pak1	2.859498396	5.996172818	2.204497898	0	6.796691809	10.54546952	4.727987275	7.552079151	8.786722794	7.875926406	6.397899596	14.91801938	0.741817858	4.094736333	7.551701411	11.11268541	7.748967836	12.760903
Pak1ip1	35.75067887	76.38106874	67.02454774	143.7607487	58.1332793	67.21097547	97.88987296	73.67552482	70.64141261	62.45947351	69.26447126	83.60773686	46.37262964	83.21591439	56.73218315	62.25038786	30.05905349	48.64094452
Pak2	53.98241855	40.66675154	39.12258511	49.03472994	42.23888733	19.29378418	43.67989264	27.58523136	39.77993675	42.39571091	82.17718844	51.98802982	21.82623953	34.40964065	47.21329018	78.30752243	42.37459316	51.13351441
Pak4	22.95452963	21.18065675	22.87400371	0.580383984	26.03899917	19.57212319	17.69273156	19.59530796	23.78240376	18.89086561	28.11225603	39.69054855	29.77459267	17.14386334	24.85685055	14.25857994	23.51838917	21.2864026
Pak6	10.10354281	26.98178134	11.64405763	6.484991666	15.8103645	23.31536447	17.45500543	4.913953305	16.16998159	16.29062654	24.47412504	21.14487359	13.64697173	14.00992848	14.23107804	16.60623036	14.67942672	17.38190824
Palb2	0.09343928	2.649951239	4.661150016	0	1.882154187	0.799946373	0.551769761	2.816486232	1.644970105	0.670208687	0.627188812	2.889661058	3.272432372	3.345072836	1.865088066	2.071530372	6.170027911	1.271297496
Palld	4.909099602	2.700077783	3.005429345	0	2.224897842	0.517261152	1.391462452	4.227775784	1.257064801	1.267607827	5.272185036	4.444486001	3.438531715	2.032689659	3.467258178	1.664516445	1.726047006	1.536198675
Palm	15.71630368	21.90560323	10.33150191	0	19.95218334	8.262568864	10.1385352	10.04704096	22.82774672	8.904547846	26.0036125	28.82708583	2.227020597	10.53836363	29.20064526	15.58708588	13.42111876	31.35570632
Palm3	3.717044334	4.423044936	5.834959055	0	2.807725988	3.389338386	22.28726261	4.719664002	2.97442885	6.76782151	12.47488536	23.45167181	4.635982978	3.391447384	6.58524828	6.991470982	9.317618049	17.89492683
Pam	1.877302861	0.880009509	1.354411448	2.664560837	1.761818799	1.629662588	0.503895026	1.714741069	0.819405267	0.85688051	1.336463999	0.956136724	0.332055247	0.809715295	0.786121035	1.001537164	0.109766506	0.986843519
Pam16	123.0483602	101.9319106	73.34747896	70.08136612	76.97627033	96.07048272	195.5118179	155.6786524	109.6310807	134.662409	52.50774743	75.90208245	149.7348595	112.4382101	89.59596132	107.5301747	97.09105927	85.43326449
Pan2	10.62152647	16.29538657	14.80717381	23.87491034	16.44246726	20.8807575	8.734527708	13.551684	10.32530428	12.75387553	12.49853409	10.6847441	11.63417118	10.01090141	12.68437205	15.23675623	16.29435675	11.29336418
Pan3	35.70769582	46.48580194	10.6353658	27.92351753	72.91678018	8.967685509	25.10640636	17.80830269	33.78001753	32.12344414	42.31627196	29.87198385	19.52766586	17.29393007	42.39739742	48.44112478	10.34778588	64.74230834
Pank2	6.729862319	5.924695994	3.814934649	18.26781039	2.603745895	6.756011443	4.55563154	4.712063899	3.809133242	6.828587584	4.957967257	1.471365769	4.258236216	3.115107227	4.788532391	5.565556159	1.372441547	2.791579769
Pank3	38.83850314	24.79839514	14.17447866	0.038061842	28.72680952	5.509867196	21.61521514	12.14560861	24.8784901	35.25668971	106.6814532	38.90536819	13.56564784	22.57489542	79.04881964	85.76942313	38.42277294	74.08891367
Pank4	8.053373112	12.9036612	11.45166006	0	20.41493398	10.33740867	19.18364708	6.661370333	9.830467278	8.81148053	19.85119833	15.60034916	8.675595997	11.421563	9.640735019	18.4237935	7.023344599	9.842816413
Panx1	6.411780904	5.655280386	11.28646678	0	4.418390969	8.333825007	3.985506106	4.843774601	4.860751531	5.567157096	3.397700935	8.2430874	8.754523228	6.986574771	2.590726592	1.10021606	2.96630536	7.460984617
Paox	15.52044199	5.369940966	6.855601	0	8.120243798	5.3095949	7.379610832	17.35895043	11.6131945	4.626407739	15.78443231	13.64139035	6.797733566	5.998745699	11.14146669	8.542984519	0.950698848	8.364325122
Papd4	23.73991293	49.6396074	33.9083223	39.36230494	36.99420279	26.58992965	40.17956169	37.56317463	48.46478102	18.23454273	66.08152408	43.14703524	35.88513192	44.74725358	42.76497032	58.14022161	35.66747246	46.54190946
Papd5	7.874603437	9.175060215	6.266558985	5.57740976	10.14244616	3.290995775	17.79536234	6.412187559	7.391984154	8.689522322	6.098814394	6.922992318	10.0178138	6.107099002	7.673010528	11.25675212	7.369841244	12.20763145
Papd7	2.365063437	3.387552242	2.780660581	0	1.367434225	0.749912199	3.310452908	3.646161329	4.205679021	2.63881466	7.251507777	2.551882749	4.544817538	3.022504931	4.169339206	4.740673278	2.291109192	2.681508973
Papln	0	1.375496768	0.181457965	0.064074392	0.322396879	0.948627395	0	0	0.25615389	0.918408028	0	0.60975079	0.207607265	1.104544202	1.96599138	1.408905252	0	3.048673099
Papola	60.81224449	91.4417009	112.970967	90.35334957	120.187016	131.1911916	77.96624218	87.84445264	102.9189737	82.78061489	96.79034304	107.1784049	70.92173654	93.76271415	78.22752967	75.65937881	138.301893	88.81466766
Papolg	8.371553805	30.69652723	14.34212128	0	26.09062486	16.29420727	13.07280945	11.48208791	13.84466181	12.1427071	10.61405424	7.254059964	10.85884174	11.35397674	6.712556082	6.6110884	20.22127081	9.681501232
Papss1	0.403981135	2.777445397	0.305337921	0	1.898731622	0.088680446	1.90844427	2.319422838	0.862056361	0	0	1.991691636	0.87334787	1.045467018	3.101398661	1.756114096	0	1.740528512
Papss2	3.597092297	0.475589965	2.091355627	0.295390374	1.904305198	0.242960125	2.178589349	1.323871483	0.147612391	2.116983731	0	0.454724118	1.914187113	0.91498255	0.424849132	0.060140894	0.158191771	1.129398458
Paqr4	17.17765815	16.20268804	6.016630762	0	7.103067467	9.748835582	6.92734059	6.214116498	6.034738389	9.215676885	4.999497896	5.195235826	8.876307831	5.903137796	5.789607393	7.649288363	14.6710721	5.130271095
Paqr5	0	1.547433864	0.340233684	0	0.20149805	0.329384512	0.118141788	0.574333274	0.160096181	1.435012543	0	0.044834617	0	0.043146258	0.921558459	0.195681285	0.214462844	1.15686256
Paqr8	0	0.204223926	0.449026355	0	0	0	0.467755949	0.113697198	0	2.49990873	0	0.887563118	0.410987233	1.537451497	0.729740861	1.601162852	5.53624672	2.96374824
Pard3	10.47862278	17.71044286	15.69145248	8.59958402	15.58852133	18.91937976	11.80828572	7.457594733	12.99695898	13.65400387	26.47340591	19.74478734	7.022505383	10.28214227	20.98281773	27.21659307	17.09230622	19.84070674
Pard6a	15.19051993	9.685749634	4.166612644	0	1.727327578	2.742950101	16.20419208	14.41861876	4.313298099	3.163253682	11.51192117	1.976613622	9.216295229	7.397364019	6.395233068	7.508647393	4.307266356	6.166949389
Pard6b	23.48534047	43.90744317	20.43670995	19.13371808	23.60147426	41.92166519	27.61507817	23.95167449	35.44347646	29.10977195	56.23405522	22.66792856	23.51538602	21.103458	28.46826661	28.54524972	64.13063685	48.06996878
Pard6g	0.22279159	0.382933399	1.136638142	0	0	0	0.920927079	0.319784674	0.178280826	0.479402854	0	0.099854381	0.144492807	1.008988213	1.197273425	0.435815779	0	1.439826322
Parg	9.570395907	10.21243685	12.83949437	3.575905697	11.48630682	6.985352639	11.11447802	16.7132291	14.67852233	14.52991061	9.100523953	13.47591732	12.3104251	8.73736293	10.65355166	12.32480075	6.429000062	10.14560559
Park2	3.500076062	2.725963018	1.36405257	0	4.130993286	1.368576698	1.162594916	0.784975968	0	0.627621856	0.489446315	1.07849594	1.84437101	2.689059184	1.679399462	7.845183246	10.69299278	3.794769409
Park7	250.4712862	160.6079075	223.7454071	1089.32675	157.9572889	253.8048102	146.5324504	286.0535881	198.5689071	209.6898174	102.3658267	198.454002	210.7253975	189.6428544	230.3896148	179.5009203	301.0792329	146.1244547
Parl	39.46099134	54.39689138	49.24209142	318.4938333	57.74778636	152.0849518	74.7546186	60.82198061	66.54527358	67.62578022	37.92357406	79.64757779	39.84897392	83.73050273	37.00408085	45.76257988	118.3276841	41.9783491
Parn	15.56343587	24.05460406	28.04016405	10.52910945	26.06386299	31.38346575	19.52067106	21.81951877	20.08098209	20.07632986	30.77288292	35.68847866	19.24856298	29.24489637	23.71112967	27.06182714	56.80087591	25.52488946
Parp1	55.34903974	29.32634947	103.7207468	49.37009748	26.21396433	47.77667695	25.17497472	80.10200811	47.146171	24.80430618	49.12623945	92.0943098	63.96183461	54.80938927	54.92347145	23.02634056	86.18301745	30.37122077
Parp10	0	0	1.987619459	0	0	0	0	1.480240397	0.660190439	0.443818312	0	0	0	0.800652208	0.475030134	0.067244428	0	0.210466203
Parp11	1.12819651	0.807975075	1.705432	1.279681229	0.426100199	1.485945168	1.110355152	0.269893456	0.451399008	0.1348696	1.051770712	1.137720542	0.853648294	2.027549713	1.154835162	0.367821964	0.040312565	1.598936532
Parp14	0	1.203393687	1.313824735	0	0.389046021	0.031798257	0.171078303	0.207919576	0.772771528	2.008740493	0.108034592	0.497750195	0.939472264	1.353713097	0.222414467	1.668683784	0	0.492713252
Parp16	0.987039422	0.969439929	1.278902289	0	1.136114658	2.042900317	0.666123655	0.404785836	0.902676818	0.202277241	0	2.717523096	1.280300543	0.912274885	0.866010097	0.091943146	2.902115006	0.191846626
Parp2	38.96715869	31.97376086	37.51831172	80.58573196	32.83640616	37.26761007	40.23956878	31.47911681	29.77180107	30.61841641	37.24021267	42.65306677	34.03516756	39.86443961	28.2618133	30.64360167	42.98852533	28.90634012
Parp4	2.136529864	9.698532797	4.533964755	0.39476282	5.986456295	5.483729009	6.793476318	3.695737114	5.611257179	4.558090226	3.309448962	3.85489313	1.492248278	3.544325675	4.962755485	3.85790047	3.711405187	4.80752755
Parp6	7.224226633	4.212902315	3.363892355	0.103288675	7.795613565	1.359287596	3.961275874	4.999492852	2.271077002	1.110363427	7.215906656	3.469148693	4.35064967	1.557970992	6.338402569	6.981750587	6.637759358	4.826738107
Parp9	0	0	1.22512129	0.629237855	0.04946992	0.129387856	0.696121647	0.56401977	0.471663834	0	0	1.452973696	0.89197145	0.55082905	0.603339807	0	1.263669956	0.200486183
Pars2	13.31286548	4.498191819	5.031079824	0	4.985063058	7.118644803	3.493956036	6.369555729	3.642097074	6.529143844	8.401313382	8.006701981	5.75609191	11.04246932	5.241232706	10.31296123	4.000704337	7.972795367
Parva	0	15.41638231	16.14517144	0.314972432	8.201423426	5.388582581	13.47347359	14.1163375	16.99897656	8.239229323	8.97782026	7.123162733	10.10335918	13.43836257	12.08035433	13.33857448	1.720522142	9.848241752
Parvb	4.252432999	7.065431273	5.892486204	8.322753331	3.902155213	5.974261597	5.580246404	8.273964509	5.747042409	6.913623185	9.091613912	3.727142243	6.986782961	3.994376911	6.819449687	4.190026614	4.254526055	8.357108276
Pask	6.360789114	3.350405416	3.954659932	0	2.307642735	3.378137701	2.665633235	3.436014167	4.159560876	4.905786191	4.896949101	1.07291279	3.903535704	0.59000548	2.100315561	6.332851379	3.313930643	3.90836437
Patl1	5.723305347	3.421633751	3.761566434	35.13199969	4.678230009	2.294220483	3.820505587	3.809839297	2.654994716	4.04564067	3.340549367	3.829158825	3.442906553	6.725950649	3.183936081	7.788309849	6.97093158	8.069034536
Patl2	54.94851591	1.112575703	0.815405296	2.303413841	2.535282568	0.852556461	6.795337034	0.619402155	0	2.682541936	13.19544449	3.481406162	3.358478252	5.025457729	12.80994024	33.48449268	11.22537647	12.32965317
Patz1	0.402202164	0.777716617	4.787895035	0	1.974761903	1.258131537	2.256297792	2.0205579	2.735704421	1.442430759	1.574816711	6.85009081	2.738931287	1.6046641	3.859676679	0.590078545	9.398917288	1.846868127
Pawr	34.66694422	29.46350947	22.36583571	0	23.34092561	47.42560372	55.87175922	32.16486266	26.66810024	78.30552583	68.99385726	16.31018613	33.53885147	10.9045794	30.29010071	30.97216545	131.7280532	31.14028612
Pax6	5.992222213	0.899154876	0.862677094	1.980022297	1.484823308	0.626376415	1.460323651	1.638277473	1.370016222	5.594248845	4.894662595	0.596820491	0.986994605	0.574345731	1.606447554	1.550494651	0.163133921	1.099977984
Paxip1	5.957669289	6.846525637	14.21567331	0.721058773	12.73316969	7.116895277	12.4359777	13.12534491	8.536984742	6.857054397	9.764860719	9.376768912	11.77136069	15.77647103	10.53027325	15.49369361	11.3469261	10.5563473
Pbk	32.3315805	25.59209509	60.52962562	32.01773227	56.66367542	42.58385431	63.80804962	40.9116503	42.89332685	64.38376448	37.12149968	34.32054515	55.1811534	69.63428559	31.35314321	67.68400865	34.11079742	26.9143566
Pbld1	262.5426892	76.19034465	174.2610505	87.71893072	91.46746259	16.37598758	81.72031049	218.5525808	183.1259718	93.05794157	63.70082069	43.36935795	363.6866849	91.94394276	201.1413192	104.923976	21.63392559	118.4145898
Pbrm1	11.30105331	8.081064694	5.379243904	0.172678	7.4503637	10.5669246	13.49963145	7.615204956	10.49293686	10.64281817	8.203215506	8.467594892	7.776959967	13.6556285	8.808374662	7.340760289	9.413959754	9.829923772
Pbx2	0.999977104	1.826179438	0.283426846	0	1.447750178	0.411583646	0.590498049	0.717660285	1.200292684	1.255187694	1.678026762	0.448186103	0.648541082	1.401752755	0.575768405	1.222571398	0.911141679	0.425165273
Pbx3	0.585235242	0.251475067	0.99525106	0	0.73677724	0	0.863970452	0.210004854	0.234156554	0	0.327354294	0.131150154	2.08756783	2.587333058	0	0.0954011	0	0.597185756
Pbx4	9.877093821	1.116889079	0.294683963	0	0.523565831	1.198206466	7.06044094	5.596231791	0.831977186	1.11860666	6.397139638	1.747451662	4.38294848	4.48439206	2.39454685	4.067613941	12.48246991	2.47549087
Pbxip1	12.57952117	13.96677147	17.53938429	6.693779223	8.852918663	18.36937951	9.320045104	11.43924229	17.8817538	15.57986169	9.964617968	26.64963226	6.891671656	8.256620428	16.07568688	7.896830848	2.713689635	17.22149918
Pcbd1	15.99299802	2.228814207	0.980097032	38.41497106	0.870670585	2.846532821	3.062935248	13.02885668	8.993057103	1.240134297	8.703986962	0	3.364006611	1.305041134	10.6187806	0	4.262779986	3.82260323
Pcbd2	92.97978502	65.02749143	23.99083669	202.7995576	31.64552703	29.98243636	54.52697915	27.61217664	37.9715302	34.03555392	34.43335501	23.85431541	24.95279629	32.08311484	39.38284014	15.05240654	29.69485532	28.35447451
Pcbp1	345.292124	347.0419965	363.4051811	95.06543612	262.1949607	205.9787989	103.5598778	516.9945792	519.3773362	462.5314546	318.694214	70.89188379	569.5128148	152.3691096	377.8168818	254.2840584	125.6580079	317.9506658
Pcbp2	22.61172186	13.79078791	9.647830158	1.946704614	13.03965243	11.44839919	13.92678371	16.22790631	14.00841587	14.64908638	10.06398492	10.89730272	13.56115165	11.11615394	9.892887395	9.908629881	18.76549885	12.48778315
Pcbp3	2.897519864	2.766803844	0.912504133	0	3.323559785	2.014167362	0.190113222	1.15526808	0.515252078	0.692764676	5.402474666	1.22651021	2.296804514	2.846661153	1.977290181	7.557346178	0	5.803867609
Pcbp4	11.16663588	49.01641451	34.08458152	0	42.21769735	27.94434846	48.49146506	28.35735314	39.86693428	26.8624772	40.35950775	42.11770073	12.70168345	18.37632573	24.79495691	40.66291667	14.65881951	37.63159109
Pcca	3.766145041	6.704423835	3.049860145	0	2.709347575	3.277394877	2.223952216	5.212686746	3.228985602	3.666090439	4.514169189	13.98605799	3.314897025	3.712931912	5.576083647	2.718839726	6.57477332	5.673073501
Pccb	33.92665664	89.96490346	23.56339787	71.70262862	31.55278277	60.58604689	44.58034738	24.56772626	56.00920532	43.84586558	32.14130498	45.06945559	11.89369426	24.58639881	28.62690689	29.09737716	34.79521568	17.15377637
Pcdh1	0	1.465122614	3.458722739	0	2.665898722	1.595429851	2.649258448	1.931861666	1.579626597	1.802040354	0	0.402155713	2.560507338	1.664149619	1.239923606	1.170142657	0	0.610398734
Pcdh15	0.021900105	0.112925471	0	0.035069177	0.121312237	0.201912067	0.103458124	0.094303174	0.035049517	0.157082126	0.048999739	0.029446643	0.028406886	0	0.067251613	0.085680177	0.028171137	0.223473059
Pcdh19	0.340117528	0.058459281	1.619530844	0	0.13702024	0.515163265	0	1.171653269	0.43546659	0.048790984	0.304394337	0.472562263	0.794106865	0.762834558	0.052222243	0.044354932	0	0.069412547
