Symbol	E3.5_wt_male_IB140	E3.5_wt_male_IB141	E3.5_wt_male_IB142	E3.5_wt_male_IB144	E3.5_wt_male_IB145	E3.5_wt_male_IB44	E3.5_wt_male_IB45	E3.5_wt_male_IB46	E3.5_wt_male_IB47	E3.5_wt_male_IB48	E3.5_wt_male_IB49	E3.5_wt_male_IB50	E3.5_wt_female_IB146	E3.5_wt_female_IB147	E3.5_wt_female_IB148	E3.5_wt_female_IB42	E3.5_wt_female_IB43	E3.5_KO_male_IB152	E3.5_KO_male_IB153	E3.5_KO_male_IB154	E3.5_KO_male_IB51	E3.5_KO_male_IB52	E3.5_KO_female_IB151	E3.5_KO_female_IB53	E3.5_KO_female_IB54	E3.5_KO_female_IB55
Hspbap1	4.161330944	12.11047328	18.79379296	11.33095846	13.9461844	24.70299871	21.60132962	27.38848091	23.92890456	19.14771784	23.33109936	26.87724925	7.952976631	8.188344657	9.77738212	13.59777966	19.88527724	14.88400616	19.96981004	0.370133814	12.8176471	19.66853884	18.49548249	18.31359433	26.12195689	14.19923867
Hspbp1	80.31750375	65.60246632	89.49980396	43.015516	69.07110253	90.1911455	74.0295567	111.7884083	106.2747088	74.08802788	108.3296811	109.2481217	65.64768883	59.14171336	52.27625971	69.32631434	92.3302288	85.23394147	34.77102258	55.56758262	116.0894195	85.13019782	99.202984	44.44889928	110.0421737	95.98876629
Hspd1	343.2709649	557.3300045	609.1513244	473.7825078	730.8741535	315.2688024	371.7985283	436.1172511	312.3445676	382.9194607	493.9406086	399.4857428	612.6179263	622.6618123	584.6144215	409.1798416	314.2078455	400.5453918	458.5242223	260.6235671	248.4767783	529.2394973	289.4133597	321.0238797	428.4099813	312.3668738
Hspe1	734.0337902	1249.258394	1118.467863	710.3350691	1087.330247	467.2538557	513.5800496	501.5004305	449.2521782	496.6676169	531.2809166	468.9265531	1748.89546	1710.621254	1386.008728	489.3076025	483.6650643	673.9528379	868.3097027	2125.495839	663.3812321	576.5231799	1266.071914	1065.26377	566.1502544	1019.943792
Hspg2	1.749627554	0.196730056	0.31312621	1.597563789	1.510336586	3.086852814	1.754527125	0.629968861	8.78836172	1.399713436	3.730829287	8.291193904	0.861287305	1.330165602	0.866344759	1.299357558	5.0248925	1.571602809	1.622010035	0	2.467766833	1.106521109	2.020281455	4.597687237	0.643828186	1.166562688
Hsph1	64.83472695	102.6444438	118.7017527	50.11392287	160.0670174	98.98318681	125.6671946	145.0849259	107.4691812	123.6192189	157.6277843	159.9941086	108.8339775	99.40355338	90.63897479	141.9443899	112.6533799	123.6881026	79.33951558	95.58455668	106.2491848	171.8460052	124.1593293	151.3065114	126.1287206	98.5609782
Htatip2	31.67490828	14.92463945	28.20890142	41.49674847	22.91589756	11.70897989	16.63808097	17.92187666	19.23220027	25.07198332	18.53198391	20.07444776	8.167538543	12.61388478	21.90799491	32.03650799	6.807252841	21.78192166	11.5360717	21.66681648	40.95296199	18.36288434	56.00093373	32.37911965	39.59250368	38.21572823
Htatsf1	23.12576665	28.13425014	26.86799764	57.61333237	17.27938812	21.58195184	17.92242126	27.77820577	17.72436301	33.36203327	38.39256352	24.80759169	20.52869893	14.79537147	35.79202094	17.34323398	18.82065786	38.03529201	27.06231571	10.03182115	13.23427091	35.07718424	38.52256918	36.42103896	31.99321345	32.35480194
Htr1d	0	0	0	0	0	0	0	0	0	0	0.577410611	0.430010594	0	0	0	0	0	1.178743679	0	0	0	0.269724033	0	0.164812616	0.095114337	0.775526411
Htr2b	2.720743006	0	0	0	0	1.408053808	1.714970426	0.538795158	2.312752526	1.064121481	0.405190651	1.810527232	0	3.033744811	0	1.77808804	0	1.654337171	2.77452175	0	8.442454244	1.514203645	1.063317871	0	0.400471753	2.17686371
Htr3b	0	0	0	0.408429875	0	0	0	1.389112692	0	0	0	0	2.532241834	0	0	0	0	0	0	0	0	0	0.304603156	0.198786847	0.114721066	0
Htr5a	0	0	0	0.176600507	0	0	0	0	0	0	0.150565823	0	0	0	0	0	0.912557658	0	0	0	0	0.070333347	0.131706996	0.171906416	0	0
Htr5b	0.562612725	9.742162664	3.322747213	0	2.136930318	7.279160402	7.092652139	2.785388141	0	3.300688188	2.932577446	1.247974859	0	6.273372503	8.17176956	5.515267094	2.539132484	10.26283419	5.737334397	16.16361808	8.728924747	5.675241307	12.45984987	3.348229157	12.42181844	7.877552708
Htr7	0	0	0	0.31950825	1.389490057	0	0	0	0	0	0	0	0	0	0	1.195392089	0	0	0	1.382897753	0	0	0	0	1.076933773	1.951313696
Htra1	21.01230224	9.574935742	4.354281782	31.39141138	6.30074795	28.61684639	13.9418096	4.927637127	47.00366096	5.406718268	59.2917725	40.4762498	20.95961031	9.248532489	12.04724831	10.84119201	54.90204658	15.97056051	0	0	6.434317751	4.616130387	16.92825692	11.98775355	22.38242323	6.636284857
Htra2	13.73375518	11.32441646	15.44961813	11.42371726	9.935982266	15.23050313	12.3668865	11.65597692	8.338787531	6.394604726	24.83602463	15.9572841	7.082639282	7.292249708	4.749485556	6.41101813	8.854561772	14.91206476	20.00745615	8.89995774	12.68326943	19.56344083	45.1544143	39.19825255	19.09194106	22.23835479
Htra3	0	0	0	0.57151737	0	0	0	0	0	0	0	0	0	0	0	1.069123163	0	0	0	0	0	0.227613897	0	0.139081569	0	0
Htra4	0	0	0	0	1.963506812	0	0	0.511867752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87900062	0	0.344678405
Htt	5.890946329	2.956730877	3.193420235	1.789594599	3.567052243	5.743955378	4.305217291	4.226804358	4.717272607	4.841809146	2.352228991	3.030067081	4.623076678	1.903958579	2.480119067	1.673874793	1.926556678	2.595628214	2.611907799	0.71002574	6.457461026	4.157581719	1.946383261	1.778318894	1.654612052	2.960068701
Hus1	1.476720238	10.35007945	9.690439373	0.214958399	13.08747369	10.18987117	15.51372505	9.991645109	11.50671373	8.663495912	10.6295987	10.3728205	13.32729767	6.860859254	14.29925885	5.629641767	4.443066141	8.230878151	8.784471396	15.07222706	8.591731431	12.67025849	12.50448818	10.77610436	11.23034343	6.071712126
Hus1b	0	0	0	0	0	0	8.988411606	0	8.080983532	3.718144536	0.707887883	1.054359872	0	0	0	0	4.290405985	0	0	0	3.687345108	1.984040864	0	6.869879001	3.265004106	0.633847893
Huwe1	40.01367567	37.95263658	29.14129284	23.90434709	37.48278649	40.09949298	44.46633111	46.3378573	38.33880733	51.11101214	16.82095346	25.82345351	62.20459683	51.15046434	73.06815915	36.78152141	49.75685683	18.51717334	35.37970569	9.384527224	44.25822703	55.86079896	59.05718646	37.45975284	24.03918597	56.03121755
Hvcn1	0.398965287	2.960766451	4.712516217	0	1.515360353	8.258987938	3.772206711	6.320642984	3.391382332	2.340615403	8.021226389	2.654927406	4.320760836	2.22431679	0	10.42943643	10.80344267	5.458258947	2.03425657	0	6.189938143	6.10610925	12.47385495	3.90068189	9.983168454	10.10837114
Hyal1	1.555139175	1.282318159	3.061510536	2.263734317	3.937846765	4.024120675	1.633755734	10.26559602	4.406458147	4.054914409	1.158006936	2.299716429	2.807004626	5.78015563	1.88232485	6.775537322	0	1.575993848	2.643130605	0	9.047981996	3.425929259	0.337654349	1.322138174	1.01735169	1.036887726
Hyal2	0	13.57565061	8.403010259	0	13.89640354	20.51235119	15.37444552	18.11330828	23.32515366	16.69444886	19.52453555	29.08071647	3.301911877	10.19889548	17.71360324	17.93282086	27.51985667	8.342368732	9.327434937	0	5.91291414	8.059920107	8.738107419	20.73661819	14.21107984	16.66927401
Hyal3	0.61610705	4.572199995	3.638680555	6.457209363	0	0	3.883517729	0	2.618591931	1.204841371	2.293866199	0.683317382	6.672388045	10.30478565	0	8.052892719	0	1.873107442	9.424277158	0.931604562	4.779444042	0.857221299	0.401310497	1.047595821	0.302286875	2.053944266
Hydin	0	0.353423557	0.140632018	0.873480453	0.813991324	0.369699992	0.225142161	0.424399759	0.303619289	0.279396783	0.319161767	0.396144842	0	0	0.259396601	0.466856544	0	0	0.364240579	0	1.38541193	0.621204372	0.977150251	0.121466157	0.403068319	0.381039651
Hyi	0	0	0	4.249080595	0	3.147235695	0	1.204297267	0	7.135468316	0.905668855	0	0	0	4.416457982	0	0	3.697720193	0	0	0	1.692249166	0	0	3.28211154	8.920366358
Hyls1	15.78329016	15.27777113	4.052821312	0	10.4258268	17.75707541	4.32552492	6.115308644	5.833260176	6.709859129	1.532967186	2.283269887	11.14772074	0	7.475453225	4.484721143	6.194061471	14.60408176	0	5.706999344	6.65427769	7.876992426	4.46986129	0	8.922338409	5.032976028
Hyou1	2.035155057	4.405075356	5.008111774	20.44103054	5.797484238	8.55761222	0.801764152	9.823772363	8.649861434	11.93967352	3.599175439	5.078626929	8.26520992	8.509818477	2.771247664	13.3003553	3.444328632	3.867087792	6.485569795	9.03963317	13.81423244	6.5481108	8.450881928	11.35466702	8.799535466	9.159330882
I830077J02Rik	0	0	2.0821718	0	0	0	0	1.047264134	0	0	0.787575074	1.173049539	0	0	0	3.456096078	4.773378516	8.0388992	0	22.38997082	0	2.57528256	8.267146828	4.945615354	4.929884918	1.410400753
Iah1	6.087882839	3.011924403	9.587883967	0	13.87389316	12.60253775	7.674770457	18.08396707	5.174971096	9.524232007	25.38611318	18.90560617	6.593126416	54.30599782	17.6849095	0	32.97033368	12.95599694	0	0	0	16.51724732	9.517039437	0.517575689	18.22045565	6.494545151
Iars	53.09088072	54.56269603	46.45194557	53.31310597	124.692509	66.36686736	76.7913509	62.98069259	101.3781076	81.25279185	68.37140588	89.03488694	104.1611987	90.08482999	54.01621471	43.58014508	65.97816775	48.34457925	64.07908195	13.96135318	66.65236965	70.74561968	36.41920149	46.22671458	50.39822226	65.49540475
Iars2	33.12358581	20.48448924	25.70717533	0.556341485	24.1943975	23.07617223	36.13646158	25.22900716	24.36621984	36.1248201	25.85070569	34.61755345	20.69571207	14.20546723	20.81723669	28.09981845	35.93518007	29.04903914	19.48748836	26.72836649	18.5304716	27.9178089	13.89962714	21.66215087	27.89364948	14.65262952
Ibtk	6.984363993	10.85998654	14.92825049	4.880050262	9.095380581	13.94197561	20.75448103	13.43612081	13.57033128	15.60962626	9.955785296	12.61536922	11.88629835	7.787864555	19.56451802	11.7372693	5.40363345	10.6170382	10.1748833	14.03095403	15.0933151	19.85187979	19.88724356	8.228262572	14.14782828	14.3696122
Icam1	0	0	0	0.387839475	0	3.447208534	0	0.439694197	9.436831892	1.736793785	0.661327317	2.462526208	7.21374761	2.475746061	1.612468117	0	8.016418273	4.725188329	0	0	0	0.772309461	0	0	1.743001123	0
Icam2	0	0	0	20.69473404	0	5.109435182	0	0.977568798	8.392334912	0	0	3.284949584	0	5.504307573	0	0	0	1.500782232	0	0	0	2.06048377	0	0	0.968800318	0
Icam4	4.972330327	3.07501874	4.894366347	18.45679744	4.721508662	3.216634497	3.917771468	7.385117312	0	0	5.553837014	1.378688874	6.73124042	0	0	4.061960771	0	3.779257573	12.67653598	0	12.05400027	5.621084536	21.05220888	28.53456973	13.41793781	14.91883663
Ick	5.044270884	3.622655213	2.883007107	0.142116384	1.236082655	2.947382367	5.128328362	2.416763386	1.383178881	2.227452442	1.453984752	1.985160758	3.52445378	0	2.363432847	1.595121267	3.671829628	2.968208935	0.8296737	0	1.577858024	1.697988501	0.953901557	1.521727801	3.432956299	1.844370215
Icmt	4.692230269	4.421786757	10.55693288	17.56345591	8.486738717	16.18899122	15.49251127	17.69930348	15.19468326	17.47807935	9.650057801	15.61229903	10.88924208	8.720062374	2.434040755	11.6819609	9.075662601	8.151692316	11.39280433	6.926108831	5.633322124	17.64260304	14.11744478	14.72208455	13.92280869	15.940659
Icosl	0.820579259	1.014935224	3.23085173	0	3.116745529	3.18503001	1.293092694	1.62501247	1.743822138	1.60470139	1.527574652	2.275238006	0	0	0	0	1.851681768	0	0	0.930587527	0	1.284428201	0	1.569678236	0.100652289	2.1884821
Ict1	107.5249498	83.59526421	114.91092	101.9605675	52.50909429	103.3442435	67.77637889	86.69463667	104.4582721	66.08571337	112.0931782	105.6255996	33.27103575	25.69176804	55.77733719	130.5029413	62.39208922	105.0752029	125.314639	162.5865728	77.45434179	78.54260952	163.0884308	73.78485686	107.7730958	138.2634689
Id1	12.3762448	0	2.436438132	2.161853848	0	3.202510965	0	1.225448482	5.260179182	0	3.686300894	1.372635355	6.701685028	0	0	0	11.17106805	0	0	0	0	0.430492584	0	7.365369079	0.91084245	0
Id2	822.5610352	280.6583141	153.5568964	788.8633585	420.8341546	415.1456254	301.7053632	149.2022063	504.8200577	393.4773224	681.1484195	658.6599383	508.7695884	770.9146248	630.8451916	217.2286804	584.0483795	179.2042533	144.6241275	328.3686365	111.7364129	98.35300266	437.6366691	402.0334267	169.8260497	220.4405372
Id3	3.549242083	55.60524443	104.8077453	0	8.987215859	61.22743944	70.84465447	30.45747402	25.14177982	13.88159314	69.59585233	41.98852662	70.46965967	19.78778357	25.77580199	127.5745518	74.75120774	107.9051402	54.29095655	2.683373058	4.588868099	82.30403864	22.34789936	14.58444654	148.3092998	7.099362447
Ide	57.6911521	106.1903581	141.7428805	50.18841262	129.4039592	58.77291477	91.62723537	76.46462787	55.99060185	78.61808393	65.11456206	59.95407985	105.7715986	86.10848285	87.42344767	104.64786	50.22817353	38.66963148	53.27260617	39.15216435	46.25151957	73.869284	51.48480601	29.35125438	54.71672559	41.49430837
Idh1	95.72908599	152.1503632	131.0999589	115.5173037	180.9220922	108.897195	119.5161342	109.8983003	135.6232991	94.95909332	216.60382	166.1823388	182.8064641	131.4937989	260.2866141	137.5151994	116.8792469	137.0833451	103.7520914	50.34791516	59.1941398	107.6159064	88.26032629	132.8916979	154.0658746	111.620666
Idh2	43.0587154	65.54740298	83.46303693	148.6922315	90.57973023	58.28118368	66.80928267	67.56022761	78.83469481	69.95442087	120.8525159	94.04245797	53.80641945	62.78532739	60.13596577	82.2558989	89.69015567	78.54505179	101.3303596	65.60915446	71.94439268	56.2230397	38.4027266	101.0926889	87.59303906	73.76097615
Idh3a	155.2389865	149.6615714	140.340458	192.1113797	122.914383	99.51496427	112.3376967	121.2047051	77.74080955	131.1543005	178.4578285	161.770558	124.4411472	122.8944279	103.8841304	73.5613661	93.13250663	158.2713456	129.1329824	282.6028641	164.6313696	172.9240719	186.3489634	195.3783636	164.0685906	181.9944991
Idh3b	196.5665223	214.6828379	183.9927549	466.4484132	174.677183	211.133963	229.1019965	199.0394386	217.5326337	194.3757902	295.5012765	303.5682423	212.8799067	157.1479812	150.8336624	157.5479587	234.3352006	211.9815409	200.4518951	171.0444364	194.2042188	240.2094808	95.18187326	210.9441012	227.0969924	161.7237879
Idh3g	160.9469732	173.9222282	166.7614679	236.748172	138.3497816	190.6997833	154.8446926	198.7850529	205.218125	173.937092	302.7696572	295.9416263	160.5433712	297.5303626	313.7443787	268.4953018	367.008613	275.5621099	254.830755	140.8955661	144.5683074	206.5494362	358.6467592	361.8868996	420.1878408	421.9026823
Idi1	20.05625078	68.09659567	29.41911938	11.33446324	44.81069086	29.51068615	21.07014938	22.97406015	10.02864995	13.07381063	39.53258768	15.26560108	53.23713865	26.31009103	91.39156581	17.99050501	12.42377066	50.81302104	28.07231494	30.92134293	31.26976687	17.91957289	12.03931492	13.70790276	31.93307095	25.69615379
Idi2	3.01598547	0	0	0	0	0	0	0.995437866	0	0	0	0.557499246	0	0	0	0	0	0	0	0.380034853	0.974853165	0	0	0.854703679	0	2.010905755
Ido2	0.374079596	0	0	0.326716798	0	0.967978596	0	0	0	0	0	0	0	0	0	0	0	0	3.81473727	0	0	0	0	0.159016287	0.642384683	0.249417253
Ids	1.814120518	3.926648025	4.910608713	0.792215952	6.029134855	8.214968795	5.002801901	3.368011566	7.710415502	6.651829373	4.221415068	5.533056674	1.227923383	1.264263726	0.823422476	5.927913788	8.187323409	3.791799357	2.312473478	6.000530192	12.31389344	8.834275813	11.07801	6.554848347	5.507372602	8.769334046
Idua	0.334165946	1.653255481	1.973558214	0	0	1.729393888	1.053176859	1.985270125	4.260838679	2.613941564	5.723107783	4.076816506	0	0	0	1.091937884	3.016254593	0.50797075	1.703855681	0	0	1.511062144	0	0	1.311641924	0
Ier2	41.48400164	21.98981863	10.20838763	9.057911952	19.69570204	42.17130405	35.02055245	22.00493233	34.63354506	34.76782722	38.61291196	30.39909324	12.03397187	8.260077856	10.75967556	41.15070507	20.05948028	36.03455053	15.10856522	26.88309618	14.36659428	26.54034865	20.26591644	23.30246814	25.07868838	19.26281239
Ier3	0	0	2.036325815	0	0	10.70637611	0	1.024205107	0	2.022807073	1.540467943	0	0	0	0	0	0	0	5.274136758	0	0	1.079391039	3.368799128	5.716124902	8.120146516	3.448365143
Ier3ip1	65.51330562	80.02989948	106.6806846	84.76824343	67.58463691	50.22933984	58.62885983	72.07641394	30.93845704	69.59385023	81.90780768	78.93933367	100.7319989	153.3151036	155.6563824	103.072983	62.05392071	98.3582961	65.98346131	176.1093503	75.29167228	47.54534273	93.24855319	114.8334859	65.08058604	83.5869858
Ier5l	0	0	0	0	0	0	0	0	0	0	0	0	3.916122553	0	0	7.089541537	0	1.099354272	0	0	0	0	0	0	0.177416607	0
Iffo1	0.395744437	2.93686416	0	0.34563862	0	2.048078265	1.247251219	0	1.682001837	1.547813064	1.178736439	0.438915693	0	0	0	0	0	0.601577153	0	0	0.76749584	0.550619507	2.577740294	0.168225724	0.194168123	0
Iffo2	3.810266163	2.244159959	1.785963259	5.546404084	0.689154869	4.225520985	2.859203992	2.155874284	3.084662526	2.128927946	2.431926379	1.811109957	3.929987165	1.011573744	1.976531968	0.592886775	0.818864097	1.654869626	3.700552988	4.526842576	1.055646435	1.640915247	0.354553368	2.159591642	1.913980866	0.725854781
Ifi203	2.082409317	0	0	2.858039237	0	0.769785617	0	0.589120616	0	0.581757179	0	0	0	0	0	0.972084016	0	0.904429187	0	0.674737341	1.153876332	0.310431724	0.387545229	0.505831227	0.072979549	0.198349235
Ifi30	51.71907806	96.66404474	99.55370651	157.5960603	74.21095012	95.16778762	90.55603266	116.0765788	141.6602179	78.66471951	138.6421148	158.0615497	80.90525565	160.191622	121.0271559	93.8888486	207.4789602	89.10148704	146.5037988	159.0137879	89.15782463	115.1350441	81.5998011	92.82595995	142.3845136	88.124887
Ifi35	0	2.050766174	0	0	0	4.290422778	0	0.82087027	0	1.621220375	3.08659937	0.91946383	0	0	3.010335698	2.708969426	3.741486396	0	0	0	0	4.902234302	2.699993419	5.286122293	9.151957412	2.211010592
Ifi44	0	0.959092846	0	0	0	0	1.221945915	0.383900814	0	0	1.154821222	0.860021189	0	0	0	0	0	0	0	0	0.751924226	0.134862017	0	0.164812616	0	0
Ifit1	0.854795983	0	0	0.746568937	0	0	0	0	0	0.83580732	0	0.474022293	0	0	0	0	0	0	0	0.323130468	0	0.14866518	0	0	0	0
Ifitm2	0	0	42.48028973	45.54546796	20.48999214	134.9396127	79.34268278	94.36735096	84.07058306	80.88002125	56.23813589	59.83113915	126.583821	30.07616865	52.23676618	47.00731635	89.2705526	114.8062504	64.18128144	24.47133516	24.41175366	56.29359964	114.7863231	116.9522942	71.4640885	21.58115602
Ifitm3	0	0	3.425301139	6.078545851	0	0	5.483670867	1.722814147	7.395097584	3.40256128	11.66048651	27.01634462	9.421659044	0	0	5.685491387	0	0	0	0	0	3.026070557	0	5.177354345	1.707361054	0
Ifnar1	34.88696288	20.28249563	14.87537024	25.83620344	15.87660306	19.13652139	19.25422949	15.44121004	21.86578404	26.09487465	9.337700305	9.985222482	28.72846956	23.30442043	17.5134317	19.96286039	13.78582753	6.84286506	24.59208213	21.02785459	28.99663416	12.75014311	14.76545667	14.55662252	10.17551156	17.36524503
Ifnar2	0	0	0.699085083	0	1.348790034	0.918893697	1.119186999	0	1.509298657	0.694444003	0.793280342	0.787698147	0	1.979817086	0	0	0	0	0	0	0	0.370562593	0	1.962386187	0	0
Ifngr1	0	1.328747974	1.057453615	0	4.08042721	8.339649802	5.078730903	0.531864491	2.28300297	0	6.799635773	5.957459782	0	2.994720938	1.950479538	1.755216017	14.54527346	7.348756449	2.738832333	1.218320402	10.41732086	2.802611321	6.297840771	0	6.720446415	2.148862128
Ifngr2	3.812720441	6.736816418	3.216804548	40.43554414	8.275185231	12.68472821	8.583137009	3.235894397	9.259948279	7.456047327	17.440032	12.08184356	2.949388918	9.110027896	7.911220386	3.559611999	7.374523911	11.59154895	2.777202447	31.70830891	9.506937605	4.546999932	15.25561499	13.19742996	9.219749689	9.805351321
Ifnk	1.374970612	0	0	0	5.222449216	0	0	0	0	0	0	1.5249644	0	30.66302072	0	0	0	0	0	0	13.3329003	0.478266761	3.582430292	0	0.674615831	0.916760489
Ifrd1	50.2893987	47.6102984	62.33444496	91.09785456	49.52124201	44.98328728	45.00475253	66.3928553	36.9429104	53.42171103	37.44711306	48.20096728	47.06679012	69.22818555	31.56210996	36.51738521	39.22791904	73.61436021	60.14723142	84.96018151	66.22398717	71.69787613	61.87385799	52.51968199	59.70498698	53.40028886
Ifrd2	8.541484104	14.08607069	15.69410704	25.86144962	17.30266003	42.73087737	30.50915064	23.68086354	26.6223513	34.52053081	19.08079611	24.63048562	12.3338082	19.04824015	18.60934795	35.35341917	38.54864772	31.16169654	17.42063353	51.23119333	13.25209484	25.55103939	21.51267484	25.9002194	32.54851027	28.47513641
Ift122	0	1.371547577	1.091514698	0.48425101	1.052964927	2.15206847	1.747439745	0.823494148	0	1.08426836	0.619293112	1.844805717	1.501164264	0	1.006652705	0.905876179	1.251148635	0.421414632	0	0	0	0.867865428	0	1.767673056	1.224161503	0.554519499
Ift140	2.136842681	0.961075809	3.824250755	0.848315324	2.95134966	3.518678915	7.346834022	2.692861809	2.476924484	1.519544941	1.446511076	2.58539795	2.103802571	3.249096786	0	2.539075409	0.876709424	3.248247141	0	0	1.883697148	4.256936747	4.428659088	0.743190178	1.85856429	4.274214135
Ift172	0	0.515725221	3.283424761	2.002952793	6.334923605	1.618428711	1.314134143	4.74793307	5.316593825	2.446220092	2.018161127	2.543487221	2.257853203	2.324674278	1.514074168	2.724998831	0	1.901508849	3.189058284	0.157621704	3.234608948	2.683175579	1.629581827	8.064725037	1.278626529	0.139005843
Ift20	104.0314423	76.50738645	60.88664968	111.733071	69.41559681	47.29094434	57.59905659	82.12796814	47.80073052	71.47924246	69.09056346	127.8536238	22.83753763	15.6756091	40.83846932	22.96881807	50.75732168	76.93286676	57.34472884	310.3567419	70.88714074	68.4601299	65.01530287	89.04237918	49.31761368	101.2323054
Ift27	3.33572752	8.251603541	2.188949841	0	4.223282403	2.877206597	3.504357714	1.100969987	0	4.348835719	4.139817696	1.233205925	0	0	0	0	10.03633432	0	0	23.53817445	2.156405966	3.480876427	2.897034359	10.39847331	3.546057573	4.44818699
Ift46	10.47400448	18.38745098	19.28925952	14.45954359	10.26648692	17.48569068	18.10252271	10.03641205	8.616164042	17.83973993	16.10174463	19.11118107	14.63646404	16.9533333	8.588071875	15.45663107	13.72364204	11.81286968	12.05923388	20.69100154	9.828868665	16.10083546	7.702708225	11.92083677	13.42762466	12.16486499
Ift52	9.554880523	3.939324854	10.45007127	0	10.08099896	13.7358168	6.691937329	12.61450358	4.512262933	9.342625888	16.20609989	10.59721024	2.874404454	14.7973617	5.782565748	12.14189686	9.582714686	8.876095294	16.23957363	12.44113155	3.088411934	9.416721257	8.298284858	14.89272872	14.58491476	9.556062728
Ift74	6.933390124	6.596598857	7.349652776	0	4.051474321	2.760158457	10.08538899	1.056181236	2.266803801	2.08595999	2.382843033	2.366075323	5.776002896	5.94694347	5.809919418	3.485523575	0	0.810734773	2.719398801	4.032252482	0	5.194420452	0	7.481588411	3.270961337	1.422409842
Ift80	0	3.409586793	0.542688298	1.444583513	1.047043608	0.713322124	2.6064196	0.272954417	2.343287645	0.539085504	0.821080713	1.222954336	1.492722509	0	0	0.90078201	2.488225672	1.676179276	0	0	1.069239926	1.438308353	0	1.640550423	2.366928404	1.102802349
Ift81	0	0.945437965	0	1.001414672	0	0	0	0	0	0.747410071	0.56918985	0	0	0	0	1.24888082	0	2.904903914	1.948748836	0	1.482437728	0.797651683	0	0.974796789	1.312642329	1.019313358
Ift88	3.661824949	0.905827216	3.604409124	0	1.390843896	1.895087684	2.308164158	2.900639343	0	0	1.908699318	5.68580426	1.982862962	0	0	0	4.957864403	3.339837563	0	0.276849034	0.710164225	2.92955866	5.962960457	0	1.976302304	0.732455604
Igbp1	50.50616687	45.93283921	46.78988434	15.56876566	39.49520224	40.36049886	28.09026658	50.74470759	34.72480605	46.47925607	58.07198815	53.54453395	88.48166755	74.53659188	51.24313204	58.24819635	63.68907014	37.25855021	22.72256548	18.53082988	23.04712147	42.62812436	57.08760788	67.56578973	71.7901458	49.52197637
Igdcc3	0.717223856	0.887099872	0	0	0	0.927954036	2.260444479	0	0	0.701291256	1.335170211	2.386394672	1.941868658	3.998676366	0	1.171818836	3.23690935	1.635394379	1.828501611	0	0	1.746343008	0	0	0.703797686	0.478208398
Igdcc4	0.725764983	0	0	0	0.689154869	0	0	0	0	0	0.135107021	0	0	0	0	0	0	0.275811604	0	0	1.055646435	0.631121249	0	1.773950277	0.400600646	0.725854781
Igf1	0	0	0	0.251944334	0	0	0	0	0	0	0.107401181	0	0	0	0	0	0	0	0	0	0.279723123	0	0.093948856	0.061311896	0	0.096167788
Igf1r	0	0	0.185305989	1.479799608	0	0	0	0.093202836	0.400068729	0.184075781	0.14018284	0	0	0	0.341798009	0	0	0	0	0	0.547652943	0.065483177	0.306561283	0.120038843	0.023091709	0.690363968
Igf2	2.395487043	0.658414069	2.095934975	7.903831574	2.021911405	4.13241854	2.516585497	2.6354664	11.31261387	3.12303075	1.387366667	2.952008518	2.882547243	1.483928057	1.932982318	0	8.408628539	0.80920364	0	0.804927455	0	2.221975887	0.866853411	0	2.807714141	0.532396318
Igf2bp1	10.4931536	17.30463952	16.41986619	14.56936273	17.37285337	11.83564904	10.17564125	17.84934948	21.72734553	10.26005592	16.52864571	19.54560027	20.39691943	18.00048466	11.7238226	19.3419318	13.96416829	22.08572693	18.5202058	22.78268359	18.78473771	25.73658385	19.27784348	17.38451578	22.40857907	23.50039656
Igf2bp2	34.98963429	37.19676426	48.38819871	35.61070642	39.54006177	38.16154449	33.72056751	34.64539923	24.58078089	31.66764394	35.95939723	36.24088262	46.97539159	32.24375095	36.75095646	34.96161618	32.62645229	27.69306963	41.28408665	27.98397701	17.94589915	37.21624399	36.9176838	34.4183187	37.45597207	23.90772161
Igf2bp3	25.67750501	17.32324222	21.44536366	24.69173284	43.34620835	19.46333959	17.98371564	16.436289	24.25224549	18.25970774	35.15045209	28.1909683	28.08941827	26.02865113	32.02160632	15.25548	18.72894961	27.20465571	30.41697919	25.29605349	27.16267887	31.84704317	32.6061317	22.27135214	16.41611746	18.158058
Igf2r	2.399153559	3.435934815	6.463150811	11.02838423	7.194100723	8.822058708	9.949094864	9.877287691	9.123574307	9.383432519	3.478949049	6.162024366	9.572549093	3.519945822	7.794709524	7.426987517	3.989130977	4.414777256	10.30137138	12.0287479	5.877286995	13.65971435	8.636108415	6.17276684	3.624294032	4.546327077
Igfals	3.738669499	0	0	0	0	0	0	0	0	0	0	0.592359454	0	0	0	0	4.82086357	0	0	0	0	0.743114626	0	0	0	0
Igfbp2	0	0	0	0	0	0	2.677783513	0.841283773	3.611170486	0	0	3.769316679	0	0	0	0	0	0	0	0	0	0	0	0	0	2.265994277
Ighmbp2	2.635236735	4.51301294	5.985963156	3.009765421	3.079761494	5.245392825	2.555497103	6.623634971	3.446259068	4.756978877	6.490626795	5.620598743	3.293007045	2.260308971	2.208228991	3.31193673	6.403982468	5.23843694	6.201520028	2.452119884	7.469492509	4.583174824	3.961155393	6.204208258	3.083195689	3.784397849
