Symbol	E3.5_wt_male_IB140	E3.5_wt_male_IB141	E3.5_wt_male_IB142	E3.5_wt_male_IB144	E3.5_wt_male_IB145	E3.5_wt_male_IB44	E3.5_wt_male_IB45	E3.5_wt_male_IB46	E3.5_wt_male_IB47	E3.5_wt_male_IB48	E3.5_wt_male_IB49	E3.5_wt_male_IB50	E3.5_wt_female_IB146	E3.5_wt_female_IB147	E3.5_wt_female_IB148	E3.5_wt_female_IB42	E3.5_wt_female_IB43	E3.5_KO_male_IB152	E3.5_KO_male_IB153	E3.5_KO_male_IB154	E3.5_KO_male_IB51	E3.5_KO_male_IB52	E3.5_KO_female_IB151	E3.5_KO_female_IB53	E3.5_KO_female_IB54	E3.5_KO_female_IB55
0610007P14Rik	68.50486491	54.13330458	39.33459739	73.95820598	46.98000729	44.31626566	47.97864941	39.56802516	20.21950732	29.77025768	87.14368652	46.4309836	25.76048549	31.82743923	41.4588005	52.85347943	47.23429239	40.4970571	63.06710368	11.50944371	12.91659877	38.05954057	22.31083169	35.99618804	48.08274522	26.64407701
0610009B22Rik	69.49222539	38.5905182	33.50332284	110.23959	48.48009461	40.36775142	31.28796359	44.93619389	24.11080873	41.6011266	41.18571839	47.18757767	30.71816383	31.62726666	97.84537666	46.34211848	51.20424149	62.51937859	43.38723824	150.1113767	79.76260858	68.0763103	99.76730399	89.22353838	75.49757293	84.15745977
0610009L18Rik	0	0	0	54.08825614	6.918268751	0	0	0	0	0	1.356308609	0	0	0	0	0	0	2.76880987	0	0	0	0.633568246	0	0	2.234188132	0
0610009O20Rik	17.35299849	13.92200664	13.8493873	0.409619146	3.562735738	15.77676263	13.30314829	12.53841777	7.973416364	17.42609587	18.16009213	14.04438928	12.69807625	2.614775062	8.515092657	6.130113842	10.58323939	17.11041574	11.95675763	10.28291475	12.73391809	14.35596068	18.32940624	4.784776252	14.72705441	9.693865075
0610010F05Rik	0.544674349	4.042089851	2.144536366	0	9.309583384	4.228242738	1.716627402	2.426920798	3.472480605	1.597724427	3.447448185	3.322506979	16.22163905	9.110027896	3.955610193	1.779806	2.458174637	4.139838912	6.943006119	11.73619226	3.697142402	3.315520784	19.86777766	1.852270871	2.806010775	2.90528928
0610010K14Rik	169.1831309	79.42507329	97.24403673	113.248702	51.59528141	115.0378419	101.1926471	121.0536398	52.48656336	99.01341522	99.3120954	80.80808071	73.55704892	61.96415469	94.16778482	88.77586552	94.7460739	80.72005729	56.66953077	182.9944822	76.63862078	78.60756865	124.678776	117.062809	103.9115272	139.1507871
0610011F06Rik	11.1218338	20.63409615	27.36862069	16.99894204	21.12161952	43.16874213	39.4337466	30.28414115	59.08783273	35.34300398	30.02107994	32.37963869	0	15.50165043	5.048158508	22.71392367	31.37127928	14.7931605	14.17708771	22.07248048	24.26554974	30.46517988	38.93849941	37.2309871	36.49247411	23.17335392
0610012G03Rik	66.68280316	72.04867157	66.39169686	37.48780963	29.1122254	73.38343786	57.97556038	87.27675745	32.57663654	61.45428151	79.90326582	77.35747353	45.65437503	38.45905726	64.01312076	87.65937775	72.64231915	61.75142448	54.71334257	165.1523996	77.29637917	51.72173784	110.3344693	133.9103067	93.07497137	110.8962349
0610030E20Rik	12.40856085	7.22237893	7.663686278	0	7.393022627	6.295829713	9.201774851	8.913722913	10.34100827	7.137008124	9.964507246	10.5240314	1.317487065	6.782390212	7.951339868	3.975181721	5.490312363	5.547777221	7.443429952	11.95666408	12.74019908	10.40957823	6.814657537	6.205547103	11.34065024	13.30232527
0610037L13Rik	46.52382831	10.78933074	25.75932462	52.69640717	30.37169047	28.21554632	29.78365144	30.95067271	24.71707665	42.64718974	23.81716393	33.05564355	27.55425237	20.26408526	13.19811912	14.25221826	39.36883171	26.5205928	33.35865996	53.31048546	29.6057438	37.16974558	25.09549009	38.93530695	43.33460686	25.20352499
0610038B21Rik	0	3.662563358	0	0	0	0	2.333170533	1.466032261	0	1.447708279	0	0	0	0	2.688152692	0	3.341051542	0	0	0	1.435716119	0.7725123	1.928819987	5.035063301	0.181610302	0.98718792
0610039K10Rik	2.371137543	0	0	0	0	0	0	1.173904907	0	2.318464469	0	0	0	0	0	0	0	0	0	0	0	0.824771281	0	0	0	0
0610040B10Rik	0	6.338731811	0	0	0	0	0	7.611706138	0	10.02208959	0	0	0	0	0	0	0	11.6856362	13.06547515	44.55822277	4.969535566	0.891315328	10.01452104	2.178523127	3.771715782	8.542540924
0610040F04Rik	0	0	0.928700895	0.824037178	0	1.220706062	1.486786076	0	0	0	0.702556509	0	0	2.630091736	1.712994372	3.083011229	0	0	0	0	0	0.820457624	0	1.403734567	0.694374454	0
0610040J01Rik	0	0	0	0	0	0	0	2.38798624	0	3.53720809	1.795839634	0	0	0	0	0	0	0	0	0	0	0.419442507	0.392726315	0	2.514477188	2.412011555
0610043K17Rik	0	4.51301294	0	12.74724179	0	4.720853542	5.749868482	0	0	3.567734158	0	0	0	0	0	0	0	0	0	0	0	0.634593437	0	0	0	0
1110001J03Rik	48.57605926	6.32435827	15.09928666	15.63054647	19.42135309	39.69370734	8.057638825	25.31482011	54.33132919	54.99650069	55.20883409	48.20409012	13.84407043	28.50757029	27.85072483	33.4167657	69.23022447	50.52293203	0	112.1094198	49.58266778	24.01094352	86.59570729	134.7621562	43.90356995	46.02511845
1110002L01Rik	0	0	1.345209175	0	1.297699502	0	0	1.353192202	4.356384759	2.004417918	0.763231844	1.136791644	0	0	2.481246394	3.34927129	0	0	0	3.099702453	1.987814226	0.950736349	0	0.871409251	0.67052725	0.683403274
1110004E09Rik	6.786183415	14.38886671	22.90209945	0	11.04662517	27.59446464	18.33234078	20.15825873	45.32438141	24.64589529	28.15360801	25.80507257	10.49911446	10.80983534	10.56076496	22.174883	30.6267846	20.63156177	34.60160229	40.31212348	20.68147218	16.52343806	27.15315823	17.30830068	32.82008918	17.452345
1110004F10Rik	72.48059368	147.4207913	183.9093115	58.38009108	85.64816714	139.6226156	124.3696553	128.3841102	85.57184347	127.5668832	155.3176803	122.3675005	126.4655834	121.2284426	198.8541753	121.0522338	58.15338855	160.3714454	114.9761813	122.3828951	68.72157754	128.8587302	141.1093703	125.9808803	161.2139089	135.3138482
1110007C09Rik	0	3.468957708	5.521380941	0	0	0	8.839350054	0	11.92045581	0	5.221113362	4.665935852	0	0	0	9.164672684	6.328882461	6.395124289	0	0	5.439292659	6.341198599	0	7.749472815	3.440205108	3.740017917
1110008F13Rik	108.4524439	58.43707041	114.1506071	97.53461	53.02029394	88.91390443	47.37891629	53.16112224	59.32981148	58.79625892	33.58220115	30.96403906	87.21764373	53.87930784	74.08292804	42.10512479	82.38396712	84.8785258	65.70067504	134.7632543	29.15460865	53.78451348	79.73466279	75.31465667	64.53824783	73.74246755
1110008L16Rik	8.319520609	5.368704518	8.54512084	12.63682294	15.1127661	2.807976409	9.120099382	7.163192602	6.149532544	7.781025603	8.888455549	9.628264164	5.876068393	6.049970402	10.50768444	3.545908007	0	7.148095291	5.533021238	7.383795546	7.716571107	9.184808573	14.37224601	14.29983419	9.139886603	4.823507227
1110008P14Rik	94.38534946	50.94140634	91.21623856	137.8913963	39.10875212	119.8967461	75.71972923	74.76541392	80.23174365	73.83091874	80.50527672	79.93877313	46.46297611	28.70282762	37.38864429	117.7597668	154.8986758	73.04263724	87.50089903	83.03616922	43.26597175	69.24312682	116.2517714	140.7916164	91.35551062	109.8438139
1110012L19Rik	27.7335605	31.66367451	16.79920634	24.22217136	24.30884592	35.88205994	3.361796331	29.57307462	18.13443041	20.8595999	22.23986831	23.66075323	11.55200579	23.78777388	7.746559223	17.42761788	24.07011116	29.18645182	27.19398801	105.645015	16.54944673	20.40665178	107.6932096	71.64187691	38.72818223	69.69808224
1110017D15Rik	1.748024654	0	0	3.053409079	0	0	0	0	0	0	1.301635703	0	0	0	0	0	0	0	0	0	0	0.30401453	0	0	0.428825567	0
1110019D14Rik	16.55839108	16.75659411	14.817057	17.09134521	11.43500229	7.790353776	16.60476038	17.88598505	3.19894742	13.24682069	14.57171612	9.182362411	8.151181657	16.7848311	13.66507527	9.837645979	0	14.87357345	19.18828126	33.57321249	10.21773668	20.15872049	20.59060402	26.55529526	12.74024156	30.10989057
1110020A21Rik	12.01408748	4.572199995	0	0	0	0	2.912638297	1.830136995	0	5.421786171	0.68815986	1.024976072	5.004291033	5.152392826	10.06735217	3.01983477	4.170837294	2.809661163	0	2.096110266	12.54604061	7.072075714	28.29239005	25.92799656	4.080872813	16.02076527
1110028F11Rik	0	0	1.641105463	0	0	0	0	0	0	0	0.310371545	0.92456252	0	0	0	0	0	0	0	0	0	0.1449829	1.085986262	0	0.511261535	2.501180189
1110028F18Rik	0	0	0	0.734320975	3.193443965	0	2.649827533	0	3.573469974	0	0.62606639	0	0	0	3.052987733	0	0	0	0	0	3.261141908	1.169809826	0	5.361018881	0.825033529	0
1110032A03Rik	0	1.565118966	3.736692152	0	2.403147226	4.9115951	1.994062133	3.758867229	8.067379183	0	9.422615361	5.613785896	3.426057834	17.63725939	0	2.067451414	0	8.656026816	0	0	0	3.741323597	0	0.537906945	4.035580672	4.640392601
1110034G24Rik	14.56291103	7.584070692	12.07121761	7.363676891	14.5561127	13.88335311	7.246945048	15.17856651	16.28831827	16.48773406	17.12212839	14.45139615	8.30079546	12.81968575	16.69907498	12.52276825	6.918316109	10.48609095	23.44857539	9.851195765	10.40528181	12.53052412	19.47078871	24.43618735	14.10226839	20.95274484
1110037F02Rik	4.437009873	7.839893175	6.239199264	10.10328647	6.620729715	9.021043536	11.48680683	8.315998461	8.082119299	8.367001006	7.905859019	7.20580508	5.148476509	8.834742443	13.23447655	10.35614454	9.297186153	5.058574772	10.50379731	4.552619907	8.605014501	15.54383779	8.670337264	10.37362805	7.386166301	7.078962935
1110038B12Rik	210.5642601	104.1747435	128.1260351	33.43716224	94.51835083	108.972368	102.5604724	119.4094477	73.22276589	86.09808713	92.65038517	125.2593849	41.46169821	117.3940776	55.60688013	87.57008127	172.7817147	90.20491103	107.3631574	328.5210962	159.6326195	100.5415796	135.9073088	251.4363365	90.63217437	144.2224566
1110038F14Rik	38.23703791	33.23331435	20.34459338	24.36989877	15.70085557	40.1121103	19.54217446	20.46532662	17.56928775	10.10476494	28.47253535	24.06955726	33.57599483	23.04645004	30.02057965	47.27660666	18.65599083	40.84438684	15.80790761	39.06591085	20.04212327	21.20856636	56.54395017	34.26531334	29.15502881	31.00683965
1110046J04Rik	0	0	2.8566218	2.534683212	0	3.754810153	4.573254468	4.310361262	0	0	3.241525207	0	0	8.089986162	5.269056048	0	0	2.205782895	0	1.097063288	16.88490849	1.009469097	0.945171441	2.46731062	0.711949783	3.869979929
1110051M20Rik	6.836640132	4.227956539	0	1.990347505	0	2.948446174	5.38668831	2.820574954	4.842873405	1.114128201	5.515015348	3.791220237	0	3.176310888	0	1.861646498	2.571208438	3.464160302	2.904906047	1.722927084	0	1.783531429	0.742191218	0.968721754	0.559055059	3.418743007
1110054M08Rik	0	0	5.198115078	0	0	0	8.321823704	3.921722132	0	0	3.932342055	0	0	0	0	0	0	0	0	0	0	0.918451391	2.579853196	1.68363614	0.647757589	2.640785485
1110057K04Rik	46.82573505	38.91265602	37.44936638	40.25803956	47.24266195	26.50540224	31.12988497	50.34955088	43.53557773	35.05455087	47.94344096	40.57335523	33.67585854	40.79116968	45.16480295	59.76960446	24.76519224	38.9268435	48.49741587	23.50926179	34.05470187	39.06517665	34.7897919	65.31328259	45.50045191	31.70884756
1110058L19Rik	70.99548407	25.08883355	53.24366149	76.77012032	12.84080467	17.49617685	21.3098574	30.12729266	7.184442631	39.66764095	42.79590851	39.37014539	45.76637977	47.12083394	36.8280949	60.75889447	22.88645352	41.11288299	8.618904147	178.9183575	68.84334128	34.69047362	90.2858369	57.48426842	55.56730697	78.89363132
1110059E24Rik	116.0636958	103.514864	122.7927282	82.06036899	140.947614	59.24869551	82.1168192	90.68662029	53.69213708	72.56891201	138.7499907	116.4654184	102.6089926	105.6457016	146.2163053	85.13903909	146.0961355	85.21458332	100.6444164	128.3402714	47.46811283	65.08848905	96.68547861	179.2247178	100.7199546	96.86332117
1110059G10Rik	16.4374648	20.74562628	11.22675315	22.26690167	28.0312359	7.812373521	10.57250438	7.63963762	7.12886527	4.592091035	6.744417071	7.441064019	34.5133788	13.09176874	35.3250937	8.769291089	13.62564519	13.25832373	13.68356814	36.26771764	5.855210009	10.50166229	19.01001019	12.40610909	10.53372175	12.74899889
1110065P20Rik	2.959254335	3.660160101	0	2.584578551	0	3.828723739	4.663279162	4.395210894	0	2.893516679	2.203556506	0	0	0	5.372777624	0	13.355437	0	0	20.13586239	0	0.514670268	0	1.886909795	3.992804984	2.959620477
1190002F15Rik	0	0	0	0	0	14.41921329	5.854067087	1.839182153	0	0	0	4.120167408	0	0	0	6.069519636	0	0	0	8.425879816	0	1.292186966	0	0	0.455671319	0
1190002N15Rik	0.570873874	2.824346326	2.247691279	0	2.168308029	2.215813283	1.799199353	0.847886253	1.213170439	0.558192332	0	0	3.091258259	15.91371962	0	4.663542302	0	3.037279283	2.910789401	0	5.535685188	1.290714854	0	0	0.700234154	1.903148358
1190005I06Rik	0	0	0	0	0	0	0	0	0	0	1.143807941	1.703638703	8.317758938	0	0	0	0	0	0	0	0	1.068606932	4.002170081	0	1.507316026	0
1190007I07Rik	43.712301	18.64332886	20.77161226	53.97553682	28.62572431	39.00384344	23.75279894	38.80477639	12.81289635	38.31975431	30.30479382	36.77855319	0	16.80727072	10.94667527	19.70159582	40.81621523	25.20431338	46.11344171	126.4952104	76.0046616	30.40958176	44.18171049	96.11131442	25.51454794	50.25024073
1200014J11Rik	10.22694564	26.18610404	28.96352663	12.69297878	27.94060195	21.35652841	27.14260004	21.31859135	51.85512093	29.12211265	17.23465925	21.0932377	23.31725676	32.00977338	16.9391264	28.1415538	14.57536394	18.54626751	30.18948109	21.02559151	29.92476541	13.6051824	10.28437977	16.47412778	10.25557771	26.43783194
1300002E11Rik	1.423940265	1.408962868	2.2425816	0.497461191	9.73520465	0.736925357	1.79510923	2.819862508	2.420825074	1.670770177	4.241247935	2.210986526	6.168461794	0	11.37525184	0.930588133	5.141117958	5.627838602	5.808344598	1.076557432	8.836961451	1.981201031	0.742003748	1.210596332	1.956198469	0.949410964
1300017J02Rik	0.495593803	0	0	0	3.764754599	0	0	0	0	0.969169103	0.738070355	0	0	0	0	0	4.473337581	0.753359696	0	0	0	0.517158783	0.3228124	0	0	0.991310243
1500004A13Rik	2.485480081	0	0.611627208	0	0	0	0	0.922885285	0	0.607566743	0.925384435	1.033731724	0	0	0	0	0	0.472277021	1.584130357	0	1.205067869	0.864543939	0	0.132068087	0	0.207148967
1500009L16Rik	18.8856935	119.1299345	141.2807626	44.53527563	57.38570662	58.64296461	68.44943936	108.459375	24.08051877	53.55186899	35.86039067	30.37156905	40.90609756	57.91047884	44.57515506	203.6491588	8.523319093	116.2691441	129.998195	32.12631312	31.13243386	75.87377713	73.19379144	45.75993302	176.7504777	74.29291872
1500011B03Rik	0.64834727	4.811458304	2.552725863	3.397554093	4.925138996	3.355362265	2.043369018	8.987561781	0	5.071557699	7.7244856	5.752597163	0	3.614674668	4.708518171	12.7114379	2.926061816	23.65350168	19.83487889	52.93913908	45.26592488	12.85462244	6.33465966	26.18236536	21.31304989	41.93164423
1500011K16Rik	18.07297993	13.7560641	21.89489656	26.7126232	5.280404879	21.58437107	0	35.79034863	17.72634982	19.0308483	12.42251584	16.96076312	22.5841001	15.50165043	30.28895105	13.6283542	6.274255855	10.56654322	7.088543855	46.24710196	18.87320536	15.95795136	16.29983696	48.45938004	22.85042771	25.95415639
1500012F01Rik	79.44274646	26.45432788	57.14404828	16.01177932	40.61904945	55.34529112	24.07465259	30.25429721	58.43930774	47.80183652	37.54107852	25.41607334	66.18140987	25.55251727	49.9275189	34.94497145	68.94880079	20.90113792	46.73828509	98.17824505	85.92313526	37.19852587	44.78037865	101.3101812	31.85685868	96.76916277
1500012K07Rik	0.429351067	1.062087584	0	1.124970786	0	0	0	0	0	0.839626698	0.319708693	0.476188427	0	0	0	0	1.937708111	0	0	0.324607073	0.83267161	0.149344533	0	0.547534373	0.105328443	0.858808379
1500015A07Rik	0	0	3.572309772	0	0	1.565175692	0	0	2.570827916	0	1.801620233	0.670853438	3.275340698	0	0	0	0	0.91947066	0	0	0	0	0	0.257121828	1.335478764	3.629663311
1600002D24Rik	7.635276987	0	0	0	0	1.317150108	0	0.50401064	2.163441641	0.995421991	1.895158078	0.56454664	0	2.837886794	3.696665056	0	0	0	0	0	1.974352731	0.885279332	0	0	0.124872456	0.678775261
1600002H07Rik	13.15300865	19.52199251	18.64335627	25.73241622	7.993296046	20.42105102	19.89781832	27.08910195	22.36128434	22.63505068	18.02124653	18.67245257	2.848919767	14.66616717	13.37302653	22.34931379	16.62106882	14.39574408	8.047796173	8.353141236	14.28480592	19.58148652	8.910104273	18.78633102	16.13348639	19.6442565
1600002K03Rik	24.24679358	8.568485397	10.22854902	0	0	8.963095205	10.91680099	20.57849893	29.44407517	16.93440637	28.37205934	17.28761486	9.378241261	0	6.288873348	22.63716386	7.816315666	7.89812585	8.830735893	24.87856424	6.717651764	20.48245361	15.79350989	29.44854611	27.19188849	15.01177698
1600010M07Rik	7.321272089	27.16599348	14.41295544	47.9573585	13.90392324	33.15326692	23.07414754	19.93542084	15.558517	17.89658855	19.08079611	24.35982094	0	0	13.29239139	41.86589112	33.04169804	25.040649	9.33248225	17.9893446	24.84767783	26.10280602	8.345434203	38.12415472	31.87997863	8.542540924
1600012H06Rik	16.36394632	25.29972784	9.664420051	7.860644925	20.20003942	11.64454368	11.60405243	14.17758521	5.216280734	9.600259984	14.62214854	9.981987585	6.645756597	13.684875	19.3115875	16.04150255	12.92414749	17.41255902	8.343699661	29.07376938	1.586789295	9.107198703	10.125955	28.17219312	14.35149716	12.27447825
1600014C10Rik	6.536092184	5.658925791	1.930082729	5.993974779	1.241277785	0.845648548	3.089929323	2.588715518	4.166976726	5.112718167	2.67684212	3.987008374	1.769633351	0	2.373366116	4.271534399	2.949809564	4.967806694	1.666321468	1.235388659	0.63379584	3.523924947	9.791976132	2.917326622	4.409445504	6.972694273
1600014K23Rik	12.08009895	0	2.642375165	31.65185661	5.098105187	17.36599696	16.92104153	2.658056112	22.81915826	5.249665975	16.99099463	35.72773738	7.268136977	22.4497116	9.74775369	0	24.23057856	10.20174589	0	0	5.206180117	6.536312402	7.868552249	10.84074604	7.902642591	9.844261445
1600020E01Rik	39.73483354	12.28652862	13.03726953	0	6.288411684	4.284122598	5.217942323	4.917989282	7.036744838	6.475358912	9.86261414	22.0347279	8.965102879	0	12.02366094	10.81996599	14.94396916	2.516730264	0	22.53087686	19.2651599	13.24539077	4.313645873	8.445375999	6.904658358	12.14270134
1600029O15Rik	1.24651841	0	4.90789417	1.633042169	0	3.22552514	1.964300012	1.234254911	2.648990179	6.094139607	1.392296897	1.382499512	10.12476793	10.42441003	0	10.18296965	2.812836649	2.842277462	3.177893348	5.654515255	2.417463404	1.300758687	1.217907479	1.854574691	1.070286034	1.662230185
1700001C19Rik	5.63424937	6.194429754	4.929694921	9.841776625	14.26676854	12.95941139	1.973025387	6.198687213	13.30378466	18.3636289	3.263123376	5.554562169	20.33948382	17.45119169	15.91249075	6.136921298	8.475993612	3.806537056	3.192009476	2.83981624	7.284605161	5.226146507	4.893269583	7.185134578	1.228617393	9.600279195
1700001D01Rik	1.995532569	0	3.92848697	0	0	0	6.289236676	0	0	0	0	8.852890678	0	0	7.246117787	0	0	0	0	0	0	1.388243342	0	0	0.489544231	0
1700001K19Rik	0	0	0	0	0	0	0	0	0	2.3111737	1.760073435	0	0	0	0	3.861843206	0	0	0	0	0	1.233266491	1.539618889	0	0	0
1700001L05Rik	1.878187409	0.929216058	0.369747649	0.984232312	0.713378037	0.972009825	1.183880967	0.557912827	3.193085614	1.101878915	0.27971182	0.83323059	0	0	0.682001757	3.068631034	1.695292853	0.856518396	0.957656016	0	2.185502898	2.874540187	4.893541295	2.634695636	3.686056847	1.878419793
1700001L19Rik	4.365227496	1.542611724	1.227652178	7.080430068	7.105766079	1.613654585	5.896159383	2.469875148	0	1.219502052	4.643556575	9.682849179	0	0	13.58647085	4.075440729	2.814392422	2.843849518	3.179651032	38.66055881	1.209400248	2.169130222	0	7.422401804	3.212634018	12.88940909
1700001O22Rik	0	0	0	1.237868545	0	0	0	0	0	0	0	0.78596531	0	0	0	0	0	0	0	0	0	0	0	0.602482826	0.173848203	0
1700003M07Rik	0.487030627	0	0.958788397	3.402935388	0	0	4.604862274	0	0	0	0	0	0	2.715299891	1.76849095	3.182892803	0	0	0	0	0	0.169407665	0	0.621090827	0.477913591	0
1700007F19Rik	0.68664793	0	0	0	0	0	0	0	0	0	0	0.761553476	0	0	2.493335292	0	0	0	3.501101746	0	0	0	0	0.29188495	0	0
1700007J10Rik	22.32625548	42.67661021	27.96969571	16.84047176	46.25463572	26.2600134	28.7855702	27.13083376	30.19276565	13.89200537	15.86917696	15.75750794	10.99052216	45.2631449	14.74007759	53.05776301	64.12052293	27.7678484	31.04667362	49.87145036	66.91651851	15.88482762	36.35634702	32.78569458	11.20311618	49.39449405
1700007K13Rik	2.804666422	10.40687312	8.282071412	0	5.326378553	3.628715783	13.25902508	6.942683874	0	0	8.35378138	9.331871704	7.593575946	0	15.27633041	9.164672684	6.328882461	10.65854048	14.30052007	23.32487543	2.71964633	10.24347466	0	17.28728551	8.60051277	2.805013438
1700007L15Rik	18.11206268	0	11.88538227	0	0	11.71681723	14.27075792	10.46142566	6.41502441	11.8064777	7.867316199	1.673990373	0	8.414885205	5.480664725	24.65996264	27.24723694	4.588737107	7.695862204	63.90283505	17.56301726	11.55011027	11.7975616	37.2127913	10.36759001	28.17780567
1700007P06Rik	1.369958568	0	0	4.786023951	0	0	0	1.35648064	0	2.679051895	0	0	0	0	0	4.476547289	6.182772173	0	0	1.035745048	0	0.476523383	0	0	0	0.913418714
1700008J07Rik	2.318001443	1.146810032	3.650649899	0.809806273	1.760858699	4.79849916	4.383329015	7.34462873	5.911212872	7.252827992	2.761694173	7.712607782	0	2.584670743	5.050234231	1.514884218	2.092278577	6.342532807	4.727639035	3.855509836	11.68821687	5.96653517	4.227621274	2.561914533	2.956992088	1.854630595
1700010B08Rik	1.25834364	0	0	2.198045598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.437699491	0	0.534905232	0	0
1700010I02Rik	5.171907806	0	0	2.258542266	0	0	0	2.560512768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.397019155	0	1.724182572
1700010I14Rik	0	0	0	14.15737995	0	0	0	0	0	0	0	0	0	0	0	0	0	1.825232491	0	0	0	0.417655745	0	0	0.294560693	0
1700010J16Rik	1.271111501	0	0	0	0	0	0	0	0	0	0.946510743	0	0	0	0	0	5.736664598	1.932235975	0	1.922025197	0	0	0	0	1.247316756	3.390050062
1700016D06Rik	14.28314681	4.416535229	3.514798319	18.71210314	6.781327564	9.239865366	5.626949678	1.767828293	7.588318661	3.491464307	6.647308224	3.960319266	19.33566132	0	9.72459988	0	12.08651187	4.071005486	18.2068379	2.024746258	8.656356489	2.484109227	1.7444138	6.451050273	3.284946445	8.928071274
1700016H13Rik	0	5.896494708	0	0	0	0	0	2.360218958	0	0	0.887478889	1.321850749	0	0	0	0	5.378881077	0	0	0	0	3.316522149	0	0	0.877143205	0
1700016K19Rik	8.569306528	0	4.819967727	0	0	15.8386943	0	2.424285705	10.4061308	14.3639069	1.823137956	2.71546321	6.628919719	0	0	8.000430877	11.04977524	7.443619151	18.72576243	9.255354774	0	3.832365578	2.392176579	7.805783191	10.81143286	7.346028677
1700017B05Rik	4.570230651	3.95688974	3.598857135	11.37602197	4.339692295	10.05214579	12.9634246	6.787901704	6.798573701	14.2998603	6.636126088	8.616945173	2.474760868	6.370003292	4.148820987	5.973568576	11.34427168	4.168366379	4.660566734	2.936990063	4.874858561	8.743344519	9.674885213	7.479566634	8.96935519	11.27463042
1700018B08Rik	0	0	0	0	0	0	3.29020252	2.067376976	0	0	0	0	0	0	0	0	0	0	0	2.367828263	0	1.452513867	0	0	2.56104158	0
1700018B24Rik	0	0	0.658633572	0	0	0.865723291	0	0	0	0	0.249126121	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246224769	0
1700019A02Rik	0	0	0	0	0	0	0	0	0	0	1.339003236	0	9.737217003	0	0	0	0	2.733482152	0	0	0	0.62548444	0	0	0	2.397906224
1700019D03Rik	4.055668711	30.09757551	10.64554023	0	5.134782202	48.97461013	29.82485738	13.38589409	17.23749365	31.72460014	29.19316047	31.48667503	14.64085146	0	19.63576283	39.7575369	24.40489927	16.44022359	48.25139504	3.066252427	5.24363465	23.98215342	12.3280275	4.022692585	40.79241769	15.32331082
1700019G17Rik	5.50323808	0	1.354237424	0	2.612817789	1.780041177	1.084020354	4.086822088	0	1.345246925	1.024472274	1.144421118	0	1.917608068	2.497899054	2.247833081	1.552294539	2.091389029	0	0	0.667051754	0.598198206	0.672115506	0.146209606	0.843784291	5.274589027
1700019L03Rik	4.038719648	1.6650997	0	1.763685543	0	1.741783576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165129845	0
1700020I14Rik	34.93792336	34.21032791	30.0913479	41.95727065	52.52792691	33.90237237	22.94008213	41.08060898	15.4681189	51.24270468	33.06188299	19.37462841	35.47263754	32.46439896	31.71638386	19.02749345	29.56474725	22.12902917	22.26782079	39.07145927	53.64146847	30.38182653	27.49844814	51.67136197	32.31971647	43.19249872
1700021F05Rik	42.68839717	62.11674826	34.60393311	17.54520139	66.76360467	77.97293958	63.31258302	41.0252313	80.04493154	44.19540621	81.33773663	58.48527166	33.9935137	146.9981116	41.03174716	82.0534169	33.99836191	72.52555207	96.0268775	80.68546197	73.04885242	51.53350981	84.23498399	53.90510454	74.23027868	61.94769097
1700021K19Rik	1.899173332	1.565997752	1.66168455	6.081958847	3.205995401	2.730196041	4.655424116	2.925204929	4.484393819	5.777285408	4.55682123	4.212703453	2.285321003	2.352954987	3.064987123	3.447687085	1.904705783	4.490830308	4.303806151	6.222030472	8.184898555	5.138033331	0.549802141	7.714328572	4.244915635	6.472057956
1700022A21Rik	0	0	0	16.32139936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.510079868	2.166733393	0	0.330991083	0	0
1700022I11Rik	0	0	0	0	0	0	0	0.599239703	0	0	0.675970232	0.335606766	0	0	0	0	0	0	0	0	0	0.105254628	0	0	0	0
1700023L04Rik	0	0	10.05858824	0	0	0	0	1.686380011	0	0	0	0	0	0	0	0	0	0	0	10.30112598	3.303014576	0	4.437451419	7.239804954	1.67125372	4.54225741
1700024P16Rik	2.876214035	2.668088645	0	26.06254066	0	1.860642531	0	0	3.056137267	0	1.070861006	4.386217759	0	2.004438536	0	0	0	0	0	0	0	0.125056997	0	0	0.176398272	0.958856634
1700025G04Rik	1.040320188	1.429691407	0.227557427	0	0	0	0	0.114453923	0.491288008	0.904186881	0.602510273	0.128200821	0.625921167	1.933335836	1.678924154	0.377711546	0	1.054271054	0.589379646	0	0.448348503	0.361862692	0.978796056	0.491362608	0.170140962	0.616562314
1700025N23Rik	1.249973283	0	0	4.366848904	0	0	3.939488605	0	0	0	1.861541084	0	6.768553282	6.968868346	0	0	0	0	0	0	2.424163691	0.869575929	2.442566108	1.594041312	0	0.833418627
1700026D11Rik	3.993421139	0	0	0	0	0	0	0	0	0	0.991210187	1.476352784	0	0	0	0	6.007581462	0	0	0	0	0.463020949	0	0	0	0
1700026L06Rik	1.680291955	12.46963635	0	0	0	0	0	1.663760905	0	0	1.251199745	0	0	0	0	0	7.583340534	0	0	0	0	0	0	0	1.236628125	0
