Symbol	E4_wt_male_IB57	E4_wt_male_IB58	E4_wt_female_IB155	E4_wt_female_IB156	E4_wt_female_IB157	E4_wt_female_IB158	E4_wt_female_IB59	E4_KO_male_IB161	E4_KO_male_IB162	E4_KO_male_IB60	E4_KO_male_IB62	E4_KO_male_IB63	E4_KO_male_IB64	E4_KO_female_IB159	E4_KO_female_IB160	E4_KO_female_IB163	E4_KO_female_IB61
Acss3	0	0.267020679	0.293065389	0	0	0	0	0	0.142957553	0	0	0	0	0	0	0.181698863	0
Acta1	1.152959226	1.156779049	1.269609166	3.305869759	3.073696855	2.077334305	1.456465136	0	0.928974694	1.623305043	1.919992595	3.556668974	0.932076064	0.423881516	1.631673342	0.393575206	5.516438808
Acta2	0	0	0	0	0.412416441	0.83618541	0	0.885303485	0	0.653425878	1.93212738	0	0	0	0	0.633700303	0
Actb	7215.760833	4961.146404	7394.901429	8772.427291	8223.566373	6611.172237	7725.306969	7981.531914	4487.907563	5259.493731	5660.001971	5604.488636	3639.669448	4628.177818	4587.667417	4094.250771	6456.284621
Actbl2	0	0.30282506	0	0	0.268213835	0	1.5251111	0	0	0	0	0	0	0.443859855	0	0	0
Actc1	4.754505241	0	0	1.704068836	0	0.535399291	0	0.377899329	0	0.836761197	1.979388049	0.733339085	0.480455036	0.436994397	1.121433045	0.811501107	0
Actg1	4182.816151	3397.59932	4612.734101	6274.311276	4776.309342	3728.097773	4464.04488	5022.609307	3192.165176	3858.058914	5871.312773	4835.682066	2723.162829	2826.405467	3357.90448	2519.209642	6081.968736
Actg2	13.82060554	2.521162551	0.691768036	0	2.233007651	4.52748298	4.761478038	3.195620184	2.024670321	5.306911316	8.892193841	6.976480572	5.078574145	2.771508192	2.963482762	2.573353322	10.82061008
Actl6a	59.57619633	50.51288098	67.45177513	76.99033198	61.14403633	35.52832473	43.45946985	44.28465782	36.95957351	44.89357685	44.01600088	63.15878214	49.51932199	26.53037595	41.5625071	56.42797061	74.67448283
Actl6b	0	0	0	1.53013933	0	0	0	0	0	0	0	0	0	2.746741269	0	0	0
Actl7a	0	0	0.604837079	0	0	0.494817164	0	0	2.065280397	0	0	0	2.664225399	0	0	0	0
Actn1	18.11709372	12.19196854	13.13785724	19.00499344	16.09957309	15.52500432	33.49207606	13.48673081	8.307519971	20.68628543	8.830220022	12.26808231	12.86010698	11.37190555	10.63096932	12.51977571	10.14824089
Actn2	0	12.49914494	7.011569789	4.762712498	5.166262257	7.731352367	20.98305503	2.46445072	9.814630091	6.236450742	8.98983128	8.540058044	8.056960456	4.681873618	11.49243382	8.127248859	7.41761363
Actn3	0.578700726	0.580617996	1.27450083	0	0	1.564003534	0	1.287902093	0.155425655	0.407389865	3.372932701	0.714074486	0.93566725	0	1.091973333	0.987729019	0.553769304
Actn4	625.1531892	603.9535523	520.3598606	441.287204	494.2807261	667.8512598	870.2243517	670.0043059	515.698123	658.0003738	735.1250367	692.7562424	586.3467712	384.1216298	427.8395072	445.4525693	489.5285771
Actr10	39.03459445	37.10265953	29.63626479	50.07106018	29.75839499	20.91399321	44.11955631	28.87015543	29.1339032	39.33880542	49.94988942	42.8422493	35.54244094	68.58236366	26.94256139	24.26531601	47.18263205
Actr1a	106.6512513	131.790968	86.92007347	68.24354445	83.79784686	70.02366661	145.3825227	84.29001818	69.74910494	91.62260455	102.8494939	104.8337909	48.46778538	42.53284636	68.21846533	50.80464537	48.43360847
Actr1b	98.63824306	83.40198721	48.61527269	54.74023724	49.12858733	47.29661144	81.39445245	53.61549079	66.44353216	56.55893327	81.79866381	89.32119485	77.8119716	33.63194723	55.16187148	56.48078965	85.25434404
Actr2	76.5528474	69.35172579	75.86823113	97.48351268	89.43670364	116.4278219	80.2079995	78.59873459	70.50982912	60.23129791	69.36490009	51.95334651	34.94789861	103.968697	101.1154211	58.56675818	52.57110553
Actr3	368.8247707	347.1074352	409.1218444	304.4921543	560.6010028	550.158842	322.263862	522.4107302	337.0874551	327.8360892	512.9974097	387.9139431	318.1081246	533.0981541	360.7473683	282.8181837	311.4811169
Actr3b	3.862514486	5.328552937	1.063325502	0	1.287144241	1.73981301	1.219821473	2.149012551	6.742984441	4.078660655	7.638170424	5.361818792	5.464438925	0	4.099686556	4.61479005	2.772083043
Actr5	0.695073863	3.138195077	2.678891364	0	1.853011187	2.191600801	0.878045663	0.441968925	2.426850311	1.467940341	0	3.00184657	0	0	2.623124834	3.084523562	2.660515544
Actr6	13.58230652	13.14061603	9.614885151	9.736106738	7.75914432	20.10183834	12.25551697	20.97418944	23.71131082	18.78167748	12.92471821	5.985562702	25.88194069	47.0814633	27.91729533	19.53940277	9.283683865
Actr8	17.13729023	13.67709882	17.15558637	12.28440005	17.65165702	16.49110594	15.74438125	17.08831904	19.03836036	18.09629236	9.728958234	20.18497679	13.85413956	16.32393498	14.33118467	19.14545753	38.01583191
Acvr1	0.500967426	0.251313581	0	0	0.222589832	0	0	0	0.269096571	0	0.208561961	1.236314528	0	0	0	0	0
Acvr1b	5.041777758	5.817253689	2.775938259	3.614061157	3.136227561	5.450387659	5.095183497	3.526445374	7.312167607	6.743626245	9.865228964	4.354830208	6.521403723	0.370718469	2.854059078	2.237385568	1.447370792
Acvr1c	0	0	0.100527679	0	0	0	0	0	0.09807498	0	0	0	0	0	0	0	0
Acvr2a	7.270685493	6.273505389	6.885411652	7.921925359	9.949973145	12.70689781	2.9390805	10.91058757	6.795529193	7.677552786	5.327379559	6.280046908	13.51887652	20.74281097	17.97234142	4.566747123	6.122557643
Acvr2b	7.770443604	11.69428132	5.347883406	12.53256975	6.473556133	6.125144156	17.17789745	11.11703847	12.00003015	16.41055469	7.278702086	4.19482028	4.711340388	13.92678793	10.99676849	4.641919915	7.43567954
Acy1	19.62770071	20.27192635	14.62091142	16.55245061	17.95495758	22.36255461	13.12650654	4.771936325	3.411001187	16.25573813	0	9.972591609	14.00068134	0	12.52697919	9.853131895	8.838637944
Acy3	8.794094857	13.78629722	4.841915994	15.75951884	7.81478393	3.961171071	13.88632429	10.13514436	5.019018078	13.54239262	9.152858911	9.49486267	6.22066201	36.77672741	10.889764	10.13161562	19.98617158
Acyp1	15.29806085	19.18593029	2.807638788	14.62133137	16.99308485	8.039251704	6.441711543	9.727408663	8.90219628	11.66687872	24.41397991	12.58446084	11.33666281	69.36611681	0	7.833239857	9.759329397
Acyp2	4.924562061	14.82263229	1.355700398	14.1201531	0	1.109098383	0	0.782831696	6.61311841	6.066830435	10.25092917	7.595687989	31.84894188	6.336744388	0	4.202632412	2.356201732
Ada	4.06442945	1.019473787	3.356734197	5.826951248	3.611814344	5.492287933	1.283588278	1.615252361	6.276768538	2.145937386	0	1.880703557	6.571537516	0	1.437999938	2.428015306	0.972331711
Adad2	8.569453171	7.738059853	2.359115579	7.371335111	0.761515836	2.31599071	1.082528288	4.086722519	0	4.826133043	4.281145314	3.17222405	5.195792272	4.095689189	5.659514279	9.360884144	11.48037296
Adal	18.53990283	9.658381137	10.600442	19.42358997	21.22778799	21.19876175	9.908614562	21.31045592	15.51271466	20.58136409	22.26491197	14.07808481	8.646946483	12.84578696	28.25604712	13.63125727	17.05881919
Adam10	18.00164057	12.82350957	13.08314401	18.58173993	22.23579775	36.97510207	8.6413546	29.53198028	19.4359968	9.757959346	11.09173321	8.218703234	7.713036065	12.30992934	34.13784904	23.47411517	7.234961562
Adam11	0	0	0.71319088	0	0.143884999	0.43759605	0	0.411822868	0.434868919	0.341953566	0	0.199792499	0.523584869	0.119055706	0.305525663	0.110543565	0
Adam12	0	0.431964659	0.118524426	0	0.095648373	0	0	0.0684404	0.173448956	0	0	0	0	0	0	0	0
Adam15	46.98434211	40.76223879	42.3033859	39.62287859	41.50656201	36.8492279	55.16294703	67.13181194	43.34966599	63.4275625	46.48482574	47.7443245	85.79714955	31.295758	47.71812039	46.98371501	34.91025424
Adam17	5.245049433	10.52485319	9.488673129	13.96486343	14.64873273	11.98153199	13.25152089	10.362668	8.55281652	12.52770023	9.358331254	7.858867382	17.41513322	4.683073744	15.72930635	8.31282597	9.679661402
Adam18	0.699784232	0	0	0	0	0	0	0	0.18794589	0	0	0	0	1.029093117	0	0	0
Adam19	24.83330121	10.90056425	21.79118052	24.10562382	28.38938665	31.57657101	29.40978685	13.98115101	6.461224803	11.38149819	13.67705387	16.1192225	10.76980546	5.040453615	15.37558976	10.24318448	9.158825803
Adam1a	0	0	0.882608312	2.298178217	0	0	0	0.849417962	0.574049476	0.376163669	0	0.659341092	0	0.196449616	0	0.182404033	0.511323209
Adam1b	0	0.862169406	1.892527671	0.821309182	0.509085482	0.774138365	1.447374854	1.092815675	0.923176655	0.604940047	0.238501161	0.706894125	0	0	0	0	0
Adam2	0	0	0	0	0.863309995	0	0	0	0.173947568	0	0	0.799169995	0	0	0	0	0
Adam21	0	0	0	0	0	0	0	0	0.304871347	0	0	0	1.147084335	0	0	0	0
Adam22	0.178499413	0.179090793	0.491397454	0.767714677	0.475865125	0.080402443	0.676463226	0.624252457	0.143822465	0.942441171	0.297250366	0.66076577	1.154420916	0.918745783	1.263066065	0.731192657	0.341618704
Adam23	0	0	0	0	0	0.216433042	0	0.22914646	0.838828441	0	0	0	0	0	0	0.24603458	0
Adam25	0	0	0.347071716	0	0	0.283939342	0	0	0	0	0	0	0	0	0.892097634	0	0
Adam26b	0	0.344628769	0	0	0	0	0	0	0.369014757	0	0	0	0	0	0	0	0
Adam28	1.710784956	2.145566111	0.706452214	3.065824077	0.570101941	1.541195993	2.701416697	1.087817899	1.378432033	1.957063788	0.356115634	0.527745963	2.074550867	1.257928474	0.605277737	1.167990204	0.8185407
Adam29	0	0	0	0	0	0.542819121	0	0.191568223	0.16183087	0	0	0	0	0	0.284243606	1.028434117	0
Adam3	0	0.306181082	0	0	0	0.824756204	0	0	0.655693011	0.429663119	0	0	0	0	0	0	0
Adam32	0	0	2.230506663	0	0.300000517	2.43303642	0	0	0.906702585	1.425947769	0.562188269	1.666271072	0.27291888	4.716396416	0.637021632	2.535319153	1.938305716
Adam33	0	0.523748618	0	0	0.231943528	0	0	0	0.140202289	0	0	0	0	0	0	0	0.499529656
Adam4	0	0	0	1.016590422	2.520519366	0.958203882	0.895757313	0.676326268	3.42803623	0.998367436	0	0	0	0	0	0	0
Adam5	0	0	0	0	0	0.533289154	0	0	0.158989697	0.41673166	0	0.36522441	0	0	0	0	0
Adam7	0	0	0	0	0	1.931327893	0	0	0.127952781	0	0	0	0	2.452108123	0	0	0
Adam8	0.544558527	0.273181341	1.798961702	1.561407833	2.177624057	4.169902852	3.439542749	0.865656012	0	0.191677334	0	0.335972752	0	0	0	0.371781984	0
Adam9	39.38722817	16.63904017	19.40335564	11.88785788	23.39544811	19.23541193	29.32958952	20.69484834	20.93429514	19.70115917	16.74284132	19.18459212	17.93176349	13.87087109	32.27110024	26.32440355	18.64680904
Adamdec1	0.684987799	0	0	0	0	0.308542709	0	0	0	0	0	0	0.553758292	0	0	0	0
Adamts10	0.811887259	0.610932817	0.447014726	0	0.721475445	1.279959485	0	0.387184325	2.289568833	0.85732044	0.169001805	0	2.297212531	1.044706507	0.19149778	1.662879419	0
Adamts12	0	0	0	0	0	0.119378411	0	0	0.071180662	0	0	0	0	0.487184963	0	0	0
Adamts13	0	0.361935454	0	0	0.160284119	0	0	0.114689971	0.290659549	0.126975771	0	0	0	0.92837456	0	0	0
Adamts14	0.318463873	0	0.350684259	0	0	0.286894763	0.402296557	0	0.085532044	0.112095033	0	0	0.128726388	0.234164307	0.150230526	0.326133348	0
Adamts15	0	0.978715472	0.460361826	0	0.371508738	0.753243942	0	0	1.197679475	0.29430619	0	0	0.112657304	0.102466635	0.657385262	0.38056226	0
Adamts16	0	0	0	0	0	0	0	0	0.089211951	0.701506673	0.276573119	0	0	0	0	0.226776546	0
Adamts17	0.274040566	0.824845436	0.150883226	0	0.243523392	0.987500434	0	0.087125571	1.251216482	0	0	0.67629214	0.221540056	0.100750077	0.129274501	0.187093471	0
Adamts19	0	0	0	0	0	0	0	0	0.285302344	0	0	0	0.143127411	0	0	0	0
Adamts2	0	0	0	0	0	0.397864215	0	0.421235018	0	0.466358486	0.183864568	0	0.535551323	0	0	0	0
Adamts20	0	0	0	0	0	0.169677386	0.237929154	0	0.101171967	0	0	0	0	0	0	0	0
Adamts3	0	0.324480826	0	0.309102921	0	0	0	0.13709515	0.289534285	0.075890517	0	0	0	0	0	0	0
Adamts4	0	0	0.495330774	0	0.199864216	0	0.568231566	0	0.120811393	0.158330801	0	0.277522823	0	0	0.424392032	0	0
Adamts5	0	0.102274456	0	0.29228229	0	0	0.515082562	0	0	0.071760739	0	0	0	0	0	0	0
Adamts6	0	0	0	0	0	0.617341364	0.432831717	0.108934066	0	0	0	0	0	0	0	0	0
Adamts7	0	2.635642949	0	0.443070648	0.411953572	0	0	0	0.830041611	0.217564172	0	0	0	0.113621813	0	0.21099636	0
Adamts8	1.364694855	0	0	0	0.404240785	0	0	0	0.244350355	0.320236251	0	0	0	0	0.429182801	0.465853472	0.435300485
Adamts9	0	0	0.452124735	0	0.364861464	0.493177611	0.345777757	0.522147185	0.514609297	0.096346758	0.113955823	0.16887696	0	0	0	0.093438249	0
Adamtsl1	0	0	0.116044772	0	0	0	0.266247549	0.134017111	0.283033707	0	0	0.130034613	0	0.464923239	0	0.071947094	0
Adamtsl2	0	0	0	0	0	0	0	0.324046926	0.82123426	0	0	0	0	0.749441347	0	0	0
Adamtsl3	0	0	0	0	0	0	0	0	0.121822991	0	0	0	0.091672272	0.333519403	0.106986406	0	0
Adamtsl4	1.285417976	0.644838321	0.471823116	0	0.190378959	0	1.082528288	0.136224084	0.115077864	0.301633315	0	0	0	0.472579522	0	0.29252763	2.0500666
Adamtsl5	0.642375805	0	0	0	0.285420399	0	0	0	0.172527312	0.678323132	1.872030105	0	4.414133943	2.361672675	0.909093273	0.65784596	0
Adap1	2.066099089	0.3454907	1.89594616	3.949405056	1.836018171	2.481717432	6.08995489	1.094789637	0.924844196	0.727239306	0	0.424902596	4.732452064	0.506396175	2.274185813	0.235095152	1.31805866
Adap2	13.44926577	11.41785107	14.24037206	25.21424333	15.62895618	23.30009439	30.05863145	19.73500568	26.118712	33.86603628	27.13447268	18.51026832	13.38174076	5.324928597	22.44972727	15.53895045	20.78975492
Adar	4.924562061	5.352617215	2.862034174	3.530038275	3.525242043	3.080828841	5.529695751	10.87266244	12.12405042	10.49657964	10.70652602	7.258101856	19.35265566	9.756574693	8.647049139	9.432574969	9.163006736
Adarb1	0.99634589	0.249911711	0.548575286	2.142610296	0.774718658	0.673184093	0	0.158383859	1.20417977	0.350700456	0.207398567	0.614709078	0.704783281	0.09157579	0	0.68022707	0.238355399
Adarb2	0	0	0	0	0.134549352	0.136401212	0	0	0.08133069	0	0	0	0.48961327	0	0.142851167	0.206742401	0
Adat1	2.615053136	4.98506223	5.4712961	2.249435596	9.062978586	8.009803896	7.267571998	7.648902539	6.742491857	8.100081479	5.878951685	4.517498763	13.53000317	1.153698408	5.674614507	4.998990678	6.005741167
Adat2	10.23380258	1.711284629	7.512800832	6.520731403	5.052314284	5.121851445	4.30925232	1.084542466	3.053959018	4.802882574	1.420173463	4.209255312	13.32907261	4.598516402	6.436855882	13.58552267	15.23341987
Adat3	32.78620553	28.19556701	17.40696252	18.46577782	18.20945733	18.98751278	25.14595831	14.51872618	40.88322601	33.38445894	19.98676912	27.45214066	24.61182849	27.98188787	24.85671048	32.77636294	30.25322947
Adck1	10.83640515	13.04676816	8.352940234	11.39274705	10.27163992	10.73841954	7.300794194	9.646595036	6.596925379	11.95137931	19.24861837	22.28555593	8.760373853	0.796793457	5.452704619	10.85076689	8.295643353
Adck2	5.135376175	2.107795902	4.369729993	2.677203371	2.904045695	6.098317443	3.538481842	2.820096436	2.633101201	3.286516144	4.081544021	2.304247139	0.188706556	1.201456763	3.083227898	1.753016662	1.786958307
Adck3	1.216038203	0.813378007	0	0	0.180103353	0.730328768	1.024099382	1.159843133	0.435466384	3.709586561	3.206307555	3.751256114	0	2.831457809	2.485806566	1.660431609	0.775766125
Adck4	9.807523939	7.947705919	8.722910646	6.489467622	12.40262412	17.67062136	17.15436608	8.394886928	8.91532913	4.248760049	4.083052746	5.585431935	7.013765982	11.64919311	6.405994245	12.6190275	7.941152961
Adck5	6.498291333	2.44493271	3.577875978	6.987184903	7.940131681	6.585885088	9.235020089	9.038742563	21.59797654	18.58440858	14.54130085	12.02762629	27.58010325	18.21669368	22.99103146	19.40979788	25.65062682
Adcy1	0	0.067615613	0.148421434	0	0.059887524	0	0	0.128556062	0.072400105	0	0	0.16631446	0	0.049553125	0	0	0
Adcy10	0.317179991	0	0	0	0.281858808	0	0	0.201681731	0	0.558215619	1.320478685	0.587065461	0.512829718	0.81627097	0	0	0
Adcy2	0	0	0	0	0	0	0	0.249479966	0.31612936	0.138102359	0	0	0	1.153972381	0	0	0
Adcy3	2.445102325	3.679804643	2.11552318	2.503864358	2.017614472	2.360058187	5.736255607	2.110004501	3.377304193	3.565522604	0.290840316	3.448089059	1.835480444	0.256838145	4.448983318	2.980936943	3.008266863
Adcy4	0	0.244133193	0	0	0	0	0	0.154721669	0.522816195	0	0	0	0	0	0	0.166124674	0
Adcy5	0	0.491402483	0	0	0	0.14707609	0	0.20762058	0.350782803	0.114930639	0	0	0	0	0	0	0
Adcy6	1.096890006	0	0	0	0	0.123519505	1.385636209	0.435917069	0.073649833	0	0	0.169185283	0.886748548	0	0.129360326	0.187217683	0
Adcy7	0	0.130937155	0.287417051	0	0.115971764	0.235135866	0.329717937	0.165965266	0.280404578	0.18374377	0	0.161033385	0.211005529	0.095959275	0	0.178196926	0
Adcy9	1.482782653	0.5578857	2.041002844	1.062892386	2.470612291	0.834872128	1.404833659	4.242782688	0.099560297	4.305837569	1.851929137	3.659291283	6.592916761	3.270839823	2.098441013	3.922771227	4.611430942
Adcyap1r1	0.529293792	0.265523687	1.894245487	0.758819696	1.763818514	0.119206313	0.334312757	1.009668559	0.142156093	0.093152176	0.110177374	0.163277483	0	0	0.499372716	0.632380728	0.253245453
Add1	22.04553765	22.32337746	21.80342768	18.72917762	22.85563614	24.27355126	17.53444388	31.02098745	41.55610402	48.28279581	25.32437972	29.21759181	35.3140981	15.90974907	49.87980116	55.60497025	38.675593
Add2	0	0	0	0	0.235364304	0	0	0	0.711350185	0	0.220531371	0	0.428235011	0	0.249886491	0.361650061	0
Add3	3.680456923	1.174934249	5.526579389	4.317112422	6.095210993	2.411356873	2.535983645	2.233876352	1.25807279	4.12195547	6.26826258	4.747843367	11.63094269	0	7.576145482	7.53818465	4.482413745
Adh1	274.952254	55.91821363	744.6514725	296.5258613	208.0137019	632.0721753	577.3202888	505.1981462	178.2944314	507.0026416	318.1376636	118.4392098	619.2719659	714.4268746	278.1053074	427.8569632	354.3646157
Adh4	0	0	0	0	0	0	0	0	0	0.443253835	0	0.776936988	0	0.462974247	0	0	0
Adh5	75.44249184	40.00885973	99.0970121	72.62023292	79.01285636	72.81849461	55.81976265	67.50174387	79.02223547	64.86946146	99.15985239	81.12174953	30.4946347	68.54797305	60.50105675	73.94823693	99.00658237
Adh6-ps1	0	0	0	0	0.263213075	0.533671578	0	0.565019793	0.477311128	0.20851525	0	0	0	1.088960581	0	0	0
Adh7	0	0	0	0	0	0.35796297	0	0.252659965	0.213439271	0.839176092	0	0	0	0	0	0	0.760467226
Adhfe1	0	0	0.289797696	0	0.701594073	0.237083471	0	1.840739327	0.848181418	2.408454097	0	0.324734415	0.212753265	1.548065529	0.993177402	1.257710382	1.007334414
Adi1	109.4884498	99.95468783	150.9788901	123.0286832	124.4685131	96.41342581	114.6355449	70.87360915	97.4903942	95.82539268	71.45295427	91.89286002	68.1787209	150.4956525	148.4342169	147.1433187	110.4348235
Adipor1	147.7502438	168.7148526	143.8221292	113.5175895	127.6697853	134.206932	161.8957425	137.8081601	142.5055136	131.5955813	124.3816547	156.62804	146.8307621	166.2608229	118.218657	153.5376935	139.8226452
Adipor2	15.00854418	12.7576996	10.78847425	16.73539215	11.8552816	10.70393284	13.16625372	7.555125881	12.87664098	11.73957167	22.56342547	17.49059054	7.414743881	16.24697312	7.080054199	12.52369612	9.973576598
Adk	27.93150044	35.66695894	38.21380498	29.12281576	32.71865271	46.13156086	25.66124435	22.60426521	41.37332205	43.19908278	51.44685076	41.25408039	38.6603855	27.69496766	28.34893116	32.36026957	33.20771816
Adm	0	0	0	0	0	0	0	0.380362106	0.321318063	0	0	0.738118268	0.483586169	0	0.564370722	1.633579347	3.43449246
Adnp	5.054631566	5.071377863	7.235840042	10.62827351	14.22386706	19.88391943	8.087941314	11.46338308	6.335267627	8.18414913	2.104336163	7.90025912	4.76731338	0.743327202	17.32697539	11.96314502	4.191953439
Adnp2	7.890117342	1.781157999	8.253975348	9.614886962	13.32179947	7.107975309	8.970406333	6.020401923	8.264503137	7.081900815	2.627840868	4.867914652	9.727264208	4.931316908	14.14376634	13.60155689	8.30521728
Ado	8.920713996	3.169886886	6.753492446	4.263047347	12.22125841	11.38491361	7.982215339	8.272127052	5.889915517	4.186629699	8.356179245	6.191724602	3.305357705	6.149381224	16.65750659	8.754901149	6.046612634
Adora1	1.427748506	0	1.257760065	0	0.126875435	1.15759508	0	0.63549265	1.763917325	0.402038736	0	0.880868759	0.11542214	0.209962742	0.67351881	1.949510092	0.273247729
Adora2b	1.791963743	0	0.986632286	0	0.796205277	0	0	0	0	0	0	0	0	0	0	0	0
Adpgk	20.05897092	18.44830853	20.24772287	23.96454555	33.57079846	8.432918016	7.601793145	23.59615035	38.07079401	28.94800927	38.69259055	28.05148131	34.05378187	33.1857542	38.16548439	40.62760097	37.74976543
Adprh	83.4966808	56.02340126	66.65969439	44.88924224	61.2137505	42.31108739	68.55966904	72.0061748	72.60184684	99.55766746	92.11719368	92.08200247	62.01603127	40.29016568	44.31183637	65.55575592	104.8680941
Adprhl1	0	0	0	1.735278888	0	0	0	0	1.300337715	0	0	0	0	0	0	0.413181883	0
Adprhl2	27.77805785	50.89320457	24.60378201	36.36094249	19.85507809	32.09656132	36.61604456	27.2623427	14.92109012	33.58360636	43.24123674	39.49202514	21.47999269	41.29405389	26.777493	34.2188899	40.4498521
Adra1a	0	0	0	0	0	0	0	0.126971252	0	0	0	0	0	0.146826737	0	0	0
Adra1b	0	0	0	0	0	0	0	0.172392539	0	0	0	0	0	0	0	0.18509789	0
Adra1d	0	0	0	0	0	0	0	0.219415233	0	0	0	0	0	0	0	0.235586161	0
Adra2a	0	0.218056351	0	0	0	0	0	0	0	0	0	0.268177145	0	0	0	0	0
Adra2b	0.419763865	1.263463702	0.92446643	0	0.186509468	2.268917728	0.53026284	1.601463621	1.127388835	0.591005113	0.524266271	0	0.848364456	0.617298996	0.792069072	0.429872919	0
Adra2c	0	0	0.284451209	0	0.229550114	0	0	0	0.138755549	0	0	0	0	0	0	0	0
Adrb2	0	0	0	0	0	0	0	0.490000063	0	0	0	1.426317157	0	0	0.727048476	0	0
Adrb3	0	2.075787235	0.976395314	0	1.575888226	0.53252595	0.746731499	0	0.158762163	0.416135264	0.246095652	1.45880691	0	0	0.55770731	0.807146003	3.959599118
Adrbk1	4.673072012	7.032831268	10.00585288	6.699528957	7.151835081	9.121305965	4.591389623	8.088850824	9.482821082	6.396673824	4.323301993	8.008652798	3.567929761	8.781087918	3.919024344	3.544897987	5.962330719
Adrbk2	0.218543726	0.328901662	0.120327377	0	0	0	0	0.416888943	0.586957996	0.230773425	0	0	0.265012897	0.080346853	1.030947046	0.074602284	0
Adrm1	116.7748409	114.2616803	154.0527237	127.6322516	114.5588399	110.4069021	106.6195671	159.5322249	137.5625813	172.9589492	352.342154	218.9907542	112.1622113	137.7220411	139.0804559	173.6578297	198.0413113
Adsl	38.38659933	46.3737308	33.6437399	32.57041953	28.89066147	27.17106977	48.49151848	39.85055043	34.71651991	60.11270218	59.35817789	47.3662637	41.16558796	58.17889371	38.80349762	44.65949551	62.97058057
Adss	69.24574662	56.16450006	59.50478635	63.08992808	82.52528914	101.4427517	65.40116068	116.8660707	79.60557476	51.70843329	90.25676118	61.88715466	67.48953584	120.1520631	131.5784025	72.45976986	76.1709352
Adssl1	0.922496131	0	0	0	0	0	0	1.173154814	0	0.974118981	0	0.56914647	0	5.426440755	2.175868136	1.889424689	0
Aebp1	0	0.204700466	0	1.169995397	0.725217353	0.367599415	0	0	0.219185105	0.143627817	0	0.251751378	0	0.150017835	0	1.392919905	0.390469588
Aebp2	28.71854832	19.04209382	26.12428111	27.20946672	33.39850074	39.25748945	20.82067105	18.57852719	9.054554583	9.317442164	12.475889	19.56716274	11.40644989	4.223310422	21.32265265	16.02641093	19.11742881
Aen	24.33458981	40.79910386	32.43802209	32.13292592	18.21026395	21.63386671	23.4598146	32.37191116	10.49153293	20.96281393	24.79413693	18.96448982	12.16594089	7.063048977	20.54221927	17.4881634	23.28621386
Aes	6.1328529	9.229757112	6.078006463	7.03386988	7.084867447	6.077398043	9.296724009	3.509666377	5.929713746	5.180837699	12.25545385	12.10798905	13.88219005	10.371723	4.050313114	7.955361636	9.389822493
Afap1	0.249688767	0.125258	0.96232806	0.357965193	0.554708528	0.562343218	0.315417038	1.508284916	0.46942447	0.087887114	0.311850089	0.154048863	0.302780339	0.367188884	0.117786907	0.596637885	0
Afap1l1	0	0.730677804	1.336577971	0	1.294330765	1.093454327	0	0.308715879	1.303967809	0.683572179	2.02126755	0	0.196248163	2.498945333	1.603224145	0.331468275	3.252153845
Afap1l2	0	0.406788804	0	0	0	0.182626998	0	0	0.65335987	0	1.350355528	0	0	0	0.191262814	0.138403256	1.163934745
Aff1	22.75262439	14.0480032	26.12531686	24.81289498	26.35368243	12.26326531	25.05716609	20.27917399	21.83185294	40.59069866	21.85923773	18.83669827	17.52903102	16.01489825	23.75983466	22.7695023	18.6088908
Aff2	0	0	0.202780867	0	0	0.66358004	0	0	0.098916684	0	0	0	0	0	0.694958508	0	0
Aff3	0.274906917	0.13790885	0	0	0.244293266	0.12382779	0	0	0.221500954	0.870872094	0.11444881	0.339215084	0	0.303205763	0.129683189	0	0
Aff4	9.752231607	8.806087199	10.29145315	9.786870502	11.84383744	9.151561915	14.57797662	6.046017505	6.155177038	9.7258569	5.142709137	6.718727888	5.453034678	7.947580345	12.11456593	11.65160715	4.354974731
Afg3l1	8.129335051	10.29243346	8.525538588	6.65976293	7.740055516	7.323479528	13.20339564	8.122887647	12.47629556	13.62579737	4.673683943	10.03100651	8.449614574	5.977444449	8.400237689	7.928677643	8.519976882
Afg3l2	23.23224152	24.12232335	27.96253987	20.13899534	34.32847644	20.19915508	22.52281878	26.28118063	16.97763529	32.13923687	30.59054258	19.66682091	23.36758584	16.08933917	23.95788778	24.34503322	27.40143957
Afm	0	0	0	0	0	0.368053914	0	0.259782427	0	0	0	0	0.660566271	0	0	0	0
Afmid	2.833946091	2.132501343	2.340501631	1.01571856	3.777536529	0.957382095	7.159912659	4.730223595	5.518210598	5.48631162	2.359647846	2.622662079	10.5959702	1.56283588	9.692316907	2.902195213	5.423709648
Aftph	13.36453445	5.237817168	8.967978697	10.7775031	14.10305768	12.79219945	7.913730562	9.825764666	12.78725682	9.849288453	7.476492904	8.245430359	6.414973458	15.96863247	11.42693783	8.981692616	3.596840814
Aga	1.280767885	0	3.525871966	3.672334391	0	9.80735291	0	2.443163106	0	0.450813203	0	3.95093538	0	0	10.27110964	0.87440817	0
Agap1	0.172444481	0.778571099	0.284837168	0.49444853	0.45972316	0.388375438	0	0.822377729	1.250494377	1.03186865	2.010170725	0.425567823	0.906149932	2.092154577	1.057525056	0.294329021	0.495045829
Agap2	0.293305622	0.147138681	0	0	0.130321545	0	0	0	0.078775119	0	0	0.361917745	0.237114326	0.323498426	0	0	0
