Symbol	E4_wt_male_IB57	E4_wt_male_IB58	E4_wt_female_IB155	E4_wt_female_IB156	E4_wt_female_IB157	E4_wt_female_IB158	E4_wt_female_IB59	E4_KO_male_IB161	E4_KO_male_IB162	E4_KO_male_IB60	E4_KO_male_IB62	E4_KO_male_IB63	E4_KO_male_IB64	E4_KO_female_IB159	E4_KO_female_IB160	E4_KO_female_IB163	E4_KO_female_IB61
0610007P14Rik	34.85634117	72.7413904	53.73607402	35.97957998	34.69170537	19.4686544	40.50939614	43.44088325	49.05482881	49.56662633	52.82126463	48.17140453	29.30572996	52.79703615	23.02013403	57.58918619	68.04352698
0610009B22Rik	31.17340701	82.36194076	36.61584774	35.75329332	57.25066473	64.59137865	39.37951962	80.6090167	87.63172141	57.78914906	78.73358313	87.18894379	111.7254371	204.0021769	56.86159252	65.26714567	97.44598333
0610009L18Rik	0	1.338985765	1.469587992	3.826584301	1.185947117	0	3.371752084	0.848594617	7.168663091	9.394976279	4.444829384	1.646754973	9.710004039	1.962591961	2.518242218	4.555680692	0
0610009O20Rik	13.05807856	19.65201113	18.1632273	11.82357246	13.13076307	15.47847369	26.91370663	18.79121707	19.01216525	17.6593508	12.01712503	17.80879192	11.66762271	16.17097403	8.753615263	15.01479587	19.07210046
0610010F05Rik	7.183437267	7.407437435	7.251032348	5.149251483	10.99378707	6.471347956	3.528937628	18.52436954	7.717221658	6.040243566	3.821318595	4.67813653	0.483936594	0	17.69643016	9.26365757	4.964528432
0610010K14Rik	99.52955249	128.0014662	89.67223117	77.83096437	49.85134552	51.35259139	98.29783705	105.8614814	90.88655627	100.0035027	178.5514253	102.715665	135.322029	126.4076893	52.92721787	86.48308626	110.8266453
0610011F06Rik	30.55839528	30.65963707	32.52845136	20.44462364	26.25023021	22.9409684	46.32313406	49.22476591	48.69652507	50.19535415	44.95114599	43.99130269	29.64484587	44.93875798	30.75298511	73.0200904	87.72566129
0610012G03Rik	41.55747868	80.00963344	36.48594363	72.46057491	38.42678276	60.20421263	69.52318998	89.98679612	120.9652198	85.78935409	130.4599727	83.15496898	152.0896584	111.4915005	51.92440837	72.080717	95.65602396
0610030E20Rik	4.9915123	7.690933128	10.01152856	13.28982472	9.504979699	6.263270518	6.755873565	16.20954892	7.086054846	10.54167429	9.499695774	12.31832421	16.14096677	1.704032964	10.59601767	9.736612338	11.59999705
0610037L13Rik	18.10911651	36.3382262	24.63336469	13.74461711	27.45188485	22.55166712	32.29577625	32.51249936	33.18753608	27.74637546	43.01755169	31.54634671	12.05629272	31.72224318	18.59294053	33.45414624	34.65788931
0610038B21Rik	0	2.721051178	2.389166034	0	0	1.4659324	1.37039694	0.344898272	0.874077962	1.909222034	0	0	5.700474393	0	0	0	0
0610039K10Rik	0	0	0	0	0	2.347649889	0	0.552344971	0	0.611513177	0	0	0	0	0.819554118	0	0
0610040B10Rik	0	5.651128559	0	0	3.336823934	0	4.743442137	7.162910016	4.03400223	2.643404689	0	2.316684837	3.035602273	5.52202011	1.771354469	5.127211543	7.186415283
0610040F04Rik	0	0.346791711	0	0	0	0	0	0.219782455	0.371330749	0.729977864	0	0.426502648	0	0.508303106	0	1.415882685	0
0610040J01Rik	0	2.216128847	0.972914404	0	2.35540513	0	3.348312096	0	5.932356221	0.621977574	0	2.180409258	1.071389037	0	2.083946434	0.301600679	0
0610043K17Rik	2.673447526	1.341152409	1.471965967	0	1.187866125	0	0	0.849967747	2.872105148	0.941017851	0	1.649419625	6.48381068	0	0	0	0
1110001J03Rik	33.71817493	78.93639892	30.94132542	21.48440528	29.96331696	40.50095319	66.25760445	73.84889842	80.49709666	85.71584367	143.4944126	62.40865274	171.1226134	118.4542182	44.18344481	60.10812625	82.4563749
1110002L01Rik	1.001327619	1.004645077	0.275659081	0.717774449	0	0	0.632458952	0	0.537866964	0.881134896	0.416871119	1.853347869	1.416614394	0	0.944722384	0.683628206	0
1110004E09Rik	17.04753814	27.08136128	35.19808558	36.66019113	18.9364041	21.11673731	35.89190955	20.32468018	6.104766918	19.50164423	45.54039186	20.15894286	28.13739682	35.51565814	14.07335795	20.3677707	23.11022628
1110004F10Rik	119.1937484	95.3157017	113.0596031	160.730207	113.2613381	84.52042669	83.4845816	111.4344144	90.96675029	97.20176672	112.5105375	117.2242527	103.9910607	127.5586645	144.1882538	125.2870763	146.8081979
1110007C09Rik	8.219853589	0	4.525746106	2.946089157	4.565306377	4.62814064	5.191827214	11.1066681	7.726820192	5.786557529	5.988633619	1.267837473	9.967649254	3.022001055	2.908193905	4.208904998	1.966432043
1110008F13Rik	92.83737496	54.46611526	68.44221183	49.6289762	53.8340928	65.20653464	61.61957214	51.52747332	86.21239052	42.64692899	47.82107271	51.45246704	54.06263096	121.4844424	33.40268428	57.47359986	37.64312767
1110008L16Rik	2.650289656	8.243117693	3.210274187	3.799576006	8.007521022	13.60913887	6.026317248	13.31316181	4.697923675	6.90321276	1.544710115	6.213501839	1.285529355	20.07202048	12.75238829	4.885408496	9.637220367
1110008P14Rik	77.95724157	151.3848746	71.99862755	97.34201434	61.45444383	74.76032113	108.0089716	60.7629911	79.02223547	80.54940926	94.22429413	80.67846128	132.1434171	122.963705	48.63810445	61.80748161	81.8179396
1110012L19Rik	23.44641303	50.18473044	20.65487154	33.61384601	13.19576541	28.16291447	25.66933682	29.81722239	29.38677121	24.75847344	42.29841775	27.9667914	59.39096973	76.43060946	34.65620664	40.55202318	37.39383544
1110015O18Rik	0	0	0	0	0	0	0	0.685296892	1.44729369	0.758707152	0	0	0	3.962310581	3.05047345	0	0
1110017D15Rik	0	0.642505573	0	1.836167196	0	0	0	0	0	0.450813203	0	0	0	0	1.208365839	0	0
1110019D14Rik	6.617585733	13.8323129	8.501635209	6.324848284	8.820976487	18.87836486	4.17980215	25.59776031	30.51084464	41.15099957	39.02948899	17.01170441	44.58160881	81.09775862	33.8189171	21.83685557	14.77580712
1110020A21Rik	2.708509133	3.396853232	0	0	0.601722349	1.830012332	0	0	1.091164538	2.383397671	2.819005521	0.835525679	1.094807377	6.472531768	7.027340681	1.386868696	2.591821905
1110028F18Rik	0	0	2.713422721	0	0	0	0	0	0.330902495	0.433668182	0	0	0	0.452962127	0	0	0
1110032A03Rik	1.854310406	8.37204231	3.062878678	0	1.647814288	5.429105047	1.171220281	8.843098785	8.715436917	10.116734	13.12372043	3.432125684	10.49343996	16.36154107	10.49691537	7.595868952	5.32327058
1110032F04Rik	0	0	0	0	0	0	0.809586711	0	0	0	0	0	0	0	0	0.437543266	0
1110034G24Rik	15.72445139	7.324825597	12.36811648	9.661409989	8.982884281	10.11835506	7.094203059	16.78325166	6.033178047	13.0463073	30.39390045	13.8591615	20.42995411	25.60175197	12.18634074	14.18609856	18.27137536
1110036E04Rik	0	0	0	0	0	1.915585624	0	0	0	0	0	0	0	1.563506337	0	0	0
1110037F02Rik	8.359643088	6.872958416	8.566159215	7.656933337	10.11130345	13.49296513	9.386881979	8.933083374	7.047455759	10.21695418	8.217311948	9.169057624	11.54510155	9.647042862	10.95426516	8.402429598	6.221829676
1110038B12Rik	89.76247586	130.8682403	134.3662515	48.25784072	64.81029848	70.75633418	124.0220864	100.7752931	149.1690468	102.6843791	162.3249427	110.760348	181.414601	269.1633232	79.39517485	82.34876264	96.63227342
1110038F14Rik	10.60067278	40.26407516	27.51537481	19.53978106	19.51323254	32.74229213	9.565144547	28.8879964	30.91132781	19.72256111	38.4583668	26.16091401	39.78837076	51.22167141	21.43160311	22.74583306	23.18623446
1110046J04Rik	0	4.266832374	0	6.096925823	0	5.746756872	8.058357298	1.352072247	1.713282801	3.742271761	0.885247551	2.623787202	2.578503861	1.563506337	1.003083612	1.451720128	0
1110051M20Rik	1.669722659	2.931695463	2.298319776	2.393790482	4.451346733	6.016816694	4.218523578	1.327135088	0.896897919	1.763160278	2.085408834	1.030157987	2.699676604	0	0	1.139956078	0.798894069
1110054M08Rik	1.934649381	0.970529495	0	5.547203003	0.859603355	0.871434444	2.443928033	0.615082047	0	1.361941526	2.416290447	1.193608113	0.782005269	13.51407732	3.650566587	2.641654659	0
1110057K04Rik	39.66972819	41.14579003	47.81549147	47.64978984	37.39581398	38.87638138	46.04925007	48.74435412	42.61749274	31.32288749	52.00068199	31.08957977	42.25416532	29.76014082	40.46182824	28.91334738	42.0645463
1110058L19Rik	37.15571	91.95439575	34.09576339	28.40966335	17.60962556	53.55598308	28.16196531	51.18921201	85.15554933	26.15662811	58.78070283	42.79094031	70.08736882	122.0308492	17.52764542	21.98474515	23.70331877
1110059E24Rik	98.34467687	157.2923831	104.4724752	132.6977973	87.90708431	112.5688258	100.8479715	105.570994	93.53348308	84.30017476	108.8594121	107.0736689	153.3957003	105.0653266	108.6133034	71.09158862	80.82200942
1110059G10Rik	9.831541632	13.56315691	6.766401126	4.933231114	12.88663334	25.24230042	8.07274294	19.37956811	21.91635844	11.76594292	13.3024182	6.6722729	22.65186105	71.5677465	34.08842817	14.26344181	7.526385539
1110065P20Rik	0	4.350825137	3.581397509	0	4.816937437	0	2.738995459	1.378687842	8.735044199	0	2.708021052	5.350873113	1.752841207	0	3.068488057	1.480297296	4.149636121
1190002F15Rik	0	2.730913307	4.495922409	0	1.20939253	0	3.438409456	2.596112362	1.462076591	0.958070892	0	0	5.501091434	3.002086715	0	2.787446143	2.604631569
1190002N15Rik	4.601037034	1.258985603	2.763569521	1.199319333	1.672635795	0	1.056766856	1.196840661	0	2.208414044	1.393088298	1.548366574	0.169071519	0	0.986577173	2.998445231	0.400256041
1190005I06Rik	2.250940833	1.129199167	0	0	2.000275928	1.01390329	0	2.146921258	1.209101486	0	0	0	0.909853542	9.930608372	1.061847366	2.305149604	0
1190007I07Rik	22.08810924	64.26773656	31.61971812	25.33321585	25.51688891	18.90360332	16.74156048	41.43251872	71.78151027	55.97798166	82.76117813	28.61787151	102.6747828	120.1851436	18.75551791	31.66807129	59.18224351
1200014J11Rik	18.66733459	18.72918058	15.19985226	30.15475089	16.4717184	10.8954267	16.60657654	12.6221022	12.99303074	18.23124749	13.02556402	19.30324921	14.55968372	23.39213484	13.89120755	10.77008153	17.86311374
1300002E11Rik	3.755927038	5.443202047	2.067965321	0	3.523092711	4.699450713	4.217458025	4.378439565	3.138349803	2.937858205	4.690984686	1.54484667	5.060615055	3.682276608	5.512272559	1.567043689	2.396076831
1300017J02Rik	0	0	0	0	0	0	0.917412985	0	5.266367747	0.511251896	0	0	1.761316484	0.266998775	0	0	0.694950049
1500004A13Rik	0	0.228391344	0.752004657	0	0.60686244	3.281146387	0	1.013215893	0.73365706	0.320500982	0.568617261	0.561775325	1.656239322	0	0.644306393	0.621651441	0
1500009L16Rik	31.82611653	10.41246468	24.37989862	33.72457839	20.28923095	0.623287282	10.48801276	2.639598331	1.486566986	8.767070829	1.15215636	23.05043204	1.677971106	3.052372925	60.706721	66.12986412	64.88237584
1500011B03Rik	2.850242504	8.579056582	2.615511695	1.362079173	4.221398881	0.85589996	7.201085245	2.114410854	6.124074691	13.0422152	14.63483717	9.964808843	7.680649799	7.335173349	4.930049241	13.29713862	11.81894635
1500011K16Rik	18.33503717	20.43975804	3.36501221	14.6033026	4.52590176	11.01166483	20.58805958	16.8400515	41.5835495	25.81475356	21.20337075	23.88099289	22.2336344	84.63466087	3.844123139	18.08116524	25.34296882
1500012F01Rik	35.81984979	62.8924154	39.44390102	41.72428708	29.84151485	35.29427577	22.62454786	35.58808047	56.51976025	46.49240226	55.92173554	41.43663935	86.87252033	74.89894485	47.52414429	42.03201874	25.70750183
1500012K07Rik	0	0.315625357	0.346410879	0.902001402	0.279551129	0.850196133	0.794788477	0.400060981	1.182856709	0.885832493	0	0.776345261	0.762946497	0.23131082	1.483998413	0.214772761	0
1500015A07Rik	1.772736665	0	1.464069153	1.270738027	0.393831151	0.798503235	1.119696642	0.563605223	3.808929144	0	0	0.546856936	0	0	1.672523533	3.630857959	0.848182061
1500015O10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	2.052102068	0	0.635127556	0
1600002D24Rik	0.745909964	0.374190604	1.232065419	3.208111533	1.988536159	4.031810464	0.942263901	0	1.803007769	1.050201412	3.105360484	0.460199245	0	0	0	0.254624501	0
1600002H07Rik	8.480679554	12.37640226	10.61216714	16.57948448	8.22138608	12.5018108	7.791374858	10.29480301	13.25215852	18.99600197	15.40652947	13.79416636	17.13989151	9.353678487	20.3668568	11.05353118	25.82146415
1600002K03Rik	27.91719859	31.82919311	13.9735018	25.46941594	15.78712399	9.145376527	54.50222301	8.068818246	17.04071603	8.039848364	22.18830152	14.09227643	5.129281874	30.79098771	5.986144135	4.331745543	12.14294441
1600010M07Rik	24.13914796	13.455068	8.860470461	15.38088105	11.91722833	4.832500097	13.55269182	4.263636914	11.52572066	12.27295034	7.81633349	11.58342418	10.84143669	12.81897525	18.97879788	9.155734898	30.79892264
1600012H06Rik	14.98721491	12.33023212	6.9314856	11.17290416	23.44009846	11.34129558	4.543790726	22.10903043	23.9903108	19.20209067	9.733547365	10.35615283	8.723501452	25.12559223	36.48116098	20.25955504	12.04689354
1600014C10Rik	2.873374907	7.447477637	1.845717325	1.373133729	4.25565951	5.608501562	1.814882209	3.958632395	2.057925775	4.045558481	3.788089738	2.363690036	4.258642029	7.39470519	3.162766241	4.250384061	4.124377467
1600014K23Rik	19.66893537	18.74739474	14.07830307	45.11725109	16.60467148	54.04345942	29.815922	29.39067046	41.20445135	59.53954372	72.87800464	40.04555217	23.05612203	58.57285616	24.12416087	16.78551398	48.93606598
1600015I10Rik	0	0	0	0	0	0	0	0	0.17863939	0	0	0.410362853	0	0.978135607	0	0	0
1600020E01Rik	4.852248374	21.90745873	12.02213613	20.86921306	15.09165597	17.48499301	12.25911624	3.856681849	5.212807581	7.685670022	8.080321259	7.48415072	1.961328928	9.811518844	1.144487469	1.656367899	6.964807763
1600029I14Rik	1.912257606	0	0	0	0	0.861348397	0	0	0	0.673089157	0	0	0	2.812139871	0	0	0
1600029O15Rik	0.913317065	0.916342939	3.017164071	3.928118876	2.029025056	1.645561116	1.153739381	0.580740816	1.471775275	0	1.90115353	0.563483321	1.476688778	1.678889475	1.723374166	0.935312222	0
1700001C19Rik	4.586869993	5.982686537	11.11207623	17.09745912	8.559759341	11.15687696	4.635457057	6.124864755	4.927709554	5.166454473	2.673437773	2.263945204	5.932992782	4.721771776	3.894816045	3.757867427	0.87785195
1700001D01Rik	0	4.400878878	0	0	5.1971771	19.75765526	0	4.648496175	4.712285791	0	0	1.804143944	1.182004425	1.075083561	4.138385662	0	0
1700001J03Rik	0	0	0	0	0	0	0	0	0.570360213	0	0	0	4.291982648	0	0	0	0
1700001J11Rik	0	0	0	0	0.297447839	0	0	0	3.416152618	0.23563575	0.278702329	0	0	0.738357632	0	0	0
1700001K19Rik	0	0	0	0	0	0	0	0	0	0.60959018	0	0	0.700034067	1.910132742	0	0	0
1700001L05Rik	0.825682444	1.794905623	1.666903988	3.156629262	2.812648527	2.231499295	3.824464425	2.187573163	1.552314701	6.587595228	2.979138935	4.414938286	2.002496252	0.101186442	3.765197905	3.100412777	5.794144589
1700001L19Rik	1.827644437	3.667399065	3.521971666	2.620194339	2.436176766	3.292942544	2.308755022	12.20230246	4.908631032	2.251572578	17.50028649	4.510359859	6.279398507	5.375417806	2.155409199	3.743318162	2.623359561
1700001P01Rik	2.6477413	1.328256713	0	7.591845135	2.352888671	0	0	0	0.711122188	0	0	0	0	0	2.498063995	0	0
1700003C15Rik	0	0	0	0	0	1.049654464	0	0.740874567	0.625867765	0	0	0	0	0	0	0	0
1700003F12Rik	0	0	0	0	0	0	0	1.433233473	0	0	0	1.390643012	0	0	0	0	0
1700003G18Rik	0	0	0	0	0	0	0	0	0	1.875964618	1.109415076	0	0	0	0	0.909666564	0
1700003M07Rik	0.713689232	0	1.96474075	1.023177401	0.634212756	1.285883395	0	0	1.916804515	0.50241817	0.594243928	0.880640456	0	0.52477081	0.673344247	0.97450241	0
1700003P14Rik	0	0	0	0	0	4.492183189	0	0	0	0	0	0	2.015591046	0	0	0	0
1700006A11Rik	0	0	0	0	0	0	0	0	0.895088745	0	0.693734087	0	0	0	0	0	0
1700006E09Rik	0	0	0	0	0	0	0	0	0.635731011	0	0	0	0	4.351161978	0	0	0
1700007B14Rik	0	0	0	0	0	0.344379924	0	0.243072683	0	0	0	0	0	0	0	0	0
1700007F19Rik	0	0	0	0	0	0.453230825	0	0	0.270243755	0	0	0	0.40671894	0	0.949325172	0	0
1700007J10Rik	14.87120226	14.92047144	13.10062959	29.8480464	16.51893037	16.74628746	28.17886418	13.71118089	23.96436968	13.6096083	14.23965705	20.18497679	25.24659316	38.2714265	18.23968958	16.24463063	22.7688405
1700007K13Rik	4.109926794	9.277972261	10.18292874	8.838267471	9.130612754	3.702512512	5.191827214	0	6.622988736	3.616598456	3.422076354	3.803512418	9.967649254	77.81652717	12.60217359	18.94007249	11.79859226
1700007L15Rik	8.847071332	11.09547776	7.306626244	12.68356456	13.75825665	1.992516773	0	4.922303179	13.66268493	12.45620416	17.49519357	8.187480547	26.82058233	6.505191026	3.130104283	8.305121776	12.69888644
1700007P06Rik	0	0	1.105315878	0	1.783964193	1.808517655	0	1.276500772	1.617522158	0.706620938	0.835768344	1.238567835	3.245844472	0	0	0	1.921034462
1700008F21Rik	0	0	0	0	0.448443045	0.909230318	0	0.320879699	0.813207536	0.710505842	0	0	0	0.371058163	0	0.689057141	0
1700008I05Rik	0	0	0	0	0	0.83806871	0	0	0	0	0	0	0.376031813	0	0	0	0
1700008J07Rik	4.076128054	3.748829801	5.236615766	2.92186145	4.527762739	9.180160546	7.7236969	4.53572427	5.108851509	8.608456061	1.131311426	5.029644711	4.119032689	4.495723609	3.845703782	6.493343566	3.900521453
1700008O03Rik	0	0	0	0	1.611638343	0	0	0.57659722	0	0	3.775177536	0	0	0	0	2.47637001	0
1700009N14Rik	1.309184288	0	0	0	0	0	0	0	0	0	0.545037518	0.80771896	0	0	0	0	0
1700009P17Rik	0	0	0	0	0.709962539	0	2.018486016	0	0.858298347	0	0	0	0	0.587448948	0	0	0
1700010B08Rik	0	0.925035925	0	0	0	0	0	0.586250076	1.980983238	0	0	0	0	0.677926576	0	0.629456774	0
1700010I02Rik	3.789427916	0	0	0	1.683718499	6.827568944	0	0	3.053258569	1.333828054	0	0	3.063451835	6.965851056	3.575210855	1.293562545	3.626172849
1700010I14Rik	0	0.441337694	0	0	0.390895243	0.792550602	2.222699191	0.279701847	1.890267286	0.309664021	0	0	0.71121672	0	0.415013827	0.60063181	0
1700010J16Rik	0	0	0	0	0.827622622	1.678027091	0	0	0	0	0.775464878	0	0	0	0	0	0
1700011E24Rik	0	0	0	0	0	0	0	0	1.047792787	0	0	0	0	1.434290938	0	0	0
1700011H14Rik	1.415758844	0	0	0	0	0	3.576888672	0	0.380240142	0	0	0	0	0	0	0.483284721	0
1700012B07Rik	0	0.563831421	0	0	0	0	0	0.357333379	0	0.791223172	0	0	0	0	0	0	0
1700012B09Rik	0	0	0	0	1.071680679	0	0	0	0	1.697953377	0	0	0	0	0	0	0
1700013G24Rik	0	0	0	0	0	0	0	0.507027092	0.4283207	0	0	0	0	0	0	0	0
1700015E13Rik	2.317237828	1.162457488	0	3.322097731	3.088785128	5.218828996	0	0.736718188	4.356496097	0	0.964708762	0	0	0	0	0	0
1700016C15Rik	0	0	0	0	0.980108499	0	0	0	0	0	0	0	0	0	1.040582065	0.75299502	0
1700016D06Rik	5.232590883	4.593685923	0	3.750840352	5.231125407	4.713887664	1.652505574	7.070278031	11.94550146	3.223153778	0.544605976	3.228317745	8.460269201	8.175912593	1.851296832	7.591358341	2.503580938
1700016G22Rik	0	0	0	0	2.475889597	0	0	0	0.74829721	0	0	0	0	0	0	0	0
1700016H13Rik	5.239504983	0.876143963	1.923202891	0	0	0	0	0	0	0	0	0	0	7.063048977	0	0.596187389	0
1700016K19Rik	3.58781883	7.199410977	10.86473902	10.2873211	4.782418667	11.31256266	2.266139566	18.25077326	13.972277	7.57718608	2.240512531	3.320330059	7.976283931	9.892869903	13.53999507	11.63504031	1.716624715
1700017B05Rik	13.05947148	10.58298093	7.190377731	6.720952483	9.522189093	7.541599259	9.729151687	7.452291193	6.835074715	8.486325553	11.29201968	10.12317087	4.331301176	14.65002903	6.318572894	9.716138614	8.972095286
1700017G19Rik	0	0	0	0	0	0.305127107	0	0	0.72774128	0	0	0	0	0	0	0	0
1700018B08Rik	1.529806085	2.302311635	0.842291636	0	0	0	0	0	0	0	0	0	0	0	1.443325864	0.52221599	1.46389941
1700018B24Rik	0	0	0	0	0.217834203	0	0.619321822	0	0	0	1.632848302	0	0	1.622195819	0	0	0
1700019A02Rik	0	0	0	0	1.170815415	1.186929848	0	0	1.415439379	0	0	1.625743745	0	0.968775458	0	2.698532391	0
1700019B03Rik	0	0	0.563964642	0	0	0	0	0	0.275102446	0	0	0	0.414031308	0	0	0.699309696	0
1700019D03Rik	19.81043851	6.956625085	13.08884845	34.08137672	17.60434689	8.030989369	10.01014168	6.928154372	10.10919024	7.670310969	14.84541037	6.111159041	3.203033573	0	14.9524406	38.5463026	28.43545616
1700019G17Rik	1.008047939	0.252846915	1.110036568	0	2.23947915	0.454060412	3.820221855	0.80122036	2.707384047	1.951506818	0	2.798679668	1.426121873	0	1.426594203	1.20437855	3.376168254
1700019L03Rik	0	0.989650375	0.543089533	1.414122795	1.314808237	1.332904504	2.492077063	0	0.794758648	0	0	0.608561987	0	0	0.465311025	0	0
1700020A23Rik	0	0	1.241029969	0	0	0	0	0	0	0	0.938386558	0	0	0	0	0	0
1700020G17Rik	0	0	0	0	0	1.220008221	3.421499246	0	0	0	0	0	0	0.995774118	0	0	0
1700020I14Rik	43.73131919	50.29711151	34.0614255	29.05387861	29.85692687	26.9047649	47.15881788	29.50249574	33.5168552	40.92243025	50.62198681	40.79997569	53.89222886	30.58678666	33.20860799	26.57941168	37.76463551
1700021F05Rik	36.7971174	65.5312755	58.75406248	39.56551808	26.97699528	63.81267945	55.78034406	84.81693745	64.73270839	53.75119112	88.08607452	61.29669456	47.59608018	59.52467112	47.73583313	42.70773089	72.18426042
1700021F07Rik	0	0	0	0	0	0	0	1.638939369	0.692262473	0	0	0	0	0	0	0	0
1700021K19Rik	3.710703136	6.04986999	6.299452329	4.876513664	7.419327781	4.735723471	5.078137567	5.997021175	9.716939679	3.809510782	1.029889346	4.960298433	7.749506832	2.955825849	5.980766353	3.800066949	4.438549585
1700022A21Rik	0	0	0	0	1.013952024	0	0	0	3.064504457	1.606489038	0	0	0	0	0	0.389498114	0
1700022I11Rik	0	0	0.244142503	0	0	0	0	0.140976937	0	0	0	0.273575236	0	1.30418081	0	0	0
1700023C21Rik	0	0	0	0	1.887149783	0	0	0	1.140720425	0	0	0	0	0	0	1.449854164	0
1700023F06Rik	0	0	0	0	0	0	0	0	0.735887637	0	0	0	0	0	0.646265312	0	0
1700023L04Rik	0	0	0	0	0	1.12417676	0	0	2.010907456	0.878472858	0	0	0	0	1.177335297	4.259767898	2.388234686
1700024P04Rik	0	1.741244094	0	0	0	0	0	0	0	0	0	0	0	15.31316501	1.637386484	0	0
1700024P16Rik	4.741618349	1.85007185	2.030524481	1.510622246	3.979503033	11.39089309	1.331067946	0.837500108	1.697985633	0.370885862	0.877343555	0.975135199	0	0	0	0.179844793	0
1700025G04Rik	0.846929758	0.339894275	0.652832148	0.728518254	1.279446536	0.457784508	1.28385147	0.646233424	0.95535628	0.834702321	0.352592448	0.104504955	0.616207966	0.996386651	0.63924213	0.289108709	0.324177027
1700025N23Rik	0	0.918882693	1.008508833	0	4.06929748	0	2.313874213	0.582350408	6.395369389	1.934198553	0	1.130090164	1.480781597	3.367085433	0.864075351	0.6252697	1.752784215
1700026D11Rik	0	0	1.07399642	0	0.866707515	2.635909144	2.464125785	0	1.047792787	0.686598621	0	2.406945285	0.788468123	0	0	0	0
1700026F02Rik	0	0	0	0	0	0	0	0	1.841245831	0	0	2.114816033	0	0	0	0	0
1700026L06Rik	0	1.235219357	0	0	0	0	0	0	0	0	0	0	0	0	0	2.521579447	4.712403464
1700027F09Rik	0	0	0	0	0	0	0	0.685744214	0.579295359	0.759202391	0	0	0	0.792979389	0	0	0
1700027I24Rik	0	0	1.307004263	0	0	0	0	0	0	0	0	0	5.757176724	0	0	0	0
1700028B04Rik	0	0	0	0	0	0	0	0	1.607754512	0	0	1.846632841	2.419682971	0	0	0	0
1700028D13Rik	0	2.315173711	0	0	1.025281097	0	2.914964441	0.73363138	0.619748946	0.812219318	0	0	0	0.848355045	0	0.787700097	0
1700028E10Rik	0.607869967	0.609883877	1.004056255	0	0	0.547612226	0	0	0	0.427924232	0	0	0.737121965	14.30280411	0.286753483	0	1.163363769
1700028J19Rik	1.391904441	6.284321565	0.766364758	0	2.473803759	1.253925889	10.54986288	5.310329245	0.3738334	0	5.215278959	2.576262834	2.813110784	0	0.656609913	5.701701126	2.663877611
1700028K03Rik	1.015795002	0.764370294	0.838925577	0.728144999	0.225669003	0.915099926	0	1.291804655	0.409228631	1.787731422	0	0.626708471	0	0.186726779	0	1.73376351	0
1700029F12Rik	4.347869925	7.270457796	3.989802488	2.077768142	0.643948478	2.611245666	0	5.529263872	4.670949951	6.631699484	6.637027034	4.470795299	3.514907895	1.065653004	3.418403362	6.926233137	5.547408289
1700029I15Rik	9.077970172	0	0	0	0	4.089038543	0	1.443077109	0	0	0	0	0	0	0	0	0
1700029J07Rik	0	0	0.663996327	0	1.071680679	0	0	0	0	0	0	0	0	0	0	0	0
1700029M20Rik	0	0	0	0	0	0	0	0.177279807	0	0	0	0	0	0	0	0.190345349	0
1700029P11Rik	9.680804129	14.56931582	14.21367136	18.50512252	16.48860264	12.35496607	12.22918676	11.79828277	21.66700417	13.06213645	16.79290398	11.94540619	10.43488281	31.43884496	24.35612395	37.45267807	35.51099739
1700030C10Rik	58.45917915	42.30697947	52.23771564	53.58327819	42.5812799	27.19542688	54.47804774	28.64056054	39.38065982	53.63474248	60.64459209	48.48375226	37.18788863	17.26432041	31.19392209	45.14563296	44.01887784
1700030J22Rik	1.112211761	0	1.837108652	1.594517457	1.48253369	0.250489739	1.404991276	1.060814678	0	2.348902181	0.463034229	0.686194095	0	0	2.098676449	1.328829649	0
1700030K09Rik	0.680754253	0	0.374814572	0.975960314	1.512363546	0	0	2.597182041	0	1.198082059	0.283410526	0.420000547	0.550335806	1.00110789	0.642271089	1.626680217	1.954278569
1700030L20Rik	0	0	0.923527886	0	0	0.755538086	0	0	0	0	0.698312028	1.034864292	0	0	0	0.572582	1.605087677
1700030M09Rik	0	0	0	0	0	0	0	0	0.460311458	0.60326663	0	0	0	0	0	0	1.64005328
1700034H15Rik	0.378769044	2.090131608	1.042726923	3.801143919	1.514651854	2.388553464	3.349335576	0.602109202	2.339758286	1.466538136	0.31537705	0.701060061	1.684125974	1.253278292	0.893392901	0.905078608	2.174706138
1700034I23Rik	0	0.353446562	0	0	0	0	0	0.224000029	0	0	0	0	0.854369936	0.259028662	0	0	0
1700034J05Rik	0	0.81497757	2.236172486	0	0.360915076	3.292942544	0	2.582497875	1.308968275	2.287311826	0	0.501151095	0.328334562	0	0	1.109131307	0
1700034K08Rik	0	0	0	0	2.379582708	2.412333922	0	0	1.43838005	0.942543001	0	1.652092914	0	1.968953686	0	3.656358312	0
1700034O15Rik	2.229676884	2.237063937	8.593420744	6.393132745	5.944139801	1.004325256	2.816618813	16.30423962	3.593038424	7.84816507	11.13906635	6.878146613	23.4327193	7.377597717	3.155449257	7.611245205	0
1700034P13Rik	2.211767833	2.219095552	0	0	0	4.981291934	0	1.054779253	0	1.55702552	0	0	1.341029117	14.63667981	1.043368094	1.887527676	0
1700036G14Rik	0	0	0	0	0	0	0	0.97454558	0.823265761	0	0	0	0	0	0	0	0
