Symbol	troph_wt_male_IB178	troph_wt_male_IB179	troph_wt_male_IB182	troph_wt_male_IB82	troph_wt_male_IB83	troph_wt_female_IB180	troph_wt_female_IB181	troph_wt_female_IB84	troph_KO_male_IB183	troph_KO_male_IB184	troph_KO_male_IB190	troph_KO_male_IB85	troph_KO_male_IB86	troph_KO_male_IB88	troph_KO_male_IB90	troph_KO_male_IB91	troph_KO_male_IB93	troph_KO_female_IB186	troph_KO_female_IB187	troph_KO_female_IB189	troph_KO_female_IB191	troph_KO_female_IB87	troph_KO_female_IB94
Gba2	14.35930808	6.26236775	18.11747642	1.533450155	16.9597559	13.72029944	11.57821558	10.72207938	9.290890389	8.034156891	12.4449781	1.132741348	0.244147338	7.688625249	0.221084501	0.3259429	19.2631215	24.47064165	30.3042783	17.90628762	29.6582474	1.480720262	7.1484015
Gbas	4.327479478	14.70843256	13.69793436	2.583768493	6.350252845	3.483512306	10.17838739	11.04035739	5.218191536	1.933865219	8.676834603	0	2.056865679	1.295485713	4.842677893	8.787097426	4.636738016	2.945108206	8.0846316	3.352331678	11.66020546	21.5187013	12.04461359
Gbe1	3.190109608	2.828527438	3.46209412	3.809378987	5.851559412	3.151584969	4.376897317	0.73987957	2.564480169	1.425597059	2.132115132	0	0	10.50499623	14.55421173	1.821832985	5.371279989	3.256590135	4.391422853	3.295006728	9.51657016	0.22989925	7.892433608
Gbf1	15.73112635	12.99534769	13.72550937	8.468592874	17.17127814	26.88326943	15.01236609	17.76404496	10.83203411	19.64923077	18.95953653	2.710781058	1.078657508	10.19064156	8.42459396	7.470182507	16.06585691	9.17027834	12.69128751	16.11521334	11.87476657	6.950779888	10.96599459
Gbgt1	0	1.507488593	0	4.060484119	0	1.244196258	1.332974828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.430751206	12.61902587
Gbp11	0	0	0	2.001752695	1.229951114	0	0	0	0	0	0	0	4.461909802	0	0	0	0	0	0	0	0	0	1.03682912
Gbp2	0	0	0	2.208043299	0	0	0	0	0	1.652647344	0	0	0	0	0	0	0	5.033675777	2.181784598	0	3.202909508	1.599087411	0
Gbp4	0	0	0	2.389046407	0	0	0	0	0.804154976	0	0	0	0	0	0	0	0	0.680788565	0	0	0.192525901	0	0
Gbp7	0	0.483308663	0	0.976359204	0	0	0	0	0	0	0	0	0	2.447702653	0	0	0.250305588	0.55645146	0	0	0	0	1.011431288
Gbx2	0.194112972	0	0.772430218	0	0	0	0	1.980900522	0	0	1.427093054	0.941731107	0	0	0	0.81294084	0	0	0	1.102726852	0	0	0
Gc	0	0.740433139	0.45314201	5.983163685	0	5.133339526	0	6.972507467	0	0	0	0	0	0	16.38977977	1.907629387	0	5.114931305	0.492667512	0	0.964329512	0.722177997	0
Gca	3.012293279	1.428171219	4.245312189	8.243227339	6.077933608	0.909307666	2.706084846	1.92125662	2.219741655	1.233956578	4.613746704	0	0	17.35903575	0	1.752141347	2.113285618	8.456437522	7.873689906	7.843178271	9.831585737	15.12356697	2.561800416
Gcat	1.80211432	4.957444854	0.275812335	0	1.118813442	4.128792351	4.782052791	27.58555356	2.451632704	0	1.528720104	0	0	10.49922197	0.52504784	5.031476638	6.535355296	5.188811737	1.499350909	0.787503287	3.228252575	13.40674814	9.431418394
Gcc1	5.684629826	4.052878347	5.357544635	2.619983711	1.609815185	2.167571489	3.010306855	4.5798152	3.527554645	0	3.299419828	2.096629961	0	5.254575207	0.755469994	0.696114155	2.015026519	1.493194059	4.746181172	1.699659705	4.433864982	2.371773558	2.714096912
Gcc2	3.105747932	4.636378296	8.575387177	7.492968313	7.161711971	1.836770761	2.733099977	1.940436727	10.64903246	3.115688243	3.028874046	94.70942445	45.33355965	5.844110944	83.66287749	7.963349217	2.347821049	11.86230421	6.444100135	2.88053729	4.025568444	9.647082399	3.01860433
Gcdh	12.13219452	23.11090115	36.20806566	4.980014973	19.88938862	19.83741484	25.3399923	3.868988985	10.05766269	5.591064626	10.45245693	0.919669423	3.964450339	8.115084367	14.71882503	15.87792582	5.745185853	4.257352101	16.40263723	8.615148505	23.27679706	10.81973246	12.89725887
Gcgr	0	0	0	2.810132866	8.633249397	1.549924109	0	0	0	0	0	0	0	0	0.405149668	0	0	0	0	0	0	0	0
Gch1	11.64593559	34.9493014	60.30461086	15.6895696	8.435221896	45.79173397	32.83487379	20.56940155	9.241963446	10.27523322	19.20947796	46.84169617	29.03931187	31.4666168	31.38576039	35.43331865	15.08353787	35.76750805	47.47789042	5.089140275	48.36231125	73.38310866	19.30062658
Gchfr	0	0	0	0	0	12.14723246	2.829127814	0	0	0	2.411764573	117.7717843	0	15.12361143	1.242501923	0	0	4.911635148	4.25777519	0	4.167007335	26.00529673	8.927609717
Gck	0.551471064	0.29881177	0	0	0	0.147973452	0.792659864	0	1.625503466	0	0	0	0	1.815988213	0	0	4.952148321	0	0.795290451	0	0	0	0
Gclc	0.842949885	4.502231034	0	4.745327953	1.943803687	10.46911097	4.15412056	1.228886639	6.38912509	1.183906983	3.983950758	3.70005703	0.251841505	3.5689176	1.140259278	3.866470302	4.055140422	8.113442245	2.604941732	4.104576516	2.294468293	9.54615211	4.915786267
Gclm	26.38932847	21.44838363	53.06385416	29.50066013	18.12629996	34.34997341	35.10620439	17.18936535	9.929946342	22.08026792	24.76734557	0.45399554	0	20.33824441	9.569800522	26.25780478	12.28983408	35.72796914	36.437287	31.89656173	33.87748616	13.79802125	30.56036197
Gcm1	0.40578582	0	0.403684033	2.66506701	0	0.163323698	0	0	0	0	0	0.656217743	1.69726812	0.668124146	1.152704586	0.566474017	0	1.518888155	0	1.152604369	0.429539104	0	0
Gcm2	0	0.233008831	0	3.765714691	0	0	0	0	0	1.409256419	0	0	0	0.472026576	0	0.200105618	0.482701154	0	0	0	0	0	0.975246008
Gcn1l1	29.50503552	22.92102362	19.21585121	16.49185628	28.06119219	21.65172282	17.90765738	22.42200447	31.17196764	42.2531221	32.83933823	3.357952037	4.039601399	21.46737763	10.24242633	5.595206907	21.13978012	17.71372653	15.98235084	15.08797692	12.88134797	13.70448099	20.69824422
Gcnt1	13.36524191	17.52069641	17.84239563	7.928379459	0	29.22197424	13.01363327	15.39895611	16.77467952	14.41145777	17.75010349	4.183285276	0.180330305	7.382590333	0.816479011	6.861247864	45.29725723	5.164092784	13.0568214	24.00239596	1.460397055	9.569688382	9.38648811
Gcnt2	4.338489738	4.95571616	7.34889605	0.770101761	0	11.09065125	2.780897193	0.299147216	1.555301299	9.222330967	7.758487994	1.516973307	0	0.965310778	0.333087246	0.98213509	3.948562644	7.461303401	6.975315276	6.994224041	7.323095573	4.182866452	1.595529624
Gcnt3	1.15140901	0.935827609	0.190907538	3.781036711	0	0.386189724	1.65498386	0	0.848466701	0	0	0.155167041	0	0.947894336	0	0.937625791	3.554211311	1.436604747	2.283154812	2.725409541	0.40626949	0	0
Gcnt4	1.376963895	5.398258957	2.578506998	2.127869008	3.268604139	3.781672865	6.636095487	2.893008986	0	2.388959311	1.488714344	0	0	0	0	0.791507071	1.909298598	0.606362808	0.175213647	0	0	2.439955259	1.102152407
Gcnt7	0.185893774	1.813060606	0.369861857	0	0	0	0	5.691073662	0	0	0.683333296	0	0	0.612146177	0	0	0	1.391629959	0	1.056034814	0	0	0
Gcsh	73.1534409	84.79482399	69.39681781	85.14261202	32.38533958	108.5800861	54.5702148	258.2904636	54.58871025	106.2107128	56.73148528	20.46545342	113.6115988	90.46211043	136.7830127	172.3572401	94.58668111	83.18553948	83.46237205	31.56256631	113.0494234	207.9840224	94.50111931
Gda	0	0.123838365	0.303154263	0	0.61486203	0.061325531	0.328506811	0.388720187	0	0	0	0.123199824	0.318649008	0	0	0	0.769630767	0	0.164798511	0	0.161285313	0	0.518318858
Gdap1	0.524109956	0.340783553	0	0	2.53800428	0	0.903998677	0	0	0	0	0	0	0	0.198509959	0	0	0	0.906998762	0.595478102	0	0	0.713165673
Gdap10	1.329809385	2.882201607	2.939825715	1.940832903	2.385039468	0.594701756	0.637136196	0.753919533	0	2.90529841	2.715717716	0.477890043	0	0	0.279818729	0.412534246	0	1.106129076	0.319625325	1.678766407	0	0	2.01055013
Gdap1l1	1.919461299	0	0	2.101064457	0	0	0	0	0	0	0	0	0	0	0	0	3.770494712	0	0	0.908681119	0	0	0
Gdap2	28.46097788	35.74969031	16.3017483	39.65018191	27.84290589	18.7448502	36.5697535	54.27432841	24.15041809	21.19774937	21.13549169	0.464906614	1.202453276	38.81403346	2.72216548	9.230507646	36.30346454	17.21724003	23.32062517	14.69841559	31.34423595	15.0412245	32.27279604
Gde1	72.33444084	75.90190279	40.81301013	24.81702033	19.60521161	94.51090539	43.06232283	23.41193809	23.86694101	37.14943703	57.54479735	9.166018529	0	29.33016934	12.26737019	53.88023723	32.72012976	20.20548403	53.71461406	45.99863872	57.71218857	62.90458473	56.92591951
Gdf11	0.22787641	0.370420996	0	2.993233737	0	0	0.982618109	0	0	2.240336405	0	2.948088103	0	0	1.294644466	0.318113791	0	0	0	0	0	4.696749008	0
Gdf15	31.21780692	3.094245499	3.029864658	0	15.36304251	7.048532489	11.49137432	0	10.09941498	0	18.19280343	0	0	0	0	55.803439	21.79413522	0	7.411828213	17.30182499	2.417940603	25.35084609	2.59015983
Gdf2	0	0	0	0	3.344083953	0	0	2.114153871	0	2.715695602	0	0	0	0	0	0	0	0	0	0	0	0	0
Gdf3	0.195677657	0.954242424	0	0	0	0.1575156	0	1.996867952	1.730324931	1.923778677	0.719298206	0.632881408	1.636910079	0	2.593995242	0.546329137	0	1.464873641	0.423287592	1.111615594	0	0	0
Gdf6	0	0.189929905	0	0	0	0	0	0.596177026	0	0	0	0	0	0.38475779	0	0	0	0	0	0	0	0.185247244	0
Gdf9	0.686281895	0	0	3.004848281	0	0	0	3.501713839	2.022868781	0	0.840909045	0	0	0	0.433222677	0	1.540683617	5.137613927	0.49485229	0	4.843029589	31.55405438	7.781965787
Gdi1	17.39579529	14.13873382	21.94114636	6.120526494	10.02847608	46.76061343	28.79917952	25.36029814	13.73449485	18.3240462	26.83439822	0	2.923427757	11.25224662	1.764848421	9.540300828	19.35219233	20.92944416	34.27052322	44.9997221	28.60759533	4.678800168	26.41826549
Gdi2	54.33700682	85.07386206	59.72144641	30.32868127	73.29792966	56.00693068	69.03029656	122.5247191	78.94696243	52.96670013	66.76836633	102.0600941	78.22595444	80.59506063	96.1977337	88.74710294	76.71581504	53.00755366	84.5763659	62.96031505	107.8660649	60.27990922	122.5306941
Gdnf	0	0	0	0	0	0	0	0	0	1.156240875	0	0	0	0	0	0	0.396037795	0	0	0.6681098	0	0	0
Gdpd1	0.830684741	0	0	0	1.34086458	0	0.716393476	0.847704209	0	4.900059456	0	0	0	4.923784467	1.258508389	0	0	3.731181773	4.312625756	0.94379923	5.979308834	6.848480236	0
Gdpd2	1.590305122	1.034038419	2.531308893	0	0	0	0	0	0	0	0	0	0	0.523685747	0	0	1.071057127	3.57158209	3.440129216	0	2.020075232	0	0
Gdpd3	0	0	0	5.075605148	0	0	0	0	0	15.19569	1.420411907	0	0	2.544877365	1.463546272	0	0	0	0	0	0.818054811	0.612634144	5.257927446
Gdpd4	0	0	0.269210925	5.331881605	3.276105853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gdpd5	62.19633179	42.68763402	44.91607344	22.69360717	22.31007056	45.70884666	33.77266393	35.26146673	23.42530602	37.36791085	38.95171429	27.00785639	18.3066212	17.06765366	20.28541305	9.164926675	24.43507877	25.8673054	42.85423595	22.24658324	18.77576205	7.852249629	42.31582356
Gem	0	0	0	4.803496941	1.475723357	0	0	0	0	1.797629256	0	0	0	3.612665962	0	0	0	0	1.582124114	0	0	2.89895111	2.48802238
Gemin4	8.378159092	5.447595091	10.71612514	6.288568792	0.965982488	7.129590968	13.9347673	3.66420636	4.233474803	7.060178474	2.199825865	0	0	2.758918675	0	0.835417742	6.045663961	8.960030476	2.847984004	2.039788823	1.266941035	0	7.3287701
Gemin5	12.68469235	6.045480487	4.889033299	6.106408769	8.040008732	5.452919356	5.154712763	10.50476584	7.047161791	5.8762863	7.323784598	4.510731359	9.027833043	5.029961988	10.4388957	13.90659982	11.40562082	2.983023986	4.740834654	8.67736363	4.077372642	1.474107776	4.06655927
Gemin6	5.700057725	18.53128243	15.12142398	24.95739548	36.80339909	8.870913096	18.02461818	34.90105948	3.360271897	11.2078708	15.36556085	24.58097401	13.51016046	10.01078831	157.6021016	84.34672921	24.31329266	2.844768424	9.04221809	4.317490399	15.28542193	57.83807873	12.92694869
Gemin7	53.54617791	64.18187019	49.5023497	56.83613419	43.6527866	29.60632667	48.97765307	74.51353327	33.47940624	63.80994857	49.70510866	2.624010921	175.326907	51.65133797	103.4533481	126.8486037	72.85434456	93.12794978	53.8202129	15.36302285	91.60498432	222.0995489	110.395803
Gemin8	2.922055736	1.096131412	1.341655755	5.904952395	7.256443611	2.533118524	2.907714698	6.881363579	1.987611809	2.209830735	3.305010711	1.090479484	0.940153419	0	2.55403173	1.255128704	0	0	1.944909655	5.107619361	3.331033641	5.701902097	0
Gen1	0.251406749	0.408670377	3.251359485	0	7.101721998	0.40475224	0	1.282788459	1.111561158	1.235835891	0	0.203281585	12.09284148	1.655759382	8.093861138	1.228366898	2.116504146	0	0.543840104	0.714102128	0	3.9859474	5.986638072
Get4	82.12620483	93.14588611	93.95595229	29.42060406	78.33414568	90.6001093	78.07036423	60.95188798	66.01999603	53.21584246	78.90320687	16.90317182	30.05684514	82.36148563	32.51972015	22.66895275	82.96696254	39.12425067	76.71441473	39.23233813	71.52263201	29.00078699	77.46346839
Gfap	0	0	0	0	0.817953737	0	0	0	0	0	0.372544184	0	0	5.006008765	0.383857421	0	0	0	0	0	0	0	0
Gfer	41.84966325	41.5727136	25.44232829	54.97094838	43.1584649	35.37232436	36.09170153	26.09878288	43.17428783	25.14351635	44.44168769	90.98837946	47.16445148	39.81191812	54.1569838	75.29923685	32.10003466	13.92413975	35.20560406	33.0196801	29.53293086	69.66840969	11.07275087
Gfi1b	0.453001294	0	0.450654952	2.975162623	0	0	0	1.155706507	0	0	1.665202982	0	0	0	0	0	0	0	0.489963519	0	0	0	1.541017155
Gfm1	12.39005619	17.81656554	16.75055661	10.43253714	12.82027566	14.96052613	15.75403852	17.02064756	5.618560863	7.808408834	7.590838689	0	0	9.938539547	6.618068362	11.3092024	17.11712545	9.513220964	12.37016441	6.316697847	15.13306936	9.066419385	12.96874483
Gfm2	3.54235347	6.384111519	7.507664263	3.034565944	0	11.83994711	3.984746546	7.858545457	2.723833014	3.028362926	5.09535333	7.471992286	2.254684035	4.56453839	3.791729136	1.182523759	1.037280554	6.341407648	4.664299101	3.062284196	3.586679574	1.709293846	6.81107153
Gfod1	0.868286521	0.302449244	0.246796911	0	0	0.149774752	2.674363383	0	0.54843031	0	1.139915777	0	0	0.204232719	0.46981287	2.597403404	3.968174906	0	0.670809687	1.761645091	0.656509271	1.474962276	0.421961716
Gfod2	5.067340119	4.283311156	0.403287486	2.662449066	3.271814948	0	6.11819733	0	0	0	2.98035347	0	0	2.669871342	0	0	0	1.517396124	1.315393219	2.30294429	3.003820121	9.962225557	1.379043839
Gfpt1	4.227238712	5.261009728	2.6283397	2.602791116	8.529340889	2.764792068	6.550734969	4.044232884	7.008812959	5.194941396	5.584346683	33.00550485	0.414401811	5.220094159	8.380723195	3.596040161	14.45747126	7.911443042	8.287033422	4.877907287	9.788376705	4.712419487	11.23452807
Gfpt2	10.78009577	18.64671507	0	9.0769362	7.808088855	5.340127005	7.747413977	0	4.888486645	0	16.76523685	0	0	5.916456352	0	24.88862213	7.911869585	8.277075708	5.381394362	7.066167308	7.022230713	12.05161742	6.582094036
Gfra1	0	0	0.254681552	3.362745843	1.033097896	0	0	0	0	1.258451994	0	0	0	0	0	0	0	0	0.276896257	0	0	0	0
Gfra2	0.11920398	0	0	3.131569208	0.962076146	0	0	0	0	0	0.438185995	0	0.249295447	0	0.451492611	0.332815757	0.802828782	0	0.257860639	0	0	2.645899977	0
Gfra3	0	0	0	10.88503273	0	0	0	0	0	0	0.761546143	0	0	0	0	0	0	0	0.448149363	0	0.438595652	0	0
Gfra4	0.432130031	0.702442329	0	0	0	0	1.863373188	0	0	0	0	0	0	0	0	0	0	0	4.673892835	0	0.914850825	0	2.940034823
Gfral	0	0.322515588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.420039682	0	1.349871758
Gga1	4.080595049	3.095469327	3.51819815	14.29333236	3.293382614	3.28477654	2.93263249	4.858233614	3.608360528	1.337260788	2.999999835	0	0	4.927030205	0	3.038123006	4.580410753	2.036531647	2.059655478	2.318125201	3.455567058	1.725229441	4.627114792
Gga2	15.94710895	23.1794479	21.99207222	13.29972512	10.21480561	21.53087856	25.10467721	56.82928597	8.953396722	32.35181353	12.09629866	9.278551261	8.82294867	17.22670206	13.74195441	5.889430331	23.8672084	20.84457386	24.09286161	9.107247689	44.65766397	21.9390913	41.33240532
Gga3	7.287278363	7.836401585	0.892250282	1.472628715	2.714513135	7.580775242	4.834342285	3.432269364	17.8447691	3.306641589	9.478673751	1.269115488	4.454810089	2.21510108	17.19756328	0.782537456	6.040517783	10.91074181	5.092905232	8.279588353	2.373492361	0.177748782	3.051054883
Ggct	2.120990642	0.492534819	4.220009732	3.97998994	2.445453463	5.365938926	0	0	0	0	2.227606338	0.489995187	45.62436153	3.991085207	1.147626592	2.537903414	5.101676294	11.34147764	5.898988093	1.721290225	8.339113798	10.56861369	4.122956323
Ggcx	12.24244202	16.66089498	18.69339747	9.349338217	14.9359086	15.35524446	23.32590997	21.79058905	12.58797958	9.796738396	12.55881269	11.04999149	4.76335751	6.094011268	17.52317734	10.73115559	9.108049613	19.18231568	19.70806002	16.98252605	24.41127477	8.576455362	11.62221424
Ggh	2.178574099	2.529534027	8.669160265	0	5.02369173	7.265317966	1.342022168	0	0	0	1.144042169	0	0.650875444	4.099440461	0	0	0	0	11.44504527	12.37615461	7.906629303	1.973735341	4.234891789
Ggn	0.777768902	0	0	0	1.255449535	1.753036416	0	3.174816819	1.375520272	0	0.571805472	0	0	0	0	0.217151932	0	0	0.336492096	0	0.32931871	0	0
Ggnbp1	0.462650425	0	0	3.038534921	1.866988575	0.744843948	0	0	0	0	0	0	4.354006474	0	1.752317734	0	0	0	0	0	0	0	0
Ggnbp2	38.33066614	23.64968546	28.11200866	27.56311677	21.45201516	29.61651031	22.92264848	34.97598831	50.71846322	22.00541955	32.39694737	48.86530982	112.0516276	39.15660461	138.2917275	159.7468249	47.57944369	31.41781534	31.16931991	50.86150046	49.16315298	123.0958517	35.21563745
Ggps1	11.83573353	22.06871745	16.62272436	20.57643049	23.88107528	18.21427756	12.75911586	17.76210253	24.62593188	25.66796223	15.35554534	66.42772369	73.16542751	18.34114906	126.5748395	63.41761433	12.30857405	10.42401858	15.4370539	7.910239686	11.42309518	60.15855416	10.65778123
Ggt1	0	0	2.842558484	2.680883431	0	0	1.760159639	8.33114641	0	4.013105074	0	0	0.426835232	6.720892744	0	0	2.061864425	0	2.207501314	0	11.23429574	6.795330652	4.165776344
Ggt5	0	0.162154321	0	1.310308508	0	0	0	0	0	0.98072256	0	0	0	2.956413008	0	0	0	0.746777498	0	0	0.633562392	1.42340812	0.678688242
Ggt6	0	0	0.901309904	5.950325245	0	0	0.976685727	1.155706507	0	2.226810774	0.832601491	6.226865288	0	0.745864167	1.715771041	0	0.762731406	3.391238757	0	0	0	0	4.623051464
Ggt7	0	0	0.314474654	0	0	0	0	0	0	0	0	0.255600706	0	0	0	4.633544839	0	0	0	1.795784976	0	0	0
Ggta1	19.56394603	19.08112305	15.34111896	1.511641466	0	11.85768302	14.88723978	38.7551642	3.052918528	16.97120425	13.11405393	2.60547357	1.684725564	7.579277818	14.16611576	0.160653674	10.46341573	23.26109864	21.40919233	15.03656932	7.309112141	0.912288435	31.31883163
Gh	6.623326334	4.140940889	2.027390919	13.38455876	0	0.820247903	4.393879988	0	0	0	1.872839403	0	0	0	44.38339583	0.711239599	5.147024528	3.814096923	1.102115471	0	6.471722503	0	0
Ghdc	18.13367115	22.96096179	26.96467432	42.62381456	20.0273816	57.46667432	16.46180754	23.37499266	25.3186074	46.91546288	30.17159871	74.70137536	33.9316241	13.82850106	35.06418585	7.994043594	14.78400662	27.15030141	17.75517199	28.19349189	14.54790535	17.55273331	22.07745853
Ghitm	137.8740326	133.0774711	131.9614268	112.6388841	166.5353809	89.4136793	131.1530379	136.0499201	139.8091309	76.40274524	137.9090833	51.56976615	96.9542371	129.2781176	146.6644428	388.1220635	106.0320475	76.23240474	172.1661811	131.6820554	213.8820239	455.2436585	126.7126372
Ghr	0.093261961	0.606402191	0	0	0	0	0.804303455	3.331046505	0	0	0	0	0	0.307110624	0.353235575	0	1.884334403	0.698173674	2.824404393	2.119229186	0.394884763	0.443588655	1.26903198
Ghrhr	0	0	1.027651217	0	0	0	0	0	0	0	0	0	0	2.551247521	0	0	0	0	0	0	0	0	1.757029572
Gif	0.269376096	1.313640517	0.535961699	0	0	0	0	0	0	0	0	0	0	0.887052554	0	5.640705695	3.628450711	0	0.582711182	0	0	0	0
Gigyf1	1.062445478	0.986881095	1.509917841	0.996827197	0.612487609	2.810080624	1.96342927	0	4.026394204	3.730460859	3.905479741	0	0	0.999606115	1.43717122	0.529702165	1.022211565	3.408700082	0.492486317	2.586683288	2.249274647	2.045418447	0.516317259
Gigyf2	13.94057649	14.13385396	17.01377422	13.21442594	18.55870516	20.65045152	20.14084811	17.23276528	25.41706621	24.01993276	13.9998251	94.01099016	99.63596312	18.22048885	97.98089338	74.73403028	21.29432401	15.60040688	11.96916976	16.73694737	13.99595917	38.16615776	10.75572551
Gimap1	4.387340112	5.794565789	4.910192624	32.41642305	15.49166334	6.180472573	4.72962497	13.99134389	12.1237717	16.17507999	11.08770703	5.321250055	30.96696698	11.7385639	34.79253058	1.148380216	5.540318761	10.26384886	2.372660549	1.557739061	2.322079835	3.912717203	7.462413969
Gimap3	0	0	0	0	3.105554888	0	0	0.981677042	0	1.891491482	0	0	0.804718731	0.633549889	0	0	0	0	0	0	0.407311206	0	9.16276587
Gimap4	0	0	0	0	0	0	0	1.163368649	0	0	0	0	0	0.750809123	0	0	0	3.413722108	0	0	0	0	1.551233843
Gimap6	0.512015111	0	2.037452412	0	10.33097896	0.412159306	0	0	0	0	0.941066946	0	0	0.843030095	1.454467201	0	1.724189358	1.916512722	0	1.454340749	0.541986686	0	5.22531003
Gimap8	0.446145059	2.175672727	2.441088255	1.465066567	9.902103727	0.897838921	0.961903457	0.569107366	0	6.579323076	2.049999887	1.623340811	0	1.836438531	0.844901307	0.311407608	1.502374727	6.679823801	0.96509571	3.168104442	0.944521663	0	0
Gimap9	0	0	0	0	0	0	0	1.522557668	0	0	0	0	0	0.982620761	0	0.416561153	0	0	0.645490623	0	0	8.042650409	0
Gin1	5.661517403	2.958104761	8.045990418	0	1.631899861	11.39344834	1.743774027	0	3.57594834	0	2.973052261	0.326983559	18.60591715	2.663330745	2.29750233	6.774374228	4.085340389	1.513678838	2.186951326	6.891907752	7.705186518	15.70816757	2.751330971
Gins1	1.424276719	1.736408345	4.959148624	9.354178254	0	0.573253496	3.070787567	10.90093488	0	0	0	0.57581833	0	2.34506387	0	0	10.79143193	13.3279487	1.540489269	0	4.522946702	20.88770563	4.845096214
Gins2	14.71032238	12.92548023	27.68619102	10.44459788	22.46141938	32.64397002	13.71500112	32.45776116	7.031320386	11.72615384	20.46049984	91.29771589	157.1469158	15.7105724	200.2774245	266.4065087	26.77642818	8.928955225	19.78074299	4.517143135	25.2509404	114.0916003	27.04945333
Gins3	1.19767382	6.674949493	4.085041404	0	4.142671166	0	2.213335068	0	3.025916485	3.364219925	1.886815816	0.553377649	0	5.070763108	0.324018951	3.343887666	0	6.404267222	2.960907235	0.971972341	6.882242214	10.30810286	6.984411084
Gins4	17.54815425	27.54150715	30.7007034	3.974154178	14.65120653	49.19683355	15.65561345	21.61272842	10.70162839	5.949045792	13.34604032	81.21993531	5.694682955	11.95569953	89.38362071	100.1001949	18.33910499	49.82933077	23.5613542	10.31259804	22.4185402	81.54681463	14.40918826
Gip	0	0	0	16.70491926	0	0	0	0	0	0	0	0	0	2.093936075	0	0	0	0	0	0	1.346198055	0	0
Gipc1	12.76869367	26.98273983	7.113432247	3.354422214	14.42757012	56.32605805	18.72021269	20.84848767	22.58202525	22.59606626	32.85581502	1.651914466	0.534072301	59.70698045	10.63969159	26.38100343	9.459568594	26.7647643	50.27037832	21.76111343	57.84902943	40.8933291	38.22409136
Gipc2	3.264906482	12.20660265	22.73597016	0	0	25.49322696	7.039246024	14.99309754	0	3.209849074	4.800632647	0	0	11.82643168	0	9.115570807	1.09944353	12.22080106	12.71269269	14.83795751	22.11854526	66.25754589	8.885231823
Gipr	0.460585022	2.246090706	0	3.024970033	1.858653804	0	2.979109478	0	0	0	0.846540132	0	0	0	0	3.21486649	21.71400973	0	0	0	0.975092118	0	0
Git1	7.575298633	3.85958381	8.323411759	8.910815833	4.562613174	14.10714031	6.338021407	6.345936933	11.99755161	8.892601052	9.974793971	0.18284204	0.709365073	8.935657071	2.783544718	7.260489712	18.65620123	18.62115265	8.07110864	18.62671817	7.899047603	8.42514616	4.615451928
Git2	31.62519222	28.36754146	20.53955898	41.971234	17.19245544	21.30250734	40.27505242	25.08275468	34.7755119	30.60859058	47.28389654	1.854919242	2.398819088	21.04411991	15.82617398	10.52244886	17.65745163	20.85372827	44.48503006	29.78785514	33.12951454	23.51143162	15.60780845
Gja1	1.329095585	41.48142526	10.04880716	0	2.145383328	2.139777139	2.292459124	39.3334753	0	1.306682522	3.908534406	2.149350867	1.111833609	2.188348652	10.31976879	0	0	0.994981806	1.150033535	2.265118152	4.783447068	1.896502219	6.329833427
Gja10	0	0.441918593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58808533	0	1.151096888	0	1.849626651
Gja3	0	2.37715246	0	0	2.360529849	0	0	0	0	0	0	0	0	0	0	0	0	0	0.632681454	0	0.619193861	0	0
Gja4	0.254115874	0	0	0	0	6.136706911	2.191528812	0	0	0	0	0	0	0.836800808	0	0	0	0	0.54970045	0	0	0	1.728899788
Gja5	0	0	0	0	2.142623105	0	0	0.677290851	0	1.305001361	0	0	0	0.43710663	0	0	0.446991516	0	0	0	0	0.210451356	1.806197012
Gja6	1.432220751	0	1.628345706	0	0	0	0.882261475	0	0	0	0.752107048	0	0	0.673755336	0	0	0	7.65844945	0	0	0	0	0
Gjb1	0	0	0	0	0	0	0	4.222654923	0	0	0	0	0	1.816797477	0.522415581	0	0	0	0	0	0	0	0
Gjb2	0	0	0	2.254886147	0	0	0	0	0	0	0	0	0	0.565293059	0	0	0	2.570231704	0	0	0	0	0
Gjb3	0.429432028	10.12182117	0	8.461102443	1.732938406	7.777844971	11.11043535	6.573456572	0	4.221903465	7.10353759	3.472286391	0	8.484689987	0	0	4.338282901	19.2887732	15.79201877	12.1976966	10.90966749	6.127616432	87.65036179
Gjb4	0	0	0	3.751381521	0	0	0	0	0	0	0	0	0	0	0	0	0.961727766	0	0	0	0.604624594	0	11.65840798
Gjb5	46.74181138	61.02055501	44.3313296	15.90594571	1.95464062	24.75906743	24.01936155	13.59311608	10.70790869	7.143044419	74.78168602	0	85.09050524	25.52046034	37.15036998	27.38522892	12.23324492	50.76509285	14.14510877	30.26804009	21.02170426	20.35067082	75.79561606
Gjc1	0.710055367	2.077595257	0.28255104	0	0	0	1.224722226	3.623016612	6.278828769	0	1.566070113	0.918614514	0	0.93528184	2.689379591	1.585971301	3.825730551	1.063117174	1.535983364	1.613487465	0.601295621	0.675457604	1.932369756
