Symbol	troph_wt_male_IB178	troph_wt_male_IB179	troph_wt_male_IB182	troph_wt_male_IB82	troph_wt_male_IB83	troph_wt_female_IB180	troph_wt_female_IB181	troph_wt_female_IB84	troph_KO_male_IB183	troph_KO_male_IB184	troph_KO_male_IB190	troph_KO_male_IB85	troph_KO_male_IB86	troph_KO_male_IB88	troph_KO_male_IB90	troph_KO_male_IB91	troph_KO_male_IB93	troph_KO_female_IB186	troph_KO_female_IB187	troph_KO_female_IB189	troph_KO_female_IB191	troph_KO_female_IB87	troph_KO_female_IB94
0610007P14Rik	58.15886746	59.4408477	119.872696	9.1489389	11.24289491	92.23116612	46.55288037	24.87743593	6.159080642	3.423839013	44.8059047	34.35424482	63.36396032	26.37652641	10.55235388	103.0667206	14.07287719	18.24972958	89.64802552	29.67591502	61.93192674	98.83417262	35.54092729
0610009B22Rik	23.87858144	35.44020354	22.72207936	6.818548803	16.75827732	8.775104926	15.66874184	15.89205476	9.180516429	0	15.26540796	196.4344478	270.3171684	11.96572527	306.7151161	63.0453516	20.97655279	7.772122033	7.860370717	2.948927405	25.27635015	34.56643668	31.7856595
0610009L18Rik	0.666694958	3.251207225	2.652967115	0	0	0	0	3.401772625	0	0	0	1.078147729	0	0	0	0	0	0	1.442186642	0	0	22.19734827	0
0610009O20Rik	9.784941023	11.16193717	8.538824066	4.509772295	0	2.625543933	7.402335254	4.379569998	3.03598609	1.687707666	8.203410529	8.050677989	0	4.522344469	5.851749903	3.834303328	2.89038399	1.285115852	8.169591386	5.851241148	10.53943161	1.088674319	8.175596003
0610010F05Rik	3.389193743	3.564809983	3.371639246	1.309359009	0	4.814498562	3.0088526	5.086225254	1.762925256	1.960023783	1.465700402	0	4.586313637	10.50407353	2.831643874	6.81862311	9.398914355	8.954836255	10.99719568	5.662795379	8.019308319	10.27272035	4.069178632
0610010K14Rik	26.2165196	25.71646752	29.67807189	17.81187174	25.5366411	22.55906336	35.08366387	46.12699354	0	22.21932766	41.53888051	0	17.96074035	19.34998759	3.424025013	44.8010836	38.05302909	37.22190974	31.28897372	23.11015945	45.93292642	73.09738565	33.82811152
0610011F06Rik	27.98721314	33.08667936	6.074673161	33.42013747	4.106914448	44.238771	15.35961747	18.17494548	8.999396499	15.00832021	48.63378277	13.16643047	75.55773066	13.40532195	53.96533627	111.5269294	51.40678012	11.4281819	20.91437373	40.47048337	49.55535973	162.9682363	6.924126402
0610012G03Rik	78.27252618	83.45501945	75.91345467	47.9059836	43.02069662	86.94572012	49.59916872	70.14219273	39.69278347	41.37235789	90.75186447	48.09081244	364.9380298	80.37383591	321.4329668	229.1100502	72.74414679	21.00216525	61.29440291	23.9061586	59.39378232	191.2617976	55.35300097
0610030E20Rik	6.233899989	6.080052182	2.835022261	4.679107724	2.875017365	6.236822371	4.992183456	8.633631387	10.23744468	0.875539325	8.511436734	2.016233971	15.2721167	13.1966774	4.216301841	5.470129327	9.896415309	4.000110282	11.94394453	7.588683492	8.1071103	20.33194438	4.241288906
0610037L13Rik	17.56102891	17.73315886	32.29316096	20.97000502	12.884749	17.77732641	32.12546683	9.503469236	14.1170417	10.4635699	24.45196513	3.012001361	100.1617995	33.29506866	31.74508297	71.68799902	15.23200682	29.87832213	33.38322684	19.6500095	40.55779673	93.22940793	16.29245603
0610038B21Rik	2.980647388	0	1.07825781	0	4.37387737	0	3.505294934	0	2.396096704	0	1.992120704	0	0	0	0	0.75653851	2.73741948	2.028508541	0.58615465	0	1.720976765	2.57764911	0
0610040B10Rik	2.813755768	1.524619146	3.732242374	0	0	0	0	0	16.587524	0	10.34318125	177.4606659	0	6.177111422	0	0	0	7.0214057	0	5.328175652	0	0	0
0610040F04Rik	0	0	0.343553691	0	0	0.416987951	1.489139243	2.64313463	0	0	0	0	0	0.568604399	0.327001552	0	0	0	0.373520306	0	0.365557547	0	1.174783789
0610040J01Rik	2.868927449	1.434935666	1.756349352	0	0	6.395301833	0	0	0	0	2.433689705	0	0	10.17406587	0	0	0	6.608381835	2.864321491	0	5.60651896	0	0
1110001J03Rik	32.75271264	19.77510547	40.96157163	49.16776688	52.86837488	51.97693345	28.24637135	28.64894225	41.37477642	9.200111633	27.51927286	2415.256275	1481.489921	55.4679393	1642.815756	308.3005934	40.96611359	14.01096829	42.51016816	15.94828086	31.69823267	57.86266975	19.10022623
1110002L01Rik	0.625279059	0.609847658	0.248816158	1.642650393	0	0	0	0	0	0	1.838787777	0.404468754	0.261533588	0.411807428	0	0	0	0	0.541038504	0	0.264752284	0	0
1110004E09Rik	20.58098229	13.8434894	16.94431619	13.98300851	25.77503745	10.85435531	15.30112979	3.621147472	6.275589476	0	9.130695971	10.32908168	27.45765352	22.20148387	45.02386803	67.36900619	11.94924009	7.969265283	18.42229128	6.047456458	26.29311163	85.5138232	14.48529625
1110004F10Rik	109.6560819	89.1248792	76.24437992	54.20746298	59.47692174	81.62638419	102.9580236	75.2034734	80.80493835	34.77642197	62.84713939	274.5765028	398.2409299	128.1309398	358.9472679	306.5696685	87.35235913	57.37491515	99.4737935	68.65734911	113.5787299	318.7342908	90.24856894
1110007C09Rik	105.7374887	67.58386362	65.36066246	87.64888293	149.136162	57.01947177	28.77335589	34.04734368	22.69437364	10.09265978	28.30223725	7.470598258	53.67293774	77.75170098	0	91.00151434	55.31130836	23.055362	51.07564981	26.24325321	78.24022728	144.0421742	13.96882217
1110008F13Rik	70.35282675	91.36098728	78.98135766	25.81307761	53.92574237	72.4513255	64.40172667	22.05968553	6.950962439	19.32023443	39.00856928	6.355937565	280.289282	16.82527492	96.01699857	43.89364381	37.0585766	20.59612339	77.36850606	29.02587117	65.73421	16.20154753	26.74031672
1110008L16Rik	2.250763891	1.07608666	1.843969604	0	1.068561956	1.172346618	2.854541859	2.702210145	2.341517665	0	0	0	0	6.975756242	0	0	0	4.955756349	2.004810626	0	1.681775819	0.209911218	1.801561281
1110008P14Rik	197.2341435	142.9475485	106.2297297	57.75528781	152.0871058	219.4444048	108.3422463	108.9706342	311.0476343	197.6133567	159.3196259	41.64735345	135.3048195	250.2811355	236.7202559	571.7197213	249.595436	89.34391423	194.3044673	132.0284621	170.2151672	483.001878	94.01846519
1110012L19Rik	6.637304681	15.23176743	16.31311236	0	0	16.65716295	5.050675672	9.960724953	17.26232394	11.51537151	12.91674479	75.76614316	84.10148194	57.85563205	104.2537871	79.57539731	21.03608889	40.91945044	27.02633208	42.14148387	46.28781658	108.3266996	15.93793712
1110017D15Rik	1.279640866	0	0	0	0	0	0	0	0	0	0	0	0	5.267304313	0	0.893184612	0	0	0.692025993	1.817362238	0	2.028816328	2.176537408
1110019D14Rik	1.928430744	1.791274831	1.64437915	0	0	0	1.187931505	0	0	0	1.012683522	0	0	0	0	0	0.92770135	2.062362155	2.383747748	0	2.916163344	0.436777881	1.874321266
1110020A21Rik	0.338265721	3.849038499	0	0	5.460176422	0	0	0	2.991192853	0	1.243442554	0	0	2.227810677	0	0	0	2.532310252	0	0	0	0	0
1110028F11Rik	0	0	0.607093029	0	0	0	0	0	0	2.999814588	0	0	0	0	0	0	0	1.142114051	0	0	0.322987999	0.483765816	0
1110028F18Rik	0.307743609	0	0	4.042316404	0	0	0	1.570244038	0	0	0	0	0	0	0	0	1.036313663	0	0	0	0.651515688	0	2.093760817
1110032A03Rik	6.947545106	6.023186748	5.990018624	3.041945173	3.738167921	3.169139626	0.998609088	5.908241457	2.047842469	9.107181212	10.21548765	46.81351321	95.89564877	7.626063484	92.97707428	23.27693232	8.578374213	3.46736084	10.01923155	3.946796779	13.23761421	20.92857247	0
1110032F04Rik	0	0	0	0	2.583946949	0	0.690272069	0	0	0	0	0	0	0	0	0	3.773419844	0	0	0	0	0	0
1110034G24Rik	1.963826822	11.40095894	5.581871667	7.370151323	11.32123595	7.226657257	6.048679113	4.294419963	4.961597934	13.79078596	1.031271187	1.361060729	0	9.238371943	0	0	4.723645896	4.20043305	7.282503316	0	16.63025905	10.67507707	5.726172514
1110037F02Rik	7.772267045	6.788465852	10.73249177	5.333130582	13.57561784	7.65718422	4.00173469	5.327132901	9.745024642	10.26429882	9.594518094	9.848799952	8.855016337	10.12299637	22.07846459	13.03622714	6.250216714	8.250028342	9.661130277	9.555519511	4.788983694	9.655768502	11.04940705
1110038B12Rik	164.6532804	118.4491886	79.46064408	92.03304412	79.16792299	127.4656886	87.61650332	42.90045341	49.56543675	61.9953193	41.20882625	126.90293	149.4604509	39.22308441	122.073177	111.5040145	58.9854254	47.20673442	40.92235204	19.90150498	38.56663156	12.21939885	14.3008485
1110038F14Rik	19.29137777	20.29098991	21.07297252	0	6.105788483	4.262883236	14.67982819	19.30061645	10.0346158	7.437670449	12.51420646	68.51129768	85.43590339	23.66665971	35.10096403	11.08907935	21.65430118	19.82211692	13.09204079	17.1908142	13.61375174	40.18116297	15.44124614
1110046J04Rik	2.124500279	0.863362193	4.22699265	13.95301493	8.57324998	1.28262703	6.870738977	0	0	0	3.904761689	19.75494108	9.996843694	5.246967231	5.029174448	2.224340058	5.365624025	3.976085596	3.446770392	9.051726976	0	10.94699157	0
1110051M20Rik	4.587696788	3.728729997	3.734128297	2.739134057	1.683025577	5.3716083	4.496011609	3.192062539	0	4.100302405	3.832743599	0	0	6.86692528	0.394913446	5.822173573	3.511108192	6.24440325	3.608745958	1.184637335	3.973290976	5.620508093	2.837527292
1110054M08Rik	2.416183719	0.785518061	0	0	0	3.500940992	0	0	0	0	1.776346506	0	0	0	32.03007005	5.396759485	0	0	1.045332004	0	3.069142405	3.06460546	0
1110057K04Rik	12.58673357	16.10694334	15.98494462	22.86492598	16.21045239	48.61206384	10.97044338	9.56514003	10.65648849	14.48077272	17.71966158	96.79296873	88.77037181	26.45615534	78.60981501	51.9652605	15.33085177	16.0385127	15.06200637	15.97415413	20.41049407	98.92948144	4.555050707
1110058L19Rik	13.61177203	22.12640679	34.46868519	0	9.987129287	11.45518623	24.01153307	6.313934798	5.471147347	6.082832429	29.56671501	139.0778242	399.8287844	38.71113305	301.1306796	63.91559453	22.918535	13.89543557	21.41441755	14.05935404	48.46514828	91.22829641	12.62848541
1110059E24Rik	11.84877546	44.62820748	33.34972877	11.38812248	0	25.12440006	19.93861507	30.9661361	22.99950807	17.04726567	13.81022333	0	12.69207116	54.24438182	65.12780911	163.3908616	23.35624576	6.490375017	23.13053268	16.41734795	55.0640255	96.67778645	29.49299639
1110059G10Rik	3.315225481	5.38901382	3.420204258	6.451349358	6.936909646	1.383756504	3.706233194	3.759054903	10.85764737	7.242932276	4.06218365	36.13863936	34.15266039	6.873667575	31.15903512	5.142255951	6.202156899	5.515177342	6.374628014	6.277767207	5.718838392	8.565576819	5.012317624
1110065P20Rik	2.707901439	4.40178756	0	0	0	14.82259006	7.005989744	0	9.578097849	0	5.972440616	0	0	0	9.230713102	0.756042093	3.647497697	0	0	0	2.293130021	12.87978869	0
1190002F15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.78893259	0	0	0	0	0	0	2.155826246	4.625590207
1190002N15Rik	0	0	0	0	1.686434237	0	0	0	0	0	0	0.675821209	0	0	0	0	0	0	2.260034257	0	0	0.165643865	0.710818546
1190005I06Rik	1.124480053	5.483643794	0	0	9.075497595	0	2.424416069	0	4.971737439	0	2.066757379	0	0	0	0	0	1.893319649	8.418034082	3.648692908	3.194001753	2.38060637	5.348446313	11.475749
1190007I07Rik	7.724035441	7.174678332	8.781746761	14.49397406	4.45281767	15.10001822	2.379039298	2.815103282	0	10.84825997	2.028074755	41.04168241	43.84533674	0	17.76212976	9.242311364	9.289415926	8.260477294	9.547738304	0	2.336049567	20.99336681	7.507308171
1200014J11Rik	2.82390511	5.44437518	4.573244156	14.66465421	10.07056727	8.088265646	7.362755612	9.717571674	5.807217187	5.810827987	7.24220202	55.64985437	21.01341635	4.325157584	18.15784875	11.55141844	4.422968245	7.374487209	6.392760808	5.223036603	4.727117487	11.24501475	8.489327158
1300002E11Rik	0.833915998	1.694449164	0.622197516	2.738442182	0.841300232	0.251730539	1.797950386	6.382512519	1.843523759	2.049633357	0.766355098	0.168571216	21.79997067	6.521931231	45.79838862	0.436552722	0.351022132	3.121412991	1.352937911	1.776507164	1.986143683	6.941226865	2.127607923
1300017J02Rik	0	0	0	4.765491251	0	0	0	0.925581211	0	0	0	0	0	0	0	0	0	2.715972315	0	0	0	0	1.234168464
1500004A13Rik	1.25090272	0	0	0	1.835606292	0	2.942168192	1.160483469	0	2.236015007	0.41802147	1.287300664	0	1.4978942	0.646073609	0.476250269	0.382942029	2.553942002	0.737983079	0.646017439	1.444501303	0.180295747	0.773693374
1500009C09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	2.141225598	0	0	0	0	0	1.231301096	0	4.123697052	0
1500009L16Rik	13.479634	11.23672402	4.813779946	18.1599541	5.579074736	9.459642903	11.92309142	116.3953257	6.112655411	3.398031181	29.22194144	98.93224426	51.32103816	0	233.0201009	37.63493957	19.78630032	2.587452687	8.971995291	7.853927259	11.7076387	76.71780334	23.5153539
1500011B03Rik	3.559668021	3.086060605	5.193804798	0	1.915300527	9.742507441	3.069904649	6.054333683	4.196958344	13.99855974	11.34042491	25.32872187	52.60750369	0.781463205	12.1342209	24.84635171	11.9870324	5.32964665	5.133487817	8.088777298	8.540887375	20.69357654	1.614567715
1500011K16Rik	1.526575262	0.827166984	1.012445527	0	0	4.915419	2.194231067	2.596420783	0	10.00554681	5.611590319	40.32219331	54.27386287	23.45931342	85.76633801	27.70414171	3.427118674	3.809393968	1.100756512	0	8.618323432	16.13546894	3.462063201
1500012F01Rik	326.0093178	282.6949646	67.86814723	205.6651712	306.8944688	107.5825146	62.69316568	68.47795952	98.89580706	82.46441524	123.3333265	224.2664149	693.4892649	36.82830658	246.7443825	130.3650143	52.72561711	20.9310197	26.61205649	25.41352072	29.59629194	34.57647339	34.24064946
1500012K07Rik	0.314306306	0.255457892	0.312678341	2.064259824	2.536715626	0.253008683	0	0.801864911	0	1.545030171	1.155369319	0.254140687	0.328659878	1.552510868	0.297613751	0.438769288	1.058413269	0	0	1.785527256	0	0.747478978	0
1500015A07Rik	3.54235347	3.238997756	0.881001419	5.816251393	0	4.811915676	2.86403658	4.518663638	3.915509958	0	1.627682314	0.358032964	0	3.645291075	0	1.545343549	3.727726992	3.314826725	1.915694273	3.773171599	3.749710463	5.265235507	0
1500017E21Rik	0	0	0	0	0	0	0	0.791020757	0	0	0	0	0	0	0	0	0	2.321125851	0	0.88069019	0.328205311	0	0
1600002D24Rik	1.304193795	1.211435529	4.077664354	0	0	1.499776076	1.606791327	0.950653388	0	1.831715228	1.369751617	0	0	2.454111987	0	1.560552799	0	4.184314006	0.806061879	1.05841864	0	1.476959968	1.267599664
1600002H07Rik	3.851462242	6.88675377	13.02714557	0	4.662679819	8.835941598	5.812715709	89.41598237	1.702872273	7.573027027	9.202519325	3.114201794	0.805469752	2.536564653	10.94074255	3.225967756	5.836336725	12.97469275	5.832006272	7.657853947	17.93841888	14.96050864	81.23166676
1600002K03Rik	29.16047964	25.76161383	18.91920097	24.98039769	10.23258869	34.69988825	5.467039616	32.34557996	5.60561487	12.46466737	32.62365412	3.075453661	1.325746296	18.78752783	7.203075661	54.86705476	21.34710634	14.23695165	6.856478736	10.80367413	9.394435892	0	12.93886293
1600010M07Rik	0.669941849	0	1.332943705	0	0	0	0	0	0	6.586443555	0	0	0	2.206111222	0	0	2.256001011	5.015289786	1.449210278	11.41751925	0	0	4.558008532
1600012H06Rik	12.7279228	16.55174341	16.08818556	0	6.042648072	19.16540774	9.039658755	5.348287658	9.268790625	10.30505973	4.95391845	0	0	5.917116892	6.805808789	0	14.11883361	8.967833115	18.46323342	5.954564952	15.85055403	2.848882144	8.150169103
1600014C10Rik	5.622074326	3.888883618	4.759961288	4.713692433	2.896267493	11.55479655	6.189639635	4.882776244	5.288775769	5.880071348	3.077970845	11.02616995	11.75764041	8.665860662	0	6.679467536	4.430916767	2.686450877	11.12657445	4.077212673	8.103722091	12.51691465	4.069178632
1600014K23Rik	60.42875482	59.89575215	98.72669707	58.07942463	27.75589681	244.0091039	112.2793261	42.61530159	147.7079518	53.13064468	140.8642779	42.90257857	60.6197494	744.1948523	143.28118	464.3124509	238.2337067	529.6146014	1044.687383	1228.017626	500.2872628	1208.10578	70.1933314
1600015I10Rik	320.9765839	336.7665189	51.23569442	26.18718019	10.72691664	98.69722052	107.4590214	0	4.407313141	8.166765761	94.65981765	0	0.347448003	2.735435815	0	5.334296991	77.20536792	0	76.90849264	13.21318922	1.758620245	9.21910801	2.260654795
1600019K03Rik	2.595497983	0	0	0	0	18.80379627	0	0	0	0	0	0	0	5.697964414	0	20.53201106	11.65364044	6.476768361	0	4.914879008	0	83.6727237	0
1600020E01Rik	9.695957222	12.80590531	14.4686048	0	0	0.48781263	7.839301299	3.092066454	0	11.91556308	11.13803169	0	77.30794592	3.991085207	21.80490525	5.075806828	6.122011553	13.60977316	18.3524074	17.21290225	8.98058409	9.607830626	8.245912646
1600025M17Rik	3.017800214	4.90553875	94.5683351	9.90995667	0	59.516708	48.79857573	7.699075887	6.67139905	7.417274643	0	239.1319837	52.06765573	330.4246439	120.0161455	81.09691732	33.02752485	626.9203919	829.0648519	291.4424415	1135.627577	1601.64293	66.72857829
1600029O15Rik	0.456256693	2.966644219	0.907786979	0	5.523561554	0.734550361	0	1.16401175	6.051832969	0	2.515754422	4.795939622	1.43127834	0.751224164	3.024176874	0.636930984	0	0	1.480453618	5.183852486	0.482964366	0	0
1700001C19Rik	3.437125313	8.566988203	3.647277389	18.05912148	12.94555987	5.718052429	2.964222201	4.676729051	8.104953427	18.02220646	10.95002716	2.964457276	4.792120149	9.809294096	18.22566118	9.27652314	5.40137499	13.72312497	6.939472204	19.52579639	7.761754918	5.812710855	10.91289994
1700001D01Rik	0	1.187314025	0	19.18848247	0	0	3.149595389	0	0	7.180972088	0	0	0	0	0	0	0	0	0	0	0	0	0
1700001F09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	1.539031158	0	0	0	0	0	0	0	0.740988976	3.179765862
1700001J03Rik	0	0	0	0	0	0	0	0	4.690559487	0	0	0	0	0	0	0	0	0	0	0	2.245970535	0	3.60891164
1700001J11Rik	0.167214011	0.271812165	0.332695836	4.392825201	10.79645905	0	0	0	0	0	0	0.270410634	0	0.550633919	1.266667276	0.700288584	0	0	0	0	0	0.265110724	0
1700001K19Rik	3.02808098	0.703178642	0	0	0	4.178621393	0	4.414459654	3.825215179	0	6.360586651	0	0	1.424491104	0	1.207765356	0	3.23838418	0.935758419	0	1.831619576	0	0
1700001L05Rik	1.168687498	2.011491526	1.641365961	2.70901864	1.109681032	2.434918813	3.260825478	4.209289865	0	2.703481079	2.274362693	0	0	6.791426851	1.562286275	0.479846806	0.463000707	2.058583047	2.081957261	1.952688062	2.183114787	1.743910087	4.677216818
1700001L19Rik	0	0	0	2.998200386	0	0	0.984248559	4.658622246	0	0	1.678097253	0	0	0	0.43226422	0	0	0	0	1.296679915	0	0	0
1700001O22Rik	0	0	0	0	0	0	1.118492392	0	0	0	0	0	0	0	0	0	0	1.941809245	0	0	0	0	1.76476006
1700003E16Rik	0	0	0	0	0	0	0.868059217	1.027169393	0	0	0	0	0	0.662909518	0	0	0.677900791	0	0	0	0.426186604	0	2.739251957
1700003F12Rik	0.563007066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.21475922	0	0	2.383854128	0	0
1700003M02Rik	0	0	0	3.158943064	3.88194361	0	0	0	0	0	0	0	0	3.167749447	0.455439225	0	0	0	0	1.366198885	0	0	0
1700003M07Rik	13.36989782	6.085304927	6.029626988	18.7326006	31.65251299	6.170461008	3.843458736	4.547942236	11.03446521	8.7629573	18.34816314	0	12.30281109	0.587025707	9.452675533	5.225998089	2.401203667	1.334522034	4.241835355	9.114287508	6.038410629	4.804745363	4.851374956
1700007B14Rik	0	0.310426851	0	0	6.165122845	0	0	1.94881745	0	0	0.701989781	0	0	0	0	0	0	0	0	0	0	0	0
1700007F19Rik	0.251330194	0.408545934	0	0	2.028445565	0	1.083752372	0	0	0	0	0	0	0	0	0	0	1.881497264	0	0	0	1.992366826	0
1700007J10Rik	6.686152319	10.86857213	15.52021581	14.63747875	20.98555654	14.35249256	19.22075314	15.16253649	19.70794931	18.25944748	13.65436468	153.7782194	39.61845435	13.45509419	49.24154784	9.333819397	5.003408182	25.02679259	9.642270367	12.66101145	5.504750464	5.300305482	12.63606326
1700007K13Rik	8.725909263	12.5155303	9.191343159	6.742221764	0	5.371399515	11.06667534	2.619026437	4.538874727	0	20.75497398	48.14385544	6.440752529	8.451271846	76.79249133	0	3.456956772	7.685120667	7.772381493	5.831834047	17.38671717	7.324178347	6.984411084
1700007L15Rik	0.552455394	10.77642448	0	0	0	0	2.38222409	0	0	5.431391205	0	0	0	0	0	17.73814421	1.860370311	0	0	0	0	2.627683798	0
1700007P06Rik	2.005755428	0.815106226	0	13.17313803	12.14109703	0	0	0	0	0	1.843256277	0	1.048676596	3.302465402	0.949615686	0	6.754297072	3.753849949	0	0	0	2.38503013	0
1700008I05Rik	0	0	0	0	3.750796866	0	0	0	0	2.284487179	0	0	0	0	0	0	0	1.739537448	0	0	0	0	0
1700008J07Rik	2.545338277	1.930849905	2.363344266	2.228925287	1.369534382	0	1.4634222	0	0	1.668276822	0	0	0	1.117569501	0	2.605733892	1.142842617	1.27032011	1.835348543	1.927958295	3.233200181	1.07614024	1.154495582
1700008O03Rik	0.453001294	2.209107873	0	0	0	0	0	2.311413013	0	0	0	0	0	2.983456669	0	4.426705296	0	0	0	0	0	0	3.082034309
1700009J07Rik	0	1.467904648	0	5.930794637	0	0	0	4.607652637	0	4.439003534	1.659737326	0	0	4.460496213	0	0	0	0	0	0	0	0	0
1700009N14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	3.230502012	0.619281862	0	0	2.448033683	1.414759955	0	2.769199803	0.518457421	0
1700009P17Rik	0.798228587	0.648774105	3.97047061	5.242501256	0	9.6383095	1.721007152	0	0	0	0	0	0	0	0	0	0	0	0.863359315	0	0.844954099	0	0
1700010B08Rik	0.460585022	0.748696902	0	0	3.717307609	0	0	0	0	0	0	0	0	1.516701465	0	0	1.551000695	0	0	0	0	0	0
1700010I02Rik	0.946523347	0	3.766483129	0	30.55695062	0.761927525	8.162942179	0	0	0	6.958715213	1.530673038	7.917989348	9.350673253	5.377525522	6.606698108	0	0	0	0	0	1.500672628	6.439755174
1700010I14Rik	0	0	2.186084457	0	0	0	0	5.606222724	0	0	1.615548367	0	0	0	0.416152135	0	0	3.290115557	0	0	0	0.34839897	0
1700011A15Rik	0.457014595	0	0	0	0	5.886164355	0	0	4.041257232	0	0	2.217187523	0	0	0	0	0	3.421282955	1.977217124	5.192463537	0	0	0
1700011E24Rik	1.461691308	0	0	0	0	0	0	0	0	0	0	0	0	1.604444525	0	2.720680401	0	0	1.053971112	0	2.063004812	0	0
1700011H14Rik	0.70725652	0	0	0	0	0	0	0	3.127039658	0	0	0	0	0	24.77870372	0	0	0	0	0	0	0	0
1700012B07Rik	0	0	0	3.687582516	4.531574989	0	0	0	2.482486585	0	0	0	0	0	0.531655585	0	0	0	0	0	0	0	0
1700012B09Rik	0	2.937952222	0	0	0	0	0	0	0	0	0	0	0	0	0	10.93336201	32.46006709	0	0	0	1.27544896	0	0
1700012I11Rik	0	0	0	5.217272664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.259467306	2.702341921
1700013F07Rik	0	0	0	0	0	0	0	0	0	0	2.562499859	0	0	0	0	0	2.347460511	5.218612345	0	0	0	0	0
1700013H16Rik	0	0	12.0749018	0	0	10.04200558	0	6.881363579	0	0	0	0	0	14.43344662	0	0	7.947611403	5.048069458	4.376046723	1.91535726	0	0	0
1700015E13Rik	0.57879969	0	0	0	0	0	0	0	0	5.690391627	0	0	0	1.905981084	0	0	1.949083622	0	1.252052639	3.288074736	0	0.917662364	0
1700016D06Rik	5.227986436	8.498272989	11.05192912	17.16784259	5.274279679	8.153770724	4.226891674	8.336093647	5.778709866	9.637171568	12.01108406	64.46520999	4.100051491	5.379907018	6.80670689	17.789437	15.40439645	4.892190828	4.947739287	20.41834533	3.458759058	2.072187698	4.446133422
1700016G22Rik	1.391852207	0	4.153929117	9.141224787	5.616707618	3.36121822	0	0	0	0	0	0	0	0	0	0	2.343501893	5.209811987	4.516257326	3.953452423	11.78661097	23.17058782	0
1700016K19Rik	0	0	0	0	3.616403493	8.295992636	0	0	0	0	1.647122602	0	0	1.475531501	0	0	0	0	0.969287222	0	3.794495279	0.710416141	0
1700017B05Rik	7.945885089	0.951728206	3.32830694	7.690560213	9.450730977	3.164454568	7.213301155	19.63155122	6.656525643	1.644608525	6.149168692	0.135260122	0	19.27999917	0.47519277	0	7.604744387	11.89682847	3.980481899	2.375757283	9.561989673	2.784790956	30.16008564
1700017J07Rik	0.874330888	7.106275679	0	0	0	0.703814408	0	0	0	0	3.213982874	0	0	0	0	0	0	0	0	0	0	0	0
1700017N19Rik	0	2.778595839	3.886832294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.828058289	1.056465718	0	0	0	0
1700018B24Rik	0.857207494	1.194360399	1.949182961	0	0	1.675788372	0.528047892	0.624835981	0	0	1.350445029	0	0	0.403253565	0	0	2.061864425	0	0	0	0	2.135675348	0
1700019A02Rik	1.316376967	0	0	0	5.312133361	0	0	0	0	0	0	0	0	0	0	0	0	4.927302246	1.423785537	0	0	0	0
1700019B03Rik	0	0.831782299	0.509047317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.083301349	0	0
1700019B21Rik	0	0	0	0	0	15.37174091	0	0	0	0	0	0	0	5.240223057	0	0	0	0	1.147446699	0	1.122985267	0	0
1700019D03Rik	0	4.021777123	0	0	0	4.779861882	0	2.524816853	0	4.86480723	0	0	0	6.517815409	19.67890635	0	0	0	0	0	0	0	3.366586638
1700019G17Rik	0.377685338	0.818587461	2.504860653	1.653674893	0	0	0.542868028	1.927117683	0	2.475441873	0.462782159	0	0	2.901998655	0	0	2.119732493	0	1.08933927	0	1.332645726	0.998006812	0
1700019L03Rik	1.231893072	4.004969696	1.960819874	0	1.98848216	1.189971585	0	0	0	7.266715039	0.905671592	0	0.515260202	0	0.466587289	0.343942731	4.148348127	1.84442896	0.532963302	1.399640171	0.521601515	0	0
1700020I14Rik	23.71135698	25.11832188	11.1316719	17.49756713	8.600923479	14.36890049	24.12520936	20.39087077	14.135269	7.85781	14.69012185	269.7067632	66.8607493	39.47927894	136.7305586	93.35191919	105.8645587	15.95567983	22.47632519	12.10792659	36.09792281	68.8507439	56.19091732
1700021F05Rik	5.514710636	26.89305932	21.03022986	6.036465811	14.83611411	29.59469049	23.77979592	14.06924669	4.063758664	9.036189822	8.446547419	226.6691543	111.4867008	33.29311724	181.0233981	69.9280002	26.30828795	27.52265931	19.88226128	31.32824882	16.53964715	98.36257334	15.63325866
1700021F07Rik	0	0	1.280956821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.81968566	0	0	0	8.165906591	0
1700021K19Rik	15.44765784	9.66762056	12.29411675	5.072755286	15.58444515	6.777062265	10.99086768	7.093870596	7.512971755	3.037431578	7.381994727	0	0.969186793	3.306483	7.459895035	1.83300941	1.040386766	4.047525652	7.518642881	5.704129652	7.031321192	0.979664257	2.627487606
1700023E05Rik	0.240072239	0.780491477	0	3.153430075	0	0	0	0	0	0	0.882489771	0	0	0	0	0	0	0	0.519321426	0	0	0	0
1700023F06Rik	0.34219252	0.556245791	0	0	0	0	0	0	0	0	0	0	2.14691751	0	0	0	0	0	0	1.943944682	0	0	2.328137028
1700024P16Rik	0	0	0	0	0	0.10593125	0	0	0	0	0	0	0	0	0	0.734826626	0	1.970292416	0	0	0	0	0
