Symbol	E3.5_WT_male_XK144	E3.5_WT_male_XK145	E3.5_WT_male_XK146	E3.5_WT_male_XK149	E3.5_WT_male_XK49	E3.5_WT_male_XK53	E3.5_WT_male_XK55	E3.5_WT_male_XK56	E3.5_Xist_female_XK147	E3.5_Xist_female_XK148	E3.5_Xist_female_XK50	E3.5_Xist_female_XK51	E3.5_Xist_female_XK52	E3.5_Xist_female_XK54
BC052040	6.232694152	0.278233462	15.81776218	3.318304879	5.82532523	13.51122759	11.29451265	8.952964968	1.539239305	6.549448978	6.433857658	14.74316019	9.866912018	7.727416817
BC053393	47.94418431	320.4676123	750.3490037	163.0931418	264.7996526	218.4345045	220.4410293	243.4277118	219.209822	75.0999819	207.1793493	233.4773899	137.9212752	71.55713032
BC055111	14.66584637	0	3.947575649	1.866335942	0.431102081	0.904667644	0.39212634	1.34878787	0	0.39467673	1.644834861	3.593239922	3.303280915	0
BC055324	10.17058192	4.899681698	20.07569358	0.078966534	15.90559275	14.4535423	13.93665523	13.69645414	10.14777354	12.20152377	2.853378687	14.78234018	0.447248344	0
BC065397	0	0.11945237	4.644891342	1.780785903	1.711178594	0.110489477	2.274843291	1.510034777	2.88808385	0	1.318328003	2.194259965	3.227508197	0.282346158
BC068281	0	1.093028711	0.657560086	0.941476195	1.204450031	0.561675152	1.704198623	2.093533015	1.443278278	0.89848143	1.021217988	0.85804294	1.845798002	0.287062309
Bace1	9.661152093	0	9.226023831	5.479079944	24.90709233	16.82759471	24.49714411	14.57166866	14.60916684	13.34786536	5.649707722	12.33400923	29.32547885	23.88968947
Bach1	1.984833482	4.078509278	16.15712218	7.060886022	12.68542526	15.3941755	16.94517282	13.22961813	15.7968465	12.52055443	14.34720404	12.36264401	9.664549607	3.887200007
Bach2	0.082971392	1.088953287	0.558330966	0.135283535	0.34998809	0.54559139	1.000515459	0.469288609	0.818113769	0.244126742	0.143073325	0.064113276	0.919457916	0.053623496
Bad	80.31947893	73.24898281	72.63082981	136.7361002	27.78262894	37.06769752	32.9850628	28.3644887	37.6297759	57.11758731	94.28630684	26.25067732	46.6099307	31.99261983
Bag1	103.1679143	33.42204691	39.9318307	119.0697082	60.12260192	87.72258351	95.34425516	111.615779	54.66723147	113.5434336	86.02233316	108.5798957	67.53483145	143.4806152
Bag2	0	0	5.956773092	0.1266075	1.169794903	5.891554573	1.064034284	3.903929628	10.09261041	0.85676381	5.579071411	2.400061927	2.509765499	6.774907728
Bag3	30.70898253	27.64200619	49.30264404	19.93958268	29.80473199	24.60570391	29.04653559	18.78662626	24.42103159	41.27946188	37.02067817	34.43899119	19.32412966	41.62575072
Bag4	8.960858452	0	7.512711529	4.215499256	6.550558823	9.362376592	12.15820538	9.047216528	2.073924683	7.671938595	11.90550811	5.335034466	10.71689824	5.411546406
Bag5	24.74283823	33.91686739	34.89828884	33.35005149	23.25953151	28.36827658	27.84721186	22.1840664	24.54477102	14.92417577	42.76060477	17.33471694	15.84213937	29.84991076
Bag6	18.37079672	0	6.251010881	9.607659662	15.76979046	10.95791477	7.409509768	12.3074958	13.94277515	18.16619526	11.75474396	9.77607615	17.92513283	11.87284343
Bahd1	0	0	0	2.439081483	1.054876027	0.885462865	1.308416142	0.100011747	0.570603617	0.175590144	1.829451601	0.737823916	1.175693478	0.514255141
Baiap2	0	0	0.315251295	1.336743731	0.117627576	2.962097382	2.888808869	7.851116094	2.668362217	6.030572965	11.05166138	1.357514251	0.721048576	4.415471565
Baiap2l1	7.485013278	0	4.321440422	1.131983315	4.575814113	4.828607843	6.30263411	4.908458319	0.194476048	10.77219584	2.681149189	6.538192099	6.611646929	0.140216857
Bambi	9.647350447	0.764589969	0.150536663	0.683906586	2.190580216	1.272996613	4.368240748	1.933084202	2.506580173	0	12.77806606	1.944693034	0.516465349	1.174705672
Bambi-ps1	0	6.660428174	4.371138669	0.189129723	1.747471398	0.293365475	1.589483313	0.364487257	1.169737414	0.639928524	0.83341684	0.448159712	2.677968478	0
Banf1	455.3357312	597.9782712	414.9311178	1566.564256	333.6052735	470.6211108	493.0379762	446.0884509	505.0957498	458.9947749	614.2211055	401.2557857	315.4653391	574.1342328
Banp	5.425553322	0	5.07657646	2.569633251	5.916095651	3.528452574	3.965112543	5.19569736	5.963409254	1.995450816	10.50655228	2.096204407	4.294567965	8.599213261
Bap1	48.20596466	0	13.58807745	0.404802019	23.18914041	20.3021656	23.36064465	17.81289676	15.06818234	37.13313963	7.313563107	29.5757778	23.88235247	28.61444847
Bard1	0	1.414659854	2.506733866	1.096660781	3.897169141	3.729263206	3.332138201	1.381880377	5.014540621	2.331017175	1.933013068	1.099422641	3.583404957	0.167189557
Basp1	3.98873226	2.077376519	3.169790874	7.680399999	8.011991503	0	2.706834386	3.103545134	8.938559483	0.558859412	0.436701439	2.641847141	0.350806652	2.700629585
Bax	253.8131165	168.9523869	128.5607357	519.8760379	85.51348814	135.3566019	75.11543293	74.91282684	161.3672281	151.2079673	276.6301345	131.5856737	79.37757429	164.5606983
Baz1a	6.671556548	39.66414096	34.0428712	45.1106068	26.52683641	30.45797367	22.8158638	24.72632237	32.81474079	20.63637446	33.3655377	24.85077877	27.2767927	13.63545966
Baz1b	2.848061068	0.479220699	10.99785808	7.572832882	4.818653058	10.85994934	11.46785155	10.46378153	4.369468375	4.713665962	15.11110528	9.649401781	8.901861952	5.734396483
Baz2a	9.219981548	4.051988804	10.19886344	5.107112677	16.49020834	10.77537102	16.66080113	12.85853031	9.830742144	14.86463199	12.46241492	9.564292663	12.28556838	11.42778278
Baz2b	0	2.655944103	2.876042568	0.662309536	3.245960969	4.600654426	2.904093572	3.274219175	2.117400619	2.046087256	5.557887718	2.934098263	3.098792096	5.650001369
Bbc3	0	0.195016875	0.671929844	1.511793506	0.859586133	2.164609626	0.781871346	0.448230787	0.079916271	1.705072713	2.049800528	2.204510322	0.329325071	0.230477911
Bbip1	15.74695045	67.96734964	19.45202806	30.99357668	16.26696439	17.92151656	14.02563627	15.19763507	16.00570468	24.61401056	18.66807163	26.9432331	37.39324541	23.80709905
Bbs1	0.251804907	3.373649075	1.118333833	0.697958624	0.682815785	0.891575259	1.035137873	0.553861733	1.128565666	0.555664218	0.759858163	0.583720618	2.092805811	0.244108104
Bbs10	0	27.15530287	0.895674009	0.584289244	1.542446602	0.388418872	2.244791544	1.769477729	0	1.412119792	2.206904746	1.780104049	0	0
Bbs2	1.554256604	0.39228369	3.089398507	9.045111331	2.737724955	4.717042082	5.373607821	4.057347969	1.768300027	6.331970062	2.542670788	2.95630295	0.220816539	3.708919059
Bbs4	0	0	4.327781022	3.073543996	3.675051964	5.047917333	6.989474616	9.930198654	4.037940915	3.772355995	7.648287983	5.140966637	4.351962149	10.92875119
Bbs5	35.7552321	0.543133678	12.0302027	22.67157562	8.079746188	11.30356401	8.982428955	2.496699181	0.1112858	4.018155851	17.55461307	2.302384988	7.796115422	8.665579652
Bbs9	0	0	0.662046059	0	0.494049505	0.10367628	1.34814815	1.030487533	0.18372839	0.603074002	0.176719278	3.326002048	1.324963462	0
Bbx	2.901891693	0	5.901615793	1.445732522	2.477283577	2.120204837	2.518409216	2.887504573	3.197309026	5.840390909	10.17003069	0.124574251	1.712098584	2.240133513
Bcap29	38.95370499	30.8973548	1.322443596	16.70802862	4.440909633	18.81600572	12.50293273	8.82175333	7.785627757	6.58253171	11.49766599	4.338757368	5.833383528	23.13410557
Bcap31	192.7120617	800.5445918	398.726237	1081.577422	160.5500142	188.2021681	131.0813108	132.7826477	472.182718	358.6551631	947.7082208	223.3673779	199.4049741	271.9791234
Bcar1	0	0	6.247340393	4.13472527	2.5900308	3.913329021	3.416007596	1.620684418	2.696924321	0.237118987	2.470512866	2.65697615	1.190752681	0
Bcar3	0	0	0.402343446	2.99426738	0.257354879	0.756082837	0	1.207778229	3.253996806	0	1.22739571	1.650042575	0	0
Bcas2	316.9296665	643.3464538	283.1048103	731.8236078	245.224776	387.7189118	288.1115677	258.8788154	196.6946989	240.829152	295.1091873	288.6348359	361.5257446	250.4350475
Bcas3	54.64323175	10.54029935	10.5836827	9.805155254	12.89238129	22.61867067	15.42442259	14.29336379	15.46318633	23.96056228	9.084608294	11.91496826	4.449851889	12.8306095
Bcat1	100.0653883	8.799107467	70.46721173	9.756684624	48.48036083	56.4882427	48.86454656	58.10314666	62.25365039	67.33585106	24.57139561	35.28386523	30.68194297	59.35918496
Bcat2	34.37054152	96.68802151	70.99948346	164.4205764	43.34981791	44.4740196	24.70983065	31.14431155	17.8406185	46.09575887	68.91570742	62.01135502	21.25850113	20.25026614
Bccip	127.7366924	39.96027445	64.34353267	289.0879736	36.18277192	53.86699495	45.64142558	40.93889226	57.25037174	66.45945797	161.4952812	64.78141427	33.47891139	42.10112586
Bcdin3d	0	14.55307673	10.29713416	17.53728045	0.668191266	4.487037629	6.077804014	5.92327639	0.869710351	0.203911135	13.0658253	9.425105501	3.071973282	0
Bckdha	36.76397802	24.56002702	13.80046772	22.94037929	12.69356127	12.86638427	8.71391867	11.73944998	7.570635547	7.455004892	30.04108113	7.370748557	8.808749106	15.92572469
Bckdhb	0	0	2.5778596	21.36841178	14.57976136	8.923724469	24.58923863	17.73942272	0	24.28569947	33.46365343	23.75919673	24.67064094	35.50876571
Bckdk	25.77481464	7.957944458	21.24479617	21.15346769	18.13284461	31.18997652	31.36461717	31.62121509	27.36006394	18.68716724	44.72884298	16.39069243	20.49953469	25.50503901
Bcl10	22.22131808	0.218950764	31.03792295	9.008914936	30.15877483	29.16319514	28.96833338	18.11667343	37.05608495	36.07778855	34.75064105	26.29755353	29.94912134	27.94649438
Bcl2l1	49.33623848	0	13.75972403	3.876720588	23.10332598	10.22262991	13.35809553	13.82161505	16.71722997	6.995760166	4.527024668	15.38694278	7.684899842	34.38252179
Bcl2l11	0	0.765045353	3.728001466	1.414248759	2.866311036	1.415283112	1.917036158	1.934235533	2.006458459	2.93284693	4.020653012	3.675496861	3.100637714	0.994573731
Bcl2l12	0.327756294	22.22503009	16.93852539	15.60452162	4.34510795	4.310425741	3.233674424	3.295642919	2.203458849	5.303965724	11.1150672	2.026098789	9.080181491	1.270951682
Bcl2l13	2.185278336	0	5.033956445	1.027487523	8.207293185	5.192606984	7.966674693	7.026355386	12.82358173	6.317598133	1.898719024	10.2101293	7.039661837	12.02115341
Bcl2l14	0	3.124486576	22.04344979	32.19166784	20.65794566	39.01562593	20.35612616	20.54673773	42.89300639	52.41792907	58.29300303	34.33872385	20.51902875	20.30946438
Bcl2l2	2.545059349	0	2.19215482	4.315665945	1.349607352	1.544809528	3.124774476	1.791369038	0.13688057	0.673949573	2.984263191	1.415956789	0.752090541	1.315875044
Bcl3	0	0	0.516828871	3.255917131	0.925636076	1.165468289	2.315361796	5.068061232	0	0	4.414611274	4.154330624	0	0.744562975
Bcl7a	2.682541999	0	2.58943612	6.093214466	1.89519673	3.83670284	2.028062195	2.325292818	6.052907437	4.014463663	2.179924384	2.00136432	2.733510487	2.750002655
Bcl7b	20.30279086	20.58610303	24.47802047	37.79302276	17.58694653	12.83694064	11.36013074	15.15159963	14.78671665	19.60117203	19.08504554	6.863622475	2.343624274	14.76165369
Bcl7c	0	0	0.58966693	7.620065919	2.640221034	7.387337858	3.602279799	3.67131206	2.781914368	4.028565581	8.814354687	6.771159167	3.371742695	8.023019687
Bcl9	0	0	0.040773043	0	0	0.919447253	0.415138054	0.190392097	0.135782073	0.89138797	0.39180624	0.585247259	0	0.978986141
Bcl9l	0.462906553	0	1.77999433	0.733197151	3.42705117	1.471782871	2.899733071	2.161064648	0.207470318	3.940100459	1.216338091	0.817588663	1.587781986	0.085477544
Bclaf1	27.32654582	181.159878	76.96249017	56.87935962	49.59531447	48.1003194	52.9014669	59.27428906	34.13664384	44.90587542	91.12299176	28.05435423	40.32861441	42.33592719
Bcor	0	0	0	0.09834206	0.848059586	1.576263995	1.487674753	1.073963522	0.1126352	0.184858097	0.635584369	0.310707018	0	0.519742485
Bcorl1	0.345147445	0	2.972884049	0	1.594549819	1.629435665	1.954869844	1.012233182	10.87999028	5.416146075	0.991936125	2.844808096	3.824794816	1.710164917
Bcr	0	0	0.290157864	2.038851391	2.858186352	1.908423865	2.186177829	2.438836258	0.217413333	0	1.456088991	1.582647536	1.294126116	3.831779012
Bcs1l	0	39.39916642	8.607503692	13.56894598	5.804203795	7.600395306	7.813583634	6.053198704	13.72794619	3.542523953	12.18000664	5.954226896	4.625315704	8.466062327
Bdh1	40.6991108	14.91466589	22.70651129	16.5467228	11.84851669	19.67740339	14.13796049	12.75541364	18.28833382	13.99663649	38.64473623	12.08942084	10.3479016	21.99919616
Bdp1	2.557034289	1.980951574	5.965020975	5.813722995	5.521417791	5.89214842	4.43824884	5.222627357	6.764810414	4.362621283	9.32887547	5.817809622	8.067916525	4.452793289
Becn1	50.1357394	15.17886142	53.97973471	34.05592145	27.18002041	32.46736807	20.34867337	22.67681427	22.0816014	22.20372384	44.47269834	15.54988423	17.6223775	25.33872569
Bend3	8.154624283	4.077139037	7.651015338	1.823449399	10.88089109	7.601361823	10.21641779	7.247867367	12.00871109	10.75416336	3.816715707	11.25215014	8.498753658	11.36866875
Bend4	19.22651053	34.14031519	22.63684404	0.37647183	7.438480328	4.76150466	6.668618648	8.259873793	12.73664935	4.703293201	2.399106171	8.783591475	5.166606104	0.975704348
Bend7	1.928355054	0	1.581870802	2.575210413	4.42674537	2.879752568	1.409283876	1.731243226	0.452713073	0.675452313	0.950056101	1.135291216	0	5.103791288
Best3	4.276261324	0.283452258	0.558076339	0	0.468520283	0.524367858	0.14205386	1.465858093	0.174234517	0.285955556	0	0.40052523	0.717998904	0
Bet1	45.18386567	83.85246715	52.01216284	95.45955064	35.04836392	32.82351431	14.22728515	20.2394851	68.83178582	60.81503549	53.60018648	54.97140474	87.89070625	70.8299812
Bet1l	37.68563835	0	16.37668186	31.09307262	11.76503134	7.808587472	7.466065304	5.136170302	12.00638982	16.36518243	22.70523895	2.105080089	3.354362578	32.86567495
Bex1	0	0	0	0	0	0.823184877	0	0	44.67559465	22.14625621	51.44857308	62.24814193	22.54317576	45.22689878
Bex4	0	0	5.821264322	3.8200818	0	0.455804414	0	0	41.59897376	55.34727078	33.66705625	29.94130964	56.58663828	53.57933562
Bfar	16.89532946	0.513291168	23.87532535	3.290403714	8.908438105	12.10682094	9.389225604	7.37349346	20.29804084	7.939972301	16.25287726	3.263820477	21.6698748	14.86233319
Bhlhb9	0	0	0	3.00967316	3.306896316	0.126173116	1.093789579	0.313523552	1.006181209	3.577936653	1.505460579	10.60115849	0	12.89697282
Bhmt	878.0379055	323.949866	215.9615981	536.9224788	186.7904325	533.5398649	300.0807881	483.4806426	480.6061874	856.3532166	2165.431845	267.3929447	259.8586303	734.0446594
Bhmt2	7.923390798	0	3.448658106	10.665016	15.64446762	18.41886009	10.71874537	14.40858238	16.5470271	10.78846008	37.98466725	18.23731267	12.14311353	21.79063889
Bicc1	0	3.355220992	0.244664554	0.074102745	0.547740148	0.229886522	0.622774017	0.428428266	0.254618753	0	0.653080594	0.175593051	1.049252403	1.028045943
Bicd2	5.547756516	2.730420484	2.120455031	2.20710902	2.139558745	1.571452283	2.006938543	2.510261788	0.571883903	4.815333677	2.295931513	4.201100367	3.893616899	1.434181555
Bid	11.17941882	0	0	0.364557292	1.347336488	3.581354829	4.493589525	1.405135961	5.678577186	11.78673216	5.676137222	2.591552854	5.850178627	6.743459481
Bin1	0	0	1.467962412	3.276065764	0.864838187	1.8874573	0.629318851	0.541163361	0.385941876	4.222746271	8.661764025	0	0.530139585	4.266704731
Bin3	0	0	7.248771815	21.8216494	5.163489602	6.810937293	4.249359847	5.128569973	13.07572714	0	10.67130665	5.99060043	10.55060656	2.900792056
Birc2	18.17794861	0	0.845690045	1.463647216	6.085541317	1.589218702	5.904373683	9.872497198	2.665436687	1.155539724	0.967453625	15.08685424	5.802833607	0.435118808
Birc3	22.56166593	0	9.311744939	0.980971666	5.438235428	7.481289238	2.473283533	4.253647977	7.303056426	2.765966408	2.737734295	8.9105821	7.407998181	7.290678007
Birc5	137.4902154	274.8011554	163.8566902	528.1328465	116.6007452	154.4290973	111.2601095	103.1938541	168.500743	161.906038	199.4374306	139.1571327	125.3486803	144.9198687
Birc6	5.715821509	8.152985264	10.3542705	8.136007882	15.97752808	10.13560343	16.8439935	14.39569535	11.70819702	9.863591126	10.13101141	15.51723976	16.0559176	9.298387662
Blcap	34.89501508	7.040109175	28.54261985	7.512450805	7.75776485	13.70919429	14.1127778	12.34875817	19.35971657	5.48246457	21.42041552	8.900710427	4.067164626	9.85293071
Blm	0.142473925	0	5.599014272	4.413727906	11.6761898	7.639009195	10.386274	7.879291855	9.546391167	16.0868405	5.978156624	1.541285219	13.02545242	4.511887038
Blmh	35.75744624	12.59966349	19.5716839	25.17473211	16.40842251	33.9033323	26.89770233	18.42866144	30.51003	43.47030391	52.02750607	25.89620958	14.92157213	14.69734642
Blnk	0	35.28270964	5.698426484	7.780293521	4.657423768	2.209684154	3.315402962	7.813793341	3.464029251	0	4.345929017	10.64619744	4.344515385	0
Bloc1s1	165.919175	299.1743237	136.2219952	307.0864917	81.83885139	104.3394315	79.3556769	79.71336309	101.3524299	131.9416267	114.8842385	136.6235252	113.5848157	110.129889
Bloc1s2	133.9434377	262.4870606	110.3801273	433.7111411	61.54138401	79.47359012	52.96328511	57.76330659	160.5552624	101.9926215	152.8497635	81.34323596	111.7223371	69.04984613
Bloc1s3	40.7282767	64.08547984	16.65096376	20.54852154	17.8282101	17.29720589	18.9541985	14.00513468	26.43389701	20.77325229	13.36148057	27.61167209	20.93458783	21.10745365
Blvra	0	69.49534671	120.2903738	183.0484745	33.02720942	22.84865716	25.74962967	34.44404578	15.25157628	9.9681174	32.19553363	13.96189871	6.118127985	29.19386877
Blvrb	20.36635933	0	50.65341183	82.08776575	18.6545097	29.25684702	40.63380867	22.01460895	29.20962791	66.51557646	155.6947911	54.76615297	56.42309308	18.95407711
Blzf1	21.65547164	5.921166629	14.14932712	6.435332157	6.945711593	9.982060183	7.083541248	5.926644096	6.300927557	5.138459527	5.370426584	11.47055619	4.515711902	5.417687468
Bmf	0	0	1.310088121	0	0.458272771	0.615478613	1.250521622	0.573518693	0.545355669	1.006924011	0.131137681	0	0	4.128604105
Bmi1	0	2.037204658	10.18572782	1.534508266	8.743191618	13.88465978	9.134885317	11.95232211	9.095245418	10.31203687	2.479380316	14.54461568	7.242585868	7.096205831
Bmpr1a	8.935410376	0.070307124	10.10498982	3.228248712	14.72007926	10.86030316	13.81206189	15.02836621	6.165610999	7.754798868	3.953598115	17.8822348	17.92787764	11.96517183
Bmpr2	0	0	2.433826294	0	0.363246835	1.219637474	1.431758707	0.631382973	0	3.399449219	2.30989783	0.155264913	2.041120542	0.259723041
Bms1	16.68018128	6.829956663	9.200710991	4.019227137	15.25043718	10.88934603	10.71900396	11.46375324	16.9772873	13.29702228	5.809234128	8.508032026	18.66646452	24.95912381
Bmyc	275.6699343	345.9474138	296.8060329	810.4219854	223.6784168	217.4235832	162.121628	113.7408272	231.144842	199.3860534	308.2354031	229.8483801	204.2770913	279.4280215
Bnip1	0	0	32.34110251	98.05896752	16.04613598	28.90934244	14.59541221	15.91818311	33.18388719	42.99611929	48.71686292	25.09281335	21.59158364	15.950346
Bnip2	0	0	6.715583714	7.473699636	18.18118451	7.043670021	4.770413072	9.48057015	1.10520682	2.774165238	5.83631966	8.070195878	18.21768264	0.562483762
Bnip3	315.2181228	568.813137	567.7323948	241.046693	229.2451601	213.7416409	144.5117314	160.3951497	299.2822468	314.370354	192.8325334	297.3741308	230.1329597	270.7648202
Bnip3l	100.6835543	24.2854749	46.05668518	135.9446567	38.82981857	54.50643515	37.94431064	34.20234918	75.27406611	80.7057216	65.25445313	49.45540025	52.26878235	79.6324324
Bod1	67.35134692	44.25241686	18.26411301	22.12696344	57.84977888	62.54208753	48.48717713	46.74900039	19.26061926	75.97667799	18.34527611	92.04695419	68.69504875	44.17811126
Bod1l	0.668699974	5.59490052	6.497732653	5.277074617	6.366712549	9.301645398	6.597456834	7.732470218	3.776282674	3.615310752	7.687238269	3.100288762	11.5476908	2.85234459
Bok	55.36037268	0	124.110751	108.3170487	69.09223678	66.70786721	56.10254509	44.22335088	111.8193817	81.26243193	92.774659	60.45931138	59.98499784	85.55108303
Bola1	50.26495706	176.0256017	41.62989209	178.7275878	41.93931355	48.89424577	41.32656614	31.5888956	53.72127382	57.5935672	99.73221523	62.74235963	59.80796268	55.60050398
Bola2	250.9232164	507.7058899	215.0038778	827.1170309	144.9053063	120.5758216	110.0280912	94.61526777	275.9990222	259.1710524	308.2875665	282.7595213	206.6167905	263.5244771
Bola3	57.17182907	220.3057799	85.17534831	357.6960483	94.54149974	141.9030942	79.43517832	59.32545891	123.3521209	133.9865441	110.4308763	126.3683549	126.4657982	105.6928215
Bop1	32.58699747	0	33.09374661	9.280800196	23.49558574	26.2002857	25.42723932	29.33268611	20.15387644	17.06174537	31.24505316	31.66802227	6.307718968	39.17826622
Bphl	4.662868703	0	9.570097556	27.17977141	8.42948982	5.011963506	4.47264039	3.29666514	4.440938569	0	10.38565601	21.61842381	13.45629322	10.92415735
Bpnt1	12.9179841	3.532111314	12.51758579	7.477211509	11.28728775	23.19630859	11.32889298	20.9045636	21.49432704	18.88551665	15.3143209	11.22966647	17.89403319	22.33290823
Bptf	2.82164846	29.8876941	8.948859517	8.061144062	5.69236374	7.074173379	5.883772448	3.970556909	3.037875674	4.083387925	10.63019988	1.80114327	7.420592842	7.492618618
Braf	0	0.277289619	1.033392103	1.322819317	1.178573174	2.051869541	2.421968663	2.822453235	0	1.012386923	0.936822898	0.615712844	0.80272986	0.514974083
Brap	18.98372933	3.425824451	15.5849245	15.78586107	16.12974475	11.90690798	10.82150385	9.663527315	19.69677722	12.98648054	9.875046576	15.69585219	12.62223505	16.56311628
Brca1	1.112981099	0.811514263	3.081382243	1.24436433	6.579040556	3.699502793	7.43671615	6.861275236	5.344580919	8.966507529	6.214521602	3.685790047	0.587316192	2.466196856
Brca2	5.120619578	11.30858054	7.138921475	3.211187994	5.657060145	6.475276232	5.937239933	7.921332895	8.69456862	3.863179466	8.924175351	4.514789493	6.244351876	2.588120507
Brcc3	18.97691291	38.91584492	26.56147805	59.92347759	11.81660865	8.878979967	10.31487634	16.19947908	33.66670182	23.55571729	38.99515501	36.7815819	43.08127701	26.67543898
Brd1	17.28424764	5.32608282	16.46789631	8.722904323	25.54260947	12.48959106	14.13547901	12.75882783	7.715894933	9.23268495	10.28962357	9.327863806	10.00758436	8.599603314
Brd2	22.29721178	38.49699082	22.7611435	36.3552492	27.12597243	23.90446973	28.51675405	28.46591076	20.74101564	39.50746789	19.7482474	12.56987657	29.78540463	16.40433987
Brd3	19.56378204	17.24222511	25.56282963	22.29793548	15.48985024	15.24393429	17.07387843	10.82261893	12.91125259	22.49409134	24.56445593	12.81785094	6.665326396	20.37747778
Brd4	8.511124695	6.472900521	9.163687592	10.88123715	15.012711	14.71145022	16.49772306	14.45237746	10.73647162	9.743272647	12.73243878	11.67251362	10.82668683	11.0741484
Brd7	17.5425679	11.05655165	9.923986617	12.02290464	15.58788727	16.092396	15.48237227	16.81716521	6.263277545	4.374194977	11.53596601	10.33887436	17.29832044	21.90648786
Brd8	53.71327895	190.7404302	47.08446939	80.87206345	45.85010746	47.55569131	39.88797669	40.43143283	36.5327227	19.94902264	30.31092678	35.04355975	61.22052377	28.14146632
Brd9	13.90615353	71.72343094	22.37974226	18.80728905	19.58227919	14.66035152	15.72578131	17.47857982	6.298212249	9.152280621	12.62070786	12.89459943	23.52095206	2.648916053
Bre	14.47964451	1.055762587	64.5678557	45.80113037	52.64317431	53.46585775	35.18528164	32.45559304	30.50130366	23.43190337	53.68174869	19.76660591	36.10305038	32.44118678
Brf1	0	0	10.7402855	1.084320859	4.932245949	9.056527629	9.253042967	6.912027854	11.06261645	14.39316552	3.013913604	4.941143826	14.17233409	0
Brf2	13.50246917	7.244531419	8.640347315	13.45856952	9.825262176	6.958679967	8.936964745	15.69034623	14.50119158	13.49263613	4.685935901	5.905792296	10.35171329	8.561846112
Bri3	101.5054355	0	57.6336602	41.85364578	140.5536233	123.5988305	132.2430631	117.1114792	192.6225651	191.9953681	56.748243	208.3648334	169.2396349	271.1808756
Bri3bp	2.470601431	16.37806858	4.315757747	14.89640149	6.015872841	8.110161593	7.903971901	7.414666	5.310520815	6.342050653	8.549439926	10.7531395	10.05732752	10.49274768
Brip1	6.708296287	44.46598521	9.247159121	15.37916809	16.10834409	19.48512918	18.44034492	16.09674143	7.812590646	8.747443569	8.617263263	12.95901027	30.22361482	6.503246925
Brix1	48.19091934	227.2336036	79.0436596	343.3901668	58.23938963	73.19490699	48.17140592	58.9023218	65.15313987	45.8969083	124.4576475	63.39669983	35.06282089	89.40319812
Brms1	57.14301162	111.4587027	76.976214	135.8489961	61.25161516	40.49232874	36.0841223	45.67532016	80.49157227	59.4660038	121.088366	41.51003966	54.95839794	30.29354813
Brms1l	19.22343035	47.1554755	29.71544455	14.23890314	20.35470484	13.33521004	15.35344248	9.837320725	14.58524885	16.46332094	4.025150001	12.52000348	8.622515809	12.60137531
Brox	10.90861335	0	12.01941171	8.111892005	15.6043735	12.78890116	14.64063145	17.55518702	18.27714709	26.84700138	4.746569349	16.07072716	7.531786345	11.99178707
Brpf1	17.17946084	0.869872109	6.165546772	0.62246306	11.59839763	5.793140343	11.94480564	6.097962313	18.53624525	16.02999286	4.160123384	7.743653528	14.5426383	4.934620527
Brpf3	0	0	0.762134388	1.231100554	1.137480126	1.611226251	2.13394721	2.224269298	0.819579956	0	2.034357531	2.27906433	1.852115818	1.44869625
Brsk2	3.887867767	0	0.784867017	0	0.097617368	0.737460107	1.50946105	0	0.181510978	0	0.232781945	0.250351287	1.944759178	1.151647789
Brwd1	9.245660454	9.563563696	11.82734507	7.419918028	12.54038449	8.243564618	11.47532865	9.13909162	11.30770445	8.322429276	6.611363391	10.17149532	12.15590922	3.2408778
Brwd3	0.054761892	2.156157973	1.238172245	6.750202647	4.817904123	3.046961119	3.962097198	3.510328392	4.786033171	5.840814827	5.25658825	4.316166698	4.349097393	5.733505219
Bscl2	0.9565738	0	1.974005658	8.110327513	9.991424698	9.838362965	3.670196084	3.406553978	1.429090958	2.931799235	4.948459629	1.231932239	4.122375006	0
Bsdc1	12.72074072	32.31808792	19.47408855	3.024724126	16.9279309	11.39425325	16.70481805	9.16015831	16.62883574	21.93060804	6.39778283	7.576916073	9.544605968	30.65850288
Bsg	602.3129903	506.1061902	506.4527649	1346.096796	279.4547881	363.1528009	277.3376209	286.8932874	298.162862	294.6739363	598.7757498	303.3365939	185.3438492	273.2026226
Bspry	23.65091676	0.663258768	6.529301061	6.328195879	11.20667544	11.65635453	9.971887566	7.368163223	9.241126901	21.26302954	4.880007041	9.996815599	14.18724092	14.63210772
Bst2	0	0	14.36190517	67.79782051	11.08709007	14.42507911	3.025413408	10.98458006	0	1.353373642	2.643868044	18.48220012	2.548614909	7.134585162
Btaf1	2.815722777	0.181150943	6.798829443	2.349507265	9.581622463	5.361875498	6.763476591	5.672919247	5.641793803	6.030775458	2.308669449	5.567366591	6.730012685	3.478973197
Btbd1	6.80959845	42.7599679	29.51642234	12.02180614	34.95001025	33.01901245	42.21532089	37.92501447	15.31260723	12.52242672	15.25144486	25.76507666	14.31164893	33.23489946
Btbd10	0.137470939	0.300704912	6.734504027	6.007064012	8.946671745	20.8606546	16.42631468	9.157689002	10.65907815	9.303057675	10.90433099	4.036584839	6.855306744	15.45919575
Btbd16	1.539042005	1.234387533	1.380869218	0.73608583	0.618281231	0.415188179	0.337429626	0.257921967	1.379568004	0.452832357	0.41282529	1.427089821	2.653013618	0.265244236
