Symbol	X8cell_wt_male_IB105	X8cell_wt_male_IB106	X8cell_wt_male_IB11	X8cell_wt_male_IB112	X8cell_wt_male_IB16	X8cell_wt_female_IB10	X8cell_wt_female_IB107	X8cell_wt_female_IB109	X8cell_wt_female_IB110	X8cell_wt_female_IB111	X8cell_wt_female_IB12	X8cell_wt_female_IB13	X8cell_wt_female_IB14	X8cell_wt_female_IB15	X8cell_KO_male_IB113	X8cell_KO_male_IB117	X8cell_KO_male_IB17	X8cell_KO_male_IB19	X8cell_KO_male_IB20	X8cell_KO_male_IB21	X8cell_KO_female_IB114	X8cell_KO_female_IB115	X8cell_KO_female_IB116	X8cell_KO_female_IB18
Pprc1	108.2221973	183.9759734	228.0730223	173.5457305	201.2203744	211.670947	154.7025723	126.5799782	128.9308529	91.72653374	110.6540363	149.8085943	146.6003068	171.2439774	136.5193473	71.32508048	157.1594709	166.5925704	167.1834652	145.7108332	151.8031468	145.6307709	123.4434081	166.2475342
Ppt1	1.371351115	3.67906432	2.480036431	3.914763206	0	4.39871465	1.405681548	2.780780045	2.5228347	6.798820096	0.480908334	2.192145013	1.631599184	0.609492309	5.493630535	3.494911949	2.301471314	1.211783542	0.615882153	5.497780218	2.164856722	0.34516376	1.976118312	2.216798654
Ppt2	201.6563349	182.9933014	515.1266028	149.1752625	174.0012349	239.9639776	109.1894752	104.9450205	101.0646691	144.31212	188.1878278	60.24049293	156.6292053	142.9243341	182.9888959	141.5914837	124.128455	198.7505698	192.2627666	150.2741137	127.7065016	157.3271028	170.2974847	171.7887005
Pptc7	1.235732787	2.113457289	0.297970111	1.587427565	4.668300712	3.435213935	4.94000578	1.503466635	4.092014903	5.957452191	3.640135038	4.740852326	3.087512184	3.295303247	4.590318718	2.69938826	0.049772873	7.92156813	4.21781102	2.080714868	2.048303766	3.07918861	4.701027323	4.494534032
Ppwd1	3.853230014	11.62963738	5.37149057	3.093672233	2.843080962	4.634824862	6.665105009	5.127577405	5.31650626	11.11618084	3.547054662	9.239251933	3.438357368	4.816560632	12.10325372	9.995380647	1.455004561	1.392903882	7.35466371	2.317154029	6.272914823	1.454764587	3.747943074	9.92710733
Pqbp1	57.23591906	85.08422297	57.93413438	56.69877152	59.50180567	47.49556658	101.1379444	102.6361109	108.4383949	108.655992	103.3538341	96.27279736	102.1467929	96.81744215	31.73307288	68.5791324	61.24660279	65.46752661	85.55544927	63.18717497	98.10866143	120.6238669	142.5498275	82.85575781
Pqlc1	45.43382627	36.75548568	106.5184821	26.57489456	98.42645796	64.10227153	104.0650663	37.04163604	23.05003011	52.24863902	50.26233314	60.64754336	48.48324136	78.06536824	77.52817583	69.95933991	96.68733557	104.3564867	73.94041149	94.49962229	61.83355329	46.06627466	75.7294346	59.05814023
Pqlc2	12.80441322	22.96337331	6.040772664	8.343494468	10.29657349	9.523743688	5.991829189	23.70659138	11.26586809	6.567012204	18.74203382	7.341865254	7.94836691	8.907460639	0.912352062	9.728874856	16.3690264	13.14809629	3.250305273	16.40430723	2.636535324	7.146255646	13.47737788	19.91098337
Pqlc3	7.416005053	0	0	11.64366067	0	0	0	10.52654936	4.092902542	2.789199544	0	4.74188071	0	0	4.051159808	2.159979049	0	2.144648971	0.222038208	3.567713514	0	0	0.427458824	0.599401198
Praf2	2.834807902	6.654576227	1.993694295	2.023114567	3.34663162	21.21668584	15.98175999	7.185411124	2.60755676	0.969260508	6.958815365	15.86033277	11.80474186	8.189484352	3.613347899	0	1.332105337	2.96040199	7.638777146	7.955370031	7.83144997	3.210795722	3.26796879	6.873730156
Pram1	0.985380697	0	0	0	0	2.107123144	0	2.247887371	0	0	0	0.590684989	0	0.656923618	0	0.807190614	0	0	0	0.296281152	0	0	0.851960735	0
Pramef12	6.02223825	14.68064438	6.702147232	1.983639161	8.932513503	8.915443596	12.82084427	16.90849915	6.817806944	17.34385296	5.848314516	12.77392306	14.05463517	16.36821328	8.350988368	24.28659369	10.54219809	10.38251302	8.113871822	9.193026031	12.06643616	15.21603924	17.6231195	16.28738743
Pramef17	0	0	0	0	0	0.695062155	0	0	0	0	3.419579224	0.779380707	0	0.433389711	0	0	0.654599884	0	0	0.390928867	0	0	1.686182413	3.152583597
Pramef6	0	1.156511518	0.461983921	0	0	0	0	0	0	0	26.60648803	0	0	0.510916048	0.837294181	0.418523176	0.926036528	0.738760499	0.34418162	0.921719306	0.90736177	0.868016059	0	0.929132321
Pramef8	5.284046877	3.101011951	1.327221969	7.542121076	7.508799952	2.510961274	0.902721303	9.821912825	5.940554351	4.968396405	4.941388875	2.463622014	2.095608844	6.066897752	1.924353087	1.923783504	10.28682977	4.386223945	5.669066707	2.647984174	1.042694708	0	3.045726709	3.914945228
Pramel1	0.93409244	1.174680757	4.36394935	2.999847748	7.902988277	6.991071891	7.181073976	1.420591117	6.014479282	5.988361539	0	3.359641917	0.833519829	7.784141021	17.60428174	1.020236006	4.608866088	6.190525347	7.131612433	15.44729784	2.764850312	2.468628186	2.019042193	2.548069232
Pramel4	19.00113008	14.81498165	18.04048176	13.22150487	16.63690234	19.30007103	21.91140538	14.44869665	20.53654749	16.81034679	13.49329756	11.95970903	27.97624704	12.0341068	31.6583757	10.89555918	20.75952068	23.58259624	15.14700412	7.998479581	11.81083201	21.7006427	17.24980775	8.926680409
Pramel5	107.7491074	76.09436407	48.47506699	109.0955343	62.03504668	87.96404914	117.5194295	193.7350159	147.4465864	123.0450708	83.76137465	62.36279888	157.2467963	110.0496986	222.3936412	76.81469506	138.7491988	170.3832207	142.3118058	115.2271485	131.9710573	179.3529254	147.7709427	37.64543831
Pramel6	384.0575656	323.4735181	287.0553596	324.7887107	196.5602793	140.8331328	142.222569	244.2125275	323.3201061	243.65321	223.4321978	167.6766739	301.106332	240.2529635	209.3958571	122.4481954	203.422865	287.1175888	172.8149323	173.9945694	201.5109084	246.1345962	214.3331284	217.1116768
Pramel7	539.1621738	462.2937172	375.0635095	440.7518239	516.9214398	393.7015155	349.4943766	535.7767036	521.864634	296.9454631	505.3446823	371.6799549	798.2072686	435.4163906	649.9730164	279.72019	634.8341353	611.5779141	776.5022312	379.8615869	369.2294078	663.1812251	501.1219303	286.7232408
Prap1	0	0	0	0	2.162935549	0	0	2.786368429	0	0	7.709996629	2.19655045	0	0	0	6.003317975	0	0	0	0	2.169207318	0	0	0
Prc1	132.4667791	126.2241484	163.1297294	89.94561762	188.2560868	99.95206166	129.7697101	94.39783153	85.29334617	66.38549235	100.7382373	127.051221	193.179501	176.8755386	131.287088	173.2063239	153.9672844	110.2732535	95.356598	142.2489007	106.2011052	153.179802	127.9473274	180.1015464
Prcc	1.110173187	4.746785951	7.528897737	3.565332929	3.931843871	13.05687632	6.82779172	4.220947791	4.595294866	7.686571031	5.839768513	7.320408269	3.962568696	3.70059505	9.096856655	13.03496855	1.900412192	12.842126	5.484441068	9.680297526	10.51531965	5.239242897	5.759138375	7.066248171
Prcp	13.07225182	10.44372041	15.18101922	4.939020583	7.564923028	11.92134777	5.32039084	5.262513653	9.902381543	7.690316923	4.044886895	8.758040895	8.920124487	8.202236585	6.930982248	11.12828275	13.00825131	20.66242579	11.7416561	17.34054413	9.559441968	0.435472294	8.310497556	7.225069603
Prdm1	0	0	1.202164266	1.897628752	0	0.236913078	0.681385203	0	0	1.363711654	0	0	0	0.886329571	0	0	0	0	0	0	0	0	0	0
Prdm10	14.04427718	24.05338085	18.44417939	10.02296548	11.84283373	18.59128105	7.712068882	21.86743251	13.22600533	7.374400148	11.25731902	12.82867962	16.11276008	10.92337911	9.498670081	12.05243591	19.52928071	13.94123218	23.87790286	19.50526276	10.29355069	17.8006967	16.47936551	23.91888671
Prdm12	0	2.087898779	0	0	0	0.493097514	0	0	0	0	0	0	0	0.307459394	0	0	0	0	0	0	0.546032761	0	0	0
Prdm14	0	1.989663665	0	0.94094723	3.458917371	2.8193844	2.027206383	2.005153679	1.212770325	7.663624732	6.9354289	6.849713434	0	1.757961042	4.081365138	11.76045284	2.65525707	0	2.171144912	2.378590334	5.723762619	5.807416866	1.519926865	6.393920994
Prdm15	1.795765485	0.812984224	0.866019655	2.691322593	0.353331734	2.112020728	1.656648645	1.365522505	2.477713089	0.184199208	0	1.291762729	1.922901087	2.154928923	0	0.196137398	0.976453423	0	1.451680624	0.863912139	0	0.067798082	0	1.306290351
Prdm16	0.264775273	0.266377421	0	1.984100044	0.260483641	0	0	0.201338425	0.243549679	0.339488898	0	0.158719143	0	0.44129424	0	0	0.373261858	0.031904532	0.118912191	0	0	0	0.343387288	0
Prdm2	5.624451317	3.176693168	2.944412461	6.971678374	4.620779965	8.96768001	12.59252837	6.602938018	12.07166246	6.072879933	4.671460855	2.602614629	3.16981478	9.801722434	8.786223957	1.454956015	7.332799678	2.901149388	10.85726269	8.010673743	5.257261481	5.290070222	4.436333422	5.383400231
Prdm4	11.63146493	8.48383877	10.95576185	21.16759115	14.99024533	10.57083301	18.77816946	3.980120048	5.616992644	12.82569824	1.529605098	13.24768217	4.151647631	7.754347167	14.13753813	10.4809139	10.18970992	6.587296823	18.15257248	9.617608249	11.70563827	18.7732006	12.82212863	9.518686797
Prdm6	0.4381364	0	0	0	2.241381116	1.405356353	0	0	0.403013386	2.69648944	0	0.525280423	0	0	0.718025633	0.957084142	0	3.378813877	0	1.84432454	1.556224858	0.330831701	1.894064956	0.265593956
Prdm8	0	0	0	0	0.143779621	0.781304237	0	0	0	0	0	0	0	0	0	0	0	0	0.328180871	0.219717315	0	0	0	0
Prdm9	0.658724148	0.828387586	0.992731346	4.230999135	1.42570376	2.465060031	2.532054986	1.00180414	3.332547975	0.506760768	2.77203347	3.158969664	0	3.074060778	0	1.978550173	0.066330266	2.22247342	1.331266653	1.782567843	1.559823066	0.124348736	0	2.196216384
Prdx1	394.072308	244.3468613	219.1323086	280.663243	306.9831884	168.5356498	238.6528833	240.9490961	290.7250969	294.5006052	287.6693873	142.6998223	149.2688722	165.6720103	211.7562483	253.4174078	221.4045289	275.2156569	165.4223821	350.6289841	163.775918	261.4272022	168.2715645	259.8459184
Prdx2	134.2832253	130.8359926	54.33043715	69.93275641	31.89602833	23.28236863	29.76105393	58.87460426	72.33063498	55.84051779	54.72706206	33.35865258	60.45230863	38.71246694	80.62467442	56.15630243	103.787854	58.01720686	56.50424538	24.73475832	24.34946729	44.30352738	31.37874491	30.80044054
Prdx3	66.24622369	84.10226462	100.5496016	25.32743427	80.68972017	105.4017265	47.29072661	86.3562102	52.23053486	48.53680993	68.03471766	49.16624757	87.26289256	97.7925138	123.644014	114.5629718	92.59521484	98.26013105	84.2961525	87.73715312	58.82529964	74.13938411	70.23192858	58.32443283
Prdx4	82.98573039	81.13610347	87.72079627	47.54630481	84.17035958	74.98116665	50.31907426	94.21068886	109.6618025	110.8983138	73.77873697	54.65017518	77.17966172	75.58361013	70.87244394	72.76637111	96.50883588	66.47556394	92.91103402	66.77265527	117.6266574	144.739378	100.0450938	148.7898205
Prdx5	147.4182516	224.965024	166.2507561	117.0289441	190.3299448	72.61075913	193.5549939	120.91543	161.5017568	186.0430739	182.9723401	162.838458	112.3313351	125.8858527	142.9643305	151.967712	275.2031156	185.617602	229.8627954	159.3716986	154.9280657	185.1061068	186.174472	138.5636098
Prdx6	228.5044642	125.9958352	225.3108847	123.3527797	95.10800144	109.6286338	134.3790004	100.9873514	120.3632113	144.4883366	112.4936076	135.2205491	139.4199406	84.30618269	154.6985303	135.4544702	171.9795443	140.3764434	163.1438574	159.433153	90.18103021	131.9865401	116.5127485	47.35629002
Prdx6b	0	0	0	0	0	0	0	0	0.725675194	0	0	0.472916019	0	0.262974096	0	0	0	0	0	0	0	0.148925797	0	0
Preb	9.347735134	7.209961801	3.193171223	9.784410444	8.664884348	5.552515303	9.581746537	8.213844375	5.541176944	4.474570109	3.715161518	18.42924245	7.785190675	7.616709625	10.89367654	10.20979889	12.4666078	11.06346365	5.13104152	13.24127237	3.197267659	10.9012543	12.75169047	14.22922284
Prelid1	219.7561828	266.8822903	205.3340355	253.1735601	233.4897863	137.620392	172.1611381	143.233154	220.4283382	176.0369332	176.1475814	158.0790191	183.0222787	151.3883191	160.0623532	182.3027772	234.7713769	207.5518451	187.5183007	180.6066238	86.72845422	179.763283	147.4772197	160.4911844
Prelid2	248.6956612	155.1876589	104.3739089	215.6796613	111.4927551	70.68321304	104.066061	165.1731495	337.3472535	139.6578548	129.1637419	71.70948401	103.9366991	139.5640577	263.9726032	172.777813	276.41764	118.7299854	118.7597729	119.264622	156.542464	276.9266962	148.3382491	44.84539281
Prelp	1.265511134	0	0	0	0	0.338268728	0	0	0	0	0	0	0	0	0	0	0.254861432	1.524898475	0	0	0.749165437	0	0	0.191785086
Prep	72.92723174	52.91809361	61.26893973	57.42996497	25.06958177	40.33098795	51.55371975	46.53102056	59.7561095	38.26208435	23.81053391	31.15401675	75.54712273	38.27999501	45.33305933	4.806628625	101.0352171	63.33050867	24.28170315	49.39995131	9.428353103	6.96243162	4.34847778	3.048811537
Prepl	5.940019685	1.045793449	5.997784221	5.087049608	9.817483846	3.810614412	3.65323336	8.58204381	6.010224652	9.901007454	2.812129341	9.25791344	2.120185961	5.544044979	8.598904316	6.974404594	6.579436836	6.728073038	9.737101647	7.679913234	2.461487794	3.588191831	5.906106223	9.542070283
Prex1	0.872582524	7.637403707	0.105202158	1.494564268	0.549401087	0.746366896	1.073312129	1.061636241	2.086844047	2.058602448	1.468795682	1.673818536	0.934359135	0.814414264	3.432008584	0.571832126	0.562334382	2.481381119	0.627011417	0.944515274	0.826491242	0	0.905322441	1.057901808
Prex2	0.203735188	0.25620998	1.074638115	0.436198475	1.202597579	1.415908774	1.409639622	0.309845564	0.281104269	0.522449349	9.323740895	6.228566493	0.727197062	2.988130437	0.389532276	0.445047976	1.005241195	0.589185767	0.823488445	1.408944399	3.738862565	0.538433251	1.056897388	1.482027097
Prf1	1.109632694	0	0	1.18786571	0	1.186410865	0.853058447	0	1.531019208	1.9918445	0	0	0	0.739758679	0.606161854	0	0.111734527	0.133707018	0.249171406	0	1.313775026	0	0	0
Prg4	0.79915342	0	0.080291035	0	0.104826703	0	0	0	0	0	0	0	0.475406354	0.177590501	0	0	0	0	0.837444245	0	0	0	0.921264694	0.322959271
Prickle1	6.695281918	1.964606837	9.249291314	0.597276908	1.866248918	3.280999642	4.718238078	2.545588	4.618918168	2.71843761	20.83775221	2.675651172	0.995734826	3.533637971	2.43829904	4.113411753	3.820363506	1.546288116	1.879307474	3.01967429	3.633223127	2.527764759	2.653174662	1.691089059
Prickle2	0	0	0	0	0	0	0	0	0.604102016	0	0	0	0	0.175134201	0	0.502121686	0	0	0.176970287	0	0	0	0	0
Prickle3	1.438879768	2.653908376	0.722822066	1.026883909	0.943705044	0.512813114	0	0.729428099	0.882355065	0.737959705	5.045894258	4.600183096	1.711943083	1.598762971	3.144081938	0	1.545472858	0.115586791	0.646209683	0	0.567864879	1.086481381	0.829370867	0.581489799
Prim1	35.6819656	41.13298305	28.45570828	49.33865702	57.920959	46.89379878	26.28844563	49.74385595	28.03506231	53.37571563	26.59018407	35.64916842	22.5534263	25.77043217	43.45108933	42.62629886	46.70896834	75.77969545	49.41038107	67.9486903	41.36634491	43.78243559	53.34591324	42.35885766
Prim2	24.12147849	7.694553145	22.87535926	17.63462383	22.22564231	23.27435542	21.71005121	18.78964606	21.10545942	31.98409558	37.13694814	21.16036726	12.59961827	17.25772597	10.28441051	9.638781054	29.62089823	8.648780145	28.27175702	20.16623817	10.44847924	18.88020819	17.29475894	19.25850984
Prkaa1	19.58483826	15.14694688	28.48232602	13.62766496	32.27288796	31.40994092	21.45529041	24.57271681	29.94965193	28.50125619	34.25441359	24.06720927	26.65114745	25.13399639	23.8045164	28.7441358	20.75631469	38.40749178	42.32916358	24.73257037	22.02852167	29.76142079	25.39959416	29.97714198
Prkaa2	0.833746697	0.768892367	0.16753325	1.19003837	0.984279413	1.48572608	0	0	0.766909756	5.416323686	1.461900348	1.49936464	0	2.038057261	3.264079213	0	0	1.908809935	0.748881457	0.083562773	0.493566743	0	1.201429814	0.758113514
Prkab1	181.6903159	192.851538	177.1853624	73.75539855	177.5428051	175.2515688	223.8282287	121.6818369	127.7715526	179.5282176	153.7356788	202.5067437	198.3216366	194.4706904	251.9251222	193.2877156	179.4843306	316.1440188	130.5072599	201.1455773	177.6190527	121.4591891	201.7664007	90.94035485
Prkab2	0.802341781	1.210795091	0.967336435	0	0.210489855	0	0	1.220221424	0	1.09732755	0	0	0	0.178299029	1.753189084	1.314502622	1.885143201	1.804683884	0.360336589	0	0	0	1.849880479	2.269734412
Prkaca	0	0	0	3.192162453	0	0	0.764143938	0	1.371440669	0	0	0	0	0	0	0	0	0	0.446400409	0.298865375	0	0.938174066	0	1.205076111
Prkacb	3.139991905	2.707707346	5.002537567	1.92078423	2.824317337	7.913530922	3.793348268	3.069885941	1.650443326	5.636437753	4.247250652	3.226737366	3.60245925	7.32668294	2.450416153	1.714783603	7.543191134	3.351175232	2.820379044	3.506741962	3.452117767	6.266138629	1.16350237	3.6709047
Prkag1	95.25577204	87.0883515	58.26042873	64.01139428	76.33750443	31.96649799	73.7648331	77.19209573	40.93180008	42.79175738	58.51882737	45.01387218	69.48880382	70.45716222	53.55489905	46.70427547	91.71707215	56.80353815	57.45628106	71.08036101	41.16067578	54.60115824	37.87274752	43.83418401
Prkag2	0	0	0.694911942	0	0	0	0	2.003608281	0.302958907	1.013521537	0	0	0	0	0	0	0.397981594	0	1.331266653	0.396126187	0.389955766	0	0	0
Prkag3	0	0	0	1.72307639	0	0	0	0	0.370140472	0.412757123	0	0	0	0	0	0	0	0	0.180719657	0	0.476429008	0	0	0.243930043
Prkar1a	25.37763029	33.12154324	28.42563574	31.57227663	48.44810735	27.5002398	32.69193112	37.55182779	18.61150504	60.50425689	32.83187099	24.25790202	22.64525133	25.60638048	24.35409843	80.34473678	37.01879556	45.70349718	41.58455569	35.88381129	26.79816396	31.07408679	32.9122713	47.39833067
Prkar1b	0	0	0	0	0	0	0	0.632756905	0	0	0	0	0	0.554751489	0	0	0	0	0	0.250200184	0	3.455796198	0	0
Prkar2a	9.590632277	5.817577372	2.550631527	8.455016424	7.326141101	11.46061149	9.541585421	3.860913482	4.670366514	3.616733207	12.46385841	8.454544428	2.013651864	6.957943083	8.629104092	9.24273213	5.283107156	3.534895842	3.293749947	6.785131724	5.677524303	3.833880832	5.121570395	5.471761431
Prkar2b	0	1.536390079	0	0	0	0	1.043586689	0	0	0	0	0.406865509	0	0	1.297706244	0	0	0.490710331	0	0	0	0	0	0
Prkca	0	0	0.082085087	0	0	0.145590149	0	0	0.250504915	0	0	0	0	0.090779324	0	0	0	0	0	0	0	0	0.117731221	0.165087796
Prkcb	0	0	0	0.276347963	0	0.138004752	0	0	0.237453351	0	0.13579165	0	0	0	0.070509483	0.070488613	0	0.031105925	0.173903523	0.077619017	0.458459719	0	0	0
Prkcd	33.26378915	33.67164184	35.7719561	14.94698914	37.00711276	30.73552327	21.46817647	11.86641517	32.10818541	39.80674317	50.98044257	53.66548734	27.11717844	55.85058068	36.79085719	32.74314186	10.75147875	36.61789539	24.52942095	59.76295121	36.46613384	28.06293313	39.41170361	62.48406489
Prkce	0.182218225	1.924868627	0	0.780261007	0.573647121	0.584479033	1.120679277	2.216976224	0.8380539	0	2.683828376	0	1.625990073	1.336273393	0.497704048	0	1.834847453	0.790440658	1.964047594	0.219155198	0.431482876	1.71988578	0	0
Prkch	0	0	0	0	0	0	0	0	0	1.239772304	0	0	0	0	0.565934749	0	0	0	0	0	0.817725425	0	0.597147024	0
Prkci	4.083647127	2.952881705	0	8.743117288	0.4017457	1.364438923	1.962129955	1.940785177	2.112909375	4.45056639	1.074046563	0.611984045	0.455495718	1.871680582	2.230784228	3.205803171	3.135423491	0.738098675	1.031619847	0.920893578	3.928378584	0.867238441	2.20670233	1.08301661
Prkcq	0	0	0.622067695	0	0	0	0	0	0	2.999061112	0	0.412391905	0	0.458636984	0	0.563547205	0	0	0	0	0	0	0	0
Prkcsh	64.54836278	51.43394159	69.5578739	36.68986719	40.0119586	18.93321439	31.61832271	41.6991558	39.93286924	26.36680088	10.21622862	41.77519657	39.75826914	37.70099459	40.87779314	32.13104172	63.8466212	14.17910987	36.42873472	27.48063375	19.61311359	53.69995491	44.94317078	36.35841477
Prkcz	12.15234952	14.59620729	10.39051607	12.21265547	11.80898479	9.015689788	10.67706146	6.789157984	12.77504196	9.0308923	14.61124062	8.325380333	14.1634882	9.920332932	11.24479708	15.98184716	26.97093983	19.18554584	16.70722749	10.73808006	13.21351748	15.82408703	13.29448109	15.63530524
Prkd2	0	0	0	0	0	0	0	0	0	0.311133397	0	0.363655677	0	0	0	0	0	0	0.136225198	0	0.359128813	0	0	0
Prkd3	0	0.09346881	0	0	0	0	0.285697383	0	0.854588144	0	0	0.66831292	0	0.619380535	0	0	0.374209554	0.268678508	0.083449873	0.55869746	0	0	0	0.112638167
Prkdc	3.147052799	3.030405714	2.845662758	5.005269084	1.556867606	2.787981283	0.829500734	4.375877956	7.857234707	1.383456098	1.5135294	2.479394882	2.5675094	1.558547914	2.652400512	1.816847613	2.335951618	0.996778752	2.745957762	3.190200406	2.235615117	2.919457937	3.26513246	3.869930687
Prkg1	0.154458224	0	0	0	0	0	0.237487402	0	0.284152295	0.079217144	0.812486091	0.185179504	0	0	0	0	0	0	0.069368131	0	0	0	0.133544672	0.093631049
Prkra	0	0	0	1.570061884	0	0	1.127530277	0	0	0	0	0	0	0	2.804181188	0	0	0	0	0	0	0	0	0.444536603
Prkrip1	49.60742437	55.10630549	52.54033648	30.97787154	67.24018259	41.25324163	48.73057697	55.53532143	57.03833349	34.62967379	31.16861696	48.7357971	49.1847251	56.95694577	39.89600467	46.65698396	54.5311782	47.15605633	45.48628543	43.5044268	30.99841849	67.37235569	39.31639115	43.85431528
Prkrir	1.645859007	1.490236246	1.488236766	2.114277442	2.979294816	4.927271928	1.518355329	7.509190481	2.422271098	4.558212111	6.233472145	2.762501634	0.587460538	1.975040287	4.675255291	2.516700025	4.176392642	3.569768831	3.843659673	3.16717876	8.574070752	0	4.26903202	5.587139416
Prkx	2.840991652	4.465910013	0.214076065	3.801614472	0.698735801	4.176654266	4.368169648	7.561139384	3.593211591	0.910663892	6.351316949	2.554542312	4.436434616	3.551256608	12.41564547	0.969685203	3.07529353	3.680047137	1.754371691	4.271101927	4.204571368	5.765224353	10.43937304	10.11781377
Prl3b1	31.6553549	43.48326801	143.118769	46.92069554	52.7022971	76.80362556	48.67172361	44.43900418	78.39385389	19.35725072	48.67347231	21.89510224	19.55565753	24.35038986	21.2830162	50.53220216	27.95225429	90.07767535	6.014720893	80.53719386	47.56960408	38.61187675	44.211847	9.594581676
Prl7b1	0	0	5.570027767	0	0	17.12407725	0	0	2.266460146	0	7.776677681	1.477031762	2.198690144	0	0	0	0	0	0	0	1.458645354	0	0	1.493642985
Prlr	0.169898289	0	0.076813652	0.181876718	0.200573375	0.363307926	0.26122729	0.258385563	0.390696168	0.043567953	0.178740883	0	0.454816634	0.33979821	0.185621535	0.046391648	0.17107918	0.34802696	0.381511792	0.204337921	0.402309937	0.481080835	0.440682485	0.154485996
Prm2	0	0	0	0	0	0	0	5.66379465	0	0	0	0	0	2.482784849	4.06881192	3.050705703	0	0	8.362713542	0	0	0	0	0
Prmt1	46.09758579	60.44153135	63.77706417	38.83092045	39.25412473	25.85557471	42.99120415	33.32925314	36.84124956	32.16877928	57.24212351	28.99213538	40.4599811	50.38011696	61.92256868	37.55523917	24.95918169	38.60905416	35.29641853	32.26537108	39.3679482	38.23146417	55.53704919	40.31251293
Prmt10	13.93245394	5.977735372	3.952362985	8.773377088	7.740213801	17.52526369	20.16174959	9.971211294	15.45406348	19.75534847	1.724422116	8.843070418	16.08894082	12.56658739	4.700860374	12.75570152	17.49535294	20.04701393	18.58741638	15.52455705	18.43631218	14.54267634	26.21778198	14.65580114
Prmt2	0	0	0	0	0	0	0	1.689201913	0	0.284826553	2.337045762	0	0	1.851199229	0	0	0	0	2.244728372	1.335864141	0	3.354749526	2.400810405	0
Prmt3	37.45355017	39.74799527	43.09050873	24.44765699	50.68637902	37.11492618	28.09109499	43.06753992	30.66988404	25.06519328	24.0261418	29.02263812	36.681554	41.10775234	43.41479396	50.13672811	47.00436459	62.52193762	43.28232165	55.20840045	28.12057776	43.97310213	63.18509597	42.91604469
Prmt5	125.9981411	108.3108143	112.8909578	81.29841075	155.1995662	101.9599071	100.1815561	110.247768	86.12934738	79.89077437	91.24566438	139.6776533	113.2021554	100.6839293	117.8584293	185.2186124	167.8906679	278.0658432	138.5594923	200.5814423	124.6559092	127.0701889	161.914799	136.5402339
Prmt6	5.1565284	3.686018969	0.163603261	7.553796186	6.301135887	6.674020251	10.01485335	7.429431039	7.239556254	11.97044806	13.41950711	13.34042143	2.906103905	5.427950681	13.49132373	4.891009953	1.749008579	3.858875615	0.121885703	2.61128194	3.534583585	3.278850215	11.02851911	7.732332554
Prmt7	29.82962458	13.98776908	5.943175146	21.64930052	9.152013002	11.35196234	13.9925807	30.75636492	15.34687133	11.14993598	5.850909154	14.5475178	8.120716703	9.100607107	11.59990479	8.283193834	16.59669178	10.60034461	17.48378496	8.513022412	5.986011322	12.40728959	6.994091147	8.275007444
Prnd	0	0.180435697	0	0	0	0.383520289	0	0	0	0	0	0.430045445	0	0.478270169	0	0	0.072238816	0.086444512	0	0.215706108	0	0	0	0
Proca1	3.766003888	0	0	0	1.185587937	4.831899371	2.316169266	2.290973117	1.38564153	4.635538027	1.58480433	0	0	4.017090092	1.645811563	2.467986636	0.455061572	2.178196024	0	4.529400556	0.891769301	1.706199445	1.953653517	4.565828689
Procr	4.546247779	4.573756989	0	3.244516181	5.068900818	0	1.165014661	8.066388392	0.696966634	2.720245082	5.580007534	3.633655265	0	2.525705331	7.036555721	4.965510346	0.45778468	6.9388964	1.701456346	1.366951405	0.897105686	5.149228245	1.965344263	3.215205562
Prodh	2.994987586	8.537145474	0	10.68714922	3.33930216	1.067406008	0	3.79570995	7.34638856	5.88816206	0	4.787575575	7.126722324	1.331111982	1.363399526	3.816388738	5.126867583	0	8.518758919	1.500872326	0	4.334503904	0.863156014	3.631063762
Prokr2	0	0	0	2.691237776	0	0	0	0	0.693737801	0.386806146	0.26448367	0.301401804	0.897325561	0.670401203	0	0	0	0.060585532	0.790334543	2.570057615	0.59529978	0.094914323	0	0
Prom1	0.277475719	0	0	0	0.436765169	0.59334987	0	0.421992005	0.255231998	0	0	0	0.495200483	0	0	1.818389959	0	0.601828083	0	0	0	0	0	0
Prom2	1.869936577	2.821877261	1.93240532	4.003547393	1.787066768	9.425375203	1.642927379	1.625055005	1.720033925	3.425129431	3.091408634	2.882393206	5.244180078	3.383710996	2.626701366	3.501231862	1.667741281	9.527863076	2.759342612	1.445777013	2.213954211	0	0	1.781272548
Prorsd1	6.961797977	7.542686964	1.45270931	11.4655835	2.107371415	6.870924576	8.233938205	5.701056457	10.83704511	12.08478374	9.014319367	8.988515655	4.778638118	8.568407861	14.62707293	8.188736361	6.039545249	10.19553713	9.860771061	10.62727633	5.706401583	4.245854869	9.260268706	9.7388611
Pros1	0	0.876520198	2.205867265	2.238418503	0	1.117838494	0.535835489	0	0	0	0.733274909	1.67125918	4.353675438	4.879013895	5.330516901	0	0	2.099649965	2.034671221	3.772284243	0	0	0	0
Prosc	37.18248036	41.19876813	50.12943126	30.65981957	41.42415762	34.38289829	27.42612997	22.92488311	34.89504199	18.03901501	16.38714231	38.85511794	50.66536316	58.28633002	44.05457668	50.21558435	52.51847945	39.17291388	39.37776146	40.03616636	23.49878951	32.24952669	32.36521075	49.80044775
