Symbol	X8cell_wt_male_IB105	X8cell_wt_male_IB106	X8cell_wt_male_IB11	X8cell_wt_male_IB112	X8cell_wt_male_IB16	X8cell_wt_female_IB10	X8cell_wt_female_IB107	X8cell_wt_female_IB109	X8cell_wt_female_IB110	X8cell_wt_female_IB111	X8cell_wt_female_IB12	X8cell_wt_female_IB13	X8cell_wt_female_IB14	X8cell_wt_female_IB15	X8cell_KO_male_IB113	X8cell_KO_male_IB117	X8cell_KO_male_IB17	X8cell_KO_male_IB19	X8cell_KO_male_IB20	X8cell_KO_male_IB21	X8cell_KO_female_IB114	X8cell_KO_female_IB115	X8cell_KO_female_IB116	X8cell_KO_female_IB18
0610007P14Rik	33.65885838	33.86252713	35.36301736	14.41277061	20.81407176	23.64912324	29.57269283	32.1760891	7.961299881	25.64736918	26.30507711	43.81237673	36.04181945	19.87484985	39.40052049	53.56884748	26.53322579	31.28744226	35.41556256	32.9637159	31.88094064	30.13541773	29.93293945	13.40812427
0610009B22Rik	10.03415023	10.09486658	1.296169984	12.27610651	14.66624474	9.195803457	6.612007736	17.44021296	23.73368644	39.69944736	6.032223778	5.155676904	17.90757067	12.42329324	15.66108739	22.70185527	26.84748794	10.3635553	40.55758281	8.620104455	25.45748966	28.14191772	19.82978798	11.2962622
0610009O20Rik	0.474040256	12.87653382	2.714732058	3.044770592	4.850110052	0.506840249	5.1020276	3.604661321	2.616234154	3.403701001	0.997424689	2.841627245	4.230009116	0.948085063	1.035820672	16.82710384	0.859203193	5.712026111	1.277366228	7.126646258	1.683752436	1.968682568	1.639421947	6.034528908
0610010F05Rik	0	0	0	1.178684139	0	0	0.423232379	0	0.253197541	0	3.475085437	0	0	0.550530553	0	0	0	0.796041204	0.865359053	0	2.607240487	0	0	0.50058687
0610010K14Rik	89.86930987	136.2475284	121.8939264	93.5330404	107.5687311	85.41118655	90.19995219	89.21872362	84.96122509	103.0654084	57.77852895	73.32581008	104.6966638	64.90592417	132.2787244	139.7376917	137.7519061	123.0289092	150.2320728	91.57326737	82.7577539	149.8558897	100.3638674	65.07081023
0610011F06Rik	18.2672085	29.68712305	8.047121907	12.03391452	6.635491548	12.01917591	21.60520407	19.23315717	25.85050105	23.06146826	17.73964699	6.738615929	20.06203091	11.24141303	5.373239909	6.906406499	13.01741689	28.10683092	7.57284442	12.67506111	39.92839315	39.78852898	34.01750003	16.18420189
0610012G03Rik	35.63648383	65.46908713	87.33066422	81.27391722	67.98371589	90.28578615	79.80706822	41.23673739	59.14598155	58.40667619	71.72236157	72.44584746	84.33792751	48.54848633	87.60254406	127.3457056	45.71332209	129.1957016	75.15185782	128.1149107	83.46803034	89.5006579	77.02831263	115.0567102
0610030E20Rik	5.656157501	8.288166168	5.707455441	7.371227094	11.99992037	10.78036303	10.58720272	5.236015598	6.559969079	6.558509383	3.104629631	15.62612907	6.14437578	10.65657977	14.23996369	7.520772972	6.141203542	12.50492435	6.295315045	16.41521618	9.60836198	5.013663755	9.568011774	9.83889774
0610037L13Rik	41.14583848	34.74207329	34.32635853	28.31577758	21.10686687	25.92433953	37.28046915	21.2310136	32.44062879	12.43540609	26.28159392	18.49860862	28.84806217	35.26803081	36.12349461	29.29149538	22.19562084	37.18451659	39.26755008	36.23111601	25.2276993	39.3907292	29.22208843	30.73235446
0610038B21Rik	0.74825527	0	0	0	0.294450845	6.400230903	2.300961326	2.275930615	4.129630273	1.535033713	0	3.588324044	0	2.993035445	0	0.408630311	0	0.721298005	0	8.099389018	0	0	0.64694195	2.721509707
0610039K10Rik	3.594929894	0.602780451	0	0	0	0	3.684925447	0	0	0	0	1.436650241	0	0.798877144	0.65460381	0	1.689294465	0	0	0	0	0	0	0
0610040B10Rik	0	0	0	0	0	0	0	0	0	2.656654937	0	0	0	0	0	0	0	0	5.815887145	3.114992292	0	1.955666485	0	1.570022456
0610040F04Rik	0	0	0	0	0	0.509809187	0.733130565	0.725155298	0	0.489091286	0	0.571654552	0	0	0	0	0.096026242	0	0.428282903	0	0	0	0	0
0610040J01Rik	6.094079019	8.583335754	0	1.304746614	7.434175268	1.954722927	0.936995749	2.780408283	2.242219931	5.938405154	5.129003105	10.95925973	4.350349483	7.312929918	0	5.990476653	3.68186181	1.174905734	5.20008733	2.565287769	7.215224342	5.52188184	4.7420499	9.235426213
0610043K17Rik	0	0	0	0	0.725645044	5.914776496	0	0	0	0	0	0	0	0	0	6.042174402	1.114090871	0	0.828152215	0	0	0	0	0
1110001J03Rik	18.08877423	33.79671075	34.2706168	33.19559412	22.37158734	16.57746882	31.78561542	23.57987977	21.39260852	6.626576941	29.90464679	6.196164987	41.50588537	32.73222474	42.34885876	26.81300523	36.94941742	14.32332643	23.21079677	17.09360849	15.29758449	33.17094174	15.63956493	17.23108546
1110002L01Rik	1.035993433	1.215972565	0.624518265	0.739356415	1.223041738	1.846127209	1.061928515	1.050376462	0.635295647	0	0	1.242049436	0.61629951	1.841774942	1.320514414	0.37717816	0.278185114	0.08322249	2.326354858	0.207666153	0.408862713	1.303777657	0	2.51203593
1110004E09Rik	31.35594914	38.93920252	55.82001171	31.4687382	47.81395615	40.85925569	33.14531823	23.84345538	44.16479197	37.1886005	26.8026796	18.79627693	38.47235118	66.63171169	31.0461195	61.53874101	17.36563999	43.68644011	21.56328923	38.30128097	41.7651679	21.086894	32.19356701	51.08310382
1110004F10Rik	74.88752531	33.57573226	38.5193944	29.62706776	40.68069779	40.03458719	20.02493771	77.99045234	66.63797555	39.66006299	35.96713427	59.52965511	50.84470958	18.99330409	24.90112895	62.67892774	48.3595016	42.76447069	76.76971031	63.14534374	79.02732148	52.55155226	58.413775	99.67399707
1110007C09Rik	2.834807902	3.56495155	0	3.034671851	0	0	0	0	2.60755676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110008F13Rik	19.53587617	15.83245911	40.89107686	18.58953271	18.79213336	16.24591944	31.70615138	18.15650742	22.96139982	36.73774256	19.41083437	10.40955718	9.684706586	5.788435533	30.23708515	32.59896951	12.45871906	38.44879016	15.59765543	24.80127196	20.55995355	23.76600414	30.96633855	32.23779443
1110008L16Rik	6.946507139	6.62072234	4.40789279	13.30699225	13.52395633	6.254444443	15.73984517	7.228288457	11.77039577	25.31365147	3.846340955	10.95808774	16.96454859	8.530839182	0.998601578	9.184415244	13.5478025	10.92545483	12.64307067	9.453906666	5.62727314	12.14684092	8.850879861	9.751567132
1110008P14Rik	81.52337975	106.4471743	37.64219678	66.84592241	54.60561791	40.8002543	34.67026887	63.31036212	67.01063675	81.84276397	91.24082769	18.71581342	24.76454652	31.22186974	30.32100938	75.78008687	59.0349461	40.96522543	45.18156467	62.58432001	65.71674652	56.9732976	56.9880037	71.49934838
1110012L19Rik	14.0158052	25.48957222	2.274735402	2.308302903	5.515451544	3.458213694	1.657693519	9.837963082	10.90881362	16.0354385	13.61102527	15.51092957	3.848227783	13.65649112	28.85892428	1.766349943	19.10713275	8.31437549	13.55756474	5.835084898	19.14730774	16.68884739	0.932159499	9.149799744
1110017D15Rik	0	0	0.266267477	0	0	0	0	2.687009555	0	0.453072935	0	0	0	0	0.482580018	0.482437181	0	0	1.983713445	0	2.09185574	0.667049034	0	0
1110019D14Rik	0.760742841	0	0	0	0	0	0	0	0	5.462281179	0	0	0	0	0.415572913	0	3.370533931	0	0	0	0	0	0	0
1110020A21Rik	14.94547904	10.80706296	0.563090239	7.999593994	13.2329106	12.98341923	4.308644385	9.944137821	8.59211326	2.395344616	1.965417173	4.479522556	8.335198291	4.359118972	17.85941626	21.93507412	3.57422268	9.679730543	4.195066137	8.425798821	6.635640748	13.75378561	0	30.01059318
1110028F11Rik	0	2.754962928	0.761889195	0.901987493	1.326280627	0.900882779	1.943270296	0	0	0	1.772871683	0	0.751862619	1.685173006	3.912377007	3.451075583	2.630160556	3.147379178	1.513635693	0.760035088	0	3.658289247	5.463729706	0
1110032A03Rik	2.558008477	0	0	4.107535636	0.754964036	2.735003273	3.933068575	6.80799559	6.470603813	3.935785092	0	0.766697183	2.282590778	0	0	0	2.060630478	0.308231443	1.148817214	2.691968647	2.271459515	0	0	3.876598657
1110034G24Rik	5.422943192	8.963029785	0	3.317302744	11.58466908	6.626479718	10.72035245	14.13830996	9.976430624	4.370567606	8.965295196	15.78947957	6.912944878	6.197679106	9.310415311	5.076905208	2.964345119	18.1098021	8.002281157	3.72697922	10.08954213	24.86129386	3.349057071	7.983526833
1110037F02Rik	4.324526348	6.928882923	9.462131967	4.115040621	11.97543796	23.29000398	7.634243647	6.820434654	5.303803434	19.30415464	15.83935639	11.90551954	6.860284075	13.98804124	9.536974897	6.122849956	5.61257529	8.877845333	23.01832495	15.79605367	13.84329269	8.103028528	6.37012778	13.10742571
1110038B12Rik	164.4573616	85.64599392	38.48898644	161.55377	47.96649259	105.5019386	139.8175829	117.6992301	215.3425737	56.5610406	87.52613321	69.5885083	148.4769108	68.36299605	126.8308775	85.58550261	83.38468924	46.62720126	69.51416893	63.99220157	135.1537694	121.9884324	120.4432368	34.01271059
1110038F14Rik	38.64796767	14.71204204	36.8357015	42.49096901	38.63810439	42.43892796	46.57495825	15.88562019	40.35379316	23.03570642	42.85726357	52.59641058	31.69056142	32.03270351	37.0892159	29.09215594	24.82247562	42.7935991	37.99784012	32.6631639	51.94167918	70.984778	36.12438461	26.59396424
1110046J04Rik	0	0	0	0	0.577153973	4.704416827	2.255060553	0	1.34908342	0	1.542991603	1.758371145	2.617488267	1.955552545	0.801194625	0	0.295370295	0.706909177	2.634739093	0.881979799	0	0	3.804218495	0
1110051M20Rik	0.575842737	0	0	1.232883359	0	0	0.885387595	0	0.529680555	2.9533304	0	0.690376139	0	0	0	0	0.579845173	0	0	0	0	0	0	0
1110054M08Rik	0	0	2.41324388	0	2.100462	0	2.051735422	2.029415882	0	4.790689231	0	0	0	0	0	1.457480008	1.07495419	2.251100126	2.39718065	0.802457031	0	0	0	0.808910867
1110057K04Rik	44.00114874	41.29143883	32.43158607	45.124251	22.26237556	20.16244058	57.42063175	29.8038357	53.05811147	14.03320648	18.67210086	25.71147113	41.57322133	36.48292025	10.70538477	16.9620029	33.21162001	25.12876338	19.92724473	18.0107601	34.58485049	39.22754773	28.45264132	24.20748446
1110058L19Rik	18.79388387	23.20478808	0	3.657985259	2.689347149	0	2.626959595	15.59029532	6.286283764	0.876258	1.797457985	4.096714781	6.098315991	3.417086193	1.866651346	10.26354362	7.913886878	4.529199954	7.673134464	6.164602436	2.022858999	19.35142249	5.908801141	0
1110059E24Rik	31.12333213	4.41574671	43.05589858	29.04614486	23.23893498	29.01057043	17.17825539	29.12808677	44.77766588	24.96660312	57.09068932	33.48662695	41.30242515	9.576455845	19.61748604	37.91591374	35.83971039	31.92526594	15.05288437	38.87196263	17.95216533	11.14784677	20.69942417	10.64272925
1110059G10Rik	12.54535339	8.698439356	12.57026498	21.77812706	6.404502999	6.525436253	5.21327596	11.86009722	37.73780897	39.8221588	11.41474062	7.723544544	9.681825091	6.329217668	23.52308373	18.14629825	10.31089278	12.01167202	15.3798289	13.04941728	19.67066369	34.30708002	26.09075886	8.221480282
1110065P20Rik	1.495528578	4.513733931	0	6.403874457	0.588515272	0	0	0	1.375640181	0.767013236	1.573365454	0	0	0	0.816966173	1.633448723	0.602369342	1.802061781	0	0	0	3.952396833	0	0.906574647
1190002N15Rik	0	0.435375349	0	0	0	0.308466825	0	0	0.530753325	0	3.035201205	1.383548739	0	0.769349027	0	0.630221735	1.917364492	0	0.259138263	0	1.024744521	0	0	0
1190007I07Rik	4.570559264	3.065477055	0.459204606	6.52373307	2.398121054	9.773614637	2.342489372	9.26802761	7.006937284	7.813690992	1.60281347	1.826543288	0	0	4.161284918	0	7.977367254	6.976002798	2.052666051	2.74852261	1.803806086	4.6015682	2.634472167	4.617713106
1200014J11Rik	10.88089857	3.466467211	8.089717816	12.81284429	9.205899775	29.47222814	23.97957611	10.20456445	10.50906787	9.207820581	18.31553623	16.52376398	24.92070425	20.06930923	11.39254388	9.90362768	4.820871892	10.40148683	10.75069145	14.61329929	12.45326595	9.379978971	20.69678897	16.15993833
1300002E11Rik	1.727091856	1.013566422	0.520563343	1.232571946	0.566366048	0.92329676	0.442581978	0.437767407	1.059093526	0.295258442	1.816980767	0.345100879	0	0	0.786219025	0.785986314	0.637668581	0.069369592	0.387823745	1.730988391	2.726439913	0.108675581	0.497748214	1.046946018
1300017J02Rik	0	0	0.301964875	1.072473041	0.19712028	0.535579762	0	0	0	0	0	0	0	0	6.020053153	1.914904503	0.201760632	0	1.799729473	0.301230024	0	0	2.598573864	2.429221559
1500004A13Rik	0.314023912	0	0.189300108	0	0	1.007255959	0	0	1.444251609	0	1.321470902	0.376482331	0	1.046751397	0	0	0.632413115	0.454065939	0	0.377678867	1.115387395	0.355673706	1.086021042	0.380716385
1500009C09Rik	1.197051236	1.204294557	1.262812668	1.281447567	0.471059493	0.639939054	0	0	0.550545072	0	0	0.717570578	0	0.399018994	0	0.326861325	2.290205709	0	0.80640452	1.07977674	0.708638105	1.807758936	2.069942417	0.725640631
1500009L16Rik	42.9494765	69.13498002	15.24682363	10.21723688	21.0327669	28.57322515	23.47982647	34.83660629	33.36100257	39.64957369	9.036968411	6.865599898	15.33006319	13.99841508	20.33383645	28.6674355	67.46687984	33.58173823	21.86072153	0	10.17020316	17.2963468	28.88211111	5.785677393
1500011B03Rik	2.62125998	1.97784086	0	2.806068048	6.446932678	0.700657825	7.053061731	2.989858246	6.027819538	1.008276169	2.068265341	3.14262077	2.339032068	4.80566636	5.727689235	12.8834863	8.050411666	22.42556561	10.30070869	16.55119538	3.87937594	5.195617689	3.966100133	6.753173072
1500011K16Rik	9.836189193	2.827345052	2.541196392	12.03391452	3.870703403	0	6.481561221	8.548069855	6.462625263	5.044696182	0	10.10792389	0	2.810353257	6.140845611	6.906406499	5.093771825	6.772730343	0	2.535012222	0	4.774623477	8.504375009	5.110800597
1500012F01Rik	80.29651	42.72145191	35.37244372	76.03950117	38.28220073	26.41612917	26.11653462	70.4520798	45.45204629	33.26218377	55.23408154	25.91810476	44.09297308	41.17789505	52.29911907	13.49255205	45.40297702	12.65252483	46.46405231	73.35849055	42.04970176	16.32372025	33.37712027	19.65719173
1500012K07Rik	0	0	0	0.929122684	0	0.463992368	0	0	0.79835325	0.222568197	0	0	0.774481486	0	0	0.236993132	0	0	0.194896447	0.260966605	0.513803104	0	0.750413245	0.263065453
1500015A07Rik	0	4.305482259	0	0	0	0	0	2.789358095	0	0	0	0.732969088	0	0	3.673718059	0	0	0	0	1.102947914	0.723844931	0	0	1.482424637
1600002D24Rik	0	0	2.01593932	0	0	0.550087566	0	0.782447478	0	0	0	0	0	0.342994205	0	0.561935859	0	0.495953436	0.231060076	0.618779507	0.609140836	0.194242269	0.889654709	1.2475122
1600002H07Rik	15.95323532	12.8398143	17.63105694	12.52386274	8.161221114	17.05707827	14.71734806	13.74851133	13.69606108	7.363756569	7.832320421	12.75085749	17.08268357	11.34457734	12.49123361	5.227340803	7.175306675	7.048474964	13.6129211	11.51224403	10.07370566	6.424587986	14.25294928	22.56495177
1600002K03Rik	63.01895538	36.10293791	75.45063214	18.7394483	61.99750743	82.35258703	34.98981052	47.92040082	48.30589022	53.86765771	101.2899327	58.76362923	84.35067027	67.68735099	114.7517463	80.30244689	69.80267043	64.96723375	76.25869842	89.4782732	89.12076642	113.674992	72.64830159	73.21948044
1600010M07Rik	70.29955439	30.70951121	95.3505565	23.76502761	37.12805275	73.18575722	54.04457622	22.50806705	13.61347815	29.41296538	93.42112798	37.70507216	52.82567229	51.79992025	105.1021676	62.6385158	61.47394271	128.4004124	44.0345741	140.1746531	24.09369557	27.23964033	70.37804216	59.43656441
1600012H06Rik	7.442913635	5.407964239	5.608427813	11.50884985	18.71247941	16.35791961	5.086159797	3.144269164	10.26938355	25.44836369	3.480129102	15.36788308	6.641544067	8.821273308	12.64933982	9.25838262	5.496073833	11.360051	3.71406436	6.962392059	16.15571459	15.45515822	4.290098361	15.03940234
1600014C10Rik	0.330316747	2.824681611	1.891656773	8.486525802	0	0	1.01575771	2.009415841	0.911511146	0.50822964	0.347508544	1.584063049	1.768511637	2.202122214	1.804429634	1.262726882	0	0.398020602	0.890083598	0.794548758	0	0.374127501	2.284736441	1.601877984
1600015I10Rik	0.458773259	1.61542249	0	0	0	0.981033783	0	0	0.843991802	0	0	0	0	0.611700615	0	0	1.293493588	0.884490227	0	0.275884986	0	0	0	0.83431145
1600020E01Rik	15.06069749	9.259451252	0	10.74835316	5.268119085	32.20556717	25.72954552	25.44964997	13.85336323	5.149463314	24.64708173	16.04997803	17.91884038	30.12153953	16.4544905	3.655471151	10.78426876	12.90498516	19.54001437	21.13254682	21.79400363	10.740371	20.25564796	15.21607667
1600025M17Rik	4.166701194	6.287870669	3.767660464	0	0	6.682507997	9.609773583	6.336823265	5.74901911	3.205470308	17.53425193	17.4840597	18.59038741	26.3892342	4.552308766	12.51514369	0.839132429	0	0	2.505661075	0	0	5.403798484	6.31453273
1600029O15Rik	1.889871934	1.584422911	0.189875647	1.348743045	0.247898639	4.714819075	6.780140603	2.874164449	0.579457058	0.323086836	2.650977282	3.021015765	3.372783388	3.359788452	0.688256743	0.344026514	0.5074687	0.45544646	0.848753016	1.515308577	2.237557134	0.47567344	4.35729172	3.054991181
1700001C19Rik	7.593066806	2.864629586	0.953595352	16.25680956	0.497999597	10.82459929	19.45787951	6.736173315	5.820309926	2.596175841	2.662752861	6.827478854	6.775530427	8.436781385	2.765255852	0.691109343	0.892015012	1.21991878	5.115138944	2.283059314	6.742488933	1.672252297	8.206212579	9.972824485
1700001L05Rik	1.518697686	2.100845012	0.114437796	2.43865684	2.614643062	3.856477628	2.918843995	0.288709173	0.873094967	2.044602001	2.196893092	0.227595266	2.37156733	1.898381219	3.940708396	1.036721578	3.402589044	3.659959559	1.619883942	3.196460522	2.697145331	1.863470314	1.64133365	3.222168359
1700001O22Rik	2.865098118	6.125173827	2.158925491	3.067097634	1.127463575	3.829176487	1.101308642	0	1.317709387	0	6.028432311	0.858739396	6.391541116	1.432555934	0.782562192	12.12612374	4.183267671	4.488051289	3.538515874	7.322483451	2.544148872	0	4.335039681	4.341985422
1700001P01Rik	0	0	0	0	2.156003063	3.905269096	2.807984055	0	6.71947319	0	0	2.189510224	0	1.217519493	0	0	1.471171279	0	0	3.294703385	0	0	1.578994536	0
1700003E16Rik	0	0	0	1.190183497	0	1.783088719	0	0	1.022671042	0	0	3.998793306	0	1.482404222	0	0.607164842	0	0	0	0	0	0	0.480630532	0.33698043
1700003M02Rik	0	0	0.200166111	0	1.306668523	0.710048927	1.021085111	3.029932103	0.610861199	0	0	1.592371072	0	0.442734361	0	0	2.139885496	1.280345993	1.789503737	0	0	1.504358835	0	2.012849303
1700003M07Rik	0	0	0	0	0	0.526325684	0	0	0	0.252468288	0	0.590174678	0	0	0	0	0	0	0	0	0.582828057	0	0	0.298405996
1700007G11Rik	0	0	1.595749341	0	2.604231342	2.830299554	0	2.012916566	0	2.036460231	0	0	0	0.882383465	0	0	0	0	0	0.79593299	0	0	0	0.802334356
1700007J10Rik	13.33456894	6.707628012	3.400842036	41.72605508	3.63279724	55.93217089	72.54759163	24.95944069	28.3052516	9.995335407	64.74731642	28.28429409	64.07074114	36.24284849	10.08596582	7.842318171	3.718315887	11.1237981	5.52797194	30.22467768	48.57774805	17.03947036	80.7035335	23.62806073
1700007K13Rik	0	0	0	3.034671851	0	1.51547756	0	0	0	0	0	0	0	0.944940502	0	5.418417592	0	0	0	0	0	0	2.450976593	0
1700007L15Rik	7.627796362	2.30218558	2.758916029	16.33116578	1.200665695	4.893349229	9.382500937	0	5.61305391	10.17139641	1.604959138	0	5.445216554	4.068177583	0	9.164368939	3.99402323	11.02948656	0.685137977	0.917400675	0	5.183694297	2.637998903	5.548673741
1700007P06Rik	1.384681381	0	0	0	0	0	2.129018287	0	3.821037002	0	1.456749059	0	0	0.923125351	0	0.756189506	0.278861142	0	2.487475425	1.665366474	1.639425215	0.522778404	0	0
1700008J07Rik	0.468582556	1.649962773	4.519540074	1.003238556	3.13471498	4.509044253	7.204695929	2.137896172	5.603244914	3.845158462	1.478911771	2.247128914	2.508785012	1.87433922	5.631423077	4.350266192	2.359197363	1.46802829	4.419308982	2.254270737	2.219156171	3.007480532	4.456504315	3.976701616
1700010D01Rik	0	0	0	0	1.797389327	2.441771459	0	3.473188703	0	0	2.40261418	2.737984729	0	1.522509346	1.247551551	1.247182291	2.299626447	0.550369169	0	0	8.111705122	0	0	2.768777077
1700010I02Rik	5.2274898	0	0	0	1.02855192	0	0	0	0	2.681027918	0	0	0	0	0	0	0	0.629894989	1.173848782	0	6.189206202	0	0	0
1700010J16Rik	0	0	0.387243569	0	1.011158145	0	0	0	0	0	0	0	0	0	7.018356525	0	0	0	0.57699895	0	1.521135233	0	0	0
1700013H16Rik	0	0	0	0	0	0	0	0	0	2.86502003	0	0	1.661591816	0.620696212	0	0	0	0	0	0	1.102325941	0	9.659731277	0.564387157
1700016D06Rik	2.706871203	1.815500267	0	7.727240437	1.065198663	13.5061088	8.323905226	5.488903129	6.639669471	2.313792899	7.594010931	1.08175327	6.441135022	10.22600695	1.478689368	1.478251695	0.726849468	2.391905281	2.836568869	1.627786946	9.614586356	0.681308989	11.70181224	3.828716678
1700016H13Rik	1.204643527	9.695462314	0	0	0	5.151982909	0	0	2.216147606	7.413920755	0	0	0	0	3.948381969	6.578688831	5.579875843	4.064354139	3.246076546	4.346500872	0	0	0	3.651215014
1700016K19Rik	2.474685725	3.112074969	1.118843797	0	0.486914915	0	1.902477796	1.881781936	2.276303621	3.807583623	0	0	0	0	5.407411281	3.378631723	1.744320343	0	1.667094686	2.976322711	1.464980404	2.335758017	9.628266355	3.750325085
1700017B05Rik	7.159987043	5.344392709	6.891978013	4.945026688	14.63320441	28.15213037	4.971736664	1.756304381	1.912067361	8.410407401	8.990568627	29.07513374	5.770781792	27.56223293	14.00499247	9.838433147	7.442325722	17.97868901	2.800678528	24.86185578	18.86867444	1.395205924	19.17067059	35.28254762
1700018B24Rik	0.676316188	0.680408557	2.751957339	4.343993178	2.661416244	1.084668212	1.559805979	2.571396384	0.311049798	2.081177755	0	3.243333839	0	1.352638867	1.477811807	0.923358996	0.885322063	6.112037435	1.366819768	1.423468288	0	1.915044332	3.216088574	1.229928571
1700019E08Rik	0	0	0	11.52697402	0	0	0	0	0	0	0	0	0	1.196428604	0	0	0	0	0	7.554469494	0	0	0	4.351558304
1700019G17Rik	2.085892818	0	0	0	0	0.371703465	0	0.528712984	0.639559376	0.356597978	0	0	0	0.695300943	0	0.189854778	0.070013032	0	0.780655993	0	2.058033789	0	0	1.475188885
1700019L03Rik	7.483892861	2.737882791	3.896248279	4.369927465	4.283688474	13.82115535	7.322551851	4.138796807	1.877440867	3.838271611	2.147291598	6.525394052	2.42840404	6.350000174	7.804831462	7.430972697	3.699446821	3.935057415	2.138857601	2.454799895	12.08280853	3.082363893	10.58821888	8.660899997
1700019M22Rik	1.874330225	0	0	0	0.737579995	0	0	0	0	0	13.80317653	2.247128914	3.345046683	0	4.09558042	1.023592045	1.132414734	0	3.367092558	0	4.438312342	0.707642478	3.241094047	1.136200462
1700020I14Rik	4.414174731	14.80294924	23.72685596	20.47668831	23.73969544	20.45160937	7.918188735	12.30750987	15.56453829	20.75243689	17.0276943	14.99439926	13.12968614	29.91843898	8.037807925	18.48148632	18.66839422	23.04870756	18.50270617	26.98721533	16.5498335	14.4433987	22.89898854	20.51468981
1700021F05Rik	233.5023061	149.3754398	260.1000346	173.8887247	287.6463418	175.0325953	171.7060361	206.5077555	323.3428458	182.2382451	210.9431038	203.873148	208.3613934	184.433866	264.12389	253.6502123	184.2666601	214.6917809	231.9619309	141.9437467	277.9629021	406.2908011	267.7186994	196.9346653
1700021K19Rik	2.132870628	1.609332424	0	1.369947315	1.426843876	2.280449107	0.983819231	1.621861466	1.961889983	1.531442487	1.570715203	4.602766018	1.522581608	1.848496749	0	0.58239188	0.944985931	4.214861625	0.574731127	1.539131508	2.525260999	3.543112778	0.922040605	1.16363259
1700022A21Rik	0.787011586	0	2.134920864	0	0	0.841466822	4.840281906	0	0	0	2.483918113	1.887091685	0	0	0	0	0	3.034632214	0	3.786178476	0.931800381	0	0	0
1700022I11Rik	0	0	0	0	0.240713171	0	1.410774597	0	1.125322402	0	0	0	0	0.203900205	1.503691362	0	0	0	0	0.367846647	0.362116734	0	0.528874176	0.741610178
1700025F24Rik	0	0	0	0	0	1.362912705	0	0	2.345051046	0	0	0	0	0	0	2.784536749	0	0	0	2.299658739	1.509224779	2.887561253	0	2.318153962
1700025G04Rik	0.116833379	0.293850835	0.070429577	1.750987613	0	0.374752089	0	1.066098726	1.397077264	0.299602259	0.491656541	0.140071189	1.042540693	1.012560809	0.382937189	0	0.235290875	0.168936364	0.209882333	0.140516363	0.829965318	0	0.303042626	1.062348597
1700025N23Rik	0	0.635525731	0.38080382	0	0.497171438	0	0	0	1.162126184	0	0	0	0	2.526825378	0	0	0	0	0.567403624	0	1.495839193	0	1.092342118	0
1700026D08Rik	0	0	0	0	0	4.708052388	0	0	0	0	3.706041656	0	0	0	0	1.923783504	0	0	0	1.588790504	0	0	0	0
1700026L06Rik	0	0	0	0	0	1.815862829	0	0	0	2.613103217	0	0	0	0	1.855523767	3.709949111	0	0	0	0	0	0	0	3.088568766
1700028D13Rik	1.591610023	0	0	0	0	0	0	0	1.464019298	0	1.674447592	0	0	1.061078441	0	0	0	0	1.429603544	0.957120537	1.884423117	0	0	0.964818269
1700028E10Rik	0	0	0.252748378	0	0	0	0	0	0	0	0	0.502669014	0	0.279518824	0	0	0	0	0	0.252133298	0	0	0	0.254161104
1700028J19Rik	2.880183934	0	0	0	0	0	0	2.920170452	2.649295243	0	0	0	0	1.920131837	4.195640935	0	2.513509143	0	1.72467757	0	0	0	12.45104369	0
1700028K03Rik	0.700641117	0.176220169	0	0.750038785	0.551427774	1.123680256	0.538635736	0	1.611186317	0	0	1.259994817	0	0	2.105075457	0	1.340470848	0	0	0	1.244310131	0	0	0
1700029F12Rik	0	2.514228988	0	0	0.393375997	0	1.537001798	0	0.919506858	1.02537559	0	0	1.784024897	0	0	0	0	0.240907207	2.244728372	0.601138863	0	0	0	0
1700029I15Rik	0	0	5.661841411	0	0	6.694747022	0	4.761321876	0	0	0	3.753446098	0	4.174352548	1.710242373	0	0	9.053875233	15.46642515	0	3.706722396	2.363992454	2.706847776	5.693488028
1700029J07Rik	0	0	1.880392586	0.890465755	0	0.889375152	0	1.897577916	0	3.41292897	0	0	0	0	0	0	0	1.002314655	0	0.50021774	0	0.157024316	0	0
1700029P11Rik	5.564417854	5.598087981	4.696084608	4.765383141	10.51051493	14.27864013	18.82226812	10.15500681	9.213027694	10.84454847	14.04966183	6.671163963	3.972242936	4.451555647	12.15875437	19.44824886	5.603093737	19.84661322	6.49743642	12.04625925	30.30535146	34.03318043	10.58419775	16.19085658
1700030C10Rik	9.254233684	12.6353132	15.34126944	15.56765536	8.844114653	9.187802468	16.26155035	13.06877907	6.68829234	12.20458649	4.172521378	11.09487315	11.79691638	14.54243701	1.083285772	13.71755836	8.386700305	4.460416492	21.67126393	5.167562618	4.695755053	11.7294614	17.14546271	21.6378965
1700030J22Rik	0.383572123	0	0	0.821230619	2.415071758	0.410112406	2.359046853	2.333384265	0	0.196723018	1.21060701	3.219044314	0.684546746	2.301443781	0	2.304201817	1.544952672	1.294136323	0.689058322	3.921262595	0.454138994	1.882600521	1.658183424	1.627623415
