Symbol	X8cell_WT_male_XK113	X8cell_WT_male_XK114	X8cell_WT_male_XK120	X8cell_WT_male_XK18	X8cell_WT_male_XK21	X8cell_WT_male_XK23	X8cell_Xist_female_XK112	X8cell_Xist_female_XK115	X8cell_Xist_female_XK116	X8cell_Xist_female_XK117	X8cell_Xist_female_XK121	X8cell_Xist_female_XK14	X8cell_Xist_female_XK16	X8cell_Xist_female_XK17	X8cell_Xist_female_XK19	X8cell_Xist_female_XK20	X8cell_Xist_female_XK22	X8cell_Xist_female_XK24
H2-K1	5.431186437	14.69732801	18.9630286	44.84056074	9.168470934	13.66048456	0	1.799279845	15.60189332	27.51608467	19.13566626	29.03588358	11.09455541	13.85019293	0.281226013	0.270083127	5.174991598	0
H2-K2	0	0	0	0	1.221242703	1.664975237	0	3.355303578	0	0	2.283792628	0	2.75855562	0.185146165	0	3.189795968	0	0
H2-Ke6	0	3.585032884	3.736013215	0	1.118205628	2.972775289	1.379955737	10.75275019	0	3.132190551	2.352495933	0	0	0	3.36129266	0	0	0
H2-Oa	0	3.294539276	0	5.835538934	0.856331606	0	12.68138542	1.411637095	0	0	1.681457744	0.175909634	0	8.646272946	0	7.416343642	0	0
H2-Q10	18.20719527	11.73106483	4.075035912	7.836634712	1.829514979	5.686913383	3.612429954	11.05830308	2.490613559	15.71553041	18.81712822	16.28567331	17.22611386	3.994028874	40.85318554	27.16233162	16.94953003	3.556381399
H2-Q4	3.116192441	2.89122005	4.686859485	12.58339517	3.907795017	4.671959517	3.338677071	0.825882494	6.138327562	3.368021965	6.886193091	0.617498738	3.323514159	3.007773278	5.937899837	3.967043636	0.819089195	2.921667485
H2-Q6	4.556438775	1.761453466	3.671270886	6.240041123	2.014517921	2.022410288	6.780210656	0	0	6.155824039	10.01749203	0	8.033984294	11.24465698	0.471863423	0	4.191799585	0
H2-T10	0.771464694	0.596474232	1.243188381	0.54335345	0.620153162	0.608747591	0.229595673	0.511151989	1.266369959	0	1.217707403	0.191089961	0.06635408	0.16923267	0.639141205	0.46036261	0.304168504	0
H2-T23	62.78855664	173.1922037	235.1787696	89.37533941	87.98758485	36.8241448	19.19154843	34.85575298	250.7066359	93.23479279	71.17386836	30.26447115	25.98067058	35.36474503	256.931246	31.39239556	31.89273355	123.306791
H2-T24	0.512129519	15.04662289	12.65427513	4.08793371	7.080944042	3.940085305	0.609659638	0.678646798	26.90136589	4.612636253	3.464415032	1.268532581	1.145261694	1.348122028	12.51649085	1.120560289	2.288419591	0
H2-T3	1.026140137	3.966909665	1.653588953	1.686358221	2.722096529	1.720627302	0.305389654	0.679893164	6.737692879	3.234775304	0.925540692	0.169448307	1.059106174	0.900398612	2.550402301	0.816449637	1.348601401	0
H2afj	118.658195	75.66440504	42.71092648	66.72408786	33.04061994	43.55764774	20.75145261	51.06232111	72.28913838	72.16667607	29.23887909	51.71261823	34.82615876	41.05684608	81.20351104	43.79870221	40.83538469	40.14214406
H2afv	319.6664873	205.9640836	171.7104558	173.2958371	164.2841827	170.1828589	151.2417992	210.8973739	177.1547849	204.2484355	160.9520072	277.3577737	197.2802119	189.8436263	275.1640111	125.269375	202.5197032	163.3044253
H2afx	73.18213999	172.9257363	156.3572388	160.7427509	31.99214552	141.6089005	121.3792414	131.8452427	172.7705088	142.9360599	105.1300832	93.41875921	171.4349212	175.5076652	18.05268207	102.7158527	52.73656658	269.8296439
H2afy	11.97480049	3.366752752	1.169513473	2.129803195	4.025467639	3.113901082	12.31138299	0.721289485	0	6.373211883	6.382308608	2.067302357	1.779019796	1.791038886	4.622215958	0	1.001499121	0
H2afz	3281.171549	1068.931686	1061.261986	2787.060015	1252.352134	1737.742832	1996.111021	1651.015049	1038.882542	1370.36555	1210.655097	3163.027269	1212.822653	2077.103167	2749.091832	2007.938231	1866.399234	881.3025264
H3f3a	974.1484012	775.6665108	365.9533737	388.8099038	304.8849306	519.3515788	649.6847001	613.7918785	589.851824	627.6451874	387.8032701	498.5375483	510.0467332	521.9339213	503.7672665	550.5315731	548.6877548	394.3517972
H3f3b	1955.706741	1323.951025	834.8724201	4013.121583	1649.016849	880.6648007	881.4005094	1147.19844	1086.059973	1153.434016	780.8424122	1202.078616	1254.447759	1634.26448	3749.404265	1580.039281	1551.895788	1038.247452
H60b	0	18.17019821	25.24722565	6.069065684	12.84623472	8.344834879	13.98819485	7.785527404	7.715402256	12.70002814	5.299231405	7.955517822	0	7.217390768	11.1952202	9.816712279	0	11.01692913
Habp4	2.611920396	0.673153818	1.870674842	0	1.119802857	0.858756219	0	3.46117798	0	0.392083066	0.785285402	2.587865765	0	0	2.073754267	0	0	0
Hace1	0	0	0	0	1.234112984	0.873617126	0	0	0.969266519	2.925032902	5.325832566	1.023808012	0.050786729	0.77717365	0	5.344078111	0	0
Hacl1	0	1.980121295	0.458558281	8.818459076	5.078196886	2.189270724	2.794700274	0.565625406	0	1.922225421	1.924969086	0.0704848	0	0	13.08420676	4.330098969	0	0
Hadh	35.73294391	10.04642936	27.22076605	10.47362916	42.61663683	31.14394262	57.61957043	37.02018281	12.79769921	33.35418729	62.55511602	83.14542715	78.34399253	30.2141318	20.31906996	10.33853087	52.0850247	91.37005465
Hadha	18.06595301	10.36340927	21.59970926	9.075616226	26.84334982	21.03834056	12.66104891	11.19776064	18.17595872	9.710471323	21.22269633	15.68618544	16.0899907	9.715852769	13.88090535	8.578149996	18.91790616	20.48976454
Hadhb	38.41470643	55.8558792	62.82789591	99.51948543	57.8888953	59.2673094	41.63515504	44.06712371	31.99971993	58.35399027	60.76442948	80.28772024	105.0398028	112.3161802	48.68860627	69.2267815	91.47835239	64.50753987
Hagh	0	1.352101604	11.27235286	0	0.421733265	1.207432746	2.602263949	0	8.611910264	8.662949557	0.197166239	0	0	0	0.543307533	0	13.33026005	0
Haghl	0	2.738487877	7.610178001	0	1.423600404	1.746772753	0	3.520144165	0	0	0.798663877	3.655491404	0	3.496357685	0	0	0	0
Hand1	86.54773003	170.2493962	39.21567225	60.72641194	16.28094826	84.66951733	115.6458164	61.63528855	185.5598958	73.70934406	91.86991027	30.33356812	70.08515133	50.11159463	20.2426425	83.1494593	77.53235931	102.1213607
Hap1	0	0	0	0	0.581732448	0.713791866	2.871618631	0	0	1.086321889	0.747912301	0	0	0	0	0	0	1.413532056
Hapln4	0	15.94617815	1.007135553	8.705844526	0	12.14407609	2.232008944	0	8.207323876	12.38394802	0.563710186	0	0.537549694	7.19771248	1.682794807	12.92894577	1.232069569	0
Harbi1	20.39704372	9.011660235	1.043464215	14.06188444	12.25830693	4.31113536	0.289065044	10.29679139	3.188764687	8.310763745	6.460985982	3.769175439	0.584786786	0.63920084	14.0820779	9.273675671	1.148860698	0
Hars	138.2085399	57.33889699	61.5643887	72.19328249	60.78938343	49.43059515	49.8268784	52.11488781	51.64548297	52.62626041	58.90898984	120.7000991	47.35626323	96.62377143	57.13497403	94.65551354	66.45370705	65.84401458
Hars2	8.028826064	3.950326894	6.273053323	12.28065945	8.214295209	13.39070744	3.25835401	0	8.386909343	4.930489372	15.71779379	12.47470466	34.08872613	5.764080208	13.45457987	28.81924567	5.467781501	1.710826192
Has3	0	2.630560327	0	0	0.698941565	0.932183362	0.675039241	0	4.964375876	0.510729312	0.340972197	0	0	0.331709773	2.074898083	0	0	0
Hat1	117.7027013	139.2475907	118.0700285	72.35687423	225.3709387	109.1023621	104.6664905	136.2417895	79.1465154	127.0869092	111.2798246	71.65728053	115.9953108	248.86652	214.2665634	150.0661372	108.2832797	79.77487005
Haus1	54.53771301	22.37431878	17.93584033	81.70103245	50.10392815	22.17601082	43.72425489	16.2239845	36.54057542	21.05181458	26.85427739	49.99197614	46.52524725	32.22871008	26.97164745	19.92535581	30.71829227	15.65303725
Haus2	18.47443738	61.53065342	43.2568776	70.21185591	48.58924996	47.28444978	23.12054708	18.83180134	38.87954401	50.34519423	40.48318516	57.33781604	50.19597569	73.5712309	28.55093751	51.07032651	52.2953208	26.64798542
Haus3	38.33602808	16.81092225	17.21154953	15.58243844	46.54743251	52.48636224	40.18758961	45.4933122	28.17721792	32.98235676	57.54346655	52.9116003	53.24896255	124.5122652	86.63042779	87.29520908	93.54694807	21.45847332
Haus4	71.11791276	35.93165284	54.4652815	33.06227568	37.6976922	31.39259927	28.91907241	60.65058305	41.61066661	33.61266113	50.33218002	37.67325946	57.77734502	18.22668911	49.73163958	29.83320865	45.90037525	69.3191845
Haus5	7.127349673	23.61711868	28.98715067	14.0238274	27.82863149	30.12884575	25.45405371	17.5403144	23.39928602	35.76547789	25.48483673	11.60138061	63.66723881	32.38666124	31.63312194	41.92403794	27.96747403	38.18532884
Haus6	13.91162761	42.08896523	25.99200172	121.8852649	66.66079203	46.8328921	52.92307648	31.25926126	55.60100982	17.43289384	34.36999742	29.96414713	79.54431966	55.46187403	42.71941111	65.02921928	61.20934955	45.36768433
Haus7	0.818656857	12.659237	6.15643887	0	19.47944242	4.844894976	17.54211865	6.509043131	21.50138475	16.22161104	19.19835835	4.731518104	13.51931573	31.60695963	47.30716005	26.70597791	17.86022489	7.675530843
Haus8	36.80279253	3.104166198	28.03575905	7.435844384	16.02939956	16.36820207	13.54174528	20.3943522	6.590431927	14.46434343	25.65050123	45.5245706	13.23724168	43.30202936	13.85922209	21.82853883	44.85028336	15.68428084
Havcr1	1.597902683	2.470904457	13.73314295	12.83818565	9.505280826	23.11601464	23.46056303	14.11637095	3.497305789	25.42578323	23.05999191	39.49171283	21.71495787	7.24417463	39.82511544	16.84569484	14.70026952	4.993851096
Hax1	396.1654229	365.0892217	247.194524	369.5279091	217.29495	200.5101208	241.7603385	279.7227779	269.3207246	412.6826961	239.7968629	267.1295669	267.6044612	327.210458	478.2312555	259.8886377	405.2200703	323.5988686
Hbp1	52.18358223	52.5731544	42.18757815	164.7519709	79.95644951	62.64940549	27.13891252	53.43479216	46.72367541	53.8845121	41.1247853	84.16968975	44.43000357	89.20778884	100.7676581	131.3749304	94.49090221	40.77173193
Hbs1l	2.51218735	4.591010842	3.925626257	2.180434445	9.84027047	5.676636603	3.670293064	0	2.249340143	6.788013203	7.879154579	2.036496449	15.43950824	16.88330206	3.027332223	0.772273254	0.060029713	3.211863765
Hccs	11.25910942	20.31217624	17.63967057	46.62516513	27.83120859	16.75068538	24.2934777	20.51496276	15.40165312	33.3802272	32.68738122	40.36092206	10.81382084	22.12582169	39.35216145	25.47523382	31.69077414	54.98058144
Hcfc1	4.280423192	21.77864287	12.90547207	8.774147036	29.68037093	38.5699856	17.91674645	57.81973442	40.79829971	49.49684143	44.95945713	19.24411836	41.09156593	18.80982544	12.92659731	44.49413447	29.1801816	63.43480544
Hcfc1r1	9.88908504	11.12138922	5.7948781	5.909715535	8.094021538	4.078988409	26.22026919	27.4002962	0	17.81375629	4.8652316	0.296909422	0.154648247	0.1972112	11.73072209	0.715296585	6.616501034	0
Hcn3	0	8.475712324	6.624494308	0	10.29923831	13.78611746	6.524965448	9.533094285	1.124670071	6.170921094	18.77092709	0	5.009000765	8.266305162	3.121936355	1.49911867	8.10401124	3.211863765
Hcrt	88.0196302	56.21871773	51.39150598	17.3701497	7.998489117	52.84585787	105.9210546	103.9607873	31.40987819	39.63865805	92.33457022	101.4278684	8.228928533	63.38212645	70.54438968	35.39707616	81.47861712	26.91035856
Hdac1	782.3967129	309.4769179	458.64064	400.2011501	366.9734152	432.9445837	484.2587442	302.0215827	323.870744	480.0043615	404.1115631	642.7158801	473.5961714	646.9734055	336.663779	498.2374591	426.6543773	348.1735281
Hdac2	59.66513334	36.21527231	59.30641336	7.331114182	44.01809388	47.63058801	77.33398654	27.34025477	64.07364373	44.19660493	33.06902855	10.40508996	62.34932677	8.317903946	50.81714765	41.26126243	34.00413641	86.26354461
Hdac3	0	11.20389828	8.382582601	0	11.91748795	8.685773063	26.20745863	16.98681705	10.97857488	5.521820217	11.93912871	15.55383333	0	21.02891063	0	1.108620517	8.789787088	15.67645825
Hdac4	0	0.438019227	1.521553333	0	1.730549581	1.005822303	2.191838441	0	2.789865987	0.510254616	1.788440226	1.403263924	0.682177132	0.37282665	0	0.169033014	0	5.311584081
Hdac5	3.824925204	13.19420475	3.793066602	2.210419442	1.040675134	6.67480594	0	6.238261452	25.11467038	9.540068535	4.776842717	8.502530558	3.49228967	0	0	0	0	1.37929168
Hdac6	7.014517587	8.343726944	6.666255029	0.337806737	11.84131706	12.56023232	8.350364702	14.30040862	6.20007639	16.76652074	16.66878228	14.70174747	17.68198469	21.54239548	12.23740534	6.278748046	9.502462968	0
Hdc	6.578861452	4.359930656	4.038706744	0	0.831052178	2.410223194	5.594101475	1.868133699	7.71378001	1.269735783	7.629288746	9.544614107	4.607646308	0	0	6.636571647	15.68676363	2.20292254
Hddc2	15.5636018	14.43999318	15.04812008	0	2.502205723	2.7632096	12.9692776	14.43684009	0	8.410673234	8.422678105	0	0.5354534	7.852466587	23.20937136	0	10.63629528	0
Hddc3	0	18.08357285	18.14717737	55.92714598	1.67124066	9.484163595	0	1.721868968	4.265899736	1.170322361	14.64991008	12.44499297	6.035057912	12.82675407	0	20.41859847	36.20336143	0
Hdgf	154.3049661	469.5195406	393.0385751	228.6547223	259.9244493	361.0547379	497.44669	383.8885772	467.3677946	531.2585826	295.8642329	216.9142872	224.1658366	197.63549	237.4285378	370.8930681	255.7831305	340.6807442
Hdgfrp2	17.37509166	32.24140636	38.39911228	3.496434796	16.36160197	17.23585916	18.91109488	15.13041678	11.40858126	27.27459398	21.94037177	21.72378481	32.45071204	6.425090097	8.636924364	26.8590531	18.00715378	27.92652048
Hdgfrp3	0	0.588952232	0.409170273	0.119222521	0.275549649	0.075133852	0	0	0	0.343039274	0.042941113	0	0.032758652	0.041774629	0.236655428	0	0.300332705	0
Hdhd2	5.78840392	0.47109756	1.30916639	0.047682508	1.910217139	2.644351075	10.69879533	6.459355779	2.000367379	1.920758073	4.808749109	0	2.829961726	0	4.038368748	1.151387639	0	2.856352127
Hdlbp	25.97509753	26.86993066	50.61445454	24.4208738	39.88888165	53.00802855	42.65076405	74.06410411	39.40383821	46.79038102	65.35766871	48.1290507	44.52855538	23.22441674	17.29003497	33.28118603	42.66033969	26.03319073
Heatr1	19.7898455	25.50156213	15.05947082	24.05641625	20.38921004	29.53984519	29.44828802	18.57565253	24.36397871	33.86611696	21.67996433	32.6793163	26.9504696	31.50993179	52.63620464	49.96015704	29.47657348	23.96621071
Heatr2	18.81366135	16.55254951	28.57516909	10.00150634	32.64619454	31.99458946	27.6095295	12.03558919	34.07766639	19.86660426	27.94071674	0	25.72336784	3.415503357	1.948337085	8.000732454	17.56384016	65.3868335
Heatr3	28.14149256	49.02478185	75.39037271	65.67788918	46.2175025	75.47194223	70.60604895	61.83798467	67.83011757	66.73486258	82.97537209	81.52932088	73.41054164	56.34085734	22.42923133	135.6911579	85.29927507	95.18563551
Heatr5a	1.871803366	3.117098557	1.082790756	0.022535683	2.963055209	2.10188911	1.114135118	0.954005484	2.363531615	3.112415092	0.941550721	0	2.699758664	6.09596312	1.848967729	0.028640435	2.043701946	2.699935472
Heatr5b	0	3.221350039	1.865007891	0	3.544603559	0.993139494	1.343296978	0.460092376	1.139870677	1.407223097	0	0	3.314786784	2.4372449	0.323604331	0.138125471	0	0
Heatr6	2.757717704	5.787366676	6.348522367	3.206335552	7.663903713	4.390979644	3.400144773	0.783081604	7.760282967	8.338521034	7.195577196	10.8316985	4.269469256	0.302473939	4.855003006	0.117545433	0.517760242	4.617089547
Hectd1	3.108218206	12.68881465	15.22670628	19.49813498	14.29191536	9.29548191	5.180207674	7.743429425	11.42889026	8.174548044	9.616000165	7.698982229	6.77972889	3.054623329	15.14152394	16.09960473	10.32679369	11.07392592
Hectd3	0.24548915	1.898051241	6.329554901	0	12.15614636	4.019496018	5.990923831	4.879637452	4.029738327	5.306558332	5.092710392	0	0.042229299	0	0	2.099730183	12.2600666	12.65906147
Hecw2	0	0.609841486	1.165128055	0	1.315655972	1.944968426	1.760557611	0	1.294749876	0.266404772	0.533570044	1.449011765	1.085457677	0	8.454198841	0	2.436049604	1.386593383
Helb	0	6.100567873	4.768115718	3.473289817	3.488512057	1.653806824	1.467649306	0.653489546	8.095043629	5.552058861	7.116778911	1.95441348	2.969096191	7.951153521	2.502427501	5.6893857	1.296228531	1.155902427
Hells	45.89793295	36.05932711	39.36735753	47.6208474	48.20247779	42.42372346	35.25080704	27.95826989	23.08870543	9.001286923	31.54947179	61.67272902	33.74651156	53.10279016	77.58409969	58.5330702	56.72139767	26.0279056
Helq	0.303000708	13.58774123	13.02066789	13.84778633	14.85786419	17.69279977	6.312324644	14.45473515	8.952837298	11.73495686	9.155399334	18.66306775	11.57119443	5.051558483	11.35907554	28.92994539	14.49512476	7.102155369
Helz	0.898573986	5.002210566	4.440596387	2.53151326	9.997072425	10.42299133	7.701830798	9.764088099	2.360034592	4.208492761	8.955811865	4.065696563	4.451720643	11.47215422	2.642791835	12.18992266	9.353108116	0
Hemk1	0	4.725576618	3.283059926	0	3.684879987	5.425664064	7.579064099	0	3.344278735	2.293703807	6.20183978	0	10.95190124	0.335187131	0.2109836	6.990524407	0.133876657	0
Hemt1	0	4.303825281	4.485076885	0	0	0	0	0	0	1.253396302	0	0	5.02712725	5.800170512	7.782220721	7.473869453	0	6.523723288
Herc1	1.540928413	1.815468751	1.024792996	1.481517338	3.079048842	3.112166597	0.087351588	1.458540264	1.204502519	2.048774978	1.522228492	2.253754831	1.022421	3.476842917	1.534989158	2.83157215	0.01928724	2.063910881
Herc2	0	1.914229079	1.877501232	4.593019266	0.257557941	1.20664594	1.126912896	1.2544308	0.717191536	0.524685119	0.36123589	0.01202458	1.027152169	0	0.844594324	0.057937811	0	2.048175342
Herc4	10.50302527	14.95906623	13.95591448	10.03627744	20.35209841	24.04532281	28.62580454	17.94695976	14.51861993	16.92813546	28.60700224	20.49310253	28.14712841	30.25516388	8.587027288	54.31884066	17.94463768	14.25279441
Herpud2	0	3.778394716	3.937518301	1.274777247	1.833248683	2.972441943	0.242397473	0.539652811	1.336980238	5.868671897	2.479379825	5.985094511	22.13701731	3.126703089	0.674778451	5.346346686	3.960582818	15.27273994
Hes1	89.33571792	140.5253827	40.54085004	88.35374797	56.33670487	83.40665338	103.1400411	11.2259686	91.02154088	81.15633078	63.21168642	25.56193688	42.65840256	28.38210319	35.25170982	65.25885889	10.7287701	32.49272791
Hesx1	9.82820237	12.15821179	11.61438995	0	4.74032641	3.295977365	0	0	0	14.16326797	5.097189469	0	3.888512509	8.408273847	26.46294736	8.797298697	13.17501728	0
Hexa	22.16957885	19.45721333	16.09256809	28.79041693	77.35424764	25.64936758	41.01391234	27.78994956	15.73693843	22.12630909	41.61359979	17.71084605	41.33154745	8.674966468	0	39.80750144	78.58925855	14.04436944
Hexb	117.3193291	206.8140545	112.1732248	212.1745942	154.8551418	154.9463538	107.1903256	201.3276083	221.4684955	167.4820378	210.7095413	195.2813015	236.5259287	111.4360263	102.0562559	162.8874885	129.5167053	148.494325
Hexdc	0	0.726349664	2.523130684	9.777900504	1.887961023	0	2.23670001	0	0	1.269202056	5.507725755	0.542961094	0	1.030405726	6.031878331	0	0	0
Hexim1	3.286666498	1.016462265	0	0	3.223282537	1.491230174	1.369403135	9.581694373	0	3.552272578	2.149227984	2.442298316	5.710295537	1.874550464	9.462180068	0	5.010609512	1.540749941
Hexim2	0	1.771384777	0.615328334	8.785312638	3.315069889	0.677937636	0	0.758999135	0	0	1.549841845	0	0	11.05676574	0	2.96219311	0	0
Hgs	10.37537774	31.49355229	27.24668785	23.15553087	26.25681143	49.27364818	42.77198432	45.82966235	29.01633314	26.99629435	60.65506097	25.76301845	26.97005859	30.93672718	8.43658698	48.91959587	25.04948264	37.82996761
Hgsnat	0	2.580046062	0.896234102	11.03322325	0.335308643	0	0	0	4.108257304	1.127074166	1.034625975	0	7.031848269	8.692678091	0.259181421	0	0	0
Hhex	0	2.927135827	0.677868763	31.89865533	5.27511874	9.957886907	16.52518423	1.672283808	8.28610677	4.546480996	5.548932625	7.814619116	2.822090364	3.183552236	5.488909301	0.878570805	9.287759215	11.83184596
Hhipl2	3.267446227	0	0.438781279	0	0.91930453	1.047425211	0	3.247384457	0	0	0	0	0	0	0	0.162484221	0.858846155	0
Hiat1	57.09976918	148.6105139	220.3158854	265.4015586	289.1730454	196.9626762	179.0297667	174.7768256	141.2551615	156.0963247	240.4630652	170.3193284	283.0500313	297.6180294	131.2571565	211.8003741	252.9272568	226.2058208
Hiatl1	18.34550597	91.07759521	104.0760886	230.4118753	169.4646212	147.1734528	128.3533715	83.16746137	114.1177326	102.9088182	87.3070505	106.9333994	208.2282964	134.5692665	125.9903879	175.543609	152.5307804	167.4766785
Hibadh	0	11.95837959	0	0	8.288736836	0.88990718	3.45227681	3.415933823	2.115728819	11.60873391	7.265814686	0	0	12.29908675	0	19.35642473	0	0
Hibch	6.557902638	3.042228609	6.340698484	0	3.479299437	10.22005575	6.63577307	5.214110254	0	6.497212168	3.253242942	5.956048318	0	6.905169638	14.53347649	0	16.72028308	0
Hic1	0	3.462126592	0.267254136	0	0.15998074	1.325011905	3.701795778	0	1.633425544	1.792479484	0	0	0.299553516	0	0	0	0	0
Hic2	3.349402994	9.54085893	10.79489163	7.587528876	7.397197478	19.71778246	3.777408416	12.3809414	8.681196812	13.01958241	11.01088998	21.74527795	11.70530359	7.270090261	17.74478913	10.27410873	19.2758732	5.784800221
Hif1a	0.234712583	3.629459883	0.504308162	7.604323406	4.037690756	0.926035377	0	5.287486727	0	2.959605382	4.286968015	2.868128807	0	0	1.750087023	12.74564313	1.78912753	0
Hif1an	1.624749513	8.653887133	16.48513316	26.78589136	24.72842198	17.41461886	21.16838725	18.65960749	11.85355015	13.49557514	23.69167364	9.450041732	21.14816022	18.61272301	4.898193887	37.02246277	3.369063384	0.846292375
Higd1a	75.17394169	26.75471952	21.79241308	16.34137838	36.35372268	27.5406283	36.5772998	45.06461121	29.38072963	40.3020781	33.36393829	29.65472025	20.83408298	62.16680354	39.172096	27.29526704	21.79809319	25.17188906
Higd2a	111.1997768	126.850511	92.04528914	72.47056662	50.40985285	101.0512312	65.10329514	171.5127556	83.78700296	85.37816636	58.78127051	123.1198129	70.87027103	92.37494881	55.12488628	84.12494615	113.0818775	119.6406153
Hilpda	6.062205838	43.74647722	3.256344249	61.98967435	22.74156594	10.96234148	21.04869194	20.08328181	3.317064894	21.8403739	16.85931785	40.37619156	22.24697525	25.48856695	41.43481352	0	37.44600299	18.94593056
Hinfp	24.47784002	34.559717	46.87688454	43.3917178	17.28142425	28.55258106	6.017921258	27.50070723	20.96385013	28.7564923	17.03854303	23.90092574	37.16403564	15.75858357	12.56437477	35.14115874	21.81960004	34.92366533
Hint1	126.1030028	137.99887	145.8947753	105.9720555	79.84816486	159.2086321	51.96395823	290.5056012	197.4459843	255.1140202	97.11669554	240.5927669	66.74575366	173.6362449	265.2019893	79.49540491	135.1340748	81.85234063
Hint2	0	5.847667852	4.062624635	0	3.039904753	7.459990572	6.752676805	5.011192258	0	0	7.674470659	0	0	7.465995599	12.92354872	0	6.460964479	8.86387445
Hint3	46.56110873	47.17202752	20.69837206	28.1447372	27.61989323	33.88990113	55.42822211	23.40356384	47.43974706	27.47567152	44.89271294	63.63076071	15.46660223	7.396270065	17.62470901	21.39749098	54.44048087	0
Hip1	3.98383818	9.460579521	9.935429421	6.791994995	8.257788631	16.84054403	11.68692842	15.08334415	6.539525441	13.32742959	9.271934429	8.85758985	11.06276449	5.430765579	2.534328337	8.660197938	3.10404978	8.003895798
Hip1r	0.763296864	1.180318204	0.273339157	0	2.495255152	0.752878147	0	0	0	1.374968894	0.688465719	0	0	0	1.844425162	0	0.066877365	0
Hipk1	19.71428234	10.7341648	13.72176833	53.78011056	17.9011074	8.791416768	6.197713989	4.967299967	10.02743484	8.377931971	7.544639986	16.91918923	44.32535	42.6676686	11.53075569	45.48298514	32.4050369	13.66747991
Hipk2	0.248989886	2.310141511	0.534984661	0	0	1.277074589	0	0.329948153	0	1.569817427	0	0	0	1.092395375	0	2.724000168	0.981702491	0
Hipk3	7.453752731	17.75012146	10.73023931	13.04279429	9.826565112	25.34973664	14.55212662	16.19879931	12.72485567	13.96393169	21.11025463	23.2138529	18.64322161	11.6745821	37.36036562	29.59363086	7.954409444	5.590768196
Hira	13.80501437	5.718020682	13.50668091	5.285952581	9.630925245	19.69541191	5.869302143	16.66030729	11.33056096	10.65760138	13.45219186	25.64601805	10.17751267	3.947660957	6.637628756	6.61980716	7.516466949	9.24517944
Hirip3	10.68068444	6.193497671	7.649577568	0.975146211	8.084984434	9.481407372	0.529779901	4.128096848	2.922081858	6.012408784	3.913643839	2.204650013	7.961644021	0	3.686961511	3.186787294	4.328092095	6.258721386
Hist1h1a	4.487817709	6.939702209	6.428410065	0	2.164558686	2.655936402	0	0	0	6.736795384	0	5.187568042	0	0	0.929514092	0	0	0
Hist1h1b	63.19007613	30.85689018	30.36993282	0	45.1819415	21.65062442	6.928527764	88.1432924	0	16.47507371	20.99820444	22.24235966	30.32164238	14.95606311	25.83136259	54.24651764	27.09966351	38.97730506
Hist1h1e	1.157396799	0.894865795	5.595313421	0	2.23293677	2.169037652	0	3.067441351	0	2.606103652	0.913438205	1.24229916	0.796386413	2.665874658	0.599298314	3.453315594	0.91266303	2.712868876
Hist1h2ab	35.33491255	6.829983597	0	2.073906383	2.840448552	11.76275391	0	32.19146331	0	7.956341742	8.963660394	1.823411127	6.458245255	3.391175208	0.457409108	2.635712416	2.321939804	20.70573043
Hist1h2ae	180.9533998	2.454525355	8.526318037	3.229677128	6.37991374	12.21202576	5.668795443	25.24103373	0	40.03034439	22.90713212	23.06615076	3.003558915	45.26613335	39.7802984	5.367518514	35.04677891	37.20560938
Hist1h4d	304.4380186	155.0756532	200.0842633	24.10473028	133.0162939	166.7451354	57.56007681	270.5321051	11.75856978	190.327425	190.5990865	115.9221936	72.7015286	118.6383393	58.60407596	172.4082568	187.3440758	151.1120135
Hist1h4i	0	9.653552235	4.471156721	19.86753396	3.68015285	3.69457075	0	0	13.66358947	16.86833347	4.223102569	0	2.863728425	0.456487006	0.431003741	1.241778848	2.187898586	0
Hist2h2ac	28.65298999	4.430732949	0	0.448460098	2.303312448	1.130475494	3.410967515	15.18776731	0	2.580710847	3.230492991	4.731518104	0.985783439	12.57094985	4.747671976	6.269391157	40.66966872	0
Hist2h4	0	4.965476581	13.79891471	0	5.678856552	0.633456096	5.733954011	25.53116056	0	17.3530557	5.068532107	1.590769018	0	0.704406673	0	3.832386444	2.532115389	0
Hist4h4	0	1.200406982	0.416987002	0.060750065	3.619376698	0.306276792	0	0.514347799	1.274287521	3.495926469	0.612660359	1.986941781	0.133537875	0.255436112	0.562745072	0.231620438	0.102023406	0
Hivep1	0.766000189	3.158662584	2.605918658	6.933634765	2.586193846	5.515475378	2.431673402	0.169177118	6.706132796	2.529703995	2.590890072	1.433564037	7.862166326	3.472701559	0.343749242	2.539454059	1.073827525	2.393944842
Hivep3	0	0.191551474	0.133078991	0	0.019915572	0.073309851	0.147464508	0	0	0.446281889	0.307256733	0	0.340942726	0	0	0	0	0
Hk1	2.72613278	11.88014224	18.63725673	1.861870268	24.62383527	24.20029876	23.3071433	34.81161568	30.91807571	30.58047917	34.03301798	7.325510731	29.88504483	7.448057781	2.771844417	26.02860999	3.713095355	49.95733897
Hk2	0	6.584594965	0	21.23166834	0.880198878	3.080038024	0.362078751	0	4.659901362	9.131529944	0.137168456	0	3.697358679	9.074077032	8.609516751	2.137680263	0.266490097	3.8022499
Hkdc1	0	4.465079716	8.616893336	11.70013469	1.031630037	1.265820967	0	0.425152832	1.053308577	4.334527263	1.446904699	0	2.373182352	3.730139729	5.050279837	9.508895678	10.20406879	31.58471025
