Symbol	E4.5_WT_male_XK164	E4.5_WT_male_XK165	E4.5_WT_male_XK166	E4.5_WT_male_XK167	E4.5_WT_male_XK169	E4.5_WT_male_XK173	E4.5_WT_male_XK73	E4.5_WT_male_XK75	E4.5_WT_male_XK76	E4.5_WT_male_XK82	E4.5_WT_male_XK83	E4.5_WT_male_XK84	E4.5_Xist_female_XK162	E4.5_Xist_female_XK170	E4.5_Xist_female_XK171	E4.5_Xist_female_XK172	E4.5_Xist_female_XK74	E4.5_Xist_female_XK77	E4.5_Xist_female_XK78	E4.5_Xist_female_XK79	E4.5_Xist_female_XK80	E4.5_Xist_female_XK81
Msx2	0.261079057	5.686182589	7.430638192	1.463661856	1.751471561	5.400443157	2.206662831	4.154169576	3.551117359	7.712280667	0.49165321	12.12259555	9.541645368	3.18094553	0.716878583	4.372412829	2.845713952	2.728825943	0.678080308	3.874326344	7.584837418	4.117106641
Mt1	401.2961735	1009.663399	1100.338943	2678.289119	453.3460444	4615.37117	21855.9205	1755.518519	1086.669991	2943.065117	1105.119399	7043.884095	5549.091967	5791.626692	2932.974253	2848.918889	979.2035939	16850.12763	2339.664809	473.0768501	6796.115784	1145.949959
Mt2	199.9950102	407.783737	396.5139866	842.3321332	255.0183195	1212.724875	6637.082191	559.6693095	414.2544459	929.6627245	451.1820155	2220.252152	1415.606322	1262.103495	989.5889954	756.0612495	367.4920086	4361.125206	659.1769901	132.2396465	2065.470765	384.2237939
Mta1	2.847690419	3.480792647	4.854024491	1.444427669	0.606475518	3.155610299	7.736440605	6.853785404	6.126203028	2.002876973	3.25589587	0.7995516	5.241843616	0.917878443	3.723463056	2.980725034	5.251010154	4.252051668	5.282917571	9.558533187	9.233343748	7.128075722
Mta2	55.95160163	50.86034949	37.90982697	55.08122596	41.43365297	27.4212006	13.13632745	35.59735212	39.79276051	34.20851584	20.94689006	45.64009921	35.29758109	42.57564441	26.77709097	33.11054585	27.37771572	13.37805372	16.14652649	28.64153935	31.70653074	29.95575554
Mta3	91.52293215	79.17047307	45.81123821	36.96498193	61.20639549	42.93961382	19.49495358	92.39857938	77.44563572	65.40941798	39.49737342	65.64151352	49.71331522	34.88853262	46.10661204	33.51018836	60.76111673	32.7869463	52.23767546	113.637196	49.75410973	58.03503789
Mtap	16.47608217	6.453655284	9.903569955	7.669862777	9.375416834	9.128817908	5.595158373	8.880939355	9.218507104	8.691139328	9.141905113	11.43856163	12.09677714	25.49104168	7.068830127	5.543289603	4.936934879	9.225522579	10.31593951	0.909596642	3.605985303	12.56574138
Mtbp	3.550815957	4.57697822	4.053533012	3.815429837	0.661693268	0.655794097	1.607775232	2.729991097	3.942621295	1.248704471	10.54755012	2.087404953	3.089798141	1.545091942	2.669625135	3.716698256	4.365027537	2.650964587	1.646831752	1.986439721	3.338815269	2.444220528
Mtch1	38.74850614	35.80194371	37.24068736	27.66270033	50.67335361	42.61225586	23.63016052	69.13788783	78.91383664	55.0582317	14.22444847	16.77370046	68.39390988	83.1330833	59.52833174	41.43148964	90.15420457	110.7351308	108.5366876	78.36701479	143.7426543	92.04387925
Mtch2	72.15045618	119.3067178	125.8751527	126.7954137	175.7729574	127.8543759	114.3416084	160.6768975	142.7637223	190.6250574	232.356526	137.7553894	101.0905885	201.1376996	150.9329598	147.8276416	121.6303199	121.8950762	172.649894	141.7201182	132.1360168	158.774573
Mtcp1	3.792620422	2.935664488	3.280811389	4.771029135	1.03427333	0	5.863821337	4.935073684	1.887294919	0	4.267843147	3.47703233	5.721186248	12.64790465	9.905894523	6.53564473	4.457593018	8.701654409	5.766016228	4.575709361	9.321864005	3.889952828
Mtdh	25.15496719	47.43697825	38.08059176	29.89590327	30.98401843	36.48674408	46.67091887	36.89574582	26.82361862	37.75804076	31.48424243	35.83622045	42.0428749	40.97529094	35.65873553	31.30715905	28.86153045	46.49237201	32.26814666	41.98263074	32.02816113	28.89122403
Mtf1	13.53621868	6.835234938	7.708394837	5.252636328	7.222808696	4.972639738	7.189655085	10.73102567	5.820981842	5.098399319	7.777260962	5.215427883	3.639085033	3.170956685	8.056483997	4.026046225	8.147288719	3.865628154	7.108158323	6.768943816	7.05114804	5.313830529
Mtf2	231.6091723	344.3597839	281.6993736	170.8876618	465.9540968	244.4542089	222.1206553	444.8735755	222.6081111	287.9949437	421.3201032	217.1029109	208.0906222	488.4319898	359.9620532	252.4833277	270.1325112	174.8483483	206.3065171	402.4429122	296.7902105	348.520993
Mtfmt	18.5202477	15.65287442	17.73169838	22.57360332	15.45331993	40.02463601	24.53156362	29.23571333	18.79901011	62.60216592	19.26018946	20.78046158	17.48486924	18.21148145	25.80622473	20.39812487	20.45631037	26.00269109	53.84462387	12.53390319	17.31591081	25.18563484
Mtfp1	53.64189663	25.78973583	19.03230962	12.99625483	38.27670745	41.81861785	22.21363378	21.19305659	26.71260078	35.8322725	23.35047519	22.64847319	13.26163223	8.757980562	51.07092325	12.06191625	28.7626965	21.13080834	18.90270291	8.333625394	19.08841695	12.3981797
Mtfr1	89.85590244	30.54538756	36.16797248	33.18625373	42.90241866	12.24466403	7.697329848	28.12893937	30.25988083	19.72824124	36.41507211	34.63449708	26.88272786	15.53418188	27.1735306	39.6550613	18.07664623	28.55625213	19.39541615	22.67434525	14.8823982	30.63761491
Mtg1	16.39685605	21.91143596	21.46137457	27.90788685	29.80808159	47.58145936	17.94660203	34.11674004	34.38206776	24.39240452	52.87003325	31.21211961	23.54572216	32.09841058	24.29297017	27.59640133	24.97110471	7.397770143	32.16949022	22.46515513	30.20084911	28.52347542
Mthfd1	86.37737259	128.1236135	96.47500279	133.9776648	121.0077393	72.88567409	69.61012167	66.11854752	61.04265128	71.8993065	41.51831894	148.4760736	110.277414	104.2139965	58.43955103	101.9363958	60.10595206	70.99544753	59.09906434	64.67856035	98.0501106	64.26848056
Mthfd1l	0	6.283790553	3.537298337	5.965582091	3.399349877	2.021426265	1.651940803	2.195204813	5.19024774	0	6.829538246	3.617258092	6.166195415	0	0.954072944	3.477832001	2.466714142	4.08567984	3.04572637	1.718742907	2.011001807	5.136879362
Mthfd2	55.53635033	30.2035578	19.64101852	5.248582997	48.78172644	5.640462853	4.609473468	40.58053496	73.91397132	34.90521102	103.7279017	5.895244584	7.921468547	0.123048922	7.487398536	5.423006467	4.849362839	2.850107096	24.07938516	3.372098855	1.980485326	17.91703816
Mthfr	0.030638491	4.547120652	5.896128985	2.559306861	8.42718027	8.55575826	3.495948979	4.817701839	7.947738851	6.335431559	2.711765146	2.100067976	3.402298017	0	3.869891378	3.607854687	5.431145768	3.842841029	2.625973927	3.713097616	5.757871663	3.221040568
Mthfsd	11.47074269	6.754685032	8.444106892	13.03409648	14.46086776	5.971643875	0.976023944	12.97003171	10.54603809	4.548268085	5.219087921	19.12133457	7.899616653	13.13159565	5.496069138	8.461039249	8.877014574	2.413961411	5.998402725	2.856073907	10.4838498	9.914485437
Mtif2	6.230618138	14.18778821	17.40334339	19.11559428	12.09557819	24.43071656	23.437361	20.76337827	9.578934161	12.13533537	18.37348122	18.77222335	16.16876733	9.268968996	18.61223413	18.27507063	14.14027479	21.46914734	21.87277826	8.636401653	13.4266527	13.13655331
Mtif3	7.343017032	8.713927856	7.561501363	6.164621861	4.703337176	6.869439952	7.017265699	9.739436506	9.786988085	4.360057737	8.477506523	5.629564959	7.261517391	6.843585745	8.10559716	5.330030407	5.96947549	6.942210264	3.162601664	6.935982112	7.638016068	6.788726755
Mtm1	51.22994748	24.31756409	18.6116054	11.47186729	71.62728891	9.80269022	3.081119245	25.79464896	18.55841164	10.05060326	21.87600649	16.58621616	14.89421712	21.31915547	34.56659758	14.19438708	41.90905675	10.66857448	18.17836788	21.75879235	15.09154376	32.57559147
Mtmr1	6.699376506	6.177461192	3.173433373	2.09414615	5.356884127	4.409274209	8.236176158	6.612458404	3.076876025	5.996961157	3.096651325	3.351594696	5.878486882	1.868835372	10.70274663	7.076097699	9.503338762	5.09255217	9.174423641	15.16352955	7.409190489	13.65932508
Mtmr10	33.47316081	23.21379555	12.79695032	7.538716228	28.85783543	4.486362384	6.416068257	16.95066443	19.28071056	12.81379504	10.75547678	7.433151264	7.774188292	6.557408244	9.826401422	5.902547309	16.29948525	4.533887946	7.886314991	13.85767426	5.808757753	10.26073148
Mtmr11	0	0.562089722	2.373104682	0.037511106	0	1.038029703	3.393175704	0.187877889	0.390038393	0	0	1.035603429	0.376208872	0	0	2.416236224	0.575768657	0	0.52134055	0.992922422	0	0.527571394
Mtmr12	33.02428563	12.71100756	12.06231917	7.984635023	32.59403203	3.876413713	7.391685542	13.09672731	17.47869261	9.841493759	7.214976397	13.53573565	5.619651251	5.186683633	9.605347923	8.238557739	6.952145286	3.917477881	7.787567734	16.37684663	6.918876773	10.17916192
Mtmr14	56.17811222	28.74527397	27.70789888	26.56739528	28.61551386	42.54059848	20.50233855	24.48085407	17.82895229	16.61579552	24.23027229	20.98738916	24.41154138	28.93580922	22.97422623	20.86423983	22.87015072	11.02339628	20.26993877	21.73718432	11.10692583	19.21863465
Mtmr2	29.04829261	28.07023818	31.1911776	30.91458246	37.33044272	40.20320296	25.2140561	17.59913933	20.02463607	17.80263805	20.82555019	26.02880433	22.78787032	42.26151083	30.44843428	35.10491147	24.37408354	24.566426	20.19167646	12.07345324	31.1869346	20.27460359
Mtmr3	2.188573192	4.611852276	4.856842099	7.454701035	2.076275456	6.173294733	13.45309845	4.934890575	4.252614584	3.918211914	3.559416736	4.228109956	5.919687046	4.578877218	6.646814668	6.872448134	6.791269447	5.198908785	5.684210746	8.201438879	10.02502893	6.362222151
Mtmr4	23.2379014	39.18476805	15.84880133	28.44583446	31.63698931	40.51233706	31.01190908	45.2945469	45.57103881	23.43492734	23.34316233	10.865744	22.9998321	20.4055408	33.12897613	28.49274716	29.29784448	16.58389793	32.19451919	84.04417287	32.9509683	40.91959404
Mtmr6	37.90479619	25.12806206	14.78288979	12.28827477	28.94865549	6.846613431	11.19031675	13.49352026	17.43655607	11.58818577	16.43696071	21.50377305	11.85553087	26.75231718	15.21481532	14.08919441	19.83213156	1.537587097	15.66494518	26.31766284	12.55417105	20.49182441
Mtmr7	5.132382927	3.924225024	11.29623538	15.24366021	2.930301037	4.235257583	4.845565188	1.839742165	3.660203586	3.225759489	7.403047522	17.94771179	10.13078308	14.41343507	5.097340965	7.886774534	6.95360118	6.84819697	3.82881214	3.376013073	6.84060551	5.883610093
Mtmr9	9.923244897	8.168456317	8.570347692	13.05374039	1.048361438	3.636552566	9.906156644	9.872951878	6.832150923	9.232530898	6.400679601	9.905159326	12.41098695	6.13507207	2.789118142	11.89986742	4.841047567	7.350151606	10.34973573	9.082821085	6.809974459	10.47343144
Mto1	16.47514875	13.66937952	14.7414461	18.65108063	8.720971716	9.87796794	6.054321116	11.17412489	12.06281176	9.404371574	11.76563844	19.35779868	7.607567223	19.9329884	13.98661249	5.623308536	10.95811482	4.991304306	7.441673228	4.330665027	5.852861932	12.76020535
Mtor	0.525377938	4.4952645	3.436295257	5.043954157	4.503583471	4.075308239	5.273141114	5.101797309	3.126388023	1.293306248	4.575835588	1.91995293	4.615616701	2.963481885	3.005413025	1.855986231	3.390704637	2.059239682	4.264135038	2.598811264	1.907902094	2.473989632
Mtpap	5.464966053	20.20545164	20.37089743	24.98763226	27.93310477	12.11178227	11.69756045	18.93236491	21.30689552	16.77248917	23.45636478	27.61936542	23.14528939	26.3262495	28.64756068	23.40110893	25.1623283	11.12735136	13.27205999	15.27175362	19.71707241	18.46718788
Mtpn	76.20067902	62.2627548	47.29687612	69.20737874	94.30791832	74.38168511	25.96677656	50.19100642	66.20887249	74.25312084	43.21593603	72.35520392	48.22314569	142.2274448	103.6584203	76.37423136	52.31306957	51.0861601	54.40411774	51.46246659	83.16862424	46.97969749
Mtr	7.930538382	4.543293946	9.59073945	5.716311141	4.316268949	11.06645226	3.723866556	3.770295271	3.424404875	4.958058519	4.50404339	9.154099074	7.13680983	9.770369781	4.60865744	11.13391681	4.405118167	0	2.615539029	10.17044267	5.485644011	3.198215286
Mtrf1	9.599539495	4.998902241	4.313920454	9.06390815	8.134654167	0	1.281096949	7.37708284	6.773932093	2.984953598	11.79791673	6.479314747	3.692989131	7.25010591	7.491419695	6.663409213	10.95605502	0	7.873306262	4.998384984	3.027366465	7.170664252
Mtrf1l	0.143571899	5.293446415	4.431995241	5.070826066	5.297405146	3.341021968	1.820223212	2.418829263	8.787694464	10.60279206	5.745333232	6.3489766	1.210872966	4.373142717	3.153791676	2.930442459	0.741271941	2.250943033	3.915325212	2.663199019	3.128275181	2.264068309
Mtrr	41.89060149	29.30201394	22.42598684	29.14161856	38.63263012	15.81224012	9.691505362	25.75738691	21.83475492	16.55953944	20.87328884	24.00096298	17.76537367	38.97937877	19.1707417	16.40283967	13.59450308	6.391897822	13.50063036	9.831330465	16.79483205	15.53715855
Mtss1	7.504075815	9.191102551	7.044382898	6.566924893	7.121515171	4.543096539	5.104947027	4.728089639	5.121188925	11.89451743	6.962281339	1.672700057	7.975408508	2.329071906	3.216376647	6.264555341	9.19778108	1.147805776	5.704317611	0.633744649	2.093669677	6.253534331
Mtss1l	0	0.074589854	0.131213877	1.61279436	0.268045694	0.619863989	0	0	0	1.180289573	1.091019783	0.088345018	0.449309555	0.216361238	0	0.752799682	0.275058223	0	0.311320795	0.395285319	0.652941913	0.315041571
Mttp	0	0.278764779	0.11208819	0.191349172	0.286219313	0	0	0.119798781	0	0	0.642753887	0.188669701	0.419801329	0.4043036	0.234299546	0.803839842	0	1.337805372	0	0.316564382	0.697211671	0
Mtus1	11.6590386	6.481223534	5.071056767	6.667018049	7.184254534	7.235047022	3.284773506	7.929781894	6.569853528	4.592109832	4.391163206	5.996017681	8.522047901	1.823875783	7.541012516	3.172964618	8.91799209	7.311690334	4.64310402	11.72665719	7.903396411	12.39339935
Mtus2	0.099775142	1.722923771	3.440437239	1.384414938	2.342725759	0.38697329	5.376089465	1.680962879	1.017833187	0.736839931	3.147197582	1.36043286	3.576353357	4.52489857	4.040991574	2.819780221	2.189371196	4.692871555	2.526597526	3.701574774	1.834305397	3.34350032
Mtx1	52.53887253	23.53932287	29.71699462	29.03852551	20.18015408	15.34265191	26.64378636	26.03380215	32.06771635	18.25881603	17.92542192	32.07137001	22.58983496	17.57206514	10.52269742	27.36726083	16.59484812	19.3814773	5.779275792	18.95642431	19.52834003	16.57031729
Mtx2	166.6138197	109.0307109	91.74970738	82.1713883	148.1628609	106.7338777	81.53601618	112.9698697	146.9068136	106.0346633	207.9999222	110.2322977	84.51421659	108.5256277	117.4533567	100.9751915	129.4734366	75.03620591	146.8340325	145.3755241	101.8383502	101.4178421
Mtx3	2.908469241	1.119501583	0.827130457	0.773248865	0.13410116	1.860678582	1.900719139	1.347091952	0.961328094	1.771468877	3.133809313	1.370147935	1.095831994	0.243548623	0.576320875	1.082781874	0.9804675	0	0.467254064	1.112389582	0.979985169	0.394032074
Muc1	34.43120734	13.12252457	10.94778136	11.13806288	3.953284207	11.7541189	2.134588385	18.43775604	6.379527293	19.89434846	8.798502658	4.901613519	8.87499453	11.96630118	8.55271967	6.34440036	18.97960195	5.279393011	22.95764515	4.788833005	14.21563125	3.982632912
Muc5b	1.043676459	0.105633649	0.206471344	0.394770363	0	0.390154317	0.159420071	0	0.18325001	0	0	0.287297945	0.070701019	0	0.069054401	0.217170525	0.21640867	0	0.097975648	0.124400091	0	0.264390966
Muc6	0.023035134	0.301016816	0.257200403	0.258279214	0.309066399	0	0.876127272	0.129361563	0.537114575	0	0.368719843	0.39048253	0.161896937	0.124736174	0.126501102	0.434002657	0.634304197	1.444593949	1.435856637	0.113944574	0	0.302711957
Mul1	7.915247303	8.894030612	8.211991638	11.53171015	11.27391186	3.128552547	7.030929185	12.45753242	8.963567209	4.467832476	7.785123944	15.68051482	4.606340944	6.210805302	9.136552233	4.907687779	5.205985415	6.323388735	2.749750102	12.84325111	8.925318213	9.937907018
Mum1	13.31280769	14.7414595	24.30318924	31.75504374	19.92215785	32.19707306	17.96913386	22.3150611	13.72091477	19.43873737	15.25178714	48.64906878	29.5995513	28.5068301	20.84868842	17.80255468	25.87362146	28.57008082	14.9874538	16.27534395	26.60827591	23.41506714
Mum1l1	0	0.620700787	0.436759437	1.469281182	0.262417291	0	0	0.878690436	0.342033668	1.155505946	0.515639617	3.632578181	2.9141718	6.725224748	0.644445529	4.913283023	1.077130288	2.453106732	0	1.354448022	2.024233052	0.822470276
Mus81	0	5.815875321	5.766523983	14.87216555	12.66660483	11.71676679	9.57512301	6.627102671	12.65736232	11.15500973	7.111250978	5.079314015	7.298603128	12.3968856	5.962118152	8.4487883	7.798790795	5.920443241	8.091372747	3.969364733	10.02788386	12.65430151
Mut	9.061965283	21.21798204	26.53127447	25.20068596	12.93711296	26.21088554	33.75263429	20.98874646	8.058034003	15.1237649	23.04272684	22.45169447	25.54790942	21.62446683	22.63333615	28.29516242	15.24340861	16.05366446	17.55222409	17.98085691	15.47809909	11.16853089
Mutyh	31.32236838	3.439597677	4.342287425	4.314036525	13.57233518	3.362833556	6.870398963	6.390878527	5.686112703	3.201603456	5.000456774	15.25714057	5.789195741	6.309092468	2.975982137	8.50838542	12.87041947	10.19537158	4.222377955	3.484761144	6.789379778	7.121403416
Mvd	4.845089462	12.24830226	10.60748747	13.52468575	12.41460916	6.263818726	5.118889527	9.636603673	9.12028616	5.963501717	13.7811485	12.0519857	8.229367245	16.80766414	6.097570267	7.765636238	8.512233019	9.49526023	11.01080191	24.46580736	22.54342672	12.73416961
Mvk	0	11.11530448	17.57940087	24.03369822	11.15893019	19.35402941	10.06498953	14.96726544	15.86673362	16.75100543	9.504011188	14.54428458	14.02880389	32.08839965	22.42157681	10.86201305	11.71111366	14.22476598	17.67341321	10.93950334	21.9312785	10.73078307
Mvp	42.3841874	75.62362672	57.12698237	49.43728874	62.886763	36.35689801	26.31582851	52.45523927	42.15412806	21.75723118	16.07671004	85.8188644	43.38893233	66.44247667	41.1833565	34.27189759	58.42449553	23.09499594	36.51981275	75.51581379	48.5095565	31.50083108
Mxd1	0	2.072344904	1.61729478	3.236175938	3.881553914	1.252494969	2.047116516	1.02012736	0.94124691	0	2.812651568	0.684286913	2.156199057	6.940212623	2.549345951	1.647863052	1.250508747	3.797289223	0.943580536	3.893721527	1.759109472	1.273143754
Mxd3	0	1.487174687	1.522121373	2.030046788	0	0	0	0	0.422166267	4.27866328	0.818286559	2.775579673	0.407197594	0	3.18171208	2.046728465	0.498556263	0	1.128567841	3.582368299	0.394496211	1.903426687
Mxd4	13.7243289	9.53332985	3.458904629	0.357866772	9.635321921	2.47577568	0	6.273432357	5.116483281	4.714150636	2.554456048	6.704255422	5.383711694	0.864160366	5.696519497	0	13.18319767	0	16.16465236	22.49781984	3.042539479	12.5829581
Mxi1	0	0.843884836	1.363550133	0.619484005	0.898542212	1.038953382	3.820719466	0.846202816	0.585578196	0.989141057	2.459228532	0.468904143	1.788582275	2.085196357	0.091943495	1.840076519	1.786471094	3.149878104	2.348120063	0.496902981	1.550393278	1.408108925
Mxra7	1.090730285	0.814477963	0.788028707	0.305742699	0.243908632	0	2.765684081	0.612536377	0.635819108	0	0.102700893	1.848963074	1.533187461	0.442976118	0.598991883	2.05503403	2.252607254	10.26038555	5.099163916	1.61860745	0.891218397	0.286672611
Myadm	80.20361886	77.89428473	36.5886939	100.4818281	142.668353	58.92534444	30.70734666	42.66070347	77.33349875	73.17415507	45.71511799	90.59540399	33.96853524	45.90466386	83.73706742	45.89330494	94.45314685	60.41259776	81.92154434	107.5559442	45.42788916	72.04976773
Mybbp1a	67.63746458	48.80042545	60.75305113	67.43419972	31.16988805	47.50278073	16.8026896	36.05922944	36.23103297	41.850253	33.60728935	55.07143478	66.03840962	50.91750633	26.85424503	60.99088426	40.58468377	31.52632431	32.04781791	29.27509285	52.77606147	40.83883558
Mybl2	60.17578426	65.46680144	92.06536942	147.0525753	48.98432478	72.53982615	48.97098636	49.2349691	47.9955834	43.53903955	25.79382025	142.9050674	105.7327819	56.2814201	58.75241493	109.562263	56.85521078	76.49558106	51.08461419	28.28300093	82.08622171	69.99550856
Myc	3.607730225	7.247419455	14.98998484	25.01826615	1.578441649	6.083658871	0.994332022	1.101110098	5.257632996	4.63358366	8.492409171	23.35288918	15.65461728	7.750697192	2.584229257	7.634635594	2.83453862	4.91848411	5.499827692	0	7.476352743	5.977822986
Mycbp	64.61750626	36.42526447	34.70148451	38.85402923	77.91525751	37.34670101	33.73296493	40.9130989	34.34386546	26.19924929	37.81778834	60.79166471	27.07082507	38.07804815	62.96977799	44.95819397	43.61108321	51.64739526	29.61635608	60.16641836	71.08742025	34.96537144
Mycbp2	3.223751345	3.401065725	3.747960336	2.908298895	2.126775033	3.065911667	4.071454442	3.606939736	2.412026305	3.648646754	6.501142478	2.958607952	4.583559178	2.775688997	2.747132569	4.208246423	3.677511104	1.936493694	4.523235897	3.849146911	5.718939031	4.187738637
Mycbpap	19.27776374	14.81509128	9.66502235	9.510602804	4.885669836	15.95048921	14.66435975	13.17172869	4.682325655	3.796436885	11.31446055	10.51408306	10.83913266	15.22352182	8.645797285	10.69452904	9.621471815	8.059729084	11.01509965	13.50912554	20.47702105	11.82230797
Mycn	44.93590291	48.57336678	48.45979165	35.55318845	59.48091577	22.48797786	9.188761632	17.09486151	34.85554962	53.52449538	33.02965153	68.48143281	9.984026974	0	29.65252094	13.76916339	18.086588	18.18096052	17.50627828	2.86810257	9.475203292	26.09703571
Myd88	5.333413439	24.79909035	21.27733917	8.471720923	39.09260007	6.129006879	3.756539401	16.08510879	16.40863879	17.50546016	13.85653384	8.735258618	4.85911774	30.75254154	19.7973892	3.876786637	23.28728825	15.48483383	19.23897147	3.175614355	4.842052706	16.35388239
Myef2	8.278001983	8.02586192	7.085608929	8.02411863	4.299382929	8.285380432	6.770941016	3.898986162	4.202849128	6.310512178	4.777209424	8.029842474	5.104822286	2.89198147	4.69264149	6.456615929	5.79056896	8.373150283	2.080626775	3.962670809	7.56384617	3.228423453
Myeov2	154.0138775	256.3930234	237.4212304	216.8967087	563.3568999	353.0644153	1274.898674	547.6320739	316.2328159	437.7596085	431.0620805	162.6619413	265.2187887	497.9587377	472.3063634	255.9398922	273.2593188	572.5468306	424.7510309	229.0750699	362.5353597	237.8656914
Myg1	1.908224889	20.66138951	22.22551921	18.89961206	22.47373148	19.73589943	20.96702688	16.07442064	13.34833219	3.757933469	14.01460966	20.6273771	16.63026358	7.405398596	11.8765632	21.97107883	15.54474157	3.988993705	22.79798607	15.73190135	29.10469814	19.39255895
Myh10	50.69415299	37.70577488	57.92236045	31.29335251	53.08608859	14.25153565	26.66452772	31.42859377	22.61781676	35.7059206	46.86759134	67.27821439	35.27237322	41.92279768	33.2560555	24.25385065	46.43126285	18.95066713	30.51439797	18.8340148	29.8265594	34.11949197
Myh13	0	0.060382263	1.338381542	1.196795814	0	0	0.820148709	0.726577445	0.37709746	0	0.456830944	0.23839132	2.045963154	0	0.266441722	1.269602638	0	0	0.756064789	0	0.264286012	0.170022435
Myh14	0.324652661	0.110194077	0.17446197	0.446744038	0.197996419	0.457872867	1.122542362	0.165745137	0.086022585	0	0.027789653	0.021752507	0.082972498	0.039954709	0.081040078	0.278034016	0	0	0.459924589	0.437976134	0.321537618	0.465421415
Myh7b	0.061058242	7.067046744	8.742442292	3.046512922	14.13170126	6.157101061	0.387052169	2.743145221	3.737229789	9.920139478	4.081873062	3.127606693	6.007865841	0.454620144	3.772249303	4.457769947	11.82180203	5.743684916	1.6651091	11.85459903	14.21857031	8.184333251
Myh9	21.87564575	83.03378249	68.36900554	45.54968913	64.78667932	87.12070218	111.0016367	101.7060934	87.26986018	71.63321694	58.01952551	26.22562602	81.73567747	46.27030089	74.22489465	64.52475081	91.50739464	85.64241226	86.71553343	143.7526977	87.25077675	105.5974954
Myl12a	303.1144979	305.2403817	164.3528521	155.9983806	307.2199918	103.3688534	77.77029013	216.1953856	253.0812019	315.5460054	162.719433	120.4320383	147.1782398	233.9506531	171.3389513	100.2969812	155.8085006	155.8667338	283.4779715	147.7923259	101.6835605	231.5497701
Myl12b	1146.137989	750.1800673	660.5262112	575.8219282	761.2793627	547.1068761	624.9297336	747.7395937	752.8006828	822.7473061	538.2691599	480.9962247	442.7629859	938.5527021	879.7573673	346.6912441	651.7627619	728.8261086	855.5625932	560.9965865	625.9646571	742.0286973
Myl4	10.01483101	0.99446099	0.83970937	0.477831171	0	0	13.50737554	4.786524348	4.968461887	0	1.203798686	0	0.299518502	0	0.585085503	2.676431636	26.40372036	6.681451517	29.88468094	8.432156593	0	14.56089081
Myl6	2166.187681	2390.05839	1619.988789	1393.932751	3467.355857	1782.739939	4180.28194	3549.33156	3549.377328	4507.941096	2589.291897	1699.525301	1633.799767	2459.16677	2949.169217	1273.539564	2167.01093	3670.510888	3724.71501	3139.215337	1710.950627	3476.068816
Myl6b	0	0.513514067	2.047575919	1.130890392	0	0	0	4.119396685	1.603491172	0	3.798731852	1.351581195	0.257772746	2.730822561	6.042461976	2.015475626	0.631213046	0	1.428859285	0.453557156	1.498393503	0.963957609
Mylip	0.252297652	0.353245345	0.869970435	3.111749359	0.141046728	0.978524816	0.799665612	0.177107819	0.551519257	0	0.534505987	0.278925036	1.063928275	0.597713334	0.346383171	0.693220916	0.759867935	1.977781324	0.491454786	7.644026972	0	1.491985343
Mylk4	0.233479315	0.155665494	0.21906972	0.336582549	0.07458649	0.517450723	1.268606197	0.374623382	0.097215738	0	0.125622436	0.245829162	0.140653166	0.316074965	0.183169828	0.104737154	0.172210048	1.045864508	0.259884706	0.494965051	0.181687849	0.175327159
Mylpf	95.1969167	104.4426398	148.6200317	135.6586429	81.36210466	189.4411083	347.542089	98.66500677	110.4051458	176.6776244	278.996157	83.01966651	251.8641163	73.5457701	88.27196605	223.8081763	125.2360126	281.3112329	170.8726451	96.15171411	77.37664357	155.8853513
Mynn	11.23289398	14.67038237	12.43507023	12.21388352	15.09162643	14.05363277	6.316665315	16.27925277	8.845064205	6.68991767	18.76504035	15.58977652	13.43384463	26.79557634	10.44702983	17.2097969	8.107000109	9.941755374	10.58745517	9.970177693	13.5699479	12.26156863
Myo10	2.99721853	3.730174298	5.417376673	3.347576734	0.467607004	2.88361524	2.061968096	1.891956795	3.453703756	5.490722253	2.187688812	4.178318629	4.833573212	1.698494501	1.85012157	3.137238601	2.959015765	4.371243534	3.439637305	3.677744763	0.885935798	3.114352052
Myo18a	10.17519644	8.391567905	8.899455429	8.072837922	8.5830526	7.19344352	5.878593285	13.23674841	7.733376234	4.565703943	5.214840307	5.676752045	5.648695861	6.590967915	7.568382173	7.118340766	8.068707186	3.230953828	8.429956776	10.38499338	3.648333798	7.718259702
Myo19	8.870522479	10.78615097	10.51855109	16.8544169	9.221163503	5.207078666	3.03950372	7.404993468	10.06227488	4.249222936	10.11305427	15.16064906	7.481321841	6.101646073	4.6080702	6.248502744	12.95579255	6.013987451	3.736008221	6.166712891	5.615538954	5.166901219
Myo1a	0	2.04272312	0.773970119	0.975221642	4.015435878	0	2.845693432	2.048334066	2.289745222	0	1.056719594	0.206788295	0.946524916	0.151930372	0.154080077	1.145345912	2.028051938	0	0.874446541	2.775721097	0.458500368	0.294965853
Myo1b	5.598620535	3.274836385	7.820102371	9.625345428	4.089739563	5.211358012	1.892801047	1.36244081	2.610881876	4.410223051	6.0447044	6.602129604	5.82358796	1.111614342	2.767114357	5.39135589	3.725672085	1.170347488	2.326537792	3.04632775	4.98117007	5.101077796
Myo1c	53.78594979	91.61661421	60.42233521	64.99047018	99.58487857	35.62830839	38.39936835	71.4946326	72.56301036	71.77300598	34.72354791	52.25046013	55.20613969	67.04588126	59.95216829	52.72772723	78.93390049	36.52755336	74.68791301	78.28542535	61.64273714	73.7435244
