Symbol	E3_WT_male_XK136	E3_WT_male_XK138	E3_WT_male_XK139	E3_WT_male_XK37	E3_WT_male_XK43	E3_WT_male_XK45	E3_Xist_female_XK135	E3_Xist_female_XK140	E3_Xist_female_XK38	E3_Xist_female_XK39	E3_Xist_female_XK40	E3_Xist_female_XK41	E3_Xist_female_XK42	E3_Xist_female_XK47
Abcf3	39.60949816	0	25.0631666	21.69798297	32.82094172	24.14177622	71.63042462	6.758434099	19.26791762	12.38665214	18.49505375	35.50820932	23.07379165	30.14722512
Abcg1	0.29793723	0	0.316519881	2.463951404	0.725685224	2.386323923	0	0.254631962	2.447942207	0.320621017	0	0	0	0
Abcg4	1.912188418	0	1.777521878	0.367764319	4.843814781	0	0	1.021407029	0.270881331	0	0.942192417	0	3.21891582	1.084802837
Abhd10	9.996720873	21.58380806	7.142679591	7.52334793	5.00213085	17.38256568	2.259777939	4.353105179	5.541414429	22.21726281	6.585424439	14.42119696	7.54523251	5.640413735
Abhd11	24.5539324	40.166422	24.38730723	36.30076263	27.03693854	23.8931927	17.66428179	17.11208464	30.35098567	65.87544717	26.54287468	29.81022902	41.21879492	24.07789812
Abhd12	15.09857624	17.15767275	8.425833244	63.38764861	1.030288553	22.55580104	50.18305881	5.55449139	73.65369439	10.90584159	17.19484396	6.286053483	19.28485688	22.59709938
Abhd12b	0	0	1.70510432	0	0.781858636	18.30470882	0	3.6007435	0.454729494	3.166528375	2.214326659	0	5.403605909	0.91053127
Abhd13	5.131038923	8.623162637	3.110663286	5.148700465	1.564924775	0	0	4.218411029	3.981955571	2.940903503	3.231719989	5.003522145	11.68868807	5.277565802
Abhd14a	2.095228677	0	7.384029168	7.904368253	0	0	19.21180229	0	4.109689153	1.734424062	0.952967839	0.165817337	0	0.137151154
Abhd15	0.746924691	0.687411241	1.558682619	0.820876221	1.195528995	0.139343536	0.252579283	1.02593404	1.662722804	3.157756828	1.472128527	0.21955869	0.224526561	0.242135739
Abhd16a	10.93214668	22.45519827	10.1780263	19.53991387	5.557025081	8.534702045	0	8.854417363	13.12987578	15.8245017	7.552943817	5.868143422	15.75241414	8.493922552
Abhd2	4.657427024	4.188638459	0.634348145	3.100659865	1.512544988	0	0	11.99243739	4.567658303	0.428378248	4.118967951	1.392454374	4.523169948	1.151729529
Abhd3	3.42944119	0	7.319207733	3.180079699	14.23007578	0	0	0.19627037	0.520517068	2.306590983	1.62943865	4.410372101	0	2.501427718
Abhd4	5.759079321	13.26986262	3.181951678	18.31216138	3.501725546	15.75514634	0.724975916	2.088255338	19.65146014	2.035692702	5.965322144	4.843868842	0	0
Abhd5	5.506349432	26.25024382	6.288520062	8.154426095	4.0235419	9.395862059	0	6.058974814	8.112327953	12.24620192	11.17814928	3.927785007	13.20862372	6.872370704
Abhd6	6.642691145	20.90506833	13.91628749	2.312832989	44.60546136	17.05018006	2.265650117	15.23293442	1.460181924	20.64420157	3.893803923	15.55363336	13.73661958	12.66983056
Abi1	15.66522889	20.46715965	23.12401749	25.30783175	13.68788132	17.14092518	58.58297821	8.561454702	21.86439075	2.839228431	17.15994828	26.94049042	31.01984385	19.64502398
Abi2	1.470129549	0.124617739	3.621990931	1.227707367	3.731562341	0.227348753	0.078495393	3.223775328	2.055188541	3.955148812	3.259695565	3.025014509	0.854771942	2.271603289
Abl1	3.058418278	0	1.53908288	2.832717602	3.058168338	0.189188111	14.28872564	1.90881752	2.394313258	2.988130716	1.665603003	1.556728917	1.524209774	1.068437863
Abl2	0.938371574	0	1.246123467	1.960317003	1.607794425	0.01408522	3.534274507	1.382722377	2.016870036	2.582574265	1.403034786	2.885165951	0.817047001	0.440563198
Ablim1	0.490145285	0.105254683	1.692327489	1.036946672	0.955076858	0	2.983446434	0.287995481	0.833209988	0.395597288	1.738866525	1.008548261	0.412547319	0.444902597
Ablim2	0.153629248	0	0.489633785	4.87524848	0	0	0.65458396	0.689320745	0.783474375	0.41331496	0	0	0	0.418345662
Abo	2.663269659	0	2.846632844	0.562189469	1.518888952	18.83182072	0	7.078310519	2.208467021	1.398068637	2.112438827	4.143476059	0	8.070408694
Abr	4.183344806	2.181680463	5.872777851	9.309997161	4.0175215	7.700237673	10.71081213	0.798056776	10.24375975	2.626078287	3.474693889	2.500380237	2.26353428	5.594093168
Abt1	22.27692355	25.89593537	24.48600212	13.01791602	35.81530179	30.54756798	20.91564896	21.31909815	13.77658926	51.97871573	22.6174812	34.79216879	24.22891518	31.99937094
Abtb1	11.92480026	40.39126074	21.05985229	8.866445615	6.647461934	7.063827863	0	8.668051223	10.97155844	0	7.814082832	16.4423766	18.62519483	8.473752713
Abtb2	0.557770566	0	0.303013273	0.658272312	1.074498134	0	0	0.93443729	0.53873174	0	0.674583311	0	1.760499073	0
Acaa1a	8.085250382	17.08009695	6.546902252	28.06598212	1.440968134	23.52052312	11.46988263	2.422733316	12.85037615	4.951691905	4.469679361	4.057714361	9.958864132	3.020602029
Acaa1b	1.038585261	0	0.827522168	0.998736834	0.101187217	0	8.077759179	1.886206473	0	0.186276521	1.023484033	0.427409338	0.874160333	0.589199384
Acaa2	25.19206258	12.40777291	31.91955287	127.7950361	14.18604309	58.25089322	63.54021563	9.382508778	46.49154349	75.23671419	22.77593135	36.61843748	10.21281517	30.41902867
Acaca	2.149475927	0.412127089	4.077751695	3.174328891	3.085190631	3.174570357	4.529923792	3.403461211	3.371200945	2.856989326	4.879475993	2.422049343	1.857639099	1.785576822
Acacb	2.070136459	4.123738314	2.604378549	0.98225797	5.155014676	0.231210094	0.027632969	0.611086699	1.910024652	1.062577476	1.248180092	0.728619163	0.257921083	3.430508384
Acad10	1.244638742	0	1.144270505	2.025496772	0.233197273	0.541788911	5.406763137	0.971676551	0.949393807	0	1.415240142	0	0.402920076	0.814725577
Acad11	3.762255463	5.04019449	3.025185084	9.16093449	9.836286065	0	0	13.77242906	5.280729611	2.414361811	5.40826327	7.670389083	6.318732716	1.40985487
Acad12	1.557017871	1.880757156	1.356904069	2.526657007	0.142215971	0	0.197444834	1.793332703	4.549209593	0.523613496	0.431543962	1.10130639	0.614304672	0.414052114
Acad8	30.42324712	10.7441609	27.3269163	15.01599435	22.76125895	22.23590049	38.60006863	16.68181646	10.63152477	20.5164986	20.75599889	37.85915505	19.35788988	19.29665013
Acad9	33.43057233	35.2605251	21.17763096	80.17097679	28.61446755	19.47586766	52.01028945	18.50391206	51.45776132	18.5123063	29.77226907	40.89632697	34.48889792	37.29431835
Acadl	174.8057565	179.9520553	190.0398245	396.2832562	192.1785385	245.665895	254.4795971	182.8320741	415.5727663	134.4146563	216.6843363	191.5326965	103.3311109	128.0672819
Acadm	150.1965791	148.7587733	155.206081	106.6087965	157.9888397	267.7919941	337.5925416	192.9095194	121.3795021	115.4273314	136.1000776	212.7795033	135.6173288	177.5935722
Acads	38.75063189	62.00509269	45.11054434	32.48488055	47.25371431	48.6326388	77.15543823	47.27813458	38.76463734	10.66217601	28.26843957	21.48711063	40.90209045	55.99395564
Acadsb	2.312579046	4.743712461	1.925117781	3.684288871	1.311504809	0	0	0	2.053617071	0	0.816341626	0	1.089436675	0.998647199
Acadvl	47.71264541	63.01630725	12.80013438	62.72085829	21.99058933	18.32167333	126.4680824	22.39678666	55.5284135	8.643990172	28.81292521	21.48633086	26.02895432	19.68570294
Acap2	1.975535366	2.866419122	1.276267826	1.951082319	0.416156391	0	0	0.256681018	5.067646112	3.351715066	2.157276726	0.109863882	1.909945412	3.392510779
Acap3	4.663132211	0	5.658637017	1.237025437	6.736459193	0	25.25726725	2.92029555	3.075118751	1.586201598	4.278410111	3.198367247	3.214343496	5.199657234
Acat1	10.75772751	5.95926241	9.008289055	9.191872822	16.57271421	15.25644411	12.37322911	20.97218441	9.318382046	20.83082893	7.900337884	14.02864816	7.78580632	19.12520588
Acat2	27.10870958	12.55121537	15.96687282	20.07335953	13.66670818	39.47187574	25.46821987	28.27668926	18.92515814	4.79222371	16.12746584	14.08824353	15.46118454	12.78954327
Acbd3	6.192493557	2.359299948	8.090771579	8.932350051	12.74760701	7.695448521	0	5.601848142	8.206354226	4.478471812	9.941093633	14.31761765	13.2404691	10.31253394
Acbd4	6.345775959	0	4.213480328	2.729976897	2.60318251	4.506917672	1.298822743	1.694817337	0.946257907	8.985419456	5.430677274	4.008849786	1.054171673	7.294776534
Acbd5	11.61970318	18.37223397	7.372819152	7.352003631	11.30605767	5.110860442	10.40291681	7.730058807	5.673075759	4.244307347	10.85280005	6.991753976	6.703081627	10.43011299
Acbd6	35.70337387	58.01368588	53.33938591	25.23512781	47.56856928	34.58008608	24.50903465	71.04012114	26.30031761	31.05753324	35.53608239	40.16092492	41.69569235	30.68612284
Acd	45.0886425	27.86306898	35.86103612	52.40473793	15.28821686	72.96584934	73.05458857	55.22944918	41.35645085	72.43320026	33.56453042	37.21080683	51.19205598	40.43908984
Ace	0.883347096	0.048638859	0.451174212	0.130685361	0.364111352	0.02957841	0	0.798507267	0.770063275	0.243744032	0.200885322	0.093211314	0.714902781	0.385485602
Acer1	4.900235393	23.08898046	5.306952927	20.17563533	4.797373861	0.559152511	28.76524933	4.498017523	16.9835569	2.431871038	2.109750743	3.132575533	3.60388702	2.833930178
Acer2	9.263485507	9.031347548	4.489891727	1.744606045	18.31825599	16.54830446	13.32952235	5.241805476	2.10274533	9.096134187	6.745012972	5.995456357	3.123397326	7.298111721
Acer3	4.527852956	9.295128052	8.508714263	4.518435075	4.66109515	21.82937709	3.928947842	3.513786166	5.324974265	9.270171783	9.429168229	9.785511159	4.494127635	9.887050242
Acin1	5.327807872	3.447297485	4.541681126	7.315933302	5.338109535	10.99840468	2.05340441	5.62962457	6.822315666	18.58988673	6.190357827	6.271280464	8.812000777	4.434784072
Acly	52.0502554	18.10576304	36.18965482	34.26409568	49.93581164	8.760701558	141.7281051	39.15281325	30.17423452	18.04837291	37.50543022	19.65851243	29.495852	26.87784648
Acmsd	0.802847903	0	1.999036762	0.868549775	0.366655374	0.393162961	0	0.241225915	1.492729039	2.969909375	0.741725945	0.103248833	0.316755014	0.76859435
Acn9	11.55599201	26.62031278	10.04461454	18.18427392	15.6599177	84.2346878	5.115616153	21.21165262	18.75139078	48.0474884	22.98298528	35.0188127	25.20045301	18.23711358
Acnat1	0.755443218	1.179819928	0.82080101	1.254791749	1.80657669	0.568001574	0.627037935	1.137205611	1.264738926	2.032399353	1.285883605	0.329729483	1.445100629	0.58441389
Aco1	20.25442452	6.090409484	18.65389653	28.48266104	12.62994057	1.327748065	20.68336353	13.89179777	30.24651288	7.342288109	13.20993472	7.597574553	7.938383767	10.29138562
Aco2	95.8546158	17.57170151	77.50586183	106.5895391	49.78586551	68.42155257	169.7928383	45.49246536	87.11486857	23.9236793	72.57359629	49.05114059	66.14927248	67.2161552
Acot11	0.387374467	0	1.462033697	0.70581162	4.648113725	0.31949693	0.351615877	2.156307732	1.213039865	0.383957056	0.843850668	1.21659841	0.257405363	0.520487176
Acot13	19.37228981	65.47541971	34.89747034	50.0553507	3.692743412	49.27642443	2.050720761	27.80415847	14.31801323	96.07849678	18.42659169	31.54251837	20.20444483	38.7042155
Acot2	4.100852487	13.54806869	1.675625719	11.52718607	0.153668303	22.86292702	0.37335309	2.94874354	11.39513219	1.131557828	4.196657051	1.514535424	0	3.131763604
Acot7	10.99683111	10.40651921	18.56363574	25.6307015	34.86585091	52.41249794	27.85856377	10.254652	8.185130897	51.64877074	17.08194852	15.08509853	26.2772126	24.95443119
Acot8	28.21228284	29.53718311	34.39836864	35.33636779	69.6947837	58.34450666	34.01892149	59.6891277	34.56102186	38.89570278	37.39922698	32.22762954	36.75954324	66.64044673
Acot9	29.56184002	0	16.3571054	24.12039779	21.71021422	27.78364289	61.79717187	28.94949924	30.45630101	21.28871085	26.92503513	35.02216411	22.14850096	59.84096207
Acox1	8.579316866	2.178440189	6.004430562	12.04075323	6.69256873	0.90840662	41.42992578	2.879665876	10.83960149	5.068524795	5.312670218	8.289868713	5.854922881	3.107727495
Acoxl	2.221529397	0	3.057387334	0.116525115	2.243095311	0	0	2.977396134	0.171656013	0	3.582372985	0.498669126	3.82464242	0
Acp1	54.927736	64.63906531	60.03068298	90.2533144	40.79161132	140.1800301	36.10524905	48.00565469	84.31625059	83.97364063	69.57937427	84.15757534	79.72038273	44.57391203
Acp2	4.197211798	10.61313909	1.978844472	2.865921815	1.342921603	1.654064376	9.548948591	1.193946449	3.166394931	1.670403574	2.055854539	2.044118303	0.470333203	1.394856414
Acp5	45.76630499	35.62627864	74.64051955	57.76357639	58.10525664	24.09315275	56.3675372	66.92188062	66.85874247	176.4178129	66.38281973	95.7896795	67.71226463	67.66779914
Acp6	14.41208571	13.14262962	4.456964025	7.973741979	1.250261418	8.422031253	13.15197917	5.48372261	2.517067588	4.603236528	4.085659668	1.083289574	8.308505668	12.76817881
Acpp	3.453024303	2.457809641	5.023431394	8.842333408	9.298828376	0	10.09576337	6.310519077	6.183160825	2.087597873	5.448330062	5.508464747	1.959340064	1.254598064
Acrbp	1.502171663	0	0.641195218	8.202902889	2.900935106	0	0	0.171941592	2.963974976	4.041353003	0.793033822	0.551954646	0	0
Acsbg1	5.496904307	0	7.631493929	2.042317851	3.529774771	0	15.75778759	5.805677551	7.963911143	1.34441303	5.170751983	4.455735928	0	1.133980566
Acsf2	19.50473725	10.02648316	14.55089024	15.64238616	20.41545248	1.27847354	11.15412124	20.93771252	21.28294055	0.101301894	11.68852782	11.00197222	24.72030856	21.14782305
Acsf3	7.121046276	0.787081199	1.668792629	4.984814553	0.459124962	0.34188729	0	5.370000016	6.89820728	4.507773639	4.179543361	1.616099195	4.957998172	7.48558195
Acsl1	0.237594284	0	0.354956181	1.884945724	0.607643412	0	0	0	3.155408981	0	0.790221211	1.955545096	0	0
Acsl3	7.196896289	5.842647495	6.293777465	24.22268049	7.353825833	4.928422133	24.0995166	8.813682463	16.6603677	2.203816296	8.562596977	4.153661329	8.864649693	2.738509238
Acsl4	9.104720977	3.148942366	20.92628029	1.83105536	35.50348988	4.887395363	30.99566037	65.83047614	8.46416945	22.84610968	45.55186271	100.7421348	33.43481156	62.76457596
Acsl6	2.405931973	0.080727215	0.748825905	12.90566827	0	0	12.89027655	0	11.50285149	1.213645465	2.445041427	0	2.135777872	0
Acsm2	0.137203823	0.147316983	0.136651281	0.296864074	0.476216658	0.179173701	0.069595055	0.082449285	0.364431474	0.138421867	0.45632988	0.141158837	0.108264589	0.058377784
Acsm3	1.010492481	7.464627282	0	0.81624641	0.059070117	0	0	0	0.687104377	1.087427468	0.716975803	0.998035935	0	0.619123046
Acss1	3.151049574	4.073781867	1.280963179	9.461489211	1.644644209	5.290634467	30.59667007	3.915905166	16.26094452	0.346016153	1.711046596	0	1.826761597	0.054723081
Acss2	6.893620365	0	3.412616129	5.88383966	3.99401983	0.213073138	14.31788672	1.045851574	8.667628906	0.768185172	1.92948236	4.616312526	1.287481111	1.249610158
Actb	1846.205838	3529.351264	2400.595521	9037.747785	1308.317292	2604.039909	1311.096673	3061.713043	11082.55457	942.232299	3334.823173	1023.885277	2535.632776	1594.11708
Actg1	1092.755105	1840.988565	1296.788552	5315.571778	1115.027838	2967.585829	1261.893624	1815.439577	8274.933969	1328.938793	3529.487715	1374.465686	2643.330461	1624.903145
Actl6a	85.80426773	34.2804899	97.96772561	52.82582367	96.14836093	78.09869058	98.89476757	75.33268488	47.63920776	27.00006742	78.94653707	71.85389875	80.76593291	116.9660423
Actn1	12.64081501	9.092617749	10.09655246	5.795558461	7.046137629	10.93777815	4.358215821	11.44071484	2.75829498	6.069904376	5.025446207	6.868270299	6.828573928	5.733497786
Actn2	55.99854036	36.42496336	51.53026393	8.379147666	85.00668933	68.7789235	20.31145907	46.66762162	13.82475192	168.3670071	46.59754052	120.56443	60.87205517	63.66883803
Actn4	243.2792545	197.4304248	160.5464663	303.4609063	180.4917891	162.9469273	428.1722172	247.3778408	274.0977185	74.31797756	191.1241891	109.5631855	223.191185	188.9336855
Actr10	37.24587327	57.88854009	87.24400965	49.99431687	55.14582542	54.26871077	34.84040782	62.44853615	60.70146813	124.559232	78.84629805	65.34423726	61.1382867	48.27604639
Actr1a	40.71148169	37.19616823	38.61669521	53.49616202	38.43254354	30.76519287	48.95391551	26.94648309	50.86602133	17.80109248	45.47710582	34.34051655	27.66835411	30.34041615
Actr1b	61.25732885	29.0331133	38.56803127	60.19108482	29.10908262	41.92321701	103.1220288	33.52339502	58.16684258	13.02258529	44.57590802	25.18635221	50.9270995	42.89536048
Actr2	78.89822835	57.15218373	69.76567471	85.32087094	54.22250373	50.3030166	66.4607168	65.15911495	86.46924872	100.1576715	72.72282252	74.52967315	75.35445525	78.26250786
Actr3	109.079138	101.0334312	100.9277699	264.4202686	78.72114918	94.02963737	452.8365091	117.2723682	316.3764725	44.49451445	154.6457539	92.56701523	107.5900048	132.7876892
Actr3b	0.405236423	0	1.614417883	1.363909109	0	1.146591261	0	0.432918981	0.574059443	1.090223892	1.397704729	1.389725667	0	0
Actr5	5.007434484	0	8.134574248	1.683020724	14.99116079	0.190461569	0	1.791823798	1.859474415	2.746657878	2.443358223	1.600552371	0	4.716222548
Actr6	19.94986289	16.32026501	30.2773662	16.05227547	19.63507348	31.1920056	14.45619656	12.50488893	9.516476321	113.185683	24.27381997	60.03892335	23.55946792	32.4519119
Actr8	23.53695685	27.72882771	18.88397005	16.66105877	9.077080175	19.70853691	44.54959611	7.421213115	15.05045285	13.1921717	15.94637344	26.34549008	20.29218343	16.78365419
Acvr1b	0.282111492	0	0.561950768	0.712129535	0.103070775	0.460509764	5.044197343	0	1.798380911	0.094871991	0.208507153	0.072560898	1.113040582	0.540150378
Acvr2a	5.73629598	6.552247618	5.996828782	1.701808185	9.661411061	2.364179798	8.687737782	2.60772532	1.901843475	0.328352945	7.036042867	6.738762878	2.182938842	4.188988783
Acvr2b	3.940314736	53.10322561	1.353257397	11.95536723	1.092119999	0.177435685	0.275679883	4.898970749	7.795362759	7.859204625	5.422840799	0	10.72144029	0.693738111
Acy1	8.721503403	37.80425567	11.26012287	7.455001652	11.91965619	3.269168794	20.39901095	3.882203235	8.922993849	1.52080265	6.923501145	8.308248133	0	3.985721786
Acy3	1.614609662	0.660427034	2.450449322	4.879789629	3.370887532	1.004052228	0	4.55868296	3.921020789	12.20414855	5.682617603	5.220763827	3.397476769	5.103336939
Acyp1	8.559994081	32.93421203	7.104601333	12.34734649	11.98849908	20.95959025	2.89463877	19.43258397	6.063059923	64.76989858	11.0716333	27.52107194	23.64077585	24.88785471
Acyp2	8.09436102	12.57419609	5.488860404	9.936761703	6.292155937	14.39370967	0	6.347489075	8.050948423	31.50654977	11.20127772	17.36411478	2.174327266	14.94845376
Ada	1.989961724	0	1.132541615	1.64023791	0.415452559	10.95157926	10.59854361	5.46660057	3.322377855	4.971268968	0.840440271	3.509698326	5.83230527	0
Adad2	9.470159426	0.643556686	5.014492476	2.939539438	1.839476542	21.21180109	4.621212724	2.593303707	3.056687887	1.451275736	6.910746806	7.893180467	17.78313252	12.85322565
Adal	15.26168992	21.20620661	4.570003378	8.920784643	8.382118479	11.13743958	12.24443443	2.877220283	11.23380071	6.172288997	9.436725982	5.746998467	9.130391512	15.10923879
Adam10	18.98718234	0	12.23929752	9.153556929	24.03129154	3.288495311	12.18567859	17.06942752	10.48781209	6.232814821	13.10273671	25.02696355	1.748606401	10.92875623
Adam15	14.96209069	0.083022903	11.70583494	16.61872697	6.949622027	4.796373279	25.768483	18.64821324	18.56647289	8.009017904	14.74453903	2.943438032	13.66719996	9.869927451
Adam17	29.97744866	21.32673892	20.46125184	15.11919978	40.66941411	9.992163842	21.71865191	11.33761802	10.13397159	8.600737553	22.6984622	16.60700113	19.35373137	21.49597088
Adam19	0.343766789	0	0.144161004	5.532817543	0	1.913830129	0	0	5.997559511	0.146028893	0.748856362	0	0.22842862	0.461894679
Adam1a	0.411112264	0.321029053	0.44667998	0	0.382331907	0	0	0	0.47649533	0.703838484	0.110491258	0.461414091	3.06705316	0.318038089
Adam22	0.087394062	0.697065894	0.198953399	0.216105243	0.072982483	0.065215665	0.012665608	0.900297023	0.212233299	0.436651002	0.33219001	0.154137032	0.236436948	0.318725293
Adam28	0.628205623	0.192717156	1.072586978	1.03560452	0.612047765	0.117195741	0.33382386	0.575245439	1.906968109	2.897291865	1.149704016	0.184661192	0.566518352	0.407299517
Adam9	12.84643528	7.846320633	9.011166118	8.449489051	2.669895186	4.127750672	10.11997675	10.40917569	8.503498598	3.354706918	10.71640434	5.608911866	0.549174503	7.748541137
Adamts10	1.306082635	0.365831142	0.678690172	0.409555719	0.290459523	0	0	1.592466413	0.723991922	1.527742079	1.5948748	0	0	0.821491603
Adamts14	0.022274464	0	0.532434271	0	2.897156981	0	0	0.749576519	0	0	0.526814141	0.687496323	0	1.364743862
Adamtsl4	0.779190333	0	1.313319458	1.037484508	0.83214415	0	0	0.720362141	0.254723991	0	1.151791134	1.29497492	0	2.805267502
Adamtsl5	0.808739721	0	1.252973237	0	0.262646136	0	0	0.719988703	0.190943956	0	0.531320327	0.184900514	3.403515386	1.529352678
Adap1	0.529870413	1.965382953	2.878562941	0.277931101	0.422379655	7.359882796	0	0	0.409427139	1.166344151	0.284817816	1.387640209	0	0
Adap2	10.41993018	13.98496633	11.53107493	16.49147781	3.912720237	4.630271409	24.51833352	16.3497397	16.91354537	9.53906083	6.417764001	13.40036665	21.46892892	9.852210612
Adar	2.640713524	0	3.506771925	1.269697329	2.153315587	4.173176241	0	4.354316177	1.78909965	1.750363876	2.206312277	0.944985838	1.087163633	2.572827553
Adarb1	0.749144665	0	1.179922935	0.552866261	0.381911952	0.068253754	0.088370926	0.139590754	0.592320644	1.124904616	0.927107111	0.035848343	0.329935232	0.088952851
Adat1	6.730935516	5.341744588	6.849564362	4.748979418	2.886862656	0.334398021	5.195505484	5.21719449	4.974818399	1.082573803	3.568878132	6.02170463	2.771079953	6.412630483
Adat2	5.805832186	10.93045376	17.74341178	12.61927704	11.73917963	3.323530347	2.017083107	3.313632796	6.08392386	24.39235272	15.98860976	21.60167387	4.518500467	7.715389537
Adat3	13.92288194	1.582848422	19.90295404	21.9732013	11.72954189	29.30480485	23.42995704	23.62338552	32.71731981	5.508425109	20.09641002	13.14457888	18.09499498	16.02948033
Adck1	10.86374413	32.33507937	13.28594621	13.41093514	8.344383728	0	0.051260547	10.36431136	7.94533913	2.990687053	8.813598272	8.941520461	10.52604474	20.46724597
Adck2	1.273477503	0	0.390261232	1.130415446	0	0	0	1.308145622	1.942783259	0.087848407	1.158425443	0.604701485	0.41225589	1.500485552
Adck3	3.770723595	0	6.551014144	0.981486816	1.65732547	13.58773829	0	2.953084183	0	2.288239793	2.933602542	4.316946162	5.369137372	6.079739707
Adck4	12.4002654	0	9.459825337	9.133653565	20.66677293	12.19675882	28.9602661	16.40417	13.00650937	3.123151274	9.827970379	6.188848178	5.662682904	10.32766975
Adck5	4.20424488	0	3.16877794	13.60393485	3.238140191	5.416106507	18.84717234	4.005884046	19.31594312	0	2.183533242	2.688784374	4.662403328	2.514033241
Adcy3	0.97725091	1.783781306	1.459973044	1.12770691	0.749790861	0	8.724306617	0	0.311484897	0.197185315	0.361140561	1.658944616	3.39296185	1.330569163
Adcy9	6.637500458	5.957512681	5.371250763	1.121982348	10.23064744	13.71284837	0.02630309	1.495741394	0.881503888	0.976562079	3.066089031	5.868527434	2.291410179	4.103825926
Add1	11.33612263	18.57946721	5.346620662	21.33555572	6.676806142	3.76620065	20.5671702	2.928487777	19.78022737	2.996027925	5.233905648	6.169289959	2.703805773	3.887813281
Add3	4.095379914	2.060424014	4.008963377	3.780718487	3.078033998	0.061121527	7.003583779	0	10.74111952	6.484859833	6.849383973	6.259957068	1.329562815	5.058261199
Adh5	38.29382871	69.12092669	30.63181538	78.07099119	16.96526136	78.45695544	58.88409004	30.80311745	82.6522024	50.49770566	35.21132245	22.64591063	47.10971492	42.72191337
Adi1	76.16606076	52.89044689	53.59626415	57.52020575	30.24742663	84.77935276	37.23455936	55.72016211	101.1535579	36.7506338	44.26009347	52.66695214	52.26174073	87.47623402
Adipor1	96.49024948	142.7139097	71.42230447	129.1346988	69.92226678	106.3968449	227.9206246	95.97577467	99.72595252	19.20056282	71.73743201	39.82614569	73.88576755	73.65586155
Adipor2	6.269337073	17.21997249	3.485073175	25.32093992	2.215956649	5.064573208	8.135008654	3.644745232	18.09279502	0.392247683	3.965529305	6.180053581	9.755942538	1.736971083
Adk	4.144054511	10.29743448	4.481139939	23.56875666	2.335962892	24.12070878	13.99347272	4.174164011	6.792987732	15.28994327	8.050918358	8.039762328	6.726824978	2.720398754
Adnp	14.23581312	22.52277766	10.98597705	8.363356656	14.94892025	10.64950668	4.973370792	9.970999163	7.312028009	10.84298037	9.476422591	19.54439543	9.968512226	10.14862591
Adnp2	3.835441474	2.310903263	2.968054081	5.094607146	2.580805583	0	10.18929435	0	7.974053022	0.668113567	2.447270561	0.908431945	2.612775063	3.099458879
Ado	5.251541925	0.055828	1.760726396	4.950049818	2.089646928	0.441353801	0	5.082585715	10.27514745	2.378053419	7.301620288	1.069885541	2.133482198	7.035159941
Adpgk	18.33245191	12.35253798	10.61981201	21.85645226	4.579141311	10.99297004	23.72174629	9.742429081	18.88111943	4.026166095	14.79375549	9.815366362	11.21833198	11.70019785
Adprh	57.88946092	19.43858295	52.93040195	55.80875812	33.17886022	58.43793274	27.91964122	51.35470651	41.88222379	26.51351502	37.12059564	27.03775811	35.94439054	74.17234892
Adprhl2	24.15945698	63.12726566	36.34564472	26.31934383	49.50399679	38.05820335	14.48271569	26.39642792	45.59261508	11.3631401	30.717539	32.33001714	60.79056647	38.09854525
Adra2b	0.704633659	0.126095253	0.46786399	0.084699785	0.429068764	0.306725711	0.238278191	0.329336296	0.499093347	1.579753624	0.867985189	0.120824218	0.741348372	0.249840897
Adrb3	2.522059079	0.088785495	2.800153427	1.550597001	1.752258496	0	0.9227632	4.24028266	5.622701725	2.780818544	3.666965692	6.040259882	4.697947176	2.533198982
Adrbk1	7.553885411	7.72073864	7.668146706	5.657583651	11.35783582	7.303580663	8.584305075	7.91471679	4.630180897	9.770443531	6.549332869	11.58272142	13.0674882	5.068299766
Adrm1	510.7602906	347.6607608	511.6028889	290.9186906	375.3446704	579.8751522	597.4036113	516.0189766	334.0495688	933.3392243	537.6809267	366.7401425	517.123951	535.9352648
Adsl	49.58830141	95.0733097	51.51694987	29.08564123	47.32524705	136.6696468	102.0576338	69.80510667	29.10786236	63.09306763	60.58462537	58.62810432	70.90791537	97.26494489
Adss	45.1738348	84.0793072	46.16404645	51.31911225	59.99823309	39.78135155	87.98205219	24.15405578	54.82402598	30.93124181	36.93394274	61.19185838	48.57530576	41.29168364
Aebp1	0.428105409	0	1.023315262	0	3.503591773	0.298165571	0	0	0	0.767832831	0.421880675	0.880891806	0	0
Aebp2	21.57141797	23.66778931	31.66143678	24.48940154	56.4895228	26.32240681	10.63175969	19.369002	24.34754777	14.19142155	22.41102072	38.49222913	18.41358755	21.93862888
Aen	43.80527203	30.29805012	28.37214281	36.43902952	75.93120148	23.86468695	18.22107788	35.81603336	45.68445152	28.92051285	36.28258832	47.74073949	53.15640231	25.30853428
Aes	5.23322578	0	5.126705639	1.484981537	2.632895896	8.066408007	0	3.436917118	0.729187608	1.154029373	4.311701927	0.529581429	3.790948466	1.898123093
Afap1l1	1.901661923	0	0.541143892	0.29389805	1.191053532	0.133037658	0	0.707421165	0.288632297	0	0.602360806	2.794969869	0	0
Aff1	9.249146146	5.520407437	9.428648888	5.375804455	15.22636564	4.849125541	3.546239128	9.415987846	7.688011365	1.646692337	7.318537264	4.925805418	4.722431011	8.10218503
