Symbol	E3_WT_male_XK136	E3_WT_male_XK138	E3_WT_male_XK139	E3_WT_male_XK37	E3_WT_male_XK43	E3_WT_male_XK45	E3_Xist_female_XK135	E3_Xist_female_XK140	E3_Xist_female_XK38	E3_Xist_female_XK39	E3_Xist_female_XK40	E3_Xist_female_XK41	E3_Xist_female_XK42	E3_Xist_female_XK47
1700019L03Rik	1.448810938	0	2.47367373	0	2.117319864	1.261329371	0	0.552779386	0.586397437	2.598529662	0.815854257	0.709797199	0	1.526430929
1700020I14Rik	29.46815264	16.02036528	22.58795394	37.44856927	12.53800421	16.85427089	27.77563806	26.77893165	29.80254245	100.755034	24.92266213	31.31539094	5.651285715	19.93411003
1700021F05Rik	88.27851356	61.0716662	147.1364518	40.09450151	142.1763784	112.7616619	37.98971628	116.7177053	50.31394493	614.8668501	84.45863186	242.5482944	110.4790696	156.376141
1700021K19Rik	3.893091075	0	2.671106711	2.495814001	1.580399264	0	0	1.455662729	1.930238617	1.221936324	2.621597938	0.178013896	2.184500985	3.128832888
1700025F24Rik	1.680401523	0	0	0	0.755621769	0	8.785908614	4.764166856	2.197350576	5.216367671	1.528585997	1.595852762	0	1.099970662
1700025G04Rik	1.682336339	3.510913802	0.896779287	0.717751226	0.848389564	0.696217679	0	1.632722382	0.503493801	0.828714716	0.525382874	0.804470784	0.972250192	0.665395417
1700028J19Rik	1.947092167	0	1.939250912	0.280857923	3.556896911	0	0	2.340114924	0.413738714	3.404921374	2.302537289	2.403862459	4.301944047	3.645193425
1700028K03Rik	0.746006247	0	1.839814375	0.307450066	0.72681848	0.046390732	0.540575792	0.398483757	0.603883005	7.550183074	1.680363826	1.608117232	0	2.841596512
1700029P11Rik	17.83053454	32.23112884	10.79011327	35.81212799	15.00802085	30.50602862	22.43910406	30.20043237	53.71492151	44.02329044	50.04477104	29.25833961	59.12832442	14.78901961
1700030C10Rik	9.384216249	6.333433966	10.14754659	29.58636214	25.95915796	2.976164555	18.02013376	11.6006718	20.22543945	12.08236623	12.08815382	7.172080743	2.115680968	0.798563388
1700030J22Rik	1.71142258	0	2.014445023	1.009897407	1.818985827	4.571462296	0	2.430852466	1.322404184	0.313930171	0.229982477	0.32013741	0	0.728179838
1700030L20Rik	2.81567318	6.298361881	5.141279016	0.338455183	7.201037101	0.919242943	0.238036285	6.204036662	0	0.631259925	3.121574348	1.689821757	0.740595734	1.797028212
1700034H15Rik	0.715295241	0.625793223	1.372057809	1.069990136	7.627154671	0.27677038	0.241883501	1.783036671	0.900702162	3.42113357	1.253146154	2.18048658	2.006841259	1.172293355
1700037C18Rik	2.528202445	0	0.839340322	0.911700151	1.539484643	0	5.450206361	0	0	0.850215624	0.934290712	1.73405332	13.29966814	1.254989317
1700037H04Rik	13.40904794	12.59773881	7.790444395	6.984558609	7.892929082	27.48222825	9.163246097	19.39850303	5.540298109	10.52184654	10.46114494	5.939761409	24.10069195	7.448600688
1700042G15Rik	1.13852138	0	0.907149096	4.105644768	6.073077326	6.021494105	0	0.091222214	1.935400409	1.378354492	2.18783577	2.57694845	10.06188686	1.550145847
1700048O20Rik	1.563310607	0	1.992979075	0.901997714	3.015740453	0.489964447	0.444063902	0.20041244	1.063004013	2.523502542	1.294087009	2.702068881	1.184231814	0.425702931
1700052N19Rik	2.775456596	0	3.21661601	7.715743591	4.203599793	0.856688929	0	5.094501721	10.7228789	4.751678149	7.608553487	3.634223648	9.556595603	7.557807153
1700061G19Rik	3.859842545	0	1.500213984	3.802278592	3.301959404	0	0	1.659463982	9.402064818	4.179043558	4.870616685	6.876792819	0	6.168617549
1700063D05Rik	3.09681027	3.500076983	3.89600705	3.291464719	3.572950607	3.405563888	0.826748027	1.305931554	2.078030411	8.331473555	1.927441299	2.683013389	4.115581369	0.277397397
1700066M21Rik	2.959133305	0	0.15310215	1.995613699	0.84244163	0.100371832	0	3.202333523	3.75639529	3.308498976	2.045062011	2.055980579	6.792693826	3.858932659
1700086O06Rik	1.735493362	1.413625085	1.430486276	0.172645445	0.262374105	1.875617398	0	0.767192519	1.525969509	0.644009349	2.123080085	2.709065435	3.022213558	1.120363696
1700095A21Rik	4.107836261	2.321379402	4.306624569	2.494880113	15.16615592	0.282336857	0	0.866141695	3.675269252	1.163313426	5.113398994	1.334604649	1.364802241	1.471841005
1700096K18Rik	3.509065896	2.397637277	1.270885207	2.530822572	3.729611381	3.957587227	1.860839209	4.856371003	5.761789865	1.716469362	4.243962364	3.774318438	1.510324633	3.664746975
1700101E01Rik	0.624648217	6.706904273	0.355504376	1.287175116	2.086566367	5.243943816	0.181054626	1.42996984	1.137701592	1.920590043	0.79144163	0.918077458	0	4.859916709
1700113A16Rik	4.232102872	0.252447058	5.1517394	5.426300796	3.092437819	0	0	9.79594802	3.497207504	5.692898512	1.73773637	3.386519697	0	5.201977225
1700123I01Rik	8.525499374	0	10.56044151	1.446775255	17.69433828	2.806739922	0.58144015	19.05769476	1.217874405	23.70746939	18.00329354	16.51059572	11.75862166	27.31255113
1700123O20Rik	32.97342347	43.74577425	14.13548632	27.35502649	8.850854987	28.52013276	46.79385077	28.82119731	20.79863859	36.20805341	16.63884874	31.59518129	41.3208509	24.67544562
1700128F08Rik	2.186268758	2.235634758	3.732795944	2.102386023	4.412218464	4.350531165	1.372997579	1.835127962	2.654637048	5.601720958	2.462262849	2.570616882	3.943171879	0.53155339
1810009A15Rik	154.2677958	344.5931077	169.1796189	147.4453863	194.6942422	390.4004849	54.32742764	248.4136631	141.343236	895.7834949	126.6563987	404.0361859	226.5560624	185.1620858
1810013L24Rik	17.89845596	15.71529411	12.88245237	7.610257002	28.43708523	10.81625983	2.388396717	27.04534882	10.84921621	13.65986668	15.3460804	20.31128066	18.62214702	11.779244
1810014B01Rik	2.068665236	7.812301459	1.70510432	2.263680189	1.250973817	12.38944668	10.20360166	3.886516794	7.8819779	1.727197295	3.585100306	1.027453352	0.450300492	3.884933419
1810019D21Rik	14.67316118	0.150762733	4.754817028	14.38023282	6.361270262	0	0	9.112799902	5.072195331	14.35483536	9.132511965	11.84576491	45.6483233	10.3953242
1810022K09Rik	227.9498673	370.6860833	153.8420805	312.5941684	296.0690029	439.9318684	60.22436722	387.9105217	333.1205392	864.4600927	221.5115518	545.5349043	378.3871669	288.3909116
1810026B05Rik	0.471856567	0	0.626608432	1.555722443	0.426882957	0.029342611	0	0	0.954905413	1.692606333	1.129275228	1.710662313	0.992885006	0
1810026J23Rik	13.15997828	23.95443854	15.8300379	8.939167251	16.1955727	6.188699203	49.81472433	13.49426902	11.61927099	7.747869256	16.38142697	12.22664859	8.054270637	9.616588934
1810030O07Rik	1.258039566	0.192966919	0.715984707	9.332520051	2.101169087	0.234695256	27.8040633	23.68762832	25.20460214	17.28540373	9.829426051	8.043172378	19.0029609	9.634921869
1810032O08Rik	4.108539973	0	5.532837253	4.006550087	4.228379203	0.45340726	2.524293148	4.265563514	5.656224656	2.335219178	4.619054681	5.23906395	0	1.181821258
1810034E14Rik	0.577158313	0	0.766445338	0.185004637	1.030907946	0	0	1.335934643	0.81760464	0	0.568766321	0.263909058	0	0.109142483
1810037I17Rik	33.50764076	104.7541483	21.69815128	76.51306511	33.22258335	72.05288648	8.408095196	71.34025764	76.48401002	261.2031975	42.70487129	87.46286896	90.43842471	23.97981124
1810043H04Rik	70.64594305	42.69881364	95.98977963	72.88433675	102.9014597	99.28226961	9.255226592	40.85979611	39.76581812	291.3858757	44.95249609	92.41731947	47.25420552	59.32092793
1810044D09Rik	7.608883627	45.95471447	1.894560356	6.859636937	17.02714363	26.08304564	2.412198975	27.43423619	7.073569911	26.22781078	2.811843377	30.82360057	33.02203611	4.451486209
1810055G02Rik	7.73674279	0	11.74184484	19.66259162	13.37053047	14.51356961	3.301457024	15.8417408	8.872299165	5.121020674	8.89495725	6.190925089	7.364638234	7.419717087
1810058I24Rik	18.19491829	78.33478747	24.0443282	38.4076446	14.13831008	50.18711103	3.961786703	24.17879112	47.14937152	72.82882605	23.87799255	39.26508697	37.53887515	14.80347613
1810064F22Rik	1.455793954	2.694998459	6.599687007	2.896423589	2.787791348	0.655556255	0	1.528427798	4.480132463	14.18072497	2.077734832	1.032936844	2.852033527	1.708729403
2010002M12Rik	0.412100755	0.1474921	0.957696037	1.188867834	3.312385353	0.941780103	0.905811181	0.495283759	2.043242185	2.12499162	2.944288303	4.098472384	0.216786567	0.409130247
2010012O05Rik	11.04616883	37.40578597	15.44467194	15.6271104	14.20280706	24.06500013	10.77507998	36.16818248	12.86449801	40.43356169	13.65927868	37.04417228	21.45549405	33.8034734
2010107E04Rik	507.8304434	2003.60037	715.1627955	747.1328617	913.3479798	616.0396828	174.7251544	1101.447002	703.6970069	2327.031622	529.7744033	1530.274144	1486.953911	1076.592217
2010107G23Rik	15.02078684	10.32189081	9.574589249	5.97038071	0.975629494	20.48736378	6.63710068	6.311776178	2.553420384	9.878251429	10.65771485	2.47260376	3.371400567	3.635812905
2010109I03Rik	4.593001593	3.156190246	10.49086442	9.716910192	8.233754538	2.159270983	0.869772222	2.747785183	15.35525351	26.03152681	23.53633606	3.150265786	3.865854784	1.667618479
2010111I01Rik	0.592783859	3.182386895	1.574390994	4.370306166	0.577537072	5.203760338	0	0.211092726	2.519219541	4.341373652	0.584164669	0.338817415	0	1.681459855
2010300C02Rik	4.080767644	1.30877678	6.017325266	2.675588725	2.90440493	5.43286421	2.580682306	6.029744414	4.166702727	12.8321927	4.073658898	6.106762416	5.687354075	6.043205017
2010315B03Rik	3.602085222	1.349159794	4.004739396	6.162484999	4.284778026	3.227123573	2.33700901	1.745091864	9.434112451	5.408838214	5.943700825	3.964470762	3.701636523	4.776081385
2010320M18Rik	5.584103521	8.993553516	1.853871811	3.5799018	5.213790206	2.430749795	1.258876458	10.93687	5.932846556	16.69237655	3.668606393	6.064240496	2.937530729	7.919788765
2200002D01Rik	34.18932547	93.48657298	36.32174883	53.9191817	31.3113565	15.18020028	9.942827253	27.0284043	41.65214539	141.0374123	16.84610307	62.84575197	24.46010959	38.01602746
2200002J24Rik	1.704982428	0	2.264154917	2.186087575	0	0	0	0	2.415284527	6.115977308	0	3.898066583	0	0.32241763
2210013O21Rik	1.079999253	0	0	19.08357407	0	14.80883199	2.191268601	12.76365019	4.016068898	0	0.798221893	0	4.261021014	0
2210015D19Rik	4.835931439	3.911145807	8.006576807	7.066171658	2.202801722	9.103752461	1.59283791	4.730169257	6.939567499	14.19305604	5.384527249	6.332239683	0.396460216	4.061761231
2210016F16Rik	37.05943575	25.41351077	35.56429492	67.69163625	35.66738248	48.07485322	29.37053126	36.28814499	79.35690338	121.9565319	35.10818618	43.47822245	42.65248817	35.68301709
2210016L21Rik	22.32407547	13.53575226	19.1824236	32.58015743	18.16755158	48.24516592	24.86757852	21.04330617	23.43923848	124.5937322	21.99947915	26.48027504	32.60584929	26.96828071
2210018M11Rik	9.212549683	2.411076947	5.8493489	6.561258111	7.699379213	0	0	4.013641057	4.893949714	6.893298623	3.744921448	3.613529087	2.907769996	3.870778673
2210404O09Rik	6.868036673	10.94967803	5.803957073	6.454421104	1.064538728	21.47107597	10.45119689	4.085490149	8.181445561	10.07855783	10.92137186	1.070608112	3.284497063	2.656570297
2210408I21Rik	1.456810072	2.423393146	0	1.1246784	0.089958167	5.198216559	0	0	1.307993219	0.938427508	0.242641314	0.802176699	0.388576064	2.060335672
2210409E12Rik	568.9103758	1047.913765	471.3686266	1771.238317	422.8756056	1008.328638	829.6480043	739.7419841	2111.633504	1185.031439	771.1797447	689.378762	1141.637163	702.1862582
2300009A05Rik	3.28514823	0	0	6.13237777	2.541694295	6.561263035	11.37041216	3.096673818	9.033756508	0	2.85651313	0	20.737919	3.288875491
2310003H01Rik	2.36579364	0	2.320015957	5.880059177	6.063775449	0.475304094	0	4.9576041	6.651224477	1.958396933	5.164935614	1.572731746	0	2.168068158
2310009B15Rik	2.023816464	0	0	5.254650081	1.183057551	0	0.410623013	6.486202953	10.32100568	5.444755047	2.393267743	4.997171171	0	1.377756598
2310011J03Rik	32.73849454	29.01878172	20.25774933	21.90370145	33.69485535	16.46445932	26.35796297	37.95152023	31.67482842	22.86272008	26.56505556	31.53228062	58.92177871	31.5343488
2310014L17Rik	0.535164804	1.14922256	0.284271792	3.60242125	2.137740068	0.745459956	0.470524024	0.686067654	1.97110284	1.247805394	0.527383406	0.367060916	0.225219758	0.303604128
2310015A10Rik	0.095405507	0.921939782	0.190042587	0.68808742	0.069713711	0	2.34707707	0	1.013638501	1.540039694	0.423082316	0	0.602259482	0
2310022A10Rik	15.58398333	0	14.75788522	12.40649	9.271679564	5.282372782	28.37951205	21.42478394	13.02865345	2.405602718	11.95862276	11.91538702	5.375731744	14.13101588
2310022B05Rik	2.131586068	0	1.392132345	1.108908953	0.357475131	5.156553561	3.6867912	0.839950534	0.2970111	6.016725988	1.239693875	2.804203327	0.44117738	0
2310033P09Rik	13.40904794	12.59773881	42.29098386	17.73003339	20.82100258	20.42926702	3.306325911	7.460962704	13.05927411	87.68205448	9.910558365	16.47804778	11.7564351	10.1427754
2310035C23Rik	8.486364831	0.642651945	5.365117366	6.845171554	5.654373886	1.507415592	13.92221655	5.069700695	9.629565761	9.201495025	6.825195855	2.551120897	2.159043426	2.146468832
2310036O22Rik	105.0662502	281.2613993	166.7064437	62.0412634	102.2376584	44.49448442	22.73686832	197.6372217	67.16945982	81.209254	62.81254611	61.57808993	116.1290642	96.13250324
2310039H08Rik	3.139402745	0	1.191146614	6.900457545	1.092376878	16.00846324	1.516595992	10.54070912	12.70654214	22.52283148	4.419650327	3.383703334	3.774834658	3.562026599
2310039L15Rik	17.27998805	14.6883293	15.77619885	9.866337613	46.29772259	12.92834539	4.199931486	25.38307835	10.70951706	40.67791761	21.81806508	23.3337537	15.90781179	15.31734847
2310040G24Rik	39.51403719	27.53725084	148.5090859	4.731821815	789.0577885	52.18532303	3.025364391	91.27635874	15.84218883	60.57448063	57.30718212	339.338013	89.42096229	71.81800707
2310045N01Rik	34.66797603	76.10100716	36.83025331	45.56170854	34.05776218	78.97573606	30.28515813	83.94876275	31.10349741	125.3945236	38.7190833	45.97119857	71.73286844	46.21856727
2310047M10Rik	2.885791567	0	3.576744911	1.11002782	3.467599455	1.842396834	0	5.549266977	2.7253488	2.415392444	2.275065285	2.639090583	1.214461927	0.873139864
2310057M21Rik	5.480484015	7.397588182	7.693763395	7.980601997	7.780446913	1.090580306	26.31650247	5.938508444	8.429132089	3.650986153	8.178349334	9.128940936	14.49747927	1.687814062
2310061I04Rik	12.39473336	15.20952808	19.30618117	29.30503283	11.98513625	9.736067729	5.10530241	22.9982972	20.59484548	5.515888137	12.12267314	13.42318089	14.11909931	2.696347438
2310067B10Rik	1.688525654	0	0.921493528	1.468039194	0.676066715	0	0	0.074131743	2.064304429	0	0	0.142783464	3.650354272	0.944794657
2410002F23Rik	34.22486029	2.378886834	38.55841353	30.44474383	80.09514502	25.20226816	90.37932675	21.67609177	30.22964589	10.03900749	32.060973	49.30798552	30.54863986	51.20291283
2410003L11Rik	10.19646354	0.405482775	11.28377859	10.34998161	3.863301495	24.90492489	0	6.051669749	28.08623347	34.0359467	24.0040453	17.48397512	44.10295999	30.2082139
2410004B18Rik	47.172152	74.31937823	43.4408116	30.08953359	55.77418651	74.29368606	44.96932661	32.85777366	34.25162467	180.7976984	48.7054532	54.6289044	94.27214001	35.70403232
2410004N09Rik	13.34410163	32.09400844	27.64395456	26.17751518	52.26354817	9.061513383	3.248947903	29.08155754	26.08656036	54.56826559	28.40416381	33.49816572	64.01962658	16.80592589
2410006H16Rik	92.99941508	244.3873709	191.7410151	81.717471	238.1192028	97.55075237	3.305916078	73.10837129	100.1391285	247.5025018	93.376378	208.8974727	199.3825087	132.6807996
2410007B07Rik	4.259240508	4.332491024	12.50299579	7.437150503	14.74231996	3.659288308	0	4.849553391	5.716095291	15.07737697	5.633232294	5.765811386	0	9.728819079
