Symbol	X4cell_WT_male_XK10	X4cell_WT_male_XK102	X4cell_WT_male_XK103	X4cell_WT_male_XK105	X4cell_WT_male_XK107	X4cell_WT_male_XK4	X4cell_WT_male_XK5	X4cell_WT_male_XK8	X4cell_WT_male_XK9	X4cell_Xist_female_XK100	X4cell_Xist_female_XK101	X4cell_Xist_female_XK104	X4cell_Xist_female_XK106	X4cell_Xist_female_XK108	X4cell_Xist_female_XK11	X4cell_Xist_female_XK3	X4cell_Xist_female_XK97	X4cell_Xist_female_XK98	X4cell_Xist_female_XK99
Npm1	877.0468749	1049.819935	823.3832141	438.558326	801.2481242	790.0492639	917.1397765	851.3317247	814.2744866	1173.93104	1113.426836	804.662544	1146.166736	1799.265622	1192.865415	1072.958927	1577.609944	1083.104601	2980.817908
Npm2	186.7400828	151.7152867	214.0769049	48.06276826	92.52021841	76.75222022	0	53.14140967	129.6066596	185.6870566	99.82430664	88.53099568	94.98941102	16.31237982	190.1049073	166.1247775	134.2039047	97.80991267	227.153675
Npm3	15.00413352	44.16815042	26.4021121	13.04068232	16.5013699	47.75322319	0	26.7976462	21.46475741	15.68173379	34.71796525	13.00996764	42.90445913	27.73610379	22.95719387	23.60420333	55.85027139	9.256429324	14.3314168
Npm3-ps1	2.243446218	2.751710327	2.302821136	3.102061626	3.598168894	5.992932997	1.084873315	1.686725812	1.017488942	6.217172718	4.037518609	3.78247876	6.236956534	5.498121257	12.01410957	1.169763903	6.959031207	2.018389761	1.562502339
Npr1	5.169584434	2.336076836	10.61280471	8.02593263	6.109363273	1.599000032	0	1.110494513	0.542961135	0.904816576	8.814007414	6.116480619	7.564131786	2.400508144	0.971374501	2.156394289	5.06391496	7.343661641	0
Nprl2	0	10.23492806	17.13058851	7.692034841	12.16664791	7.700384551	0	6.029309335	0	15.9770252	13.65224056	2.557972605	0	10.41098297	16.2495364	2.373224709	0	0	0
Nprl3	0	2.6358676	29.41167928	7.043483623	4.595588768	5.102790963	0	5.026675973	6.757602722	1.588117176	5.156727136	2.147106539	7.43479689	0.468147458	0	0.597609953	0	1.718594391	23.94757471
Npsr1	0	0.715691475	1.796820079	4.034071173	1.871693236	1.636635065	0	0	0	0	0.525058474	3.279279045	0	0	0	2.433948211	0	1.574887078	0
Nptn	50.05574609	73.80598489	100.5746321	43.19686778	56.36842536	36.70029464	25.57905284	58.45312975	53.22941715	54.30641999	41.2091271	47.88347369	49.74190543	52.20170977	38.02250694	58.41903434	14.86625973	32.57799632	2.225268136
Nptx1	0.209314721	1.155312143	1.289126594	2.315391948	0	0.559143824	0	4.811099454	0	0	0.753405251	2.823258181	1.629351779	0	4.483691158	1.920856819	0	6.779406034	0
Nptx2	2.023293584	5.583782246	8.900751236	26.77752452	16.68895898	8.686346435	0	4.470479881	6.056432413	20.18546112	14.04505689	4.385955379	16.39260924	4.250213688	23.21817334	9.94689086	1.344885294	13.26234778	18.7218528
Npw	16.42602454	5.596506565	7.49366878	10.09449757	0	4.387895001	0	0	35.42809185	0	6.569295955	6.154330128	0	7.156630442	0	0	0	9.852140122	0
Npy1r	1.716468883	3.834732998	1.5101973	1.69528476	0	3.24240196	5.810283711	5.609811734	0.600545186	2.038620652	5.957588982	4.96112279	7.771409624	1.081705532	6.565742179	0.383567412	1.140938605	5.956498418	1.024693918
Nqo2	0.182285783	1.341501302	0.561330443	3.528706937	0	0.584329487	0.528892504	0.763568831	0.793666529	0.606193553	0.492088177	1.229344559	0.608122536	3.216502878	0	0.285138988	0.84815881	0	0
Nr1d1	0	13.9429068	21.60812372	14.35977823	1.350511812	5.061028494	0	7.50656735	8.478119125	2.333510583	11.3656072	9.93782581	7.490995529	12.3817607	1.503097581	8.868831979	0	7.575684449	0
Nr1d2	0.158910774	19.29636867	13.21243627	9.008903972	9.175330679	13.69010631	46.72187745	30.15925992	20.80001769	11.36188314	15.01452233	17.41516262	27.56734788	16.35691074	9.360993709	18.7922571	8.872764789	11.58051126	2.656253976
Nr1h2	73.24629042	49.06679398	27.76054986	131.4033094	83.13731449	42.14286658	38.32629543	69.47282494	44.36148119	63.70590878	65.9104859	37.99820741	40.09953185	151.8915516	24.13838418	48.76777295	47.18882547	60.8293114	27.46915727
Nr1h3	27.52372066	26.318974	28.99563981	26.54019916	10.45519016	25.6851339	26.61953725	45.16027286	57.35639137	63.22828011	56.7037363	38.46758605	28.39224358	42.06980916	25.21232097	47.58571979	3.370139868	38.12139483	31.02442021
Nr2c2	12.33748212	17.35798375	10.72715736	32.51302543	17.22682383	19.11517548	8.048374248	35.82518348	32.07221285	17.53764884	25.07712346	17.45665241	16.46360085	53.64232625	8.291102039	13.259412	9.905203737	9.663372083	10.9178313
Nr2c2ap	16.19171938	14.32214096	9.5886049	4.305507831	8.989344246	9.731936041	4.818401302	8.427930662	14.4046872	18.63891578	5.043488195	14.69970068	5.193951978	8.241609466	0	19.87254987	11.5905486	10.08512992	11.71084946
Nr3c1	0	1.071727912	0	1.127636243	2.242246503	0.513504118	7.887286694	0	0	0.193715668	1.258016542	0.392850272	0.971660474	0.171311346	3.743375585	0.036447692	0	0.943339693	0
Nr4a2	0.330450847	0.405316161	0	0	1.05999239	0	0.106531729	0.283940698	0.059948855	0.732612166	0.594710688	1.857147723	0	3.563347664	4.719016846	7.374510385	0	0	0
Nr5a2	46.45451792	53.11007827	25.31371805	58.94694548	22.07598359	54.61679763	20.24553059	69.85327649	54.72713453	50.54140709	31.48050224	36.74407938	36.67142864	35.98168979	41.97410713	55.50133935	77.38651997	38.69845031	21.56958116
Nr6a1	15.89712344	16.7746146	15.83791886	28.44638376	11.24855589	19.20341704	7.687443041	23.23896839	28.91404197	14.57704257	17.03976227	18.91958938	13.84351234	7.047148064	36.93240384	48.56367193	9.78986096	11.67325543	20.75987968
Nrarp	0	0.790248461	1.763558556	8.314729842	2.755568566	0	0	2.952542181	0	0	3.092033669	3.379504	0.477641875	0	9.200708379	8.689596832	0	1.545733829	0
Nras	42.22831622	28.0726779	16.25472315	46.07336452	32.5412921	44.02030502	141.1888596	52.88578116	31.19707593	14.53677906	33.39759521	41.43915619	36.32001641	33.23030048	33.56783426	28.95079302	29.93317517	33.39148162	1.37863741
Nrbf2	15.66190477	25.40294685	16.49947531	43.31210919	23.79739203	14.69826278	0	17.13178974	28.82434128	22.61535673	32.26629601	43.08375099	20.62483782	20.60581521	37.52198708	19.85708553	3.835441459	10.01184502	1.722333489
Nrbp1	162.4223685	76.52576977	104.7960757	239.5572514	51.27348737	90.63270427	17.78652751	154.957922	221.1346428	173.1869545	138.2676012	85.77615548	151.9491257	194.0998287	93.88368515	279.8241041	63.97766686	74.22404866	8.61889402
Nrcam	0.340418278	1.968411173	0.299509516	1.344867767	1.871940129	1.247124534	1.4110079	1.723691575	0.317607945	1.13206506	2.363074801	0.655942322	1.78462025	0.143019326	3.125158169	0.395568756	0.452552748	1.050063213	0.406444349
Nrd1	11.09124534	8.652158741	24.04466719	16.93105982	3.415445997	15.35921658	18.70768948	19.61310972	0	8.852176607	17.24618057	14.06238513	14.50456404	23.74606151	7.602671184	3.941780592	0	10.5374033	2.966310096
Nrf1	62.38869105	62.59831929	40.80416276	126.9181822	33.20661297	66.36876003	74.6897301	73.78462396	56.86677507	41.08175521	41.73261466	32.58039236	55.71743438	77.73491259	37.69758605	70.04096039	78.3522821	44.70533069	36.33827042
Nrg3	0	2.688985513	0.562582171	0.252612551	0.879037297	0.658836564	2.385323538	0.353202248	0	0	0	0.308021478	0	0	0	1.257409246	0	0.493095219	0
Nrg4	10.32590339	4.221763044	2.355375145	2.115237042	3.680284781	1.072697706	0	0.123229968	0	2.543623361	6.194491725	8.382401927	1.275858743	3.936517937	2.048048416	0	0	4.128905196	0
Nrip1	0	1.048371863	0	3.376719765	0	0.52188403	0	3.672138774	0	0	1.758001037	1.646952553	0.814701586	0.71819133	0	0	0	0.878839613	0.340169421
Nrip2	0	1.431005476	1.197564156	0.537734311	1.871199646	2.337433519	0	0.250619598	0	0	3.149520054	1.311365702	1.297392224	0	2.082614634	0	0	1.04964784	0
Nrm	18.13145878	10.19298163	1.550943743	0	31.50363995	7.467014398	0	16.06635962	25.62932323	10.88684698	12.23665988	10.18995644	20.16275129	7.405939289	0	36.24030846	0	8.156279937	0
Nrn1l	62.66224175	22.38602626	22.48100634	0	0	5.850526668	0	7.449109232	0	46.53235739	0	41.02886752	22.32542263	0	13.03180642	25.12328573	33.96834045	19.70428024	144.9104892
Nrp1	0.062275844	1.604079787	5.75316294	5.33882971	2.397158466	2.245831394	0.060230016	0	1.796349227	0.621297193	3.69855801	1.679965792	0.831032316	0.366293754	0	0.077931568	0	2.689367979	0
Nrsn2	0	4.42367345	1.645349015	7.388001843	2.570865601	0.85638144	0	0	0	0	8.654333367	0.900851222	0	2.357020678	0	0	4.97217737	2.884249717	0
Nsa2	126.0021629	165.6599281	143.7076988	36.43940745	83.21334897	123.3064929	289.3911013	105.9678629	108.6910023	101.3320455	65.95465525	99.0466801	119.0548159	70.64041868	323.417802	121.7798259	108.5696957	130.4033081	329.8066646
Nsd1	9.199521703	17.45616239	7.6372818	12.84000508	13.04336224	12.0177433	16.37216174	19.38388892	7.408185443	12.6592219	13.39038751	11.9610831	11.54500465	16.70785465	13.59042891	6.820719098	8.051006849	10.1187891	12.89479989
Nsf	25.06780525	25.40234263	10.25229426	49.82633275	17.90387677	18.12730912	6.629301127	18.48953571	10.81851536	11.07168649	8.45895001	14.85866158	9.146873624	24.47795711	7.341424017	60.22733736	9.112356933	7.400226365	0
Nsfl1c	88.49241021	115.2202489	67.07774417	80.56959765	52.40464593	136.8154735	110.8659336	121.6012211	184.7925241	71.53330158	129.367583	87.22422094	74.48602801	148.9414248	29.16275736	112.4424753	38.00741195	111.7060969	65.994375
Nsl1	4.092233044	22.13076683	19.85708801	4.458148438	32.22013195	17.58995379	27.70459194	29.56856041	2.429652706	10.30967424	46.19719829	34.70686139	35.57813429	30.63413354	71.72096088	3.569176696	13.8478401	44.18053552	6.736681796
Nsmce1	116.8963155	111.9889314	31.95002308	24.86693303	59.90647423	120.2870478	98.00429364	130.606195	102.9595724	62.10640604	56.01773005	68.80610362	71.53426394	70.17995903	51.85827659	129.4044185	96.55166187	85.87812947	406.1128265
Nsmce2	59.18083108	27.47896656	40.80545744	30.74470947	73.48462625	52.19674874	109.3687567	50.36881375	58.55058449	31.36954695	30.92151398	42.78974703	28.84692135	23.77841147	16.83853879	86.70605027	83.60164204	20.00437589	122.0113005
Nsmce4a	156.2043073	259.0289439	284.8116343	106.5725701	185.4248012	181.5946399	152.0667304	101.1608978	205.123218	234.0984321	249.6790254	241.7043466	342.8370253	503.2033832	170.6031467	179.8801793	117.1493497	312.0416506	210.4271442
Nsun2	136.5072521	61.04352252	66.34471833	197.5694686	53.90524647	106.8404909	104.6014327	78.30720054	98.26070042	118.3611332	73.98059168	87.76034481	93.43771487	162.7104597	63.68769913	49.66197377	54.53355825	76.7582586	23.04818784
Nsun3	12.34396189	5.04684967	0	13.65461055	2.639728072	4.176771085	0	0	0	6.385554479	2.962048622	5.54988699	3.660499489	0	5.875948432	0	10.21072138	5.923012812	0
Nsun4	26.67130184	14.68258082	42.03583213	15.10005731	16.16767658	12.11763883	36.66157003	12.72185337	18.45900559	28.63405575	9.637836361	14.16319779	14.01227945	23.16069877	21.36830236	15.96542818	25.40611279	8.502416568	0
Nsun5	90.11275706	63.83612029	46.58642081	72.75962565	93.36301393	75.64193422	2.86267196	57.75429142	97.63954587	68.35562333	50.60584765	57.667336	70.76747987	54.64671492	22.89575624	17.59404216	100.9959667	73.6757276	51.53748794
Nsun6	0	0.852131402	0	3.629031056	0.742838051	3.89728865	12.16908637	6.964454148	5.083439517	0	1.250311981	1.041184829	3.60531608	4.994357048	0	0	0	1.250083106	3.548345973
Nsun7	4.911787553	0.797370606	2.669179044	0	0	0.694635416	0.698592665	1.024083529	0	3.362925243	0	0	0	2.124274122	0	0	1.344358301	0	0
Nt5c	90.79260328	104.6129078	254.1695866	50.72359475	150.0311119	97.74891136	194.689782	119.089196	185.1759004	97.59414607	94.07820102	71.12690988	84.13685393	149.6884028	122.781012	146.8990673	140.8165158	150.9926251	513.5424354
Nt5c2	2.557364701	12.29403094	8.129180184	15.96959002	8.732544153	9.189476829	28.72280391	6.751755894	2.289794089	13.16833074	14.25282917	18.08152933	6.605117002	4.367001838	9.719178968	12.23328567	18.42453731	8.015748822	4.826310648
Nt5c3	0	2.28896489	0	3.440531792	5.986154999	5.48363481	0	0	0	0	0	3.495991805	4.842235545	20.73329775	4.441661807	0	0	2.238619015	0
Nt5dc3	1.238820548	5.584094958	2.670374913	0.856471988	5.364608663	2.829425574	2.33634176	3.832054495	0.640512024	2.265841912	2.675398756	5.848268011	6.612515206	1.092973298	9.287789457	2.054083402	0.576411691	8.693454288	10.35367813
Ntan1	0	12.98740218	17.78523478	7.985986327	3.087723698	8.228416967	27.6187911	6.616880868	0	1.067037824	10.39423851	10.81962303	11.77476598	21.70346281	30.92927425	0	0	12.12439176	30.83936296
Ntf5	0	1.036622408	1.156689577	0.51938067	0	0.752551189	0.363282421	0.726196776	0	0.624567733	2.028014951	0.633303457	0.626555185	0.552332915	2.011532015	0	0	2.027643713	0
Nthl1	18.77501364	1.256104807	16.81912326	0.944022458	0	7.386289918	0	0	4.458862651	5.676048426	0	0	9.110576507	9.035245933	0	8.330018727	0	27.64072645	0
Ntn1	1.542027167	0.709267963	4.748515107	0.355365721	0	0.669374478	0	0	0.839242186	5.341697717	0	0.433312892	0.214347826	0	3.440778447	0	0	0.693667586	0
Ntn3	0	2.907578793	0	3.954141832	1.448374986	0.361851313	1.455650934	0.096994235	0	0	0	5.07521815	2.008455323	0.442632991	24.98627429	0	0	0.406232354	0
Ntn5	3.044948499	6.46407175	15.86810549	25.90963798	11.26999533	4.129564885	0	6.037798695	8.413482893	3.115696214	3.793831018	6.318549864	6.251221491	0	0	6.008751657	4.359342294	6.321894233	3.915190104
Ntrk2	0.298792824	0.549728778	0.920101972	0	1.078247755	0.359175277	0.577954325	1.0109077	3.17102784	0.621024445	0.40330193	1.385363341	0.373800373	0	0.400024045	0.186953655	0	0	0
Nub1	245.8531348	320.2031107	231.9870677	352.0452375	227.9624849	245.6823263	100.6216075	288.4744004	223.7626341	343.8551779	247.7318582	239.9992809	317.1825456	382.8538363	97.14447885	286.6275708	162.8514012	276.4872666	88.73656553
Nubp1	0	5.418722804	10.6700265	8.623964558	10.00318006	18.74340487	0	10.82987581	8.768956858	4.032981776	3.741535102	8.178780828	11.55947207	20.88976033	12.98893864	2.384823175	0	10.28733804	4.343873983
Nubp2	420.7512784	152.2609841	254.0510926	372.8822693	258.0214203	525.2013699	568.7533072	465.8706362	347.9783719	231.4875134	243.5922504	221.6849964	244.2653869	284.325921	165.6770914	399.733357	494.2274765	240.7642578	679.8152658
Nubpl	0	1.13712757	0	2.563816231	0	1.733580199	0	2.588965568	0	11.30451891	5.005440086	0	3.092861262	6.361782551	0	10.05467474	0	5.004523817	0
Nucb1	22.35228466	4.626501979	11.18513123	27.04361417	9.410595568	17.01729545	0	5.851905878	12.84943178	8.362438909	22.62785155	16.01664999	5.592699485	8.216972428	7.481313653	31.81757816	0	17.34484388	12.25963374
Nucb2	9.768984894	16.01967766	28.77465212	0	6.130981329	18.89120233	2.259319504	13.95962709	0.462324468	3.531182201	20.6387904	15.03840346	7.084837721	16.23846043	31.84384957	1.328787106	39.5253731	19.4886228	9.762039382
Nucks1	13.00273851	31.3778937	10.8016515	5.351938343	4.655898332	14.8307396	14.27182643	9.977422726	12.50763637	19.10638348	18.93845261	18.76182269	14.93022626	28.81318585	27.20517857	13.88756908	7.316343669	18.60852057	4.2963688
Nudc	204.4533982	215.0205244	168.5658233	171.8162923	231.7787072	201.7932212	134.4716717	179.204734	290.6205244	198.4215058	221.6588724	175.3550039	144.2677037	301.0407108	146.5715422	209.9558601	168.1016759	147.7455312	164.6995784
Nudcd1	17.6475324	11.21639279	7.245836392	34.90171802	19.55558342	22.71385934	86.78713757	14.54335274	47.90657913	17.07260519	13.28152698	17.31139684	6.779410716	9.75083112	8.018700732	19.80868081	28.86372764	9.237631817	0
Nudcd2	64.66736057	19.90008739	19.84278587	18.4561694	64.22349647	74.32396597	133.5437065	43.89879156	88.05001246	24.48991681	59.64034979	15.52028322	36.08402493	100.8428198	36.9722598	40.46214801	38.54834141	45.9643541	22.11886894
Nudcd3	16.84245637	7.019222722	3.438538577	28.30637758	8.059099132	3.504852359	0	1.739029273	1.772516071	9.283390662	9.043144911	4.079068883	12.72767314	3.010228327	9.966272958	19.56275124	7.793342117	15.0691492	2.721956371
Nudt1	0	7.945966509	4.836169628	3.257329886	11.3348068	15.41760196	0	12.90410683	25.42833812	3.917017444	29.67726671	6.619673513	6.549136466	25.40260837	16.82060637	7.615549193	0	0	41.0177664
Nudt12	0	0.892495521	0	4.471685326	0	0	0	5.522864504	0	7.528232649	0.873024857	1.635756166	3.23665218	2.853235558	0	5.564587409	0	0.872865046	0
Nudt13	11.10548856	5.645750499	2.699859263	0	0	1.52234275	6.500926687	1.506697605	0	6.317219176	3.944702089	2.95642018	4.874862578	0	3.130112839	0	0	0	4.885064783
Nudt14	0	16.25174693	20.0429653	0	17.89555879	5.588617845	51.25855408	0	0	0	2.510084079	10.97379924	1.550980868	0	29.87619682	0	0	5.019249192	31.08453581
Nudt15	0	3.401950518	4.379980016	4.326769598	1.368747889	0.455943822	5.089808165	0.183323595	0	0.473004036	0	1.918479453	0.949018386	6.274476342	10.66375827	0	0	4.606787742	0
Nudt16l1	7.844106279	6.948664889	16.10341589	0	8.387221109	8.847250336	0	8.98675664	0	1.932271805	1.568555299	1.959298165	0	20.50552268	0	10.72495592	0	25.09229068	37.63549763
Nudt17	0	5.478166338	8.335468577	0	7.814525395	19.52323326	0	0	0	0	1.461451303	0.912756744	1.806061422	2.388170731	0	0	0	1.461183777	0
Nudt19	23.40171977	10.23444395	20.08318829	21.74886287	5.537660555	28.59209001	0	28.3077574	8.978042902	13.39571054	45.56808203	12.93626104	5.759287438	43.43687431	34.92551243	40.08650651	0	24.85076759	35.26930357
Nudt2	49.12741562	28.79561019	56.22902647	9.618342022	46.0209196	33.79576048	0	47.34937146	14.43346459	30.36150432	37.55654102	29.32015768	23.20618544	26.85002329	27.93847179	77.52720622	0	42.24337439	76.30465431
Nudt21	144.0180737	164.232029	188.0229621	82.59134374	130.9267108	128.1797206	85.04846942	109.2773632	134.0066822	205.2573551	116.455701	142.1090775	169.3779998	239.096517	106.6238707	258.2922929	74.1127428	148.6777509	220.4858161
Nudt22	92.62955133	82.83501969	70.45848934	36.74033349	14.2053835	36.96841801	0	41.38158547	65.87869142	56.45367083	25.90235913	42.31024957	36.93476962	26.04755584	35.57330942	44.7962199	133.9352283	25.89761758	101.7831854
Nudt3	63.8512419	63.7367598	128.6418893	44.14424685	71.90371225	77.0269939	84.09009144	108.5613448	81.60889333	108.4279504	76.09913587	80.74050239	53.25343891	93.88998076	60.02074271	128.4610903	99.55806093	66.91831333	87.99529524
Nudt4	169.4458056	388.7976772	268.4500732	61.53238304	233.884319	92.54008539	30.5687372	107.8004015	60.30021774	334.6813178	245.8087815	290.8820992	295.3958511	318.7923356	322.6370348	123.9418257	52.03011974	261.7784678	114.4384257
Nudt5	0	9.818012398	7.144687351	3.84975804	6.698164624	8.181164416	26.92725208	6.578882732	0.37882093	10.80199524	11.27405291	14.08253263	11.61039486	8.87034843	17.39487818	11.61371638	6.477285812	2.504886475	30.05629106
Nudt6	0	4.429175531	0	2.853202204	3.309509822	3.307293993	0	0	0	16.01153959	7.427226397	5.798389393	3.441962206	7.079856887	0	0	0	5.569400106	0
Nudt7	0	3.744047446	12.53310933	2.813829589	6.527680826	4.077068952	0	5.027147847	1.661305771	0	9.155918465	9.149399711	3.394465028	0.997451253	10.89780316	8.48859031	0	9.154242432	0
Nudt9	8.014630329	26.44034706	27.233363	20.63545342	15.95709683	27.02031095	4.811177312	35.26409368	51.89193602	12.86684441	25.36614952	27.02553665	23.04962197	39.01275605	8.879994032	10.02945399	18.00271117	25.36150613	36.95657706
Nuf2	33.41817586	6.48682815	20.77039338	14.83744237	13.27656996	9.827911742	8.598993092	12.74377208	3.504054225	4.588040807	12.41474017	12.40590123	8.693876542	4.508230819	8.209225252	1.726483971	1.426529058	9.929974077	0
Nufip1	100.8423618	80.22128837	52.56505055	94.66830143	94.63166082	86.83630221	48.09186443	97.1513564	112.3916134	112.6068591	32.55719271	74.45283725	98.1094921	80.48507952	32.78938914	80.5107226	56.97860026	89.6410877	89.94100026
Nufip2	8.508656489	13.89337195	7.642115339	14.70637928	8.188005453	15.79681583	36.10534342	30.06683242	5.730618264	14.50151501	18.37558234	13.15022747	11.35427171	22.10372695	8.353689933	7.342459197	4.618831945	13.20503212	3.703787158
Numa1	3.504790112	8.72407197	8.888058986	6.414020893	5.951843192	5.286985095	0	8.968068257	5.469945444	6.684612322	10.57442662	3.823548593	4.298643326	8.185152194	3.864177467	1.096467638	0	4.729798571	3.876875648
Numb	7.140455563	23.50875051	20.83102422	23.38404253	10.84952455	8.734043125	11.63096257	17.31651129	25.566873	9.998177044	4.058097195	17.74153476	14.4181142	4.973529871	6.037671783	21.28064064	0	11.15772444	0
Numbl	0	0.248187558	3.32320767	2.984395915	2.596263834	1.729683698	0	0.52159688	6.534118155	2.243004867	4.36991586	2.274377398	1.350085432	11.90153141	7.223998072	1.772494063	0	0.728185988	0
Nup107	51.03235508	61.20464107	55.07555725	135.5215681	48.19125816	82.27161216	169.7473535	53.09601509	89.94154707	63.44250764	56.65061686	53.87626387	62.05327983	79.24834078	26.81804148	59.08684793	0	50.8474942	27.90269377
Nup133	42.71985636	21.60552173	17.98325679	17.72967798	17.10369263	30.11490104	34.50200987	11.49484391	36.86162021	24.90893979	22.61928039	18.1938444	25.41173199	36.40233382	22.43543947	23.59201108	0.59070289	30.15351977	2.122076179
Nup153	24.67616958	12.5047205	11.31331161	6.60392392	5.892367595	13.83779277	12.1400345	8.602233607	9.564227061	32.5800089	10.24836354	10.53012938	20.42730158	14.04582327	17.05108304	14.48199185	3.418836458	13.55180609	0
Nup155	36.95941019	25.73798762	18.43695273	9.870665798	10.5259363	16.83944922	10.46745767	41.58892122	18.6737502	26.41968324	15.54104212	28.73045807	27.46403489	21.84035088	19.11426573	31.55425342	8.571648683	25.4826435	0.962290635
Nup160	35.93329333	11.81410327	14.78035199	15.78464011	11.85927095	24.48235434	6.398538534	41.92472569	30.04084187	12.94186974	19.61080467	15.09131832	16.01243126	16.59534967	5.557547285	21.59049947	11.46819939	14.35528228	1.626277945
Nup188	8.712906763	4.306645052	11.61320416	14.38510412	11.26283978	10.52578881	0	11.35558723	11.8195248	20.32565913	6.319037061	9.647210966	14.7504572	11.6645503	11.83894795	14.36139981	6.655877643	10.88079391	0
Nup205	2.782214318	10.01979557	8.74983291	7.366649237	11.96269832	15.37031428	0	3.929271034	10.98607055	11.61457308	11.18615665	12.17624532	19.94584307	11.14172909	5.706123333	8.037412467	3.856072045	13.10138479	0.494742231
Nup210	0	0.578504559	0	0	0.504306259	1.301918905	0	0	0	0.697101043	1.41470979	0.706851278	0	1.387074002	0.561284626	2.065768134	0	0	0
Nup210l	3.309685399	4.656498368	3.597119303	0.538396895	1.249003531	7.697031564	7.217848104	4.5167113	0.918301232	2.158117339	3.153400822	0.875321025	3.247477104	3.244481905	4.17036157	2.842355381	1.811724548	5.955333424	0
Nup214	26.22774328	34.76321784	36.85019624	35.9546418	26.40823262	24.26344413	5.438707998	18.98959524	44.29209446	32.91346201	20.64578613	22.60317611	24.46348213	15.87645411	27.46459167	20.43585389	18.8390613	24.04186677	36.84721806
Nup35	406.4000611	169.0429386	158.0634626	218.2456375	291.4303894	290.1040565	683.7098451	207.4031137	325.3821264	246.6562109	107.3884387	131.1110093	175.5205046	104.9132629	123.695566	349.4285507	303.3149342	247.9872485	361.9642992
Nup37	56.01459678	19.32327774	23.21997295	20.85262171	46.64740798	33.6672382	40.37038928	28.98253633	39.42624718	27.76246915	17.44774295	24.51841966	39.53018587	51.47912219	25.95890147	61.83975244	65.15767861	13.08341179	72.02348253
Nup43	177.1916721	108.3171308	135.5308421	79.03443832	134.7611875	137.8774118	207.8561207	159.1282908	208.4259053	204.3377433	55.5487444	94.44272807	99.15697221	132.797103	58.15822448	147.7050906	202.1247917	84.85060214	320.0683086
Nup50	23.36714499	35.70733816	29.16518847	61.18553643	34.36482382	28.43153921	11.93794688	38.97253485	32.06832045	16.00624142	24.31012995	25.65405753	24.08576291	24.88545311	19.12374373	26.37562662	40.45587146	22.21036263	13.94966817
Nup54	108.6099261	73.00705211	42.84116302	83.06749928	71.50357756	84.88532153	55.80832726	45.43909558	53.17365794	56.25421579	39.26365653	34.11800167	37.44634469	44.16886948	25.39861072	77.74977236	27.95250657	37.54966613	1.321292715
Nup62	23.35135162	60.31832143	112.3861718	179.1900346	96.730975	98.773038	36.49373066	150.2859761	115.8107279	66.34119687	80.1542285	83.43454267	57.78184429	58.21366507	39.75138268	78.27938352	47.49013369	61.774241	24.55697887
Nup62cl	0.326837762	4.209287385	2.012926986	2.711553868	6.290415832	0	54.36933667	0	0	0	5.293874134	9.918946961	13.0843386	0.961196376	0	0	0	14.11441351	0
Nup85	84.18517212	62.205987	71.51438237	72.25116763	32.8651647	85.80275644	1.816664502	122.0400199	79.73908613	68.71199707	72.83429239	37.42767697	94.56601182	162.7097554	53.03866746	114.7510757	111.2349083	65.44668533	10.70375618
Nup88	86.79922458	43.0795168	25.71856227	30.93277471	57.40767847	48.28577876	0	97.36084732	127.0288844	17.35878888	33.81911825	33.69445953	33.33542253	67.98364658	11.18141643	51.41718057	48.57527649	41.86362453	16.82723999
Nup93	30.34501087	27.33572346	28.69245925	107.9435515	42.40874608	47.52653759	0.121776536	64.8334411	95.45894989	49.82826118	39.4292374	36.51401058	21.84298056	57.76632645	6.742891643	21.82296835	2.343444252	50.97674961	5.26170528
Nup98	9.371500123	14.56362385	33.06128252	17.61305474	22.76472304	37.0408221	13.90344226	27.44099043	51.74679569	19.36468249	10.80723762	23.01039028	12.74851155	18.195362	21.43880099	62.39449064	0	25.04855566	0
Nupl1	22.48381675	24.36654437	15.17514881	25.97836237	5.927810408	16.66080433	0	5.855328046	30.17275478	24.58198416	25.77501959	23.36794522	21.5776812	33.06130091	11.54572323	23.51098403	7.165418516	19.95120105	0
Nupl2	5.196147405	8.860526172	4.683220984	2.10287574	2.439184963	5.586056315	0.122571913	10.20915171	2.207205987	13.06525275	10.26381922	4.700901184	4.650809939	14.53590614	0	11.49818805	0	13.68258718	0
Nupr1	56.53771171	5.417704438	0	11.4006546	0	16.04689184	94.55150414	34.91699495	45.19406313	21.54359594	0	13.90131438	56.97748726	1.731996025	309.0786421	21.74116463	0	22.25387561	177.1967509
Nus1	17.33897701	17.34698706	35.92381009	10.38547463	31.52569911	14.85582368	40.72562071	5.715691164	11.43706967	11.95734519	24.59001093	17.51329748	15.46073126	10.57441006	28.24122939	12.79874839	2.974254344	8.195169872	10.01708261
Nusap1	7.348549565	21.99880851	26.08100533	15.84426882	10.7872131	17.26794805	39.51089067	14.68867915	19.18365401	19.05311391	30.26092917	7.559846062	10.38790396	16.84951269	10.67199283	31.95194293	26.65826178	12.7744979	5.725304178
Nvl	52.16843362	35.24482311	51.19938993	35.98391486	22.02878956	48.08329908	33.09265417	42.78125675	33.24475535	38.46357522	44.23325943	36.56396135	35.3704735	34.01504351	25.80808723	31.13391615	86.33064826	32.51850171	38.76741914
Nwd1	0.095461677	1.405068039	0.881893439	0.791981554	1.837283547	0.994528938	1.477210549	0.768990739	0.20781856	0.476188423	2.061622656	0.321899194	0.318469143	0.70185753	1.022433285	0.298650235	0	1.030622633	0
